CONCEPTICON_ID	LEGO_ID
1448	1682
1449	1490
1450	1221
1451	2082
1452	1647
1453	1507
1454	1491
1455	1494
1456	1585
1457	1160
1458	2215
1459	2180
146	1433
1460	1731
1461	1732
1462	1047
1463	1008
1464	1235
1467	1832
1468	1695
1469	1968
1470	1447
1471	1981
1472	1228
1474	28
1475	1202
1476	1239
1477	1684
1478	2483
1479	611
148	980
1480	729
1481	1518
1482	819
1483	1851
1484	1121
1485	1743
1486	1311
1487	1505
1489	98
1493	1843
1494	954
1495	2080
1496	187
1498	1844
1500	1846
1501	1513
1502	337
1504	700
1506	1804
1507	1094
1508	2266
1509	707
151	1205
1510	774
1511	546
1513	2139
1514	547
1515	1852
1517	697
1518	2148
1519	1612
1521	2145
1523	2157
1524	1137
1526	1060
1528	2123
1529	1901
1530	1052
1531	1313
1533	1023
1534	967
1535	2326
1536	2141
1537	1982
1538	723
1539	1542
154	864
1540	778
1541	1269
1543	670
1544	1943
1545	2284
1546	1905
1547	1086
1548	2133
155	1467
1550	2286
1554	135
1556	1142
1557	1935
1558	1838
1559	1699
156	2029
1560	769
1561	2301
1562	2137
1564	1001
1565	2406
1566	2327
1567	1223
1569	1133
157	1164
1571	1716
1572	2075
1574	1594
1575	685
1576	1771
1577	2175
158	1145
1580	1897
1583	768
1584	987
1585	922
1586	1992
1587	1990
1588	1567
159	1413
1591	1744
1592	859
1593	1820
1594	1075
1595	1802
1596	1225
1598	1801
1599	2222
1600	1171
1601	964
1602	929
1603	2393
1604	765
1605	766
1606	1741
1607	2098
1608	2007
1609	2146
161	2356
1610	2296
1613	2019
1616	1148
1617	193
1618	191
1619	192
162	910
1620	169
1621	912
1622	1169
1623	2212
1624	1890
1626	2164
1627	1453
1629	1959
163	2028
1631	1930
1632	1230
1633	1823
1634	1873
1635	2276
1639	1138
1640	178
1641	1152
1642	205
1643	207
1644	230
1645	1810
1646	141
1647	343
1648	1527
1651	2096
1653	1007
1654	85
1655	783
1656	1949
1657	2119
166	21
1660	1697
1662	41
1663	1236
1664	1664
1666	1006
1667	1837
1668	2090
1669	208
1671	2332
1672	2241
1673	822
1674	1702
1675	2232
1676	1941
1678	1213
168	1000
1680	2329
1681	882
1682	2375
1685	1727
1686	1728
1687	2131
1689	1439
169	243
1690	1271
1692	1974
1693	1973
1694	1972
1695	1971
1696	2338
1697	1970
1699	1969
17	777
2691	202
1700	1975
1702	2399
1703	1848
1704	1849
1705	1850
1706	1853
1707	1854
1709	1857
2693	200
1710	1862
1711	2217
1712	2370
1719	961
172	820
1725	2126
1726	2062
1728	1018
1729	1540
173	206
1730	773
1731	1256
1732	72
1733	89
1735	1487
174	2106
1740	1372
1741	1746
1743	1773
1744	874
1745	883
1747	2287
1749	1677
175	1600
1750	2115
1752	1624
1753	1783
1754	1192
1756	228
1757	999
1758	176
1759	173
1760	174
1761	177
1763	2304
1764	2160
1766	1938
1767	1067
1768	32
1769	1653
1770	960
1773	962
1774	1704
1775	1240
1776	2103
1778	1630
1779	2107
178	1016
1781	838
1782	2282
1783	2087
1784	2114
1785	938
1787	1159
1789	1921
1791	709
1792	2384
1793	466
1794	1277
18	787
180	2237
1801	171
1803	62
1806	1934
1807	1958
1808	990
1810	2113
1811	2008
1812	2173
1814	2371
1816	1733
1817	1800
1818	2363
1819	2013
1820	395
1821	1203
1823	1706
1825	1531
1828	2230
1829	1606
183	1042
1831	2291
1832	220
1833	1063;1064
1834	242
1838	865
1839	2095
184	1669
1840	1512
1841	2168
1843	1874
1844	1661
1845	1834
1846	2265
1847	966
1848	2288
1849	1667
185	1232
1850	1151
1851	1185
1852	1942
1853	530
1855	1339
1856	2047
1857	499
1858	2343
1859	1907
1860	1195
1862	344
1866	2214
1867	1700
1869	1715
1870	1671
1871	383
1874	1085
1875	2093
1877	1799
1879	2207
1881	1882
1882	1738
1883	1739
1884	2044
1886	821
1887	1723
1888	1904
1889	2383
189	739
1890	2140
1892	2038
1895	1146
1897	2285
1899	2149
19	2348
190	1289
1901	1280
1902	2169
1903	976
1904	957
1905	537
1906	2004
1909	1589
191	1111
1910	635
1913	1501
1914	1708
1915	1353
1916	642
1917	1449
192	1828
1920	927
1921	1276
1922	1673
1923	2050
1926	1206
1927	1432
1928	1939
1929	2151
193	1821
1931	695
1932	2143
1934	1703
1936	352
1938	2331
1939	2369
194	231
1940	2340
1941	2302
1942	1796
1944	2389
1945	2409
1948	1517
195	1543
1950	1338
1957	968
1958	1017
1959	1015
1961	1194
1963	1929
1964	1898
1966	1104
1970	1662
1971	1547
1972	339
1973	2408
1974	722
1977	94
1979	1552
1981	229
1982	52
1983	925
2692	195
1985	197
1986	971
1989	328
199	1025
1991	877
1992	1880
1994	818
1997	1690
2	5
200	2512
2001	1554
2002	1274
2003	1592
2004	1445
2007	87
2008	1691
2009	396
2012	1170
2013	2351
2014	1618
2017	1070
2018	2134
2020	2366
2021	1681
2022	2228
2023	1886
2024	2289
203	153
204	1950
205	1244
206	702
208	793
21	1996
210	952
211	1528
2118	13
212	1266
2125	67
213	639
2130	1178
2131	1241
2132	1290
2133	1458
2135	1717
2136	2249
2137	2413
2138	2415
2139	420
214	1492
2144	54
2146	1039
215	1760
218	2378
221	109
223	1292
224	1081
2249	1817
225	1082
2252	1649
2253	1583
2254	211
2255	210
2256	212
2257	213
2259	735
2260	138
2261	314
2262	315
2263	137
2264	218
2265	217
2266	216
2267	215
227	613
228	1549
23	1300
230	1508
232	720
234	1666
236	224
237	223
239	1326
24	2397
241	1392
244	1795
245	1509
249	99
250	2021
255	2272
256	1012
257	2396
258	29
259	30
262	240
263	319
264	338
2648	736
265	545
266	641
267	719
268	921
269	1014
27	95
270	1053
271	1055
272	1059
273	1073
274	1074
275	1065
277	1157
278	1162
279	1247
280	1248
281	1251
284	1281
285	1291
288	1526
289	1537
290	1473
291	1489
292	1544
293	1546
296	1604
297	1826
298	2210
299	2235
3	2108
300	2252
301	2263
302	2261
303	2405
304	2402
305	190
306	214
307	551
309	459
31	1049
310	717
311	718
318	856
319	920
32	788
320	1004
321	1031
322	1105
323	1122
325	1153
326	1165
327	1166
328	1172
329	1174
33	1435
330	1198
332	1200
333	1204
334	1219
335	1220
336	1227
337	1282
338	1283
342	1308
343	1437
344	1393
345	1396
346	1335
348	1434
352	1452
354	1463
355	1466
356	1470
357	1499
358	1535
359	1536
36	740
360	1548
363	1211
365	1597
366	1611
367	1645
369	1707
371	1770
372	1787
375	1991
376	1993
377	2009
378	2042
379	2054
38	1497
380	2072
381	2130
383	2270
384	2273
386	2305
387	2306
388	2349
389	2350
390	2377
391	2403
392	2412
40	2101
403	1214
404	1139
405	181
406	186
408	1218
409	1394
410	1418
411	1430
412	1634
413	1635
414	1637
415	1639
416	1663
417	1908
418	1947
42	1994
420	60
421	2337
424	165
425	1933
426	166
427	182
43	1643
430	1574
44	1693
46	1515
474	1167
476	1054
477	1927
478	797
479	1803
48	2220
480	1051
481	1050
482	2268
484	2372
485	1625
488	2174
489	871
49	2233
490	209
492	1845
493	1847
497	992
498	851
499	994
501	1579
502	1520
503	507
504	2150
505	164
506	1302
509	2162
52	941
522	402
525	745
526	2211
53	2074
531	2190
539	606
55	2202
56	2078
568	1575
576	741
578	2085
579	2299
580	1154
581	1623
582	1705
584	2172
585	1176
586	1268
587	676
588	1477
590	1009
592	932
593	1093
594	1893
597	996
598	644
6	71
60	1301
601	2121
602	1779
603	1168
604	1539
605	1295
606	1304
607	686
610	1672
611	1294
613	45
615	340
617	104
618	15
619	313
620	673
621	1532
622	20
623	38
624	35
626	3
627	1533
628	1317
629	1155
630	90
631	317
632	488
633	1719
634	1084
635	1131
636	1080
64	1187
640	6
641	1436
643	2170
644	1368
645	34
646	113
647	1553
648	2243
649	318
65	2342
652	17
653	1310
655	998
657	1721
658	100
66	1603
660	39
661	2388
663	36
665	690
666	48
667	1648
67	116
670	1312
671	8
672	1926
673	2155
674	795
676	934
677	1471
678	738
679	2018
68	1199
680	1475
681	1692
682	1792
683	134
684	1676
686	2171
687	1885
688	869
690	1784
691	1987
692	1640
694	1683
695	1613
698	2147
7	1769
70	2005
700	1633
701	1931
702	1588
703	1944
704	2069
705	1614
706	2022
707	2156
708	2017
709	2152
710	1652
711	1809
712	1701
713	2385
714	1287
715	2201
716	2097
717	2000
718	1709
719	1696
72	842
720	2077
721	1782
722	2335
723	1753
724	2242
727	2194
728	1900
729	1955
73	796
730	469
731	1135
733	1714
734	1443
735	566
736	1217
737	120
738	1685
740	1660
741	1644
742	1785
743	1937
744	1140
745	1243
748	1286
749	1631
752	1720
753	2153
754	1932
755	2229
757	1186
758	552
759	1530
76	140
760	1457
761	1778
762	1742
763	730
765	1562
767	959
768	1062
769	1246
77	142
770	1197
772	1179
773	1675
777	2247
778	111
779	1892
781	2109
782	2334
783	2333
784	103
785	963
786	1670
787	1598
788	1207
789	2260
790	1940
791	2281
792	1037
793	988
794	2244
796	863
797	892
798	772
799	827
8	2404
80	1224
800	845
801	861
803	852
804	887
805	762
806	1238
808	1573
809	1173
81	1805
812	2271
813	1442
816	1894
817	255
819	876
82	2099
820	332
822	2189
827	1572
829	1249
83	2234
832	1089
834	884
837	2031
838	1767
843	725
845	2380
847	1026
85	1689
850	1830
851	320
852	2398
853	2394
854	1048
856	1712
858	88
859	1233
86	1066
860	2166
861	2365
862	1130
863	1790
864	1431
867	1183
868	1333
873	1711
875	1177
876	1253
877	1254
878	2407
879	911
88	696
881	1147
882	567
884	1724
887	2003
889	110
89	2256
890	345
891	43
892	1919
897	1033
9	2238
90	2376
901	1257
902	2381
906	1327
907	189
908	2248
911	2391
913	527
914	1550
916	1150
917	1188
919	1125
920	1106
921	18
923	2084
924	1087
925	1423
926	1303
93	1132
930	2258
932	1299
933	1231
936	341
937	512
938	342
941	1136
942	1129
943	57
945	2317
946	742
948	27
95	706
950	579
951	2303
952	108
953	2382
956	1626
957	612
96	1602
960	96
962	136
963	2245
964	1149
965	1
968	1401
97	2486
970	1402
974	1438
977	2312
978	42
979	1265
98	1876
980	853
981	826
983	2373
984	1444
987	1766
988	2374
989	2159
994	2309
996	1005
998	1754
