570	sweet	717	SWEET	2
571	sweet potato	159	SWEET POTATO	2
572	swim	1439	SWIM	2
573	swollen	1573	SWELL	2
574	tail	1220	TAIL	2
575	take	1749	TAKE	2
#<<<				
576	tall	711	TALL	2
576	tall	1265	HIGH	2
#>>>				
577	tasteless	1771	TASTELESS	2
578	tattoo	68	TATTOO	2
#<<<				
579	tear	1651	TEAR (OF EYE)	2
579	tear	1735	TEAR (SHRED)	2
#>>>				
#<<<				
580	tell	1711	TELL	2
580	tell	1458	SAY	2
#>>>				
581	ten	1515	TEN	2
582	termite	883	TERMITE	2
#<<<				
583	that, near	78	THAT	4
583	that, near	3414	IN THAT WAY	4
583	that, near	3735	NEAR (IN SPACE)	4
583	that, near	1942	NEAR	4
#>>>				
#<<<				
584	there, far	1937	THERE	4
584	there, far	1406	FAR	4
584	there, far	136	HERE	4
584	there, far	3411	OVER THERE	4
#>>>				
#<<<				
585	there, near	1937	THERE	4
585	there, near	136	HERE	4
585	there, near	3735	NEAR (IN SPACE)	4
585	there, near	1942	NEAR	4
585	there, near	3411	OVER THERE	4
#>>>				
#<<<				
586	they 	817	THEY	4
586	they 	2642	HE OR SHE	4
#>>>				
#<<<				
587	thick	1244	THICK	2
587	thick	2239	DENSE	2
587	thick	2151	COARSE	2
#>>>				
588	thigh	471	UPPER LEG (THIGH)	2
#<<<				
589	thin	2308	THIN	2
589	thin	2249	THIN (OF SHAPE OF OBJECT)	2
589	thin	2219	LEAN (MEAT)	2
589	thin	1400	THIN (SLIM)	2
589	thin	2305	THIN (OF HAIR AND THREAD)	2
589	thin	2157	FINE OR THIN	2
589	thin	2306	THIN (OF LEAF AND CLOTH)	2
#>>>				
#<<<				
590	think	1415	THINK (REFLECT)	2
590	think	2271	THINK	2
#>>>				
591	thirsty	847	THIRSTY	2
592	this	1214	THIS	2
593	thorn	124	THORN	2
594	thousand	1843	THOUSAND	2
595	three	492	THREE	2
596	throw	1456	THROW	2
597	thumb	1781	THUMB	2
#<<<				
598	thunder	1150	THUNDER	2
598	thunder	2378	THUNDER (VERB)	2
#>>>				
#<<<				
599	tie	3711	TIE (NOUN)	2
599	tie	1917	TIE	2
599	tie	760	KNOT	2
#>>>				
600	tired	1757	TIRED	2
601	toad	894	TOAD	2
602	to clean	2235	CLEAN (SOMETHING)	1
603	today	1283	TODAY	2
#<<<				
604	to dry	1398	DRY	1
604	to dry	1786	DRY UP	1
#>>>				
605	to lean	3619	LEAN	1
#<<<				
606	to lie	215	LIE DOWN	1
606	to lie	601	LIE (MISLEAD)	1
606	to lie	1411	LIE (REST)	1
#>>>				
607	tomorrow	1329	TOMORROW	2
608	tongue	1205	TONGUE	2
609	tooth	1380	TOOTH	2
610	to sting	571	STING	1
#<<<				
611	touch	1892	TOUCH	2
611	touch	2521	FEELING (HAPTIC SENSE)	2
#>>>				
612	tourtise		???	
613	to whistle	1025	WHISTLE	1
614	to wrap	1113	WRAP	1
615	tree	906	TREE	2
#<<<				
616	true/correct	1657	TRUE	4
616	true/correct	1725	CORRECT (RIGHT)	4
616	true/correct	2231	CORRECT (SOMETHING OR SOMEBODY)	4
616	true/correct	2856	CHANGE (SOMETHING)	4
#>>>				
617	try	1812	TRY	2
#<<<				
618	turn	1444	TURN AROUND	2
618	turn	1445	TURN (SOMETHING)	2
618	turn	1588	TURN	2
#>>>				
#<<<				
619	turtle	112	TURTLE	2
619	turtle	3949	RED-FOOTED TORTOISE	2
619	turtle	895	TORTOISE	2
#>>>				
620	twenty	1710	TWENTY	2
621	twins	1005	TWINS	2
#<<<				
622	two	1498	TWO	2
622	two	1384	SECOND	2
#>>>				
623	uncle	1327	UNCLE	2
#<<<				
624	under	1485	BELOW OR UNDER	2
624	under	415	CARRY UNDER ARM	2
#>>>				
625	understand	1536	UNDERSTAND	2
626	unripe	1958	UNRIPE	2
627	unripe and dry		???	
628	upriver		???	
629	urinate	592	PISS	2
630	urine	1142	URINE	2
631	valley	921	VALLEY	2
632	vein	1924	VEIN	2
633	village	930	VILLAGE	2
634	voice	1363	VOICE	2
635	vomit	1278	VOMIT	2
636	waist	1681	WAIST	2
637	wait	1590	WAIT (FOR)	2
638	wake up	1602	WAKE UP	2
#<<<				
639	walk	1443	WALK	2
639	walk	2979	WALK (MANNER)	2
#>>>				
#<<<				
640	wall	933	WALL (OF HOUSE)	2
640	wall	3830	WALL	2
#>>>				
641	want	1784	WANT	2
#<<<				
642	wash clothes	1453	WASH	4
642	wash clothes	2503	LAUNDER (WASH CLOTHES)	4
#>>>				
#<<<				
643	water	3078	IRRIGATE	2
643	water	2516	WATER BUFFALO	2
643	water	948	WATER	2
#>>>				
644	waterfall	943	WATERFALL	2
645	weak	1601	WEAK	2
646	weave	133	WEAVE	2
647	we pl exc		???	
648	we pl incl		???	
649	western tarsier		???	
650	wet	1726	WET	2
651	what	1236	WHAT	2
652	when	1238	WHEN	2
653	where	1237	WHERE	2
654	which	727	WHICH	2
655	whirlpool	1982	WHIRLPOOL	2
656	white	1335	WHITE	2
657	who	1235	WHO	2
658	why	1270	WHY	2
#<<<				
659	wide	2531	BROAD	2
659	wide	1243	WIDE	2
659	wide	1244	THICK	2
#>>>				
660	widow	1756	WIDOW	2
661	widower	1981	WIDOWER	2
662	wife	1199	WIFE	2
663	wind	960	WIND	2
664	wing	1257	WING	2
665	wipe	1454	WIPE	2
666	with	1340	WITH	2
667	woman	962	WOMAN	2
668	wood pecker		???	
#<<<				
669	worm	2350	EARTHWORM	2
669	worm	1219	WORM	2
#>>>				
#<<<				
670	wring	3224	WRING	2
670	wring	1414	SQUEEZE	2
#>>>				
671	yam	410	YAM	2
672	yawn	1028	YAWN	2
673	year	1226	YEAR	2
674	yellow brown monkey		???	
675	yellow ringed cat snake		???	
676	yesterday	1174	YESTERDAY	2
#<<<				
677	you	2312	YOU (OBLIQUE CASE OF YOU)	2
677	you	1213	YOU	2
677	you	1215	THOU	2
#>>>				
#<<<				
678	young	1207	YOUNG	2
678	young	2512	CHICK	2
678	young	564	YOUNG (OF MAN)	2
#>>>				
679	younger siblings	427	YOUNGER SIBLING	2
680	you plural	1213	YOU	2
#	598/680	88%	
