ID	CONCEPTICON_ID	CONCEPTICON_GLOSS	NUMBER	ENGLISH	LOCAL_ID
Heggarty-2016-125-74			74	rains	589
Heggarty-2016-125-75			75	weather	590
Heggarty-2016-125-76	1368	BREAD	76	bread	602
Heggarty-2016-125-77	1274	SALT	77	salt	604
Heggarty-2016-125-78			78	corn	607
Heggarty-2016-125-79			79	wine	614
Heggarty-2016-125-80			80	raw	620
Heggarty-2016-125-81	628	LEAF	81	leaf	626
Heggarty-2016-125-82	606	GRASS	82	grass	631
Heggarty-2016-125-83	239	FLOWER	83	flower	632
Heggarty-2016-125-84			84	field	641
Heggarty-2016-125-85			85	door	652
Heggarty-2016-125-86			86	entrance	653
Heggarty-2016-125-87			87	oven	655
Heggarty-2016-125-88			88	wheel	684
Heggarty-2016-125-89			89	game	686
Heggarty-2016-125-90			90	castle	694
Heggarty-2016-125-91			91	colour	700
Heggarty-2016-125-92	1425	GREEN	92	green	704
Heggarty-2016-125-93			93	straight	732
Heggarty-2016-125-94			94	fast	733
Heggarty-2016-125-95			95	-ly	734
Heggarty-2016-125-96			96	broad	739
Heggarty-2016-125-97			97	young	751
Heggarty-2016-125-98			98	sad	754
Heggarty-2016-125-99			99	strong	761
Heggarty-2016-125-100			100	alive	765
Heggarty-2016-125-101			101	good	771
Heggarty-2016-125-102			102	all	782
Heggarty-2016-125-103	1429	FULL	103	full	784
Heggarty-2016-125-104			104	hot	791
Heggarty-2016-125-105	1287	COLD	105	cold	792
Heggarty-2016-125-106	717	SWEET	106	sweet	796
Heggarty-2016-125-107	1231	NEW	107	new	798
Heggarty-2016-125-108			108	it is	800
Heggarty-2016-125-109			109	come!	802
Heggarty-2016-125-110			110	you (pl.) carry	805
Heggarty-2016-125-111			111	let's go in	817
Heggarty-2016-125-112			112	taste	839
Heggarty-2016-125-113			113	he sleeps	841
Heggarty-2016-125-114			114	dead	843
Heggarty-2016-125-115			115	he believes	848
Heggarty-2016-125-116			116	we hope	849
Heggarty-2016-125-117			117	I see	851
Heggarty-2016-125-118			118	listen!	853
Heggarty-2016-125-119			119	done	861
Heggarty-2016-125-120			120	serve!	863
Heggarty-2016-125-121			121	to sell	864
Heggarty-2016-125-122			122	it lasts	865
Heggarty-2016-125-123			123	he holds	893
Heggarty-2016-125-124			124	said	904
Heggarty-2016-125-125			125	we sing	907
