ID	NUMBER	IDS_KEY	ENGLISH	GERMAN	CONCEPTICON_ID	CONCEPTICON_GLOSS
List-2020-1365-377	377	4-750	die, dead	der Tod	910	DEATH
List-2020-1365-378	378	4-750	die, dead	sterben	1494	DIE
List-2020-1365-379	379	4-750	die, dead	tot	1625	DEAD
List-2020-1365-380	380	4-751	drowned	ertrunken	3187	DROWNED
List-2020-1365-381	381	4-760	kill	umbringen	1417	KILL
List-2020-1365-382	382	4-770	corpse	die Leiche	767	CORPSE
List-2020-1365-383	383	4-780	bury (the dead)	begraben	1719	BURY
List-2020-1365-384	384	4-790	grave, tomb	das Grab	1773	GRAVE
List-2020-1365-385	385	4-810	strong, mighty, powerful	mächtig	3001	POWERFUL
List-2020-1365-386	386	4-810	strong, mighty, powerful	stark	785	STRONG
List-2020-1365-387	387	4-820	weak	schwach	1601	WEAK
List-2020-1365-388	388	4-830	well, health	die Gesundheit	3828	HEALTHINESS
List-2020-1365-389	389	4-830	well, health	gesund	1364	HEALTHY
List-2020-1365-390	390	4-840	sick, sickness	die Krankheit	1986	DISEASE
List-2020-1365-391	391	4-840	sick, sickness	krank	1847	SICK
List-2020-1365-392	392	4-841	fever	das Fieber	1534	FEVER
List-2020-1365-393	393	4-842	goiter	der Kropf	1957	GOITER
List-2020-1365-394	394	4-843	cold (catarrh)	die Erkältung	102	COMMON COLD (DISEASE)
List-2020-1365-395	395	4-850	wound, sore	die Wunde	1109	WOUND
List-2020-1365-396	396	4-852	bruise	die Quetschung	1148	BRUISE
List-2020-1365-397	397	4-853	swelling	die Schwllung	1903	SWELLING
List-2020-1365-398	398	4-854	itch	jucken	3855	ITCH (CAUSE ITCHING OR FEEL ITCHY)
List-2020-1365-399	399	4-855	blister	die Blase	1584	BLISTER
List-2020-1365-400	400	4-856	boil (noun)	der Furunkel	793	BOIL (OF SKIN)
List-2020-1365-401	401	4-857	pus	der Eiter	1808	PUS
List-2020-1365-402	402	4-858	scar	die Narbe	497	SCAR
List-2020-1365-403	403	4-860	cure, heal	heilen	499	CURE
List-2020-1365-404	404	4-870	physician	der Arzt	597	PHYSICIAN
List-2020-1365-405	405	4-880	medicine, drug	die Arznei	1372	MEDICINE
List-2020-1365-406	406	4-890	poison	das Gift	655	POISON
List-2020-1365-407	407	4-910	tired, weary	müde	1757	TIRED
List-2020-1365-408	408	4-912	rest	ausruhen	168	REST
List-2020-1365-409	409	4-920	lazy	faul (träge)	1564	LAZY
List-2020-1365-410	410	4-930	bald	kahl	1125	BALD
List-2020-1365-411	411	4-940	lame	lahm	320	LAME
List-2020-1365-412	412	4-950	deaf	taub	996	DEAF
List-2020-1365-413	413	4-960	mute	stumm	1666	MUTE
List-2020-1365-414	414	4-970	blind	blind	1653	BLIND
List-2020-1365-415	415	4-980	intoxicated	betrunken	1463	DRUNK
List-2020-1365-416	416	4-990	naked, bare	nackt	590	NAKED
List-2020-1365-417	417	5-110	eat	essen	1336	EAT
List-2020-1365-418	418	5-120	food	das Essen	256	FOOD
List-2020-1365-419	419	5-121	cooked	gekocht	269	COOKED
List-2020-1365-420	420	5-122	raw	roh	1959	RAW
List-2020-1365-421	421	5-123	ripe	reif	178	RIPE
List-2020-1365-422	422	5-124	green, unripe	unreif	1958	UNRIPE
List-2020-1365-423	423	5-125	rotten	faul (verdorben)	1728	ROTTEN
List-2020-1365-424	424	5-130	drink	trinken	1401	DRINK
List-2020-1365-425	425	5-140	hunger	der Hunger	1864	HUNGER
List-2020-1365-426	426	5-141	famine	die Hungersnot	199	FAMINE
List-2020-1365-427	427	5-150	thirst	der Durst	848	THIRST
List-2020-1365-428	428	5-160	suck	saugen	1421	SUCK
List-2020-1365-429	429	5-180	chew	kauen	321	CHEW
List-2020-1365-430	430	5-181	swallow	schlucken	897	SWALLOW
List-2020-1365-431	431	5-190	choke	ersticken	129	CHOKE
List-2020-1365-432	432	5-210	cook	(etwas) kochen	1100	COOK (SOMETHING)
List-2020-1365-433	433	5-220	boil (vb)	kochen	792	BOIL (OF LIQUID)
List-2020-1365-434	434	5-230	roast, fry	braten	2146	ROAST OR FRY
List-2020-1365-435	435	5-240	bake	backen	183	BAKE
List-2020-1365-436	436	5-250	oven	der Backofen	1143	OVEN
List-2020-1365-437	437	5-260	pot, cooking vessel	der Kochtopf	3653	COOKING POT
List-2020-1365-438	438	5-270	kettle	der Kessel	854	KETTLE
List-2020-1365-439	439	5-280	pan	die Pfanne	31	PAN
List-2020-1365-440	440	5-310	dish	die Schüssel (der Teller)	481	DISH
List-2020-1365-441	441	5-320	plate	der Teller	480	PLATE
List-2020-1365-442	442	5-330	bowl	die Schüssel	1530	BOWL
List-2020-1365-443	443	5-340	pitcher, jug	der Krug	270	JUG
List-2020-1365-444	444	5-350	cup, drinking vessel	die Tasse	476	CUP
List-2020-1365-445	445	5-360	saucer	die Untertasse	271	SAUCER
List-2020-1365-446	446	5-370	spoon	der Löffel	1378	SPOON
List-2020-1365-447	447	5-380	knife (2)	das Essmesser	3210	KNIFE (FOR EATING)
List-2020-1365-448	448	5-390	fork (2)	die Gabel	1302	FORK
List-2020-1365-449	449	5-391	tongs	die Zange	272	TONGS
List-2020-1365-450	450	5-410	meal (a)	die Mahlzeit	1526	MEAL
List-2020-1365-451	451	5-420	breakfast	das Frühstück	1322	BREAKFAST
List-2020-1365-452	452	5-430	lunch	das Mittagessen	768	LUNCH
List-2020-1365-453	453	5-440	dinner	Hauptmahl	3829	DINNER (MAIN MEAL)
List-2020-1365-454	454	5-450	supper	das Abendessen	1833	DINNER (SUPPER)
List-2020-1365-455	455	5-460	peel	schälen	275	PEEL
List-2020-1365-456	456	5-470	sieve, strain	sieben (durchsieben)	3448	SIEVE OR STRAIN
List-2020-1365-457	457	5-480	scrape	kratzen	1767	SCRAPE
List-2020-1365-458	458	5-490	stir, mix	vermischen	2017	MIX
List-2020-1365-459	459	5-510	bread	das Brot	1368	BREAD
List-2020-1365-460	460	5-530	dough	der Teig	273	DOUGH
List-2020-1365-461	461	5-540	knead	kneten	274	KNEAD
List-2020-1365-462	462	5-550	meal, flour	das Mehl	1594	FLOUR
List-2020-1365-463	463	5-560	crush, grind	mahlen	1033	GRIND
List-2020-1365-464	464	5-570	mill	die Mühle	636	MILL
List-2020-1365-465	465	5-580	mortar (2)	der Mörser	224	MORTAR
List-2020-1365-466	466	5-590	pestle	der Stößel	225	PESTLE
List-2020-1365-467	467	5-610	meat	das Fleisch (zum essen)	634	MEAT
List-2020-1365-468	468	5-630	sausage	die Wurst	1874	SAUSAGE
List-2020-1365-469	469	5-640	soup, broth	die Suppe	1547	SOUP
List-2020-1365-470	470	5-650	vegetables	das Gemü'se	924	VEGETABLES
List-2020-1365-471	471	5-660	bean	die Bohne	832	BEAN
List-2020-1365-472	472	5-700	potato	die Kartoffel	593	POTATO
List-2020-1365-473	473	5-710	fruit	die Frucht	1507	FRUIT
List-2020-1365-474	474	5-712	bunch	das Bund	1966	BUNCH
List-2020-1365-475	475	5-750	fig	die Feige	322	FIG
List-2020-1365-476	476	5-760	grape	die Traube	920	GRAPE
List-2020-1365-477	477	5-770	nut	die Nuss	191	NUT
List-2020-1365-478	478	5-780	olive	die Olive	1154	OLIVE
List-2020-1365-479	479	5-790	oil	das Öl	1484	OIL (ORGANIC SUBSTANCE)
List-2020-1365-480	480	5-791	grease, fat	das Fett	323	FAT (ORGANIC SUBSTANCE)
List-2020-1365-481	481	5-810	salt	das Salz	1274	SALT
List-2020-1365-482	482	5-820	pepper	der Pfeffer	1385	PEPPER
List-2020-1365-483	483	5-821	chili pepper	der Chili	919	CHILI PEPPER
List-2020-1365-484	484	5-840	honey	der Honig	942	HONEY
List-2020-1365-485	485	5-850	sugar	der Zucker	862	SUGAR
List-2020-1365-486	486	5-860	milk (noun)	die Milch	635	MILK
List-2020-1365-487	487	5-870	milk (vb)	melken	93	DRAW MILK
List-2020-1365-488	488	5-880	cheese	der Käse	1569	CHEESE
List-2020-1365-489	489	5-890	butter	die Butter	1245	BUTTER
List-2020-1365-490	490	5-900	beverage, drink	das Getränk	731	BEVERAGE
List-2020-1365-491	491	5-910	mead	der Met	941	MEAD
List-2020-1365-492	492	5-920	wine	der Wein	1524	WINE
List-2020-1365-493	493	5-930	beer	das Bier	1639	BEER
List-2020-1365-494	494	5-940	fermented drink	der Alkohol	404	ALCOHOL (FERMENTED DRINK)
List-2020-1365-495	495	5-970	egg	das Ei	744	EGG
List-2020-1365-496	496	5-971	egg yolk	das Eigelb	1556	YOLK
List-2020-1365-497	497	6-110	put on (clothes)	anziehen	158	PUT ON
List-2020-1365-498	498	6-120	clothing, clothes	die Kleider (die Kleidung)	1895	CLOTHES
List-2020-1365-499	499	6-130	tailor	der Schneider	881	TAILOR
List-2020-1365-500	500	6-210	cloth	der Stoff (das Tuch)	1616	CLOTH
List-2020-1365-501	501	6-220	wool	die Wolle	964	WOOL
List-2020-1365-502	502	6-230	linen, flax	das Flachs	3315	FLAX
List-2020-1365-503	503	6-230	linen, flax	das Leinen	916	LINEN
List-2020-1365-504	504	6-240	cotton	die Baumwolle	1850	COTTON
List-2020-1365-505	505	6-250	silk	die Seide	1641	SILK
List-2020-1365-506	506	6-270	felt	der Filz	325	FELT
List-2020-1365-507	507	6-280	fur	das Fell (der Pelz)	580	FUR
List-2020-1365-508	508	6-290	leather	das Leder	629	LEATHER
List-2020-1365-509	509	6-310	spin	spinnen	121	SPIN
List-2020-1365-510	510	6-320	spindle	die Spindel	277	SPINDLE
List-2020-1365-511	511	6-330	weave	weben	133	WEAVE
List-2020-1365-512	512	6-340	loom	der Webstuhl	1787	LOOM
List-2020-1365-513	513	6-350	sew	nähen	1457	SEW
List-2020-1365-514	514	6-360	needle	die Nadel	1382	NEEDLE (FOR SEWING)
List-2020-1365-515	515	6-370	awl	die Ahle	278	AWL
List-2020-1365-516	516	6-380	thread	der Faden	1161	THREAD
List-2020-1365-517	517	6-390	dye	färben	157	DYE
List-2020-1365-518	518	6-410	cloak	der Mantel	326	CLOAK
List-2020-1365-519	519	6-411	poncho	der poncho	327	PONCHO
List-2020-1365-520	520	6-420	woman's dress	das Kleid	474	DRESS
List-2020-1365-521	521	6-430	coat	die Jacke	603	COAT
List-2020-1365-522	522	6-440	shirt	das Hemd	1622	SHIRT
List-2020-1365-523	523	6-450	collar	der Kragen	2012	COLLAR
List-2020-1365-524	524	6-460	skirt	der Rock	1600	SKIRT
List-2020-1365-525	525	6-461	grass-skirt	der Grasrock	328	GRASS-SKIRT
List-2020-1365-526	526	6-480	trousers	die Hose	809	TROUSERS
List-2020-1365-527	527	6-490	stocking, sock	der Strumpf	329	STOCKING
List-2020-1365-528	528	6-510	shoe	der Schuh	1381	SHOE
List-2020-1365-529	529	6-520	boot	der Stiefel	585	BOOT
List-2020-1365-530	530	6-540	shoemaker, cobbler	der Schuster	875	SHOEMAKER
List-2020-1365-531	531	6-550	hat, cap	die Kopfbedeckung	2130	HEADGEAR
List-2020-1365-532	532	6-570	belt, girdle	der Gürtel	772	BELT
List-2020-1365-533	533	6-580	glove	der Handschuh	867	GLOVE
List-2020-1365-534	534	6-590	veil	der Schleier	1151	VEIL
List-2020-1365-535	535	6-610	pocket	die Tasche	1851	POCKET
List-2020-1365-536	536	6-620	button	der Knopf	757	BUTTON
List-2020-1365-537	537	6-630	pin	die Stecknadel	64	PIN
List-2020-1365-538	538	6-710	ornament, adornment	der Schmuck	917	ORNAMENT
List-2020-1365-539	539	6-720	jewel	das Juwel	1029	JEWEL
List-2020-1365-540	540	6-730	ring (for finger)	der Ring	1374	RING
List-2020-1365-541	541	6-740	bracelet	das Armband	1754	BRACELET
List-2020-1365-542	542	6-750	necklace	das Halsband	1961	NECKLACE
List-2020-1365-543	543	6-760	bead	die Perle	1860	BEAD
List-2020-1365-544	544	6-770	earring	der Ohrring	770	EARRING
List-2020-1365-545	545	6-780	headband, headdress	das Stirnband	330	HEADBAND
List-2020-1365-546	546	6-790	tattoo	die Tätowierung	68	TATTOO
List-2020-1365-547	547	6-810	handkerchief, rag	das Taschentuch	332	RAG
List-2020-1365-548	548	6-820	towel	das Handtuch	1021	TOWEL
List-2020-1365-549	549	6-910	comb	der Kamm	1475	COMB
List-2020-1365-550	550	6-920	brush	die Bürste	1821	BRUSH
List-2020-1365-551	551	6-921	braid	der Zopf	1043	BRAID
List-2020-1365-552	552	6-930	razor	der Rasierer	151	RAZOR
List-2020-1365-553	553	6-940	ointment	die Salbe	1926	OINTMENT
List-2020-1365-554	554	6-950	soap	die Seife	788	SOAP
List-2020-1365-555	555	6-960	mirror	der Spiegel	1171	MIRROR
List-2020-1365-556	556	7-110	dwell, live	wohnen	363	DWELL (LIVE, RESIDE)
List-2020-1365-557	557	7-120	house	das Haus	1252	HOUSE
List-2020-1365-558	558	7-130	hut	der Hut	1678	HUT
List-2020-1365-559	559	7-131	garden-house	das Gartenhaus	403	GARDEN-HOUSE
List-2020-1365-560	560	7-140	tent	das Zelt	1316	TENT
List-2020-1365-561	561	7-150	yard, court	der Hof	736	YARD
List-2020-1365-562	562	7-160	men's house	das Männerhaus	408	MEN'S HOUSE
List-2020-1365-563	563	7-170	cookhouse	das Kochhaus	334	COOKHOUSE
List-2020-1365-564	564	7-180	meeting house	das Gemeinschaftshaus	335	MEETING HOUSE
List-2020-1365-565	565	7-210	room	das Zimmer	1450	ROOM
List-2020-1365-566	566	7-220	door, gate	die Tür	1567	DOOR
List-2020-1365-567	567	7-221	doorpost, jamb	der Türpfosten	80	DOORPOST
List-2020-1365-568	568	7-230	lock (noun)	das Schloss (Türschloss)	1596	LOCK
List-2020-1365-569	569	7-231	latch, door-bolt	die Türklinke	1012	LATCH
List-2020-1365-570	570	7-240	key	der Schlüssel	1472	KEY
List-2020-1365-571	571	7-250	window	das Fenster	1375	WINDOW
List-2020-1365-572	572	7-260	floor	der Fußboden	1632	FLOOR
List-2020-1365-573	573	7-270	wall	die Mauer	3830	WALL
List-2020-1365-574	574	7-270	wall	die Wand	933	WALL (OF HOUSE)
List-2020-1365-575	575	7-310	fireplace	die Feuerstelle	185	FIREPLACE
List-2020-1365-576	576	7-320	stove	der Herd	859	STOVE
List-2020-1365-577	577	7-330	chimney	der Schornstein	1305	CHIMNEY
List-2020-1365-578	578	7-370	ladder	die Leiter	1464	LADDER
List-2020-1365-579	579	7-420	bed	das Bett	1663	BED
List-2020-1365-580	580	7-421	pillow	das Kissen	1044	PILLOW
List-2020-1365-581	581	7-422	blanket	die Bettdecke	806	BLANKET
List-2020-1365-582	582	7-430	chair	der Stuhl	1476	CHAIR
List-2020-1365-583	583	7-440	table	der Tisch	1775	TABLE
List-2020-1365-584	584	7-450	lamp, torch	die Lampe	625	LAMP
List-2020-1365-585	585	7-460	candle	die Kerze	1273	CANDLE
List-2020-1365-586	586	7-470	shelf	das Regal	745	SHELF
List-2020-1365-587	587	7-480	trough	der Trog	205	TROUGH
List-2020-1365-588	588	7-510	roof	das Dach	769	ROOF
List-2020-1365-589	589	7-520	thatch	das Strohdach	279	THATCH
List-2020-1365-590	590	7-530	ridgepole	der Dachfirst	280	RIDGEPOLE
List-2020-1365-591	591	7-540	rafter	der Dachbalken	829	RAFTER
List-2020-1365-592	592	7-550	beam	der Balken	1132	BEAM
List-2020-1365-593	593	7-560	post, pole	der Pfahl	281	POST
List-2020-1365-594	594	7-570	board	das Brett	1227	BOARD
List-2020-1365-595	595	7-580	arch	der Bogen (Wölbung)	876	ARCH
List-2020-1365-596	596	7-610	mason	der Maurer	877	MASON
List-2020-1365-597	597	7-620	brick	der Ziegelstein	1006	BRICK
List-2020-1365-598	598	7-630	mortar	der Mörtel	1731	MORTAR BINDER
List-2020-1365-599	599	7-640	adobe	Ziegelstein	901	ADOBE
List-2020-1365-600	600	8-110	farmer	der Bauer	979	FARMER
List-2020-1365-601	601	8-120	field (for cultivation)	das Feld (Ackerland)	212	FIELD
List-2020-1365-602	602	8-130	garden	der Garten	586	GARDEN
List-2020-1365-603	603	8-150	cultivate, till	anbauen	1541	CULTIVATE
List-2020-1365-604	604	8-160	fence	der Zaun	1690	FENCE
List-2020-1365-605	605	8-170	ditch	der Graben	2002	DITCH
List-2020-1365-606	606	8-210	plow	der Pflug	2154	PLOUGH (INSTRUMENT)
List-2020-1365-607	607	8-210	plow	pflügen	1921	PLOUGH
List-2020-1365-608	608	8-212	furrow	die Furche	1794	FURROW
List-2020-1365-609	609	8-220	dig	graben	1418	DIG
List-2020-1365-610	610	8-230	spade	der Spaten	1176	SPADE
List-2020-1365-611	611	8-240	shovel	die Schaufel	1901	SHOVEL
List-2020-1365-612	612	8-250	hoe	die Hacke	284	HOE
List-2020-1365-613	613	8-260	fork	die Heugabel	337	PITCHFORK
List-2020-1365-614	614	8-270	rake	der Rechen	338	RAKE
List-2020-1365-615	615	8-310	sow	säen	748	SOW SEEDS
List-2020-1365-616	616	8-311	seed	der Samen	714	SEED
List-2020-1365-617	617	8-320	mow, reap	mähen	190	MOW
List-2020-1365-618	618	8-330	sickle, scythe	die Sense	20	SCYTHE
List-2020-1365-619	619	8-330	sickle, scythe	die Sichel	341	SICKLE
List-2020-1365-620	620	8-340	thresh	dreschen	285	THRESH
List-2020-1365-621	621	8-350	threshing-floor	die Tenne	223	THRESHING-FLOOR
List-2020-1365-622	622	8-410	crop, harvest	die Ernte	611	HARVEST
List-2020-1365-623	623	8-420	grain (barley, oats etc)	das Getreide	605	GRAIN
List-2020-1365-624	624	8-430	wheat	der Weizen	1077	WHEAT
List-2020-1365-625	625	8-440	barley	die Gerste	932	BARLEY
List-2020-1365-626	626	8-450	rye	der Roggen	23	RYE
List-2020-1365-627	627	8-460	oats	der Hafer	60	OAT
List-2020-1365-628	628	8-470	maize, corn	der Mais	506	MAIZE
List-2020-1365-629	629	8-480	rice	der Reis	926	RICE
List-2020-1365-630	630	8-510	grass	das Gras	606	GRASS
List-2020-1365-631	631	8-520	hay	das Heu	342	HAY
List-2020-1365-632	632	8-530	plant (noun)	die Pflanze	653	PLANT (VEGETATION)
List-2020-1365-633	633	8-531	plant (vb)	pflanzen	1486	PLANT (SOMETHING)
List-2020-1365-634	634	8-540	root	die Wurzel	670	ROOT
List-2020-1365-635	635	8-550	branch	der Ast, der Zweig	3223	BRANCH OR TWIG
List-2020-1365-636	636	8-560	leaf	das Blatt	628	LEAF
List-2020-1365-637	637	8-570	flower	die Blume	239	FLOWER
List-2020-1365-638	638	8-600	tree	der Baum	906	TREE
List-2020-1365-639	639	8-610	oak	die Eiche	644	OAK
List-2020-1365-640	640	8-620	beech	die Buche	1950	BEECH
List-2020-1365-641	641	8-630	birch	die Birke	1855	BIRCH
List-2020-1365-642	642	8-640	pine	die Kiefer	1740	PINE
List-2020-1365-643	643	8-650	fir	die Fichte	545	SPRUCE
List-2020-1365-644	644	8-650	fir	die Tanne	1915	FIR
List-2020-1365-645	645	8-660	acorn	die Eichel	968	ACORN
List-2020-1365-646	646	8-670	vine	die Rebe	3769	GRAPEVINE
List-2020-1365-647	647	8-680	tobacco	der Tabak	974	TOBACCO
List-2020-1365-648	648	8-690	smoke (tobacco)	rauchen	1689	SMOKE (INHALE)
List-2020-1365-649	649	8-691	pipe	die Pfeife	1124	PIPE
List-2020-1365-650	650	8-720	tree stump	der Baumstumpf	241	TREE STUMP
List-2020-1365-651	651	8-730	tree trunk	der Baumstamm	344	TREE TRUNK
List-2020-1365-652	652	8-740	forked branch	die Astgabel	409	FORKED BRANCH
List-2020-1365-653	653	8-750	bark	die Rinde	1204	BARK
List-2020-1365-654	654	8-760	sap	der Saft (Fruchtsaft)	345	SAP
List-2020-1365-655	655	8-810	palm tree	die Palme	1181	PALM TREE
List-2020-1365-656	656	8-820	coconut	die Kokosnuss	970	COCONUT
List-2020-1365-657	657	8-830	citrus fruit	die Zitrusfrucht	1126	CITRUS FRUIT
List-2020-1365-658	658	8-840	banana tree	die Banane	1795	BANANA TREE
List-2020-1365-659	659	8-850	banyan	der indische Feigenbaum	346	BANYAN
List-2020-1365-660	660	8-910	sweet potato	die Süßkartoffel	159	SWEET POTATO
List-2020-1365-661	661	8-912	yam	die Jamswurzel	410	YAM
List-2020-1365-662	662	8-920	tapioca, manioc, cassava	der Maniok	925	CASSAVA
List-2020-1365-663	663	8-930	gourd	der Kürbs	411	GOURD
List-2020-1365-664	664	8-931	pumpkin, squash	der Kürbis	864	PUMPKIN
List-2020-1365-665	665	8-940	bamboo	der Bambus	1927	BAMBOO
List-2020-1365-666	666	8-941	sugar cane	das Zuckerrohr	146	SUGAR CANE
List-2020-1365-667	667	8-960	fish poison (root)	das Fischgift	348	FISH POISON
List-2020-1365-668	668	8-970	nettle	die Nessel	33	NETTLE
List-2020-1365-669	669	8-980	mushroom	der Pilz	641	MUSHROOM
List-2020-1365-670	670	9-110	do, make	machen	734	MAKE
List-2020-1365-671	671	9-110	do, make	tun	813	DO
List-2020-1365-672	672	9-120	work	arbeiten	1086	WORK (ACTIVITY)
List-2020-1365-673	673	9-120	work	die Arbeit	984	WORK (LABOUR)
List-2020-1365-674	674	9-140	bend	biegen (beugen)	2004	BEND
List-2020-1365-675	675	9-150	fold	falten	1470	FOLD
List-2020-1365-676	676	9-160	tie, bind	binden	1917	TIE
List-2020-1365-677	677	9-161	untie	losbinden (befreien)	352	UNTIE
List-2020-1365-678	678	9-180	chain	die Kette	1627	CHAIN
List-2020-1365-679	679	9-190	rope, cord	das Seil	1218	ROPE
List-2020-1365-680	680	9-192	knot (noun)	der Knoten	760	KNOT
List-2020-1365-681	681	9-210	strike (hit, beat)	schlagen	2133	STRIKE OR BEAT
List-2020-1365-682	682	9-211	pound with fist	hämmern	354	POUND
List-2020-1365-683	683	9-220	cut	schneiden	1432	CUT
List-2020-1365-684	684	9-221	cut down	fällen	355	CUT DOWN
List-2020-1365-685	685	9-222	chop, hew	hacken	155	CHOP
List-2020-1365-686	686	9-223	stab	erstechen	3189	STAB TO DEATH
List-2020-1365-687	687	9-223	stab	stechen	1434	STAB
List-2020-1365-688	688	9-230	knife	das Messer	1352	KNIFE
List-2020-1365-689	689	9-240	scissors, shears	die Schere	356	SHEARS
List-2020-1365-690	690	9-250	ax	die Axt	677	AXE
List-2020-1365-691	691	9-251	adze	das Breitbeil	290	ADZE
List-2020-1365-692	692	9-260	break	zerbrechen, brechen	680	BREAK (DESTROY OR GET DESTROYED)
List-2020-1365-693	693	9-261	broken	gebrochen	588	BROKEN
List-2020-1365-694	694	9-270	split	spalten	1437	SPLIT
List-2020-1365-695	695	9-280	tear	reißen	1735	TEAR (SHRED)
List-2020-1365-696	696	9-290	flay, skin	häuten	291	PULL OFF (SKIN)
List-2020-1365-697	697	9-310	rub, wipe	reiben (wischen)	1449	RUB
List-2020-1365-698	698	9-320	stretch	dehnen (strecken)	214	STRETCH
List-2020-1365-699	699	9-330	pull	ziehen	1455	PULL
List-2020-1365-700	700	9-340	spread out	ausbreiten	38	SPREAD OUT
List-2020-1365-701	701	9-341	hang up	aufhängen	357	HANG UP
List-2020-1365-702	702	9-342	press	drücken	1913	PRESS
List-2020-1365-703	703	9-343	squeeze, wring	ausdrücken (auswringen)auswringen	1414	SQUEEZE
List-2020-1365-704	704	9-350	pour	gießen (schütten)	1487	POUR
List-2020-1365-705	705	9-360	wash	waschen	1453	WASH
List-2020-1365-706	706	9-370	sweep	fegen (kehren)	230	SWEEP
List-2020-1365-707	707	9-380	broom	der Besen	245	BROOM
List-2020-1365-708	708	9-422	tool	das Werkzeug	1361	TOOL
List-2020-1365-709	709	9-430	carpenter	der Zimmermann	1042	CARPENTER
List-2020-1365-710	710	9-440	build	bauen	1840	BUILD
List-2020-1365-711	711	9-460	bore	bohren	1501	BORE
List-2020-1365-712	712	9-461	hollow out	aushöhlen	46	HOLLOW OUT
List-2020-1365-713	713	9-480	saw	die Säge	1948	SAW
List-2020-1365-714	714	9-490	hammer	der Hammer	1481	HAMMER
List-2020-1365-715	715	9-500	nail	der Nagel (Werkzeug)	502	NAIL (TOOL)
List-2020-1365-716	716	9-560	glue	der Klebstoff	1069	GLUE
List-2020-1365-717	717	9-600	smith, blacksmith	der Schmied	1001	BLACKSMITH
List-2020-1365-718	718	9-610	forge	schmieden	288	FORGE
List-2020-1365-719	719	9-620	anvil	der Amboss	1648	ANVIL
List-2020-1365-720	720	9-630	cast (metals)	Metall gießen	211	CAST
List-2020-1365-721	721	9-640	gold	das Gold	1369	GOLD
List-2020-1365-722	722	9-650	silver	das Silber	759	SILVER
List-2020-1365-723	723	9-660	copper, bronze	das Kupfer	1825	COPPER
List-2020-1365-724	724	9-660	copper, bronze	die Bronze	2313	BRONZE
List-2020-1365-725	725	9-670	iron	das Eisen	621	IRON
List-2020-1365-726	726	9-680	lead (noun)	das Blei	627	LEAD (CHEMICAL ELEMENT)
List-2020-1365-727	727	9-690	tin, tinplate	das Blech	358	TINPLATE
List-2020-1365-728	728	9-690	tin, tinplate	der Zinn	893	TIN (METAL)
List-2020-1365-729	729	9-710	potter	der Töpfer	359	POTTER
List-2020-1365-730	730	9-720	mold (clay etc)	formen	289	MOLD
List-2020-1365-731	731	9-730	clay	der Ton	1399	CLAY
List-2020-1365-732	732	9-740	glass	das Glass	604	GLASS
List-2020-1365-733	733	9-750	weave, plait	flechten (Haare oder Körbe)	3294	BRAID (VERB) OR WEAVE (BASKET)
List-2020-1365-734	734	9-760	basket	der Korb	1539	BASKET
List-2020-1365-735	735	9-770	mat	die Matte	195	MAT
List-2020-1365-736	736	9-771	rug	der Teppich (kein Teppichboden)	292	RUG
List-2020-1365-737	737	9-780	netbag	die Netztasche	293	NETBAG
List-2020-1365-738	738	9-790	fan (noun)	der Fächer	1971	FAN (OBJECT)
List-2020-1365-739	739	9-791	fan (vb)	fächern	360	FAN (ACTION)
List-2020-1365-740	740	9-810	carve	meißeln	228	CARVE
List-2020-1365-741	741	9-820	sculptor	der Bildhauer	914	SCULPTOR
List-2020-1365-742	742	9-830	statue	die Statue	1002	STATUE
List-2020-1365-743	743	9-840	chisel	der Meißel	1979	CHISEL
List-2020-1365-744	744	9-880	paint (noun)	die Farbe (zum malen)	647	PAINT (PIGMENTS)
List-2020-1365-745	745	9-890	paint (vb)	malen	2001	PAINTING
List-2020-1365-746	746	10-110	move	bewegen	765	MOVE
List-2020-1365-747	747	10-120	turn over	etwas umdrehen	1445	TURN (SOMETHING)
List-2020-1365-748	748	10-130	turn around	sich umdrehen	1444	TURN AROUND
List-2020-1365-749	749	10-140	wind, wrap	einwickeln	1113	WRAP
List-2020-1365-750	750	10-150	roll	rollen	827	ROLL
List-2020-1365-751	751	10-160	drop (vb)	fallenlassen	2866	DROP (SOMETHING)
List-2020-1365-752	752	10-170	twist	zwirnen (flechten)	3199	TWIST (AROUND)
List-2020-1365-753	753	10-210	rise	aufsteigen	568	RISE (MOVE UPWARDS)
List-2020-1365-754	754	10-220	raise, lift	heben	501	LIFT
List-2020-1365-755	755	10-230	fall	fallen	1280	FALL
List-2020-1365-756	756	10-240	drip	der Tropfen	3748	DROP (OF A LIQUID)
List-2020-1365-757	757	10-250	throw	werfen	1456	THROW
List-2020-1365-758	758	10-252	catch (ball)	fangen	702	CATCH
List-2020-1365-759	759	10-260	shake	schütteln	1909	SHAKE
List-2020-1365-760	760	10-320	flow	fließen	2003	FLOW
List-2020-1365-761	761	10-330	sink	sinken	1088	SINK (DESCEND)
List-2020-1365-762	762	10-340	float	auf dem Wasser treiben	1574	FLOAT
List-2020-1365-763	763	10-350	swim	schwimmen	1439	SWIM
List-2020-1365-764	764	10-351	dive	tauchen	119	DIVE
List-2020-1365-765	765	10-352	splash	spritzen	365	SPLASH
List-2020-1365-766	766	10-360	sail (vb)	segeln	787	SAIL
List-2020-1365-767	767	10-370	fly (vb)	fliegen	1441	FLY (MOVE THROUGH AIR)
