ID	NUMBER	GERMAN	ENGLISH	CONCEPTICON_GLOSS	CONCEPTICON_ID	SEMANTIC_CATEGORY	TYPICALITY_MEAN	TYPICALITY_SD	AOA_MEAN	AOA_SD	FAMILIARITY_MEAN	FAMILIARITY_SD	FREQ_DLEX	FREQ_LOG10_DLEX	WORD_LENGTH_PHONEME	WORD_LENGTH_SYLLABLE
Schroeder-2012-824-461	461	Klavier	piano 	PIANO (INSTRUMENT)	3994	musical instrument	1.1	0.307793505625546	2.8	0.83350875346649	3.65	1.30887657735053	12.319844047	1.09060521027	6	2
Schroeder-2012-824-462	462	Kontrabass	double bass			musical instrument	2.85	1.66306628661765	4.55	1.43178210632764	3	1.07605517369794	0.024525236988	-1.61038678733	9	3
Schroeder-2012-824-463	463	Leier	lyre			musical instrument	5.3	1.8093325317714	5.27777777777778	1.56451667242655	1.95	0.759154654516248	1.10363566446	0.042825726446	3	2
Schroeder-2012-824-464	464	Mandoline	mandolin			musical instrument	3.65	1.89944590258373	5.31578947368421	1.73373814436217	2.05	1.09904264559757	0.752107267631	-0.123720214703	9	4
Schroeder-2012-824-465	465	Mundharmonika	harmonica	HARMONICA	2590	musical instrument	3.4	1.66701750693298	3.05	1.09904264559757	3.05	1.05006265477226	1.35706311333	0.132600045991	13	5
Schroeder-2012-824-466	466	Oboe	oboe			musical instrument	2.65	1.26802789276976	5.35	1.34848843251679	2.45	1.23437604097225	1.0218848745	0.00940197095909	4	3
Schroeder-2012-824-467	467	Orgel	organ			musical instrument	1.95	1.50350467767462	4.65	1.30887657735053	3.05	1.27630222456166	10.137097955	1.00591364311	5	2
Schroeder-2012-824-468	468	Panflöte	panpipes			musical instrument	3	1.45095250022002	4.8	1.54238366446907	2.15	1.08942283125661	0.138976342932	-0.857059120671	8	3
Schroeder-2012-824-469	469	Pauke	kettledrum			musical instrument	2.35	1.46089374230838	4.2	1.43636969291922	2.2	1.15165784392487	2.95120351755	0.469999159857	4	2
Schroeder-2012-824-470	470	Piccoloflöte	piccolo			musical instrument	3.5	1.96012888942485	5.47058823529412	1.50489397711365	2.5	1.29478592370913	0.032700315984	-1.48544805072	11	5
Schroeder-2012-824-471	471	Posaune	trombone			musical instrument	2.25	1.51744244666721	4.1	1.2096106376586	2.5	1.19207912135854	2.49339909378	0.396791797298	6	3
Schroeder-2012-824-472	472	Querflöte	flute	FLUTE	777	musical instrument	1.85	1.13670808176853	4.89473684210526	1.76051560762135	2.95	1.14593101656986	0.147151421928	-0.832235536946	9	3
Schroeder-2012-824-473	473	Rassel	rattle	RATTLE	300	musical instrument	4.9	1.55258697527368	3.1	1.25236618152663	2.05	1.09904264559757	1.27531232337	0.105616556305	5	2
Schroeder-2012-824-474	474	Saxophon	saxophone			musical instrument	2.15	1.26802789276975	4.45	1.46808145478878	2.6	0.99472291830968	0.923783926547	-0.0344295985655	8	3
Schroeder-2012-824-475	475	Schelle	bells			musical instrument	4.25	1.40955386745706	5.44444444444444	1.19912822364084	1.26315789473684	0.452413928358864	1.69224135217	0.228462303408	4	2
Schroeder-2012-824-476	476	Schlagzeug	drumkit			musical instrument	1.95	1.14593101656986	3.45	1.23437604097225	3.35	1.34848843251679	2.6569006737	0.42437531893	7	2
Schroeder-2012-824-477	477	Tamburin	tambourine	TAMBOURINE	3141	musical instrument	4.1	1.86095617754337	5.27777777777778	1.44733245725717	1.9375	1.12361025271221	0.32700315984	-0.485448050721	8	3
Schroeder-2012-824-478	478	Triangel	triangle			musical instrument	3.65	1.89944590258373	3.55	1.57195821559574	2.4	1.09544511501033	0.539555213736	-0.267964106507	7	3
Schroeder-2012-824-479	479	Trommel	drum	DRUM	908	musical instrument	2.25	1.51744244666721	2	0.64888568452305	3.26315789473684	0.933458638205125	10.3251247719	1.01389530851	6	2
Schroeder-2012-824-480	480	Trompete	trumpet	TRUMPET	775	musical instrument	1.3	0.571240570577479	2.8	0.83350875346649	2.75	1.37170658209707	5.13394960948	0.710451601688	8	3
Schroeder-2012-824-481	481	Tuba	tuba			musical instrument	3.5	1.5727950313141	5.1	1.25236618152662	2	1.02597835208515	0.580430608715	-0.23624969333	4	2
Schroeder-2012-824-482	482	Xylophon	xylophone			musical instrument	3.8	1.67332005306815	4.7	1.68897352819616	2.15	1.22581873821025	0.670356477671	-0.173694189665	8	3
Schroeder-2012-824-483	483	Schleifpapier	abrasive paper			tool	3.77777777777778	1.8959881966484	4.1	1.29370947686346	3.6	1.23117402250219	0.024525236988	-1.61038678733	9	3
Schroeder-2012-824-484	484	Inbusschlüssel	Allen key			tool	2.94444444444444	1.76476034774338	6.125	1.20415945787923	2.9	1.0711528467276	None	None	11	4
Schroeder-2012-824-485	485	Handbohrer	auger			tool	2.4	1.39170474787692	4.45	1.43178210632764	2.55	0.944513241388332	0.032700315984	-1.48544805072	8	3
Schroeder-2012-824-486	486	Axt	axe	AXE	677	tool	1.2	0.523148363780597	3.2	1.05630936457281	3.25	1.40955386745706	3.6787855482	0.565704471726	4	1
Schroeder-2012-824-487	487	Bürste	brush	BRUSH	1821	tool	4.70588235294118	1.8962036376123	2.05	1.05006265477226	4.45	0.944513241388332	4.16111520896	0.619209740288	6	2
Schroeder-2012-824-488	488	Kettensäge	chainsaw			tool	2.4	1.75918641482512	5.25	1.55173926187427	2.5	1.31789305532094	None	None	9	4
Schroeder-2012-824-489	489	Meißel	chisel	CHISEL	1979	tool	2	1.2977713690461	5.15	1.38696943388321	2.45	1.27630222456166	1.07093534848	0.0297632536068	5	2
Schroeder-2012-824-490	490	Stemmeisen	chisel			tool	3	1.74717817607346	5.8	1.47255595908325	2.05	1.14593101656986	0.44962934478	-0.347145352555	8	3
Schroeder-2012-824-491	491	Kreissäge	circular saw			tool	1.9	1.25236618152662	4.55	1.53811230854064	2.65	1.30887657735053	0.44962934478	-0.347145352555	7	3
Schroeder-2012-824-492	492	Brechstange	crowbar			tool	3.15	1.59851905146443	4.9	1.29370947686346	2.5	1.46897744599504	0.335178238836	-0.474724185329	9	3
Schroeder-2012-824-493	493	Kneifzange	cutting pliers			tool	2	1.2977713690461	4.7	1.55935209217432	2.6	1.56944509134179	0.2043769749	-0.689568033377	8	3
Schroeder-2012-824-494	494	Bohrmaschine	drill	DRILL	3423	tool	1.3	0.571240570577479	4.35	1.22581873821025	3.65	1.22581873821025	0.376053633816	-0.424750210367	9	4
Schroeder-2012-824-495	495	Feile	file	FILE (TOOL)	3407	tool	2.05	1.356271980176	4.05	1.39453821823042	3.15	1.38696943388321	0.923783926547	-0.0344295985655	4	2
Schroeder-2012-824-496	496	Glasschneider	glass cutter			tool	3.55	1.8202082009311	5.94736842105263	1.35292621998583	1.57894736842105	0.96123701977563	0.0899258689559	-1.04611535689	9	3
Schroeder-2012-824-497	497	Reibeisen 	grater			tool	4.17647058823529	1.66715679067863	5.42105263157895	1.67715994975912	2.10526315789474	1.14962490704603	0.310653001848	-0.507724445432	7	3
Schroeder-2012-824-498	498	Schleifscheibe	grinding disk			tool	4.22222222222222	1.98688510445387	5.55555555555556	1.09663776110663	1.8	0.833508753466491	0.04087539498	-1.38853803771	8	3
Schroeder-2012-824-499	499	Schleifstein	grindstone	GRINDSTONE	2459	tool	4	1.806421294919	5.2	1.60918416727562	2.36842105263158	1.42245977548242	0.24525236988	-0.610386787329	8	2
Schroeder-2012-824-500	500	Hammer	hammer  	HAMMER	1481	tool	1.05	0.223606797749979	2.15	0.489360484929593	4.4	0.882579950158088	10.8892052227	1.03699618279	4	2
Schroeder-2012-824-501	501	Sechskantschlüssel	hexagonal socket spanner 			tool	2.8	1.73508683234859	5.7	1.30182058752551	3.05	1.60509058606475	0.00817507899599	-2.08750804205	14	4
Schroeder-2012-824-502	502	Locheisen	hole punch			tool	4.1875	1.90503718248927	5.78947368421053	1.18222705886536	1.70588235294118	1.04670350878084	0.049050473976	-1.30935679167	7	3
Schroeder-2012-824-503	503	Heißluftpistole	hot air gun			tool	4.31578947368421	1.85749627123739	6.52631578947368	1.02026255077535	2.65	1.46089374230838	None	None	14	5
Schroeder-2012-824-504	504	Klebepistole	hot glue gun			tool	3.9	1.97084005599536	6	1.37649440322337	2.85	1.30887657735053	None	None	12	5
Schroeder-2012-824-505	505	Laubsäge	jigsaw			tool	3	1.88561808316413	4.55	1.50350467767462	2.75	1.20852236875842	0.188026816908	-0.725780206031	7	3
Schroeder-2012-824-506	506	Messer	knife	KNIFE	1352	tool	2.41176470588235	1.9058732752144	1.5	0.512989176042577	4.95	0.223606797749978	28.2775982471	1.45144251997	4	2
Schroeder-2012-824-507	507	Rührgerät 	mixer			tool	5.22222222222222	1.80050827972533	4.63157894736842	1.57093483547534	3.5	0.985184366143778	0.024525236988	-1.61038678733	8	3
Schroeder-2012-824-508	508	Blattsäge	pad saw			tool	3.5	1.79179416111044	5.45	1.60509058606475	2.65	1.38696943388321	0.00817507899599	-2.08750804205	8	3
Schroeder-2012-824-509	509	Kreuzschraubenzieher	Phillips screwdriver			tool	1.85	1.22581873821025	5.75	1.40955386745706	4.2	0.83350875346649	None	None	13	5
Schroeder-2012-824-510	510	Hobel	plane	AIRPLANE	1597	tool	2.65	1.46089374230838	4.55	1.50350467767462	2.65	1.08942283125661	0.678531556667	-0.168429949673	5	2
Schroeder-2012-824-511	511	Zange	pliers	PLIERS	4003	tool	1.25	0.550119604220181	3.65	1.46089374230838	3.75	1.25131509768092	3.65426031121	0.562799481083	4	2
Schroeder-2012-824-512	512	Rechen	rake	RAKE	338	tool	4.05263157894737	1.87004706448576	5	1.75119007154183	2.78947368421053	0.917662935482247	0.564080450723	-0.248658951312	5	2
Schroeder-2012-824-513	513	Raspel	rasp			tool	3.94117647058824	1.9833868834425	4.7	1.65751875435925	3.15789473684211	1.25888654041475	0.138976342932	-0.857059120671	6	2
Schroeder-2012-824-514	514	Walze	roller			tool	4.25	1.94327450183284	4.6	1.53554379189983	2.2	1.15165784392487	3.6624353902	0.563769971949	5	2
Schroeder-2012-824-515	515	Reibebrett	rubbing board			tool	5.29411764705882	1.79459974236433	5.47368421052632	1.71167302993402	1.625	1.1474609652039	0.00817507899599	-2.08750804205	8	3
Schroeder-2012-824-516	516	Schleifmaschine	sander			tool	2.8	1.67332005306815	5.21052631578947	1.1342617456312	2.4	1.04629672756119	0.212552053896	-0.672534694078	10	4
Schroeder-2012-824-517	517	Sandpapier 	sandpaper			tool	4.26315789473684	1.66139517217568	4.15	1.42441123571146	3.10526315789474	1.44893588701445	0.343353317832	-0.464258751651	9	3
Schroeder-2012-824-518	518	Säge	saw	SAW	1948	tool	1.25	0.550119604220181	3.65	1.30887657735053	2.9	1.48323969741913	2.81222717462	0.449050400523	4	2
Schroeder-2012-824-519	519	Spachtel	scraper			tool	2.65	1.56524758424985	4.75	1.48235232689554	3.15	1.34848843251679	0.49050473976	-0.309356791665	7	2
Schroeder-2012-824-520	520	Schraubenzieher	screwdriver	SCREWDRIVER	836	tool	1.5	0.888523316638639	3.45	1.09904264559757	4	1.21395395733377	0.760282346627	-0.119025093495	9	4
Schroeder-2012-824-521	521	Schaufel	shovel	SHOVEL	1901	tool	2.7	1.86660400897346	3.05	1.66938375014948	3.4	1.42902248518275	3.8831625231	0.589185567576	5	2
Schroeder-2012-824-522	522	Sichel	sickle	SICKLE	341	tool	3.88888888888889	1.67644192155287	4.65	1.72520021721355	2.05	1.19097483291276	1.56961516723	0.195793186655	5	2
Schroeder-2012-824-523	523	Sieb	sieve	SIEVE (TOOL)	3353	tool	4.25	1.77012240631357	2.55	0.759154654516248	4.2	0.767771895949914	2.77135177964	0.442691656154	3	1
Schroeder-2012-824-524	524	Steckschlüssel	socket			tool	3.36842105263158	1.7704527454797	5.5	1.31656117720877	2.29411764705882	1.26316595714661	0.00817507899599	-2.08750804205	10	3
Schroeder-2012-824-525	525	Lötkolben	soldering iron			tool	3	1.68585446084705	5.4	1.39170474787692	2.8	1.57613785130482	0.130801263936	-0.883388059393	9	3
Schroeder-2012-824-526	526	Spaten	spade	SPADE	1176	tool	2.75	1.94327450183284	2.6	0.882579950158088	3.6	1.09544511501033	3.95673823406	0.597337319595	6	2
Schroeder-2012-824-527	527	Vierkant	square box wrench			tool	3.63157894736842	1.89181060585383	5.42105263157895	1.67715994975912	2.42105263157895	1.26120707056922	0.16350157992	-0.786478046385	7	2
Schroeder-2012-824-528	528	Tacker	stapler			tool	4.10526315789474	1.76051560762135	5.57894736842105	1.74215031478293	3.5	0.888523316638639	0.0981009479519	-1.008326796	4	2
Schroeder-2012-824-529	529	Fliesenschneider	tile cutter			tool	3.3	1.68897352819616	6.2	1.05630936457281	1.9	1.11921024787453	None	None	11	4
Schroeder-2012-824-530	530	Maurerkelle	trowel			tool	2.85	1.78517285024817	4.47368421052632	1.21876171459357	2.45	1.14593101656986	0.0735757109639	-1.13326553261	8	4
Schroeder-2012-824-531	531	Schraubstock	vice			tool	2.89473684210526	1.82253598782043	4.85	1.38696943388321	2.4	1.39170474787692	0.776632504619	-0.10978443676	8	2
Schroeder-2012-824-532	532	Quirl 	whisk			tool	5.1875	1.72119144780585	3.45	1.27630222456166	3.5	1.27733274731701	0.523205055744	-0.281328068065	5	1
Schroeder-2012-824-533	533	Drahtbürste	wire brush			tool	4.35	1.95407805694439	4.68421052631579	1.10818327700728	2.8	1.00524937990007	0.12262618494	-0.911416782993	10	3
Schroeder-2012-824-534	534	Akrobatik	acrobatics			sport	4.05555555555556	1.95454890906022	4.65	1.38696943388321	2.2	1.15165784392487	0.294302843856	-0.531205541282	9	4
Schroeder-2012-824-535	535	Kunstfliegen	aerobatics			sport	5	1.56347191994114	5.65	1.4964871146156	1.7	1.08093526754916	None	None	11	3
Schroeder-2012-824-536	536	Aerobic	aerobics			sport	3.26315789473684	1.72697890558943	6.25	1.1180339887499	2.75	1.40955386745706	0.024525236988	-1.61038678733	6	3
Schroeder-2012-824-537	537	Geräteturnen	apparatus gymnastics			sport	1.75	1.16415770318919	4.2	0.951453182187509	2.15	1.08942283125661	0.16350157992	-0.786478046385	12	5
Schroeder-2012-824-538	538	Leichtathletik	athletics			sport	1.4	0.882579950158088	4.3	1.03109548284184	3.4	1.04629672756119	1.10363566446	0.042825726446	11	4
Schroeder-2012-824-539	539	Badminton	badminton			sport	3.26315789473684	1.44691646319405	5.9	1.11921024787453	3.15	1.30887657735053	0.0817507899599	-1.08750804205	9	3
Schroeder-2012-824-540	540	Ballett	ballet			sport	3.33333333333333	1.68033610083361	4.15	1.30887657735053	2.95	1.31689427302111	7.21859475346	0.858452661529	5	2
Schroeder-2012-824-541	541	Baseball	baseball			sport	3.05	1.79105966869954	6.05	1.05006265477226	2.05263157894737	1.0787690624311	0.179851737912	-0.745085361227	6	2
Schroeder-2012-824-542	542	Basketball	basketball			sport	1.85	1.4964871146156	5.2	1.28144655103438	3.2	1.39924791829115	0.24525236988	-0.610386787329	9	3
Schroeder-2012-824-543	543	Beachvolleyball	beach volleyball			sport	3.4	1.78885438199983	6.05555555555556	1.30484266449445	2.65	1.38696943388321	None	None	11	4
Schroeder-2012-824-544	544	Biathlon	biathlon			sport	2.65	1.59851905146443	5.9	1.25236618152662	2.9	1.2096106376586	0.04087539498	-1.38853803771	7	3
Schroeder-2012-824-545	545	Fahrradrennen	bicycle racing			sport	2.75	1.51744244666721	3.78947368421053	1.1342617456312	2.7	1.1742858972248	None	None	10	4
Schroeder-2012-824-546	546	Billard	billiards			sport	4.83333333333333	1.75733755838702	5.6	1.23117402250218	2.8	1.23969435961577	0.997359637511	-0.00114821137422	7	2
Schroeder-2012-824-547	547	BMX	bmx			sport	4.58823529411765	1.80481382451944	5.8	1.69873902813654	1.7	0.923380516876639	None	None	7	3
Schroeder-2012-824-548	548	Bobfahren	bobsleigh			sport	3.45	1.66938375014948	4.47368421052632	1.12390297389803	2.5	1.14707866935281	1.46333914028	0.165344988931	8	3
Schroeder-2012-824-549	549	Bowling	bowling			sport	4	1.4142135623731	5.35	1.53125335660212	2.8	1.05630936457281	0.04087539498	-1.38853803771	5	2
Schroeder-2012-824-550	550	Kegeln	bowling			sport	4.2	1.60918416727562	3.85	1.38696943388321	2.85	1.18210338847862	0.36787855482	-0.434295528274	6	2
Schroeder-2012-824-551	551	Boccia	bowls			sport	5.41176470588235	1.27763568405726	5.8125	1.60078105935821	2	1.10554159678513	0.04087539498	-1.38853803771	4	2
Schroeder-2012-824-552	552	Boxen	boxing			sport	2.8	1.57613785130482	3.55	1.23437604097225	2.65	1.38696943388321	1.82304261611	0.260796820999	6	2
Schroeder-2012-824-553	553	Breakdance	break dancing			sport	4.76470588235294	1.88843227852847	6.5	0.827170191868511	1.9	0.967906041546987	0.00817507899599	-2.08750804205	8	2
Schroeder-2012-824-554	554	Kanufahren	canoeing			sport	3.6	1.84676103375328	4.3	1.59274671723509	3	1.48678388335006	None	None	9	4
Schroeder-2012-824-555	555	Katamaransegeln	catamaran sailing			sport	5.1	1.48323969741913	6.8	0.695852373938461	1.45	0.825577947481897	None	None	15	6
Schroeder-2012-824-556	556	Schach	chess			sport	5.11764705882353	1.86689424383039	4	1.25656172487509	3.5	1.23544153624268	4.50446852679	0.653643556803	3	1
Schroeder-2012-824-557	557	Klippenspringen	cliff diving			sport	6.16666666666667	1.04318516770401	6.23529411764706	1.20049009599756	1.73684210526316	0.933458638205125	None	None	13	4
Schroeder-2012-824-558	558	Klettern	climbing			sport	4.1	1.3337718577107	3.25	1.61815359364665	2.65	1.38696943388321	1.0218848745	0.00940197095909	6	2
Schroeder-2012-824-559	559	Cricket	cricket			sport	5	1.74894926439041	6.5	0.888523316638639	1.68421052631579	1.00291971424256	0.032700315984	-1.48544805072	6	2
Schroeder-2012-824-560	560	Skilanglauf	cross-country skiing			sport	2.3	1.1742858972248	5.1	1.3337718577107	3.05	1.356271980176	0.016350157992	-1.78647804638	8	3
Schroeder-2012-824-561	561	Radfahren	cycling			sport	1.6	1.04629672756119	2.45	0.759154654516248	4.65	0.745159820370595	1.34071295534	0.127335805999	8	3
Schroeder-2012-824-562	562	Tanzen	dancing			sport	2.95	1.57195821559574	2.65	1.13670808176853	3.42105263157895	1.1697953037312	3.82593697012	0.582737811025	6	2
Schroeder-2012-824-563	563	Dart	darts	DARTS	2587	sport	5.3125	1.40089257261219	6	1.33771210811988	2.3	1.34164078649987	0.261602527872	-0.582358063729	4	1
Schroeder-2012-824-564	564	Zehn-Kampf	decathlon			sport	2.65	1.75544266422131	5.95	1.31689427302111	2.5	1.31789305532094	None	None	7	2
Schroeder-2012-824-565	565	Diskuswerfen	discus throwing			sport	2.78947368421053	1.78197603701375	5.1	1.29370947686345	2.15	0.875093979915421	0.212552053896	-0.672534694078	12	4
Schroeder-2012-824-566	566	Tauchen	diving			sport	4.4	1.63514042532326	3.45	1.23437604097225	2.7	1.26074330623269	0.645831240683	-0.189880950759	4	2
Schroeder-2012-824-567	567	Drachenbootrennen	dragon boat racing			sport	5.2	1.19648608323224	6.5	1.10023920844036	2.27777777777778	1.48742001487596	None	None	14	5
Schroeder-2012-824-568	568	Fechten	fencing			sport	2.65	1.30887657735053	4.52631578947368	1.0733344230135	2.1	0.967906041546987	1.0137097955	0.00591364311327	6	2
Schroeder-2012-824-569	569	Eiskunstlauf	figure skating			sport	2.1	1.25236618152662	4.1	1.48323969741913	2.6	1.14248114115496	0.237077290884	-0.62511004415	10	3
Schroeder-2012-824-570	570	Angeln	fishing	FISHING	2638	sport	4.85	1.95407805694439	2.8	0.695852373938459	2.6	1.35335839575791	0.147151421928	-0.832235536946	5	2
Schroeder-2012-824-571	571	Bodenturnen	floor exercises			sport	1.8	1.32188063797479	4.1	1.41048703794488	2.25	1.25131509768092	0.2043769749	-0.689568033377	11	4
Schroeder-2012-824-572	572	Fliegen	flying	FLY (MOVE THROUGH AIR)	1441	sport	5.47058823529412	1.69991349260865	2.7	1.38031270293899	2.95	1.356271980176	0.294302843856	-0.531205541282	6	2
Schroeder-2012-824-573	573	Football	football			sport	2.7	1.71985311490316	6	1.2977713690461	2.45	1.356271980176	0.0735757109639	-1.13326553261	6	2
Schroeder-2012-824-574	574	Fußball	football			sport	1.2	0.523148363780597	3	1.02597835208515	3.55	1.57195821559574	4.30826663089	0.634302573164	6	2
Schroeder-2012-824-575	575	Frisbee	frisbee			sport	5.55555555555556	1.29352333352711	4.875	1.92786583212283	2.65	1.30887657735053	0.016350157992	-1.78647804638	6	2
Schroeder-2012-824-576	576	Gymnastik	gymnastics			sport	2.6	1.84676103375328	4.2	1.47255595908325	3.1	1.3337718577107	2.95120351755	0.469999159857	9	3
Schroeder-2012-824-577	577	Hammerwerfen	hammer throwing			sport	3.4	1.72900945174124	5.35	1.46089374230838	2.25	1.01954582251634	0.114451105944	-0.941380006371	10	4
Schroeder-2012-824-578	578	Handball	handball			sport	1.5	0.760885910252682	4.25	1.29269200955949	3.2	1.28144655103437	0.335178238836	-0.474724185329	7	2
Schroeder-2012-824-579	579	Wasserspringen	high diving			sport	4.47058823529412	1.94028500029066	4.94444444444444	1.34917064817928	2.31578947368421	1.00291971424256	None	None	11	4
Schroeder-2012-824-580	580	Hochsprung	high jump			sport	2.2	1.54238366446908	3.95	0.998683343734455	2.7	1.30182058752551	0.498679818756	-0.302178207038	8	2
Schroeder-2012-824-581	581	Hockey	hockey			sport	3.15	1.72520021721355	5.3	1.21828179265546	3	1.25656172487509	0.441454265784	-0.355114282226	4	2
Schroeder-2012-824-582	582	Reiten	horseback riding	RIDE	367	sport	2.25	1.37170658209707	3	1.2977713690461	2.85	1.34848843251679	2.74682654265	0.438831235341	5	2
Schroeder-2012-824-583	583	Hürdenlauf	hurdling			sport	2.6	1.90290636437502	4.35	1.26802789276976	2.35	1.13670808176853	0.376053633816	-0.424750210367	9	3
Schroeder-2012-824-584	584	Eishockey	ice hockey			sport	1.7	0.978720969859186	4.25	1.37170658209707	2.2	1.28144655103437	0.727582030643	-0.138118035404	6	3
Schroeder-2012-824-585	585	Schlittschuhlaufen	ice skating			sport	3.15	1.18210338847862	3.2	0.894427190999915	2.8	1.39924791829115	0.351528396828	-0.454039586469	11	4
Schroeder-2012-824-586	586	Speerwerfen	javelin 			sport	2.55	1.73129096949433	4.65	1.4964871146156	2.3	1.12857618729367	0.237077290884	-0.62511004415	10	3
Schroeder-2012-824-587	587	Joggen	jogging			sport	1.85	1.34848843251679	5.3	1.59274671723509	3.6	1.50087693664316	0.0735757109639	-1.13326553261	5	2
Schroeder-2012-824-588	588	Judo	judo			sport	3.05	1.84889725312998	5.35	1.26802789276975	2.8	1.36111409475744	0.0735757109639	-1.13326553261	4	2
Schroeder-2012-824-589	589	Weitsprung	long jump			sport	2.25	1.51744244666721	3.5	0.760885910252682	3.15	1.08942283125661	0.523205055744	-0.281328068065	8	2
Schroeder-2012-824-590	590	Marathonlauf	marathon			sport	2.2	1.43636969291922	5.2	1.47255595908325	2.7	1.03109548284184	0.24525236988	-0.610386787329	10	4
Schroeder-2012-824-591	591	Motorradrennen	motorcycle racing			sport	4.35	1.72520021721355	4.85	1.26802789276976	1.95	1.14593101656986	0.138976342932	-0.857059120671	12	5
Schroeder-2012-824-592	592	Mountainbiken	mountain biking			sport	3.63157894736842	1.42245977548242	5.9	1.3337718577107	2.8	1.00524937990007	None	None	11	4
Schroeder-2012-824-593	593	Bergsteigen	mountaineering			sport	4.15789473684211	1.803181074741	5.1	1.48323969741913	2.75	1.37170658209707	0.318828080844	-0.496443435022	10	3
Schroeder-2012-824-594	594	Nordic-Walking	Nordic walking			sport	3.15	1.78517285024817	6.85	0.48936048492959	3.1	1.29370947686346	None	None	11	4
Schroeder-2012-824-595	595	Fallschirmspringen	parachuting			sport	4.94736842105263	1.26814318375447	5.55	1.31689427302111	2.2	1.43636969291922	None	None	14	4
Schroeder-2012-824-596	596	Paragleiten	paragliding			sport	4.68421052631579	1.52943822580375	6.57894736842105	0.768533196975773	1.8	0.894427190999916	0.00817507899599	-2.08750804205	10	4
Schroeder-2012-824-597	597	Turnen	physical education			sport	1.85	1.26802789276975	3.1	1.02083557106808	2.9	1.29370947686346	2.68960098968	0.429687855901	6	2
Schroeder-2012-824-598	598	Turmspringen	platform diving			sport	3.4	1.46539019413009	4.85	1.26802789276976	2.1	1.02083557106808	None	None	11	3
Schroeder-2012-824-599	599	Stabhochsprung	pole vault			sport	2.45	1.53811230854064	4.85	1.13670808176853	2.25	1.16415770318919	0.228902211888	-0.640350010707	12	3
Schroeder-2012-824-600	600	Rudern	rowing			sport	1.95	0.944513241388333	3.3	1.08093526754916	3.1	1.29370947686346	0.049050473976	-1.30935679167	5	2
Schroeder-2012-824-601	601	Rugby	rugby			sport	3.78947368421053	1.98826969354487	6.05	1.19097483291276	2.05	1.19097483291276	0.302477922852	-0.519306317982	5	2
Schroeder-2012-824-602	602	Segeln	sailing			sport	2.7	1.34164078649987	4.15	1.13670808176853	2.57894736842105	1.34642693714736	0.032700315984	-1.48544805072	6	2
Schroeder-2012-824-603	603	Schießen	shooting			sport	5.1	1.83245593039563	3.95	1.14593101656986	2.45	1.50350467767462	3.85863728611	0.586433956585	5	2
Schroeder-2012-824-604	604	Kugelstoßen	shot put			sport	2.4	1.75918641482512	4.6	1.04629672756119	2.6	1.23117402250219	0.196201895904	-0.707296800337	11	4
Schroeder-2012-824-605	605	Springreiten	show jumping			sport	3.15	1.75544266422131	5.2	1.43636969291922	2.65	1.18210338847862	0.024525236988	-1.61038678733	10	3
Schroeder-2012-824-606	606	Skaten	skating			sport	4.05263157894737	1.7786912857656	5.9	1.25236618152662	2.75	1.20852236875842	None	None	6	2
Schroeder-2012-824-607	607	Skispringen	ski jumping			sport	2.1	1.02083557106808	4.2	1.23969435961577	3.45	1.19097483291276	None	None	9	3
Schroeder-2012-824-608	608	Skiabfahrt	ski slope			sport	2.2	1.19648608323224	4.42105263157895	1.67715994975912	2.55	1.53811230854064	0.016350157992	-1.78647804638	8	3
Schroeder-2012-824-609	609	Schnorcheln	snorkelling			sport	5.17647058823529	1.70423348303743	5.2	1.57613785130483	2.55	1.14593101656986	None	None	8	2
Schroeder-2012-824-610	610	Snowboarding	snowboarding			sport	3.47368421052632	1.46698561125382	6.36842105263158	0.83069758608784	2.47368421052632	1.38918125577748	0.00817507899599	-2.08750804205	9	3
Schroeder-2012-824-611	611	Eisschnelllauf	speed skating			sport	2.3	1.1742858972248	4.95	1.23437604097225	2.55	0.998683343734455	None	None	8	3
Schroeder-2012-824-612	612	Squash	squash			sport	3.42105263157895	1.77375275346068	6	1.2747548783982	2.95	1.23437604097225	0.0572255529719	-1.24241000203	5	1
Schroeder-2012-824-613	613	Standardtanz	standard dance			sport	4	1.89181060585383	5.85	1.53125335660212	2.95	1.27630222456166	0.032700315984	-1.48544805072	11	3
Schroeder-2012-824-614	614	Streetdance	street dance			sport	5.58823529411765	1.7698454568624	6.55	0.998683343734456	1.65	0.812727700887249	None	None	9	2
Schroeder-2012-824-615	615	Surfen	surfing			sport	3.65	1.53125335660212	5.85	1.38696943388321	2.35	1.30887657735053	0.228902211888	-0.640350010707	6	2
Schroeder-2012-824-616	616	Schwimmen	swimming	SWIM	1439	sport	1.3	0.732695097065047	2.25	0.716350399411379	4.2	1.00524937990007	3.48258365229	0.541901557054	6	2
Schroeder-2012-824-617	617	Tischfußball	table football			sport	5.625	1.36014705087354	5.55	1.39453821823042	2.2	1.36111409475744	0.00817507899599	-2.08750804205	9	3
Schroeder-2012-824-618	618	Tischtennis	table tennis			sport	2.4	1.31389337066357	3.65	1.22581873821025	3.73684210526316	0.933458638205125	0.441454265784	-0.355114282226	8	3
Schroeder-2012-824-619	619	Thai Chi	Tai Chi			sport	3.8125	1.83371208208922	6.75	0.774596669241483	2.05	1.27630222456166	0	0	4	2
