NUMBER	ID	CONCEPT_IN_SOURCE	ENGLISH	ID_IN_SOURCE	SEMANTIC_CATEGORY	CONCEPTICON_ID	CONCEPTICON_GLOSS
543	Kaufman-1973-1028-543	TO WANT IT, WISH (FOR) IT, DESIRE IT (tv)	TO WANT IT, WISH (FOR) IT, DESIRE IT (tv)	TK391	EVALUATION AND MENTATION//NON-VERBAL INTERACTION	1784	WANT
544	Kaufman-1973-1028-544	TO (BE) LACK(ING), (BE) MISS(ING), BE ABSENT, BE WITHOUT (iv)	TO (BE) LACK(ING), (BE) MISS(ING), BE ABSENT, BE WITHOUT (iv)	TK392	EVALUATION AND MENTATION//NON-VERBAL INTERACTION	2329	LACK (NOT HAVE)
545	Kaufman-1973-1028-545	TO ASK FOR IT, REQUEST IT , ASK IT (AS A FAVOR) (tv)	TO ASK FOR IT, REQUEST IT , ASK IT (AS A FAVOR) (tv)	TK393	SPEAKING AND SOUND-MAKING	1828	ASK (REQUEST)
546	Kaufman-1973-1028-546	TO ASK HIM (ABOUT IT), TO INQUIRE OF HIM (ABOUT IT), TO ASK HIM (A QUESTION) (tv2/iv2)	TO ASK HIM (ABOUT IT), TO INQUIRE OF HIM (ABOUT IT), TO ASK HIM (A QUESTION) (tv2/iv2)	TK394	SPEAKING AND SOUND-MAKING	1309	ASK (INQUIRE)
547	Kaufman-1973-1028-547	TO ANSWER (IT) TO HIM (tv2/iv2)	TO ANSWER (IT) TO HIM (tv2/iv2)	TK395	SPEAKING AND SOUND-MAKING	1275	ANSWER
548	Kaufman-1973-1028-548	TO SPEAK TO HIM, TALK (TO HIM) (iv2)	TO SPEAK TO HIM, TALK (TO HIM) (iv2)	TK396	SPEAKING AND SOUND-MAKING	1623	SPEAK
549	Kaufman-1973-1028-549	LANGUAGE	LANGUAGE	TK397	SPEAKING AND SOUND-MAKING	1307	LANGUAGE
550	Kaufman-1973-1028-550	VOICE	VOICE	TK398	SPEAKING AND SOUND-MAKING	1363	VOICE
551	Kaufman-1973-1028-551	TO SAY IT TO HIM, TO TELL IT TO HIM (tv2)	TO SAY IT TO HIM, TO TELL IT TO HIM (tv2)	TK399	SPEAKING AND SOUND-MAKING	1458	SAY
552	Kaufman-1973-1028-552	TO TELL A STORY/YARN TO HIM, TO RELATE IT TO HIM (tv2)	TO TELL A STORY/YARN TO HIM, TO RELATE IT TO HIM (tv2)	TK400	SPEAKING AND SOUND-MAKING	1711	TELL
553	Kaufman-1973-1028-553	TRUE(LY), REALLY	TRUE(LY), REALLY	TK401	SPEAKING AND SOUND-MAKING	1657	TRUE
554	Kaufman-1973-1028-554	TO (TELL A) LIE/UNTRUTH, FIB, PREVARICATE (iv)	TO (TELL A) LIE/UNTRUTH, FIB, PREVARICATE (iv)	TK402	SPEAKING AND SOUND-MAKING	601	LIE (MISLEAD)
555	Kaufman-1973-1028-555	TO DECEIVE HIM, CHEAT HIM (tv)	TO DECEIVE HIM, CHEAT HIM (tv)	TK403	SPEAKING AND SOUND-MAKING	3230	DECEIVE
556	Kaufman-1973-1028-556	NAME	NAME	TK404	SPEAKING AND SOUND-MAKING	1405	NAME
557	Kaufman-1973-1028-557	TO NAME HIM, CALL HIM, GIVE HIM A NAME (tv)	TO NAME HIM, CALL HIM, GIVE HIM A NAME (tv)	TK405	SPEAKING AND SOUND-MAKING	180	CALL BY NAME
558	Kaufman-1973-1028-558	TO CALL HIM (tv)	TO CALL HIM (tv)	TK406	SPEAKING AND SOUND-MAKING	1084	CALL
559	Kaufman-1973-1028-559	TO SHOUT, CRY, CALL OUT (iv)	TO SHOUT, CRY, CALL OUT (iv)	TK407	SPEAKING AND SOUND-MAKING	715	SHOUT
560	Kaufman-1973-1028-560	TO WEEP, “CRY”, WAIL (iv)	TO WEEP, “CRY”, WAIL (iv)	TK408a	SPEAKING AND SOUND-MAKING	1839	CRY
561	Kaufman-1973-1028-561	TO GRIEVE, MOURN (iv)	TO GRIEVE, MOURN (iv)	TK408b	SPEAKING AND SOUND-MAKING	1955	GRIEVE
562	Kaufman-1973-1028-562	TO CURSE HIM, REVILE HIM, ABUSE HIM	TO CURSE HIM, REVILE HIM, ABUSE HIM	TK409	SPEAKING AND SOUND-MAKING	8	CURSE
563	Kaufman-1973-1028-563	TO LAUGH (iv)	TO LAUGH (iv)	TK410a	SPEAKING AND SOUND-MAKING	1355	LAUGH
564	Kaufman-1973-1028-564	TO LAUGH AT HIM, DERIDE HIM (tv)	TO LAUGH AT HIM, DERIDE HIM (tv)	TK410b	SPEAKING AND SOUND-MAKING		
565	Kaufman-1973-1028-565	TO WHISTLE (iv)	TO WHISTLE (iv)	TK411	SPEAKING AND SOUND-MAKING	1025	WHISTLE
566	Kaufman-1973-1028-566	TO HAVE IT (tv)	TO HAVE IT (tv)	TK412	OWNERSHIP AND EXCHANGE OF GOODS	773	HAVE
567	Kaufman-1973-1028-567	TO GET IT, OBTAIN IT (tv)	TO GET IT, OBTAIN IT (tv)	TK413[	OWNERSHIP AND EXCHANGE OF GOODS	694	GET
568	Kaufman-1973-1028-568	TO TAKE IT, ACCEPT IT, RECEIVE IT (tv)	TO TAKE IT, ACCEPT IT, RECEIVE IT (tv)	TK414	OWNERSHIP AND EXCHANGE OF GOODS	3898	ACCEPT
569	Kaufman-1973-1028-569	TO GRAB IT, GRASP IT, SEIZE IT, CATCH IT (tv)	TO GRAB IT, GRASP IT, SEIZE IT, CATCH IT (tv)	TK415	OWNERSHIP AND EXCHANGE OF GOODS	702	CATCH
570	Kaufman-1973-1028-570	TO HOLD IT (tv)	TO HOLD IT (tv)	TK416	OWNERSHIP AND EXCHANGE OF GOODS	1448	HOLD
571	Kaufman-1973-1028-571	TO STEAL IT (tv)	TO STEAL IT (tv)	TK417	OWNERSHIP AND EXCHANGE OF GOODS	713	STEAL
572	Kaufman-1973-1028-572	TO GIVE IT TO HIM (tv2)	TO GIVE IT TO HIM (tv2)	TK418	OWNERSHIP AND EXCHANGE OF GOODS	1447	GIVE
573	Kaufman-1973-1028-573	TO BORROW IT FROM HIM (tv2)	TO BORROW IT FROM HIM (tv2)	TK419	OWNERSHIP AND EXCHANGE OF GOODS	1823	BORROW
574	Kaufman-1973-1028-574	TO LEND IT TO HIM (tv2)	TO LEND IT TO HIM (tv2)	TK420	OWNERSHIP AND EXCHANGE OF GOODS	582	LEND
575	Kaufman-1973-1028-575	TO BUY IT, PURCHASE IT (tv)	TO BUY IT, PURCHASE IT (tv)	TK421	OWNERSHIP AND EXCHANGE OF GOODS	1869	BUY
576	Kaufman-1973-1028-576	TO SELL IT TO HIM (tv2)	TO SELL IT TO HIM (tv2)	TK422	OWNERSHIP AND EXCHANGE OF GOODS	1571	SELL
577	Kaufman-1973-1028-577	TO PAY IT TO HIM (tv2)	TO PAY IT TO HIM (tv2)	TK423	OWNERSHIP AND EXCHANGE OF GOODS	718	PAY
578	Kaufman-1973-1028-578	POOR, UNFORTUNATE	POOR, UNFORTUNATE	TK424	OWNERSHIP AND EXCHANGE OF GOODS	1674	POOR
579	Kaufman-1973-1028-579	MARKET, PLAZA	MARKET, PLAZA	TK425	OWNERSHIP AND EXCHANGE OF GOODS	633	MARKET
580	Kaufman-1973-1028-580	ONE WITH TEMPORAL AUTHORITY: CHIEF, LORD, KING	ONE WITH TEMPORAL AUTHORITY: CHIEF	TK426	POWER AND FORCE (AUTHORITY)	2394	CHIEF
581	Kaufman-1973-1028-581	ONE WITH TEMPORAL AUTHORITY: CHIEF, LORD, KING	ONE WITH TEMPORAL AUTHORITY: KING	TK426	POWER AND FORCE (AUTHORITY)	1508	KING
582	Kaufman-1973-1028-582	ONE WITH TEMPORAL AUTHORITY: CHIEF, LORD, KING	ONE WITH TEMPORAL AUTHORITY: LORD	TK426	POWER AND FORCE (AUTHORITY)	3153	LORD
583	Kaufman-1973-1028-583	TO SEND HIM/IT (tv)	TO SEND HIM/IT (tv)	TK427a	POWER AND FORCE (AUTHORITY)	1127	SEND
584	Kaufman-1973-1028-584	MESSENGER	MESSENGER	TK327b	POWER AND FORCE (AUTHORITY)		
585	Kaufman-1973-1028-585	TO CAUSE IT (tv)	TO CAUSE IT (tv)	TK428a	POWER AND FORCE (AUTHORITY)	2896	CAUSE TO (LET)
586	Kaufman-1973-1028-586	CAUSATIVE: VERBAL AFFIX	CAUSATIVE: VERBAL AFFIX	TK428b	POWER AND FORCE (AUTHORITY)		
587	Kaufman-1973-1028-587	TO WORK, DO PURPOSEFUL ACTIVITY (iv)	TO WORK, DO PURPOSEFUL ACTIVITY (iv)	TK429	POWER AND FORCE (AUTHORITY)	1086	WORK (ACTIVITY)
588	Kaufman-1973-1028-588	SPIRIT, SOUL	SPIRIT, SOUL	TK430	SUPERNATURAL	811	SOUL
589	Kaufman-1973-1028-589	HOLY, MYSTERIOUS, SUPERNATURAL	HOLY, MYSTERIOUS, SUPERNATURAL	TK431	SUPERNATURAL	1702	HOLY
590	Kaufman-1973-1028-590	MAGIC, SUPERNATURAL POWER, “MEDICINE”	MAGIC, SUPERNATURAL POWER, “MEDICINE”	TK432	SUPERNATURAL	392	MAGIC
591	Kaufman-1973-1028-591	WITCHCRAFT, SORCERY	WITCHCRAFT, SORCERY	TK433a	SUPERNATURAL		
592	Kaufman-1973-1028-592	WITCH, SORCEROR	SORCEROR	TK433b	SUPERNATURAL	823	SORCERER
593	Kaufman-1973-1028-593	WITCH, SORCEROR	WITCH	TK433b	SUPERNATURAL	824	WITCH
594	Kaufman-1973-1028-594	TO BEWITCH HIM (tv)	TO BEWITCH HIM (tv)	TK433c	SUPERNATURAL	118	BEWITCH
595	Kaufman-1973-1028-595	DEMON, EVIL/WICKED SPITIR, DEVIL	DEMON, EVIL/WICKED SPITIR	TK434	SUPERNATURAL	1973	DEMON
596	Kaufman-1973-1028-596	DEMON, EVIL/WICKED SPITIR, DEVIL	DEVIL	TK434	SUPERNATURAL	3917	DEVIL
597	Kaufman-1973-1028-597	CEREMONIAL BUILDING, CHURCH, TEMPLE, KIVA	CEREMONIAL BUILDING, TEMPLE, KIVA	TK435	SUPERNATURAL	911	TEMPLE
598	Kaufman-1973-1028-598	CEREMONIAL BUILDING, CHURCH, TEMPLE, KIVA	CEREMONIAL BUILDING, CHURCH	TK435	SUPERNATURAL	1349	CHURCH
599	Kaufman-1973-1028-599	TO PLAY (iv)	TO PLAY (iv)	TK436a	RECREATION	1413	PLAY
600	Kaufman-1973-1028-600	TO PLAY (WITH) IT (tv)	TO PLAY (WITH) IT (tv)	TK436b	RECREATION		
601	Kaufman-1973-1028-601	GAME, TOY(S)	GAME	TK437	RECREATION	2467	GAME
602	Kaufman-1973-1028-602	GAME, TOY(S)	TOY(S)	TK437	RECREATION	2403	TOY
603	Kaufman-1973-1028-603	RATTLE	RATTLE	TK438	RECREATION	300	RATTLE
604	Kaufman-1973-1028-604	DRUM, TIMBREL	DRUM, TIMBREL	TK439	RECREATION	908	DRUM
605	Kaufman-1973-1028-605	MUSIC	MUSIC	TK440	RECREATION	642	MUSIC
606	Kaufman-1973-1028-606	FLUTE	FLUTE	TK441	RECREATION	777	FLUTE
607	Kaufman-1973-1028-607	TO SING (iv)	TO SING (iv)	TK442a	RECREATION	1261	SING
608	Kaufman-1973-1028-608	TO SING IT (tv)	TO SING IT (tv)	TK442b	RECREATION		
609	Kaufman-1973-1028-609	SONG (n)	SONG (n)	TK442c	RECREATION	1096	SONG
610	Kaufman-1973-1028-610	TO DANCE (iv)	TO DANCE (iv)	TK443a	RECREATION	1879	DANCE
611	Kaufman-1973-1028-611	DANCE (n)	DANCE (n)	TK443b	RECREATION	3472	DANCE (MOVEMENT)
612	Kaufman-1973-1028-612	TO MEASURE IT (tv)	TO MEASURE IT (tv)	TK444a	MEASURING, COUNTING, AND TIME	1506	MEASURE
613	Kaufman-1973-1028-613	MEASURE (n)	MEASURE (n)	TK444b	MEASURING, COUNTING, AND TIME		
614	Kaufman-1973-1028-614	TO COUNT IT, RECKON IT	TO COUNT IT, RECKON IT	TK445	MEASURING, COUNTING, AND TIME	1420	COUNT
615	Kaufman-1973-1028-615	MANY	MANY	TK446	MEASURING, COUNTING, AND TIME	1198	MANY
616	Kaufman-1973-1028-616	MUCH, A LOT	MUCH, A LOT	TK447a	MEASURING, COUNTING, AND TIME	3452	MUCH
617	Kaufman-1973-1028-617	TO ABOUND, BE ABUNDANT	TO ABOUND, BE ABUNDANT	TK447b	MEASURING, COUNTING, AND TIME		
618	Kaufman-1973-1028-618	MORE	MORE	TK448a	MEASURING, COUNTING, AND TIME	1992	MORE
619	Kaufman-1973-1028-619	TO INCREASE, MULTIPLY	TO INCREASE, MULTIPLY	TK448b	MEASURING, COUNTING, AND TIME	1041	INCREASE
620	Kaufman-1973-1028-620	VERY (MUCH), GREATLY	VERY (MUCH), GREATLY	TK449	MEASURING, COUNTING, AND TIME	1311	VERY
621	Kaufman-1973-1028-621	ALL	ALL	TK450	MEASURING, COUNTING, AND TIME	98	ALL
622	Kaufman-1973-1028-622	HALF	HALF	TK451	MEASURING, COUNTING, AND TIME	816	HALF
623	Kaufman-1973-1028-623	MIDDLE, CENTER	MIDDLE, CENTER	TK452a	MEASURING, COUNTING, AND TIME	3208	CENTER OR MIDDLE
624	Kaufman-1973-1028-624	BETWEEN, AMONG, IN THE MIDDLE	BETWEEN, AMONG, IN THE MIDDLE	TK452b	MEASURING, COUNTING, AND TIME	689	BETWEEN
625	Kaufman-1973-1028-625	ONE	ONE	TK453	MEASURING, COUNTING, AND TIME	1493	ONE
626	Kaufman-1973-1028-626	TWO	TWO	TK454	MEASURING, COUNTING, AND TIME	1498	TWO
627	Kaufman-1973-1028-627	THREE	THREE	TK455	MEASURING, COUNTING, AND TIME	492	THREE
628	Kaufman-1973-1028-628	FOUR	FOUR	TK456	MEASURING, COUNTING, AND TIME	1500	FOUR
629	Kaufman-1973-1028-629	FIVE	FIVE	TK457	MEASURING, COUNTING, AND TIME	493	FIVE
630	Kaufman-1973-1028-630	SIX	SIX	TK458	MEASURING, COUNTING, AND TIME	1703	SIX
631	Kaufman-1973-1028-631	SEVEN	SEVEN	TK459	MEASURING, COUNTING, AND TIME	1704	SEVEN
632	Kaufman-1973-1028-632	EIGHT	EIGHT	TK460	MEASURING, COUNTING, AND TIME	1705	EIGHT
633	Kaufman-1973-1028-633	NINE	NINE	TK461	MEASURING, COUNTING, AND TIME	1483	NINE
634	Kaufman-1973-1028-634	TEN	TEN	TK462	MEASURING, COUNTING, AND TIME	1515	TEN
635	Kaufman-1973-1028-635	TWENTY	TWENTY	TK463	MEASURING, COUNTING, AND TIME	1710	TWENTY
636	Kaufman-1973-1028-636	ONE HUNDRED	ONE HUNDRED	TK464	MEASURING, COUNTING, AND TIME	1634	HUNDRED
637	Kaufman-1973-1028-637	TWINS	TWINS	TK465	MEASURING, COUNTING, AND TIME	1005	TWINS
638	Kaufman-1973-1028-638	ONLY, JUST, NOTHING BUT, NOTHING MORE	ONLY	TK466	MEASURING, COUNTING, AND TIME	1580	ONLY
639	Kaufman-1973-1028-639	ONLY, JUST, NOTHING BUT, NOTHING MORE	JUST, NOTHING BUT, NOTHING MORE	TK466	MEASURING, COUNTING, AND TIME	84	JUST
640	Kaufman-1973-1028-640	YESTERDAY	YESTERDAY	TK467	MEASURING, COUNTING, AND TIME	1174	YESTERDAY
641	Kaufman-1973-1028-641	LONG AGO,OLDEN TIME	LONG AGO,OLDEN TIME	TK468	MEASURING, COUNTING, AND TIME	373	LONG AGO
642	Kaufman-1973-1028-642	TOMORROW	TOMORROW	TK469	MEASURING, COUNTING, AND TIME	1329	TOMORROW
643	Kaufman-1973-1028-643	RING, HOOP	RING, HOOP	TK470	FORMS AND SHAPES	1374	RING
644	Kaufman-1973-1028-644	COIL	COIL		FORMS AND SHAPES		
645	Kaufman-1973-1028-645	CIRCLE	CIRCLE		FORMS AND SHAPES	1467	CIRCLE
646	Kaufman-1973-1028-646	ROUND1, CIRCULAR	ROUND1, CIRCULAR	TK471	FORMS AND SHAPES	2302	CIRCULAR (ROUND IN TWO DIMENSIONS)
647	Kaufman-1973-1028-647	ROUND2, SPHERICAL	ROUND2, SPHERICAL	TK472a	FORMS AND SHAPES	2303	SPHERICAL (ROUND IN THREE DIMENSIONS)
648	Kaufman-1973-1028-648	BALL, SPHERICAL OBJECT	BALL, SPHERICAL OBJECT	TK472b	FORMS AND SHAPES	1845	BALL
649	Kaufman-1973-1028-649	TO MAKE SPHERICAL (tv)	TO MAKE SPHERICAL (tv)	TK472c	FORMS AND SHAPES		
650	Kaufman-1973-1028-650	STRAIGHT, DIRECT	STRAIGHT, DIRECT	TK473	FORMS AND SHAPES	1404	STRAIGHT
651	Kaufman-1973-1028-651	BENT, CROOKED	BENT, CROOKED	TK474a	FORMS AND SHAPES	297	CROOKED
652	Kaufman-1973-1028-652	TO BEND IT (tv)	TO BEND IT (tv)	TK474b	FORMS AND SHAPES	2224	BEND (SOMETHING)
653	Kaufman-1973-1028-653	TWISTED, LOPSIDED	TWISTED, LOPSIDED	TK475a	FORMS AND SHAPES		
654	Kaufman-1973-1028-654	TO TWIST IT	TO TWIST IT	TK475b	FORMS AND SHAPES	430	TWIST
655	Kaufman-1973-1028-655	TO CLOSE IT, SHUT IT (tv)	TO CLOSE IT, SHUT IT (tv)	TK476	FORMS AND SHAPES	1046	SHUT
656	Kaufman-1973-1028-656	TO CLOSE THE EYES (tv)	TO CLOSE THE EYES (tv)	TK477	FORMS AND SHAPES	2063	CLOSE (EYES)
657	Kaufman-1973-1028-657	OPENMOUTHED, GAPING	OPENMOUTHED, GAPING	TK478	FORMS AND SHAPES		
658	Kaufman-1973-1028-658	TO OPEN IT (tv)	TO OPEN IT (tv)	TK479	FORMS AND SHAPES	1156	OPEN
659	Kaufman-1973-1028-659	TO LIE (DOWN) (iv)	TO LIE (DOWN) (iv)	TK480a	DISPOSITIONS	215	LIE DOWN
660	Kaufman-1973-1028-660	TO LAY IT (DOWN) (tv)	TO LAY IT (DOWN) (tv)	TK480b	DISPOSITIONS	2071	LAY (VERB)
661	Kaufman-1973-1028-661	TO PUT/PLACE/SET IT (DOWN) (tv)	TO PUT/PLACE/SET IT (DOWN) (tv)	TK481	DISPOSITIONS	998	PUT
662	Kaufman-1973-1028-662	TO SIT (DOWN) (iv)	TO SIT (DOWN) (iv)	TK482a	DISPOSITIONS	1649	SIT DOWN
663	Kaufman-1973-1028-663	TO SET IT (DOWN) (tv)	TO SET IT (DOWN) (tv)	TK482b	DISPOSITIONS		
664	Kaufman-1973-1028-664	TO STAND (UP) (iv)	TO STAND (UP) (iv)	TK483a	DISPOSITIONS	570	STAND UP
665	Kaufman-1973-1028-665	STANDING, UPRIGHT	STANDING, UPRIGHT	TK483b	DISPOSITIONS	1442	STAND
666	Kaufman-1973-1028-666	TO STAND IT (UP) (tv)	TO STAND IT (UP) (tv)	TK484	DISPOSITIONS	3833	PUT (IN A STANDING POSITION)
667	Kaufman-1973-1028-667	TO HANG (DOWN) (iv)	TO HANG (DOWN) (iv)	TK485	DISPOSITIONS	2884	HANG
668	Kaufman-1973-1028-668	TO PILE/HEAP IT UP (vt)	TO PILE/HEAP IT UP (vt)	TK486	DISPOSITIONS	1576	PILE UP
669	Kaufman-1973-1028-669	PLACE, LOCATION	PLACE, LOCATION	TK487	LOCATION (POSITION) AND MOVEMENT	723	PLACE (POSITION)
670	Kaufman-1973-1028-670	TO REMAIN, STAY (BEHIND)	TO REMAIN, STAY (BEHIND)	TK488	LOCATION (POSITION) AND MOVEMENT	987	REMAIN
671	Kaufman-1973-1028-671	TO LIVE, DWELL, “STAY” (AT)	TO LIVE, DWELL, “STAY” (AT)	TK489	LOCATION (POSITION) AND MOVEMENT	363	DWELL (LIVE, RESIDE)
672	Kaufman-1973-1028-672	TO CROSS (OVER), GO ACROSS, PASS OVER (iv)	TO CROSS (OVER), GO ACROSS, PASS OVER (iv)	TK490	LOCATION (POSITION) AND MOVEMENT	574	TRANSIT
673	Kaufman-1973-1028-673	TO PASS (BY, THROUGH) (iv)	TO PASS (BY, THROUGH) (iv)	TK491	LOCATION (POSITION) AND MOVEMENT	558	PASS BY
674	Kaufman-1973-1028-674	SIDE (OF BODY); SIDE (DIRECTION/PART)	SIDE (OF BODY)	TK492	LOCATION (POSITION) AND MOVEMENT	3344	SIDE (BODY)
675	Kaufman-1973-1028-675	SIDE (OF BODY); SIDE (DIRECTION/PART)	SIDE (DIRECTION/PART)	TK492	LOCATION (POSITION) AND MOVEMENT	682	SIDE
676	Kaufman-1973-1028-676	RIGHT (SIDE, HAND, FOOT, DIRECTION, ON THE ___)	RIGHT (SIDE, HAND, FOOT, DIRECTION, ON THE ___)	TK493	LOCATION (POSITION) AND MOVEMENT	1019	RIGHT
677	Kaufman-1973-1028-677	LEFT (SIDE, HANDM DIRECTION, ON THE ___)	LEFT (SIDE, HANDM DIRECTION, ON THE ___)	TK494	LOCATION (POSITION) AND MOVEMENT	244	LEFT
678	Kaufman-1973-1028-678	TO COME (FROM) (iv)	TO COME (FROM) (iv)	TK495a	LOCATION (POSITION) AND MOVEMENT		
679	Kaufman-1973-1028-679	TO COME HITHER (iv)	TO COME HITHER (iv)	TK495b	LOCATION (POSITION) AND MOVEMENT	1446	COME
680	Kaufman-1973-1028-680	TO COME AND/IN.ORDER.TO, “VENITIVE”	TO COME AND/IN.ORDER.TO, “VENITIVE”	TK495c	LOCATION (POSITION) AND MOVEMENT		
681	Kaufman-1973-1028-681	TOWARDS, TO, ALLATIVE SUFFIX	TOWARDS, TO, ALLATIVE SUFFIX	TK496	LOCATION (POSITION) AND MOVEMENT	2754	TOWARDS
682	Kaufman-1973-1028-682	TO BRING IT, FETCH IT, GET IT	TO BRING IT, FETCH IT, GET IT	TK497	LOCATION (POSITION) AND MOVEMENT	692	BRING
683	Kaufman-1973-1028-683	TO LEAVE, GO FORTH (iv)	TO LEAVE, GO FORTH (iv)	TK497a	LOCATION (POSITION) AND MOVEMENT	1752	LEAVE
684	Kaufman-1973-1028-684	TO GO AWAY (iv)	TO GO AWAY (iv)	TK 497b	LOCATION (POSITION) AND MOVEMENT		
685	Kaufman-1973-1028-685	TO TAKE IT AWAY, REMOVE IT, SEPARATE IT	TO TAKE IT AWAY, REMOVE IT, SEPARATE IT	TK497c	LOCATION (POSITION) AND MOVEMENT		
686	Kaufman-1973-1028-686	TO TAKE IT AWAY/ALONG, TO CARRY IT AWAY	TO TAKE IT AWAY/ALONG, TO CARRY IT AWAY	TK498a	LOCATION (POSITION) AND MOVEMENT		
687	Kaufman-1973-1028-687	AWAY, OFF	AWAY, OFF	TK498b	LOCATION (POSITION) AND MOVEMENT		
688	Kaufman-1973-1028-688	FROM, ABLATIVE SUFFIX	FROM, ABLATIVE SUFFIX	TK498c	LOCATION (POSITION) AND MOVEMENT	693	FROM
689	Kaufman-1973-1028-689	TO SEPARATE IT, DIVIDE IT (tv)	TO SEPARATE IT, DIVIDE IT (tv)	TK499a	LOCATION (POSITION) AND MOVEMENT	1359	SEPARATE
690	Kaufman-1973-1028-690	SEPARATE(D) (aj)	SEPARATE(D) (aj)	TK499b	LOCATION (POSITION) AND MOVEMENT		
691	Kaufman-1973-1028-691	TO GO	TO GO	TK500	LOCATION (POSITION) AND MOVEMENT	695	GO
692	Kaufman-1973-1028-692	TO WALK (ABOUT, AROUND), GO ABOUT (iv)	TO WALK (ABOUT, AROUND), GO ABOUT (iv)	TK501	LOCATION (POSITION) AND MOVEMENT	1443	WALK
693	Kaufman-1973-1028-693	TO MOVE (iv)	TO MOVE (iv)	TK502	LOCATION (POSITION) AND MOVEMENT	765	MOVE
694	Kaufman-1973-1028-694	TO ARRIVE (AT DESTINATION), COME TO, REACH:	TO ARRIVE (AT DESTINATION), COME TO, REACH:	TK503	LOCATION (POSITION) AND MOVEMENT	1387	ARRIVE
695	Kaufman-1973-1028-695	TO ARRIVE HERE (iv)	TO ARRIVE HERE (iv)	TK503a	LOCATION (POSITION) AND MOVEMENT		
696	Kaufman-1973-1028-696	AT, LOCATIVE MARKER	AT, LOCATIVE MARKER	TK504	LOCATION (POSITION) AND MOVEMENT	1461	AT
697	Kaufman-1973-1028-697	UNTIL, UP TO	UNTIL, UP TO	TK505	LOCATION (POSITION) AND MOVEMENT	2753	UNTIL
698	Kaufman-1973-1028-698	INSIDE, INWARD, IN, INTO (adv/prep)	INSIDE, INWARD, IN, INTO (adv/prep)	TK506a	LOCATION (POSITION) AND MOVEMENT	1606	INSIDE
699	Kaufman-1973-1028-699	INSIDE, INTERIOR (n)	INSIDE, INTERIOR (n)	TK506b	LOCATION (POSITION) AND MOVEMENT		
700	Kaufman-1973-1028-700	TO ENTER, GO/COME IN (iv)	TO ENTER, GO/COME IN (iv)	TK507	LOCATION (POSITION) AND MOVEMENT	749	ENTER
701	Kaufman-1973-1028-701	TO PUT IT IN(SIDE/TO), INSERT IT (tv)	TO PUT IT IN(SIDE/TO), INSERT IT (tv)	TK508	LOCATION (POSITION) AND MOVEMENT	3071	INSERT
702	Kaufman-1973-1028-702	OUT(SIDE/ OF) (adv/prep)	OUT(SIDE/ OF) (adv/prep)	TK509a	LOCATION (POSITION) AND MOVEMENT	762	OUTSIDE
703	Kaufman-1973-1028-703	OUTSIDE, EXTERIOR (n)	OUTSIDE, EXTERIOR (n)	TK509b	LOCATION (POSITION) AND MOVEMENT		
704	Kaufman-1973-1028-704	TO EXIT, GO/COME OUT, EMERGE (iv)	TO EXIT, GO/COME OUT, EMERGE (iv)	TK510a	LOCATION (POSITION) AND MOVEMENT	1107	GO OUT
705	Kaufman-1973-1028-705	TO REMOVE IT, TAKE IT OUT, PUT IT OUT (caus)	TO REMOVE IT, TAKE IT OUT, PUT IT OUT (caus)	TK510b	LOCATION (POSITION) AND MOVEMENT	3654	TAKE OUT
706	Kaufman-1973-1028-706	ABOVE, OVER(HEAD)	ABOVE, OVER(HEAD)	TK511a	LOCATION (POSITION) AND MOVEMENT	1741	ABOVE
707	Kaufman-1973-1028-707	OVER (from one side to the other)	OVER (from one side to the other)	511b	LOCATION (POSITION) AND MOVEMENT		
708	Kaufman-1973-1028-708	UP, UPWARD	UP, UPWARD	TK511c	LOCATION (POSITION) AND MOVEMENT	1591	UP
709	Kaufman-1973-1028-709	TO ARISE, GET UP (iv)	TO ARISE, GET UP (iv)	TK512a	LOCATION (POSITION) AND MOVEMENT	1512	RISE (ONESELF)
710	Kaufman-1973-1028-710	TO PICK IT UP, LIFT IT UP, SET IT UP (caus)	TO PICK IT UP, LIFT IT UP, SET IT UP (caus)	TK512b	LOCATION (POSITION) AND MOVEMENT	371	PICK UP
711	Kaufman-1973-1028-711	TO RISE, ASCEND, GO UP (iv)	TO RISE, ASCEND, GO UP (iv)	TK513a	LOCATION (POSITION) AND MOVEMENT	705	GO UP (ASCEND)
712	Kaufman-1973-1028-712	TO RAISE IT, LIFT IT (caus)	TO RAISE IT, LIFT IT (caus)	TK513b	LOCATION (POSITION) AND MOVEMENT	1317	RAISE
713	Kaufman-1973-1028-713	TO CLIMB (UP), MOUNT, RIDE (iv)	TO CLIMB (UP), MOUNT, RIDE (iv)	TK514a	LOCATION (POSITION) AND MOVEMENT	1102	CLIMB
714	Kaufman-1973-1028-714	TO PUT IT (UP) ON IT (tv)	TO PUT IT (UP) ON IT (tv)	TK514b	LOCATION (POSITION) AND MOVEMENT		
715	Kaufman-1973-1028-715	ON, UPON, ON TOP	ON, UPON, ON TOP	TL 515	LOCATION (POSITION) AND MOVEMENT	57	ATOP
716	Kaufman-1973-1028-716	TOP, SUMMIT (not TIP, PEAK)	TOP, SUMMIT (not TIP, PEAK)	TK516	LOCATION (POSITION) AND MOVEMENT	1753	TOP
