ID	NUMBER	SPANISH	ENGLISH	CONCEPTICON_ID	CONCEPTICON_GLOSS
Miller-1984-100-86	86	humo	smoke (n)	778	SMOKE (EXHAUST)
Miller-1984-100-87	87	fuego, lumbre	fire	221	FIRE
Miller-1984-100-88	88	ceniza	ash	646	ASH
Miller-1984-100-89	89	arder	burn	2102	BURN
Miller-1984-100-90	90	camino	path	2252	PATH
Miller-1984-100-91	91	cerro	mountain	639	MOUNTAIN
Miller-1984-100-92	92	rojo	red	156	RED
Miller-1984-100-93	93	verde	green	1425	GREEN
Miller-1984-100-94	94	amarillo	yellow	1424	YELLOW
Miller-1984-100-95	95	blanco	white	1335	WHITE
Miller-1984-100-96	96	negro	black	163	BLACK
Miller-1984-100-97	97	noche	night	1233	NIGHT
Miller-1984-100-98	98	nombre	name	1405	NAME
Miller-1984-100-99	99	año	year	1226	YEAR
Miller-1984-100-100	100	mecate, cuerda, soga	rope	1218	ROPE
