ID	NUMBER	ENGLISH	CONCEPTICON_ID	CONCEPTICON_GLOSS	PORTUGUESE
Chacon-2019-220-154	154	play	1413	PLAY	jogar
Chacon-2019-220-155	155	throw	1456	THROW	jogar
Chacon-2019-220-156	156	pull	1455	PULL	puxar
Chacon-2019-220-157	157	push	1452	PUSH	empurrar
Chacon-2019-220-158	158	rain	658	RAIN (PRECIPITATION)	chuva
Chacon-2019-220-159	159	red	156	RED	vermelho
Chacon-2019-220-160	160	right	1019	RIGHT	direito
Chacon-2019-220-161	161	ripe	178	RIPE	maduro
Chacon-2019-220-162	162	river	666	RIVER	rio
Chacon-2019-220-163	163	stone	668	ROCK	pedra
Chacon-2019-220-164	164	root	670	ROOT	raiz
Chacon-2019-220-165	165	rope	1218	ROPE	corda
Chacon-2019-220-166	166	rotten	1728	ROTTEN	podre
Chacon-2019-220-167	167	round	1395	ROUND	redondo
Chacon-2019-220-168	168	run	1519	RUN	correr
Chacon-2019-220-169	169	saliva	1503	SALIVA	saliva
Chacon-2019-220-170	170	salt	1274	SALT	sal
Chacon-2019-220-171	171	say	1458	SAY	dizer
Chacon-2019-220-172	172	scratch	1436	SCRATCH	arranhar
Chacon-2019-220-173	173	sea	1474	SEA	mar
Chacon-2019-220-174	174	see	1409	SEE	ver
Chacon-2019-220-175	175	seed	714	SEED	semente
Chacon-2019-220-176	176	sew	1457	SEW	coser
Chacon-2019-220-177	177	sharp	1396	SHARP	afiado
Chacon-2019-220-178	178	shoot	1172	SHOOT	atirar
Chacon-2019-220-179	179	short	1645	SHORT	curto
Chacon-2019-220-180	180	sing	1261	SING	cantar
Chacon-2019-220-181	181	sit	1416	SIT	sentado
Chacon-2019-220-182	182	skin	763	SKIN	pele
Chacon-2019-220-183	183	sky	1732	SKY	céu
Chacon-2019-220-184	184	sleep	1585	SLEEP	dormir
Chacon-2019-220-185	185	small	1246	SMALL	pequeno
Chacon-2019-220-186	186	smell	2124	SMELL	cheirar
Chacon-2019-220-187	187	smoke	778	SMOKE (EXHAUST)	fumaça
Chacon-2019-220-188	188	smooth	1234	SMOOTH	liso
Chacon-2019-220-189	189	snake	730	SNAKE	cobra
Chacon-2019-220-190	190	soul	811	SOUL	Alma
Chacon-2019-220-191	191	split	1437	SPLIT	rachar
Chacon-2019-220-192	192	squeeze	1414	SQUEEZE	apertar
Chacon-2019-220-193	193	standing	1442	STAND	de pé
Chacon-2019-220-194	194	star	1430	STAR	estrela
Chacon-2019-220-195	195	straight	1404	STRAIGHT	reto
Chacon-2019-220-196	196	suck	1421	SUCK	chupar
Chacon-2019-220-197	197	sun	1343	SUN	sol
Chacon-2019-220-198	198	swell up	1573	SWELL	inchar
Chacon-2019-220-199	199	swim	1439	SWIM	nadar
Chacon-2019-220-200	200	tail	1220	TAIL	rabo
Chacon-2019-220-201	201	tell	1711	TELL	dizer
Chacon-2019-220-202	202	that	78	THAT	aquele
Chacon-2019-220-203	203	there	1937	THERE	ali
Chacon-2019-220-204	204	they	817	THEY	eles
Chacon-2019-220-205	205	thick	1244	THICK	grosso
Chacon-2019-220-206	206	thin	2308	THIN	fino
Chacon-2019-220-207	207	skinny	1400	THIN (SLIM)	Magro
Chacon-2019-220-208	208	think	2271	THINK	pensar
Chacon-2019-220-209	209	this	1214	THIS	este
Chacon-2019-220-210	210	you	1215	THOU	tu
Chacon-2019-220-211	211	three	492	THREE	três
Chacon-2019-220-212	212	tie	1917	TIE	amarrar
Chacon-2019-220-213	213	tongue	1205	TONGUE	língua
Chacon-2019-220-214	214	tooth	1380	TOOTH	dente
Chacon-2019-220-215	215	home (to home)			casa (para casa
Chacon-2019-220-216	216	tree	906	TREE	árvore
Chacon-2019-220-217	217	turn	1588	TURN	virar
Chacon-2019-220-218	218	two	1498	TWO	dois
Chacon-2019-220-219	219	vine	343	VINE	cipo
Chacon-2019-220-220	220	vomit	1278	VOMIT	vomitar
Chacon-2019-220-221	221	walk	1443	WALK	andar
Chacon-2019-220-222	222	wash	1453	WASH	lavar
Chacon-2019-220-223	223	water	948	WATER	água
Chacon-2019-220-224	224	we	1212	WE	nós
Chacon-2019-220-225	225	wet	1726	WET	molhado
Chacon-2019-220-226	226	what	1236	WHAT	que cousa
Chacon-2019-220-227	227	when	1238	WHEN	quando
Chacon-2019-220-228	228	where	1237	WHERE	onde
Chacon-2019-220-229	229	white	1335	WHITE	branco
Chacon-2019-220-230	230	who	1235	WHO	quem
Chacon-2019-220-231	231	why	1270	WHY	porque
Chacon-2019-220-232	232	wide	1243	WIDE	largo
Chacon-2019-220-233	233	wife	1199	WIFE	esposa
Chacon-2019-220-234	234	wind	960	WIND	vento
Chacon-2019-220-235	235	wing	1257	WING	asa
Chacon-2019-220-236	236	with pedro			com Pedro
Chacon-2019-220-237	237	woman	962	WOMAN	mulher
Chacon-2019-220-238	238	worm	1219	WORM	vermelho
Chacon-2019-220-239	239	year	1226	YEAR	ano
Chacon-2019-220-240	240	yellow	1424	YELLOW	amarelo
Chacon-2019-220-241	241	yes	1268	YES	sim
Chacon-2019-220-242	242	you pl.	1213	YOU	vós
Chacon-2019-220-243	243	boy, young man	76	YOUNG MAN	rapaz
