ID	CONCEPTICON_ID	CONCEPTICON_GLOSS	NUMBER	HAUSA	ENGLISH
Kraft-1981-434-424	1487	POUR	424	yā ɗūrā̀	pour
Kraft-1981-434-425	230	SWEEP	425	yā shārḕ	sweep
Kraft-1981-434-426	175	BLOW (OF WIND)	426	yā hūrā̀	blow
Kraft-1981-434-427	28	MOISTEN	427	yā jiƙā̀ shi	moisten
Kraft-1981-434-428	694	GET	428	yā sāmù	obtain
Kraft-1981-434-429	133	WEAVE	429	yā saƙā̀	weave
Kraft-1981-434-430	3295	BRAID (VERB)	430	tā kitsḕ	plait
Kraft-1981-434-431	680	BREAK (DESTROY OR GET DESTROYED)	431	yā fashḕ	break in pieces
Kraft-1981-434-432	459	SNAP (OF STICK)	432	yā karyḕ	(stick) snapped
Kraft-1981-434-433	460	BREAK (OF ROPE)	433	yā tsinkḕ	(rope) broke
Kraft-1981-434-434	1453	WASH	434	yā wankḕ	wash
