ID	NUMBER	ENGLISH	DATABASE_ID	SEMANTIC_CATEGORY	LIST	CONCEPTICON_ID	CONCEPTICON_GLOSS
Bowern-2021-342b-51	51	blue-tongue lizard	255	flora-fauna	Flora Fauna Vocabulary	3021	BLUE TONGUED SKINK
Bowern-2021-342b-52	52	blue-winged kookaburra	256	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-53	53	bluebone	257	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-54	54	boa	142	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-55	55	bobcat, lynx	20	flora-fauna	Flora Fauna Vocabulary	3314	LYNX
Bowern-2021-342b-56	56	bottle-gourd (vine) or calabash (tree)	143	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-57	57	Brazil nut	144	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-58	58	brolga	258	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-59	59	brown goshawk	259	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-60	60	brown woolly monkey	145	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-61	61	brush-tailed possum	260	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-62	62	bullet ant, lesser giant hunter ant	146	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-63	63	bush cockroach	261	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-64	64	bush stone-curlew	262	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-65	65	bush tobacco	263	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-66	66	bush turkey, Australian bustard	264	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-67	67	bush yam	265	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-68	68	butterfly, moth	21	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-69	69	California condor	22	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-70	70	California jay	23	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-71	71	California woodpecker	24	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-72	72	capybara	147	flora-fauna	Flora Fauna Vocabulary	314	CAPYBARA
Bowern-2021-342b-73	73	cará tuber, purple or white	182	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-74	74	carpet snake	267	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-75	75	cashew	148	flora-fauna	Flora Fauna Vocabulary	2441	CASHEW
Bowern-2021-342b-76	76	cat	702	acculturation	Flora Fauna Vocabulary	1208	CAT
Bowern-2021-342b-77	77	caterpillar	268	flora-fauna	Flora Fauna Vocabulary	2247	CATERPILLAR
Bowern-2021-342b-78	78	catfish	269	flora-fauna	Flora Fauna Vocabulary	3777	CATFISH
Bowern-2021-342b-79	79	centipede	150	flora-fauna	Flora Fauna Vocabulary	1974	CENTIPEDE
Bowern-2021-342b-80	80	channel-billed cuckoo	270	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-81	81	chia	25	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-82	82	chicken	632	acculturation	Flora Fauna Vocabulary	1318	CHICKEN
Bowern-2021-342b-83	83	chipmunk	26	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-84	84	cicada	151	flora-fauna	Flora Fauna Vocabulary	2353	CICADA
Bowern-2021-342b-85	85	cipó vine	152	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-86	86	cliff swallow	27	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-87	87	coca	153	flora-fauna	Flora Fauna Vocabulary	137	COCA
Bowern-2021-342b-88	88	cockroach	154	flora-fauna	Flora Fauna Vocabulary	1575	COCKROACH
Bowern-2021-342b-89	89	collared peccary	155	flora-fauna	Flora Fauna Vocabulary	435	COLLARED PECCARY
Bowern-2021-342b-90	90	coot	28	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-91	91	cotamundi, coatimundi	156	flora-fauna	Flora Fauna Vocabulary	2389	COATI (COATIMUNDI)
Bowern-2021-342b-92	92	cotton	157	flora-fauna	Flora Fauna Vocabulary	1850	COTTON
Bowern-2021-342b-93	93	cottontail rabbit	29	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-94	94	cottonwood	30	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-95	95	coyote	31	flora-fauna	Flora Fauna Vocabulary	912	COYOTE
Bowern-2021-342b-96	96	crab	158	flora-fauna	Flora Fauna Vocabulary	2348	CRAB
Bowern-2021-342b-97	97	crested pigeon	271	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-98	98	cricket	159	flora-fauna	Flora Fauna Vocabulary	2354	CRICKET
Bowern-2021-342b-99	99	crow	32	flora-fauna	Flora Fauna Vocabulary	913	CROW
Bowern-2021-342b-100	100	cunuri (tree)	231	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-101	101	curassow	160	flora-fauna	Flora Fauna Vocabulary	315	CURASSOW
Bowern-2021-342b-102	102	darter/cormorant	272	flora-fauna	Flora Fauna Vocabulary	840	CORMORANT
Bowern-2021-342b-103	103	datura	33	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-104	104	death adder, five-minute snake	273	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-105	105	deer	161	flora-fauna	Flora Fauna Vocabulary	1936	DEER
Bowern-2021-342b-106	106	deer, mule	34	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-107	107	digger pine	35	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-108	108	dingo	274	flora-fauna	Flora Fauna Vocabulary	2460	DINGO
Bowern-2021-342b-109	109	dog (camp, domestic)	36	flora-fauna	Flora Fauna Vocabulary	2009	DOG
Bowern-2021-342b-110	110	dog (wild; bush dog)	162	flora-fauna	Flora Fauna Vocabulary	2448	WILD DOG
Bowern-2021-342b-111	111	dogbane	37	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-112	112	dove	38	flora-fauna	Flora Fauna Vocabulary	1853	DOVE
Bowern-2021-342b-113	113	duck	39	flora-fauna	Flora Fauna Vocabulary	1360	DUCK
Bowern-2021-342b-114	114	dugong	275	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-115	115	earthworm	276	flora-fauna	Flora Fauna Vocabulary	2350	EARTHWORM
Bowern-2021-342b-116	116	edible palm-dwelling larva (palm weevil)	163	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-117	117	elder	40	flora-fauna	Flora Fauna Vocabulary	2112	OLD (AGED)
Bowern-2021-342b-118	118	electric eel	164	flora-fauna	Flora Fauna Vocabulary	2443	ELECTRIC EEL
Bowern-2021-342b-119	119	elk	41	flora-fauna	Flora Fauna Vocabulary	1772	ELK
Bowern-2021-342b-120	120	emu	277	flora-fauna	Flora Fauna Vocabulary	2817	EMU
Bowern-2021-342b-121	121	firefly, lightning bug	185	flora-fauna	Flora Fauna Vocabulary	206	FIREFLY
Bowern-2021-342b-122	122	fish (generic)	42	flora-fauna	Flora Fauna Vocabulary	227	FISH
Bowern-2021-342b-123	123	fish (large type)	165	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-124	124	fish poison, barbasco	166	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-125	125	flea	43	flora-fauna	Flora Fauna Vocabulary	232	FLEA
Bowern-2021-342b-126	126	flicker	44	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-127	127	flower	278	flora-fauna	Flora Fauna Vocabulary	239	FLOWER
Bowern-2021-342b-128	128	flying-fox (generic)	279	flora-fauna	Flora Fauna Vocabulary	235	FLYING FOX
Bowern-2021-342b-129	129	foothills yucca	46	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-130	130	fox	47	flora-fauna	Flora Fauna Vocabulary	1312	FOX
Bowern-2021-342b-131	131	freshwater crocodile	280	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-132	132	freshwater mussel	281	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-133	133	freshwater prawn	282	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-134	134	frill-necked lizard	283	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-135	135	frog (generic)	284	flora-fauna	Flora Fauna Vocabulary	503	FROG
Bowern-2021-342b-136	136	galah	285	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-137	137	genipap	167	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-138	138	ghost gum	287	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-139	139	giant otter	168	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-140	140	goanna (generic) or sand goanna	288	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-141	141	golden eagle	49	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-142	142	gooseberry	50	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-143	143	gopher snake, bull snake	51	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-144	144	grass	52	flora-fauna	Flora Fauna Vocabulary	606	GRASS
Bowern-2021-342b-145	145	grasshopper	53	flora-fauna	Flora Fauna Vocabulary	607	GRASSHOPPER
Bowern-2021-342b-146	146	gray ground squirrel	54	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-147	147	gray tree squirrel	55	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-148	148	gray-winged trumpeter	169	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-149	149	great bowerbird	290	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-150	150	great egret	170	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-151	151	great horned owl	56	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-152	152	green acouchi	171	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-153	153	green ant	291	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-154	154	green sea turtle	292	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-155	155	green tree snake	293	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-156	156	grizzly bear	57	flora-fauna	Flora Fauna Vocabulary	3738	GRIZZLY BEAR
Bowern-2021-342b-157	157	guan	172	flora-fauna	Flora Fauna Vocabulary	437	GUAN
Bowern-2021-342b-158	158	hallucinogenic snuff	828	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-159	159	hallucinogenic vine, banisterium, ayahuasca	173	flora-fauna	Flora Fauna Vocabulary	276	BANISTERIUM
Bowern-2021-342b-160	160	hawk	174	flora-fauna	Flora Fauna Vocabulary	307	HAWK
Bowern-2021-342b-161	161	head/body lice	294	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-162	162	honeybee	139	flora-fauna	Flora Fauna Vocabulary	665	BEE
Bowern-2021-342b-163	163	horned toad	58	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-164	164	horse	59	flora-fauna	Flora Fauna Vocabulary	615	HORSE
Bowern-2021-342b-165	165	hot pepper	175	flora-fauna	Flora Fauna Vocabulary	919	CHILI PEPPER
Bowern-2021-342b-166	166	howler monkey (red-handed)	176	flora-fauna	Flora Fauna Vocabulary	433	HOWLER MONKEY
Bowern-2021-342b-167	167	hummingbird	60	flora-fauna	Flora Fauna Vocabulary	1589	HUMMINGBIRD
Bowern-2021-342b-168	168	humpback whale	295	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-169	169	iguana	177	flora-fauna	Flora Fauna Vocabulary	1578	IGUANA
Bowern-2021-342b-170	170	inga	126	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-171	171	insect (generic)	62	flora-fauna	Flora Fauna Vocabulary	620	INSECT
Bowern-2021-342b-172	172	jabiru	296	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-173	173	jaguar	178	flora-fauna	Flora Fauna Vocabulary	1250	JAGUAR
Bowern-2021-342b-174	174	japurá	179	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-175	175	junco	63	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-176	176	jungle-fowl (scrub-fowl)	297	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-177	177	juniper	64	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-178	178	kangaroo (generic)	298	flora-fauna	Flora Fauna Vocabulary	164	KANGAROO
Bowern-2021-342b-179	179	kapok	180	flora-fauna	Flora Fauna Vocabulary	2499	KAPOK TREE
Bowern-2021-342b-180	180	kingfisher	183	flora-fauna	Flora Fauna Vocabulary	2444	KINGFISHER
Bowern-2021-342b-181	181	land snail	299	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-182	182	leaf-cutter ant	184	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-183	183	louse	65	flora-fauna	Flora Fauna Vocabulary	1392	LOUSE
Bowern-2021-342b-184	184	macaw	186	flora-fauna	Flora Fauna Vocabulary	1630	MACAW
Bowern-2021-342b-185	185	magpie goose	300	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-186	186	maize, corn	187	flora-fauna	Flora Fauna Vocabulary	506	MAIZE
Bowern-2021-342b-187	187	mallard	66	flora-fauna	Flora Fauna Vocabulary	3610	MALLARD
Bowern-2021-342b-188	188	manatee	188	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-189	189	mandi catfish	189	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-190	190	manioc (bitter or generic)	190	flora-fauna	Flora Fauna Vocabulary	925	CASSAVA
Bowern-2021-342b-191	191	manioc (sweet)	191	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-192	192	manzanita	67	flora-fauna	Flora Fauna Vocabulary	520	MANZANITA
Bowern-2021-342b-193	193	military dragon	301	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-194	194	milkweed, broad leaf	68	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-195	195	milkweed, narrow leaf	69	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-196	196	miriti palm	192	flora-fauna	Flora Fauna Vocabulary	3811	MIRITI PALM
Bowern-2021-342b-197	197	mission tule	70	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-198	198	mockingbird	71	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-199	199	mosquito	72	flora-fauna	Flora Fauna Vocabulary	1509	MOSQUITO
Bowern-2021-342b-200	200	moth	73	flora-fauna	Flora Fauna Vocabulary	2828	MOTH
Bowern-2021-342b-201	201	mountain lion	74	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-202	202	mountain quail	75	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-203	203	mouse, rat	130	flora-fauna	Flora Fauna Vocabulary	2139	MUROID (MOUSE OR RAT)
Bowern-2021-342b-204	204	mud wasp, hornet	302	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-205	205	mushroom	194	flora-fauna	Flora Fauna Vocabulary	641	MUSHROOM
Bowern-2021-342b-206	206	mussel	76	flora-fauna	Flora Fauna Vocabulary	2829	MUSSELS
Bowern-2021-342b-207	207	native bee	303	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-208	208	native cat	304	flora-fauna	Flora Fauna Vocabulary	3018	NATIVE CAT
Bowern-2021-342b-209	209	neotropical otter (small)	195	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-210	210	northern brown bandicoot	305	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-211	211	northern kurrajong	306	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-212	212	nut tree	307	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-213	213	octopus	308	flora-fauna	Flora Fauna Vocabulary	2581	OCTOPUS
Bowern-2021-342b-214	214	olivella (olive snail)	77	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-215	215	opossum	196	flora-fauna	Flora Fauna Vocabulary	309	OPOSSUM
Bowern-2021-342b-216	216	owl (large)	197	flora-fauna	Flora Fauna Vocabulary	735	OWL
Bowern-2021-342b-217	217	paca (lowland)	198	flora-fauna	Flora Fauna Vocabulary	316	PACA
Bowern-2021-342b-218	218	pacu fish	199	flora-fauna	Flora Fauna Vocabulary	3922	PACU
Bowern-2021-342b-219	219	palm for roof thatch	200	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-220	220	pandanus palm	309	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-221	221	paperbark	310	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-222	222	parrot	201	flora-fauna	Flora Fauna Vocabulary	882	PARROT
Bowern-2021-342b-223	223	paxiuba palm	202	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-224	224	peaceful dove	311	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-225	225	peach palm, pejibaye palm	203	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-226	226	peanut	204	flora-fauna	Flora Fauna Vocabulary	595	GROUNDNUT (PEANUT)
Bowern-2021-342b-227	227	pearlshell	312	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-228	228	peewee	313	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-229	229	pied butcherbird	314	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-230	230	pike eel	315	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-231	231	pineapple	205	flora-fauna	Flora Fauna Vocabulary	2440	PINEAPPLE
Bowern-2021-342b-232	232	pinyon jay	78	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-233	233	pinyon pine	79	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-234	234	pirana	206	flora-fauna	Flora Fauna Vocabulary	317	PIRANHA
Bowern-2021-342b-235	235	pismo clam	80	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-236	236	pocket gopher	81	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-237	237	poison oak	82	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-238	238	porcupine	207	flora-fauna	Flora Fauna Vocabulary	2510	PORCUPINE
Bowern-2021-342b-239	239	potato	208	flora-fauna	Flora Fauna Vocabulary	593	POTATO
Bowern-2021-342b-240	240	potato, sweet potato	221	flora-fauna	Flora Fauna Vocabulary	159	SWEET POTATO
Bowern-2021-342b-241	241	praying mantis, stick insects	209	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-242	242	prickle bush	317	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-243	243	quail (generic)	318	flora-fauna	Flora Fauna Vocabulary	1893	QUAIL
Bowern-2021-342b-244	244	rattlesnake	83	flora-fauna	Flora Fauna Vocabulary	871	RATTLESNAKE
Bowern-2021-342b-245	245	red ant	84	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-246	246	red river gum	319	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-247	247	red-shouldered blackbird	85	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-248	248	red-tailed black-cockatoo	320	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-249	249	red-tailed hawk	86	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-250	250	riflefish, archerfish	321	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-251	251	river mangrove	322	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-252	252	roadrunner	87	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-253	253	rock fig	323	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-254	254	rubber tree (sorva)	210	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-255	255	ruddy duck	88	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-256	256	sacred kingfisher	324	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-257	257	sage herb	89	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-258	258	salmon/steelhead	90	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-259	259	saltwater crocodile	325	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-260	260	saltwater mussel	326	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-261	261	sawfish	327	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-262	262	scaly lizard	91	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-263	263	scorpion	211	flora-fauna	Flora Fauna Vocabulary	1538	SCORPION
Bowern-2021-342b-264	264	seje palm	212	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-265	265	shark (generic)	328	flora-fauna	Flora Fauna Vocabulary	1110	SHARK
Bowern-2021-342b-266	266	shell (generic)	329	flora-fauna	Flora Fauna Vocabulary	598	SHELL
Bowern-2021-342b-267	267	short-beaked echidna	330	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-268	268	sloth	213	flora-fauna	Flora Fauna Vocabulary	2446	SLOTH
Bowern-2021-342b-269	269	small bird	92	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-270	270	small brown lizard	93	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-271	271	small lizard	214	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-272	272	snail	215	flora-fauna	Flora Fauna Vocabulary	1543	SNAIL
Bowern-2021-342b-273	273	snake (generic)	94	flora-fauna	Flora Fauna Vocabulary	730	SNAKE
Bowern-2021-342b-274	274	snake (poisonous generic) or rattlesnake	216	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-275	275	snappy gum	331	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-276	276	soaproot	95	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-277	277	sour berry	96	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-278	278	sparrow hawk	97	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-279	279	speckled catfish	217	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-280	280	spider	98	flora-fauna	Flora Fauna Vocabulary	843	SPIDER
Bowern-2021-342b-281	281	spinifex	332	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-282	282	spoonbills (yellow-billed spoonbill, black-billed spoonbill)	333	flora-fauna	Flora Fauna Vocabulary		
