ID	NUMBER	SPANISH	ENGLISH	CONCEPTICON_ID	CONCEPTICON_GLOSS
Rowe-1954-232-173	173	ayahuasca	banisterium	276	BANISTERIUM
Rowe-1954-232-174	174	plátano	plantain	399	PLANTAIN
Rowe-1954-232-175	175	chonta	chonta palm	440	CHONTA PALM
Rowe-1954-232-176	176	ashí, manaca, yaguarrama	assai palm		
Rowe-1954-232-177	177	moriche	miriti palm	3811	MIRITI PALM
Rowe-1954-232-178	178	cañabrava	cane	659	REED
Rowe-1954-232-179	179	sal	salt	1274	SALT
Rowe-1954-232-180	180	chicha, masato	chicha	441	CHICHA
Rowe-1954-232-181	181	uno	one	1493	ONE
Rowe-1954-232-182	182	dos	two	1498	TWO
Rowe-1954-232-183	183	tres	three	492	THREE
Rowe-1954-232-184	184	cuatro	four	1500	FOUR
Rowe-1954-232-185	185	cinco	five	493	FIVE
Rowe-1954-232-186	186	seis	six	1703	SIX
Rowe-1954-232-187	187	siete	seven	1704	SEVEN
Rowe-1954-232-188	188	ocho	eight	1705	EIGHT
Rowe-1954-232-189	189	nueve	nine	1483	NINE
Rowe-1954-232-190	190	diez	ten	1515	TEN
Rowe-1954-232-191	191	primero	first	728	FIRST
Rowe-1954-232-192	192	último	last	1529	LAST (FINAL)
Rowe-1954-232-193	193	sonajero, maraca	rattle	300	RATTLE
Rowe-1954-232-194	194	tambor	drum	908	DRUM
Rowe-1954-232-195	195	cushma, cobija, manto	cushma	450	CUSHMA
Rowe-1954-232-196	196	orejera, arete	ear ornament		
Rowe-1954-232-197	197	máscara	mask	2005	MASK
Rowe-1954-232-198	198	curandero, piache	medicine man	394	SHAMAN (FOLK HEALER)
Rowe-1954-232-199	199	cacique, curaca, capitán, jefe	chief	301	CHIEFTAIN
Rowe-1954-232-200	200	Yo	I	1209	I
Rowe-1954-232-201	201	tú	you	1215	THOU
Rowe-1954-232-202	202	él	he	1211	HE
Rowe-1954-232-203	203	ella	she	1834	SHE
Rowe-1954-232-204	204	ello, eso	it	169	IT
Rowe-1954-232-205	205	nosostros	we	1212	WE
Rowe-1954-232-206	206	ustedes	ye	1213	YOU
Rowe-1954-232-207	207	ellos	they	817	THEY
Rowe-1954-232-208	208	mi mano	my hand		
Rowe-1954-232-209	209	tu mano	thy hand		
Rowe-1954-232-210	210	la mano de él	his hand		
Rowe-1954-232-211	211	nuestras manos	our hands		
Rowe-1954-232-212	212	las manos de ustedes	your hands		
Rowe-1954-232-213	213	las manos de ellos	their hands		
Rowe-1954-232-214	214	mi arco	my bow		
Rowe-1954-232-215	215	tu arco	thy bow		
Rowe-1954-232-216	216	el arco de él	his bow		
Rowe-1954-232-217	217	nuestro arco	our bow		
Rowe-1954-232-218	218	el arco de ustedes	your bow		
Rowe-1954-232-219	219	el arco de ellos	their bow		
Rowe-1954-232-220	220	grande	big	1202	BIG
Rowe-1954-232-221	221	pequeño	small	1246	SMALL
Rowe-1954-232-222	222	frío	cold	1287	COLD
Rowe-1954-232-223	223	caliente	hot	1286	HOT
Rowe-1954-232-224	224	bueno	good	1035	GOOD
Rowe-1954-232-225	225	malo	bad	1292	BAD
Rowe-1954-232-226	226	blanco	white	1335	WHITE
Rowe-1954-232-227	227	negro	black	163	BLACK
Rowe-1954-232-228	228	vaya, ve, anda	go		
Rowe-1954-232-229	229	ven	come		
Rowe-1954-232-230	230	come	eat		
Rowe-1954-232-231	231	bebe	drink		
Rowe-1954-232-232	232	duerme	sleep		
