ID	NUMBER	PAGE	ENGLISH	CONCEPTICON_ID	CONCEPTICON_GLOSS
Backstrom-1992-210b-38	38	222	needle	1382	NEEDLE (FOR SEWING)
Backstrom-1992-210b-39	39	222	cloth	1616	CLOTH
Backstrom-1992-210b-40	40	222	ring	1374	RING
Backstrom-1992-210b-41	41	222	sun	1343	SUN
Backstrom-1992-210b-42	42	222	moon	1313	MOON
Backstrom-1992-210b-43	43	222	sky	1732	SKY
Backstrom-1992-210b-44	44	222	star	1430	STAR
Backstrom-1992-210b-45	45	222	rain	658	RAIN (PRECIPITATION)
Backstrom-1992-210b-46	46	222	water	948	WATER
Backstrom-1992-210b-47	47	222	river	666	RIVER
Backstrom-1992-210b-48	48	222	cloud	1489	CLOUD
Backstrom-1992-210b-49	49	222	lightning	1654	LIGHTNING
Backstrom-1992-210b-50	50	222	rainbow	1733	RAINBOW
Backstrom-1992-210b-51	51	222	wind	960	WIND
Backstrom-1992-210b-52	52	223	stone	857	STONE
Backstrom-1992-210b-53	53	223	path	2252	PATH
Backstrom-1992-210b-54	54	223	sand	671	SAND
Backstrom-1992-210b-55	55	223	fire	221	FIRE
Backstrom-1992-210b-56	56	223	smoke	778	SMOKE (EXHAUST)
Backstrom-1992-210b-57	57	223	ash	646	ASH
Backstrom-1992-210b-58	58	223	mud	640	MUD
Backstrom-1992-210b-59	59	223	dust	2	DUST
Backstrom-1992-210b-60	60	223	gold	1369	GOLD
Backstrom-1992-210b-61	61	223	tree	906	TREE
Backstrom-1992-210b-62	62	223	leaf	628	LEAF
Backstrom-1992-210b-63	63	223	root	670	ROOT
Backstrom-1992-210b-64	64	223	thorn	124	THORN
Backstrom-1992-210b-65	65	223	flower	239	FLOWER
Backstrom-1992-210b-66	66	223	fruit	1507	FRUIT
Backstrom-1992-210b-67	67	224	mango	2398	MANGO
Backstrom-1992-210b-69	68	224	wheat (husked)	1077	WHEAT
Backstrom-1992-210b-70	69	224	millet (husked)	931	MILLET
Backstrom-1992-210b-71	70	224	rice (husked)	926	RICE
Backstrom-1992-210b-72	71	224	potato	593	POTATO
Backstrom-1992-210b-73	72	224	eggplant	1146	AUBERGINE
Backstrom-1992-210b-75	73	224	chili	919	CHILI PEPPER
Backstrom-1992-210b-76	74	224	turmeric	2842	TURMERIC
Backstrom-1992-210b-77	75	224	garlic	2368	GARLIC
Backstrom-1992-210b-78	76	224	onion	2366	ONION
Backstrom-1992-210b-79	77	224	cauliflower	2843	CAULIFLOWER
Backstrom-1992-210b-80	78	224	tomato	986	TOMATO
Backstrom-1992-210b-81	79	224	cabbage	774	CABBAGE
Backstrom-1992-210b-82	80	224	oil	1484	OIL (ORGANIC SUBSTANCE)
Backstrom-1992-210b-83	81	224	salt	1274	SALT
Backstrom-1992-210b-84	82	225	meat	634	MEAT
Backstrom-1992-210b-85	83	225	fat	1282	FAT (FROM ANIMALS)
Backstrom-1992-210b-86	84	225	fish	227	FISH
Backstrom-1992-210b-87	85	225	chicken	1318	CHICKEN
Backstrom-1992-210b-88	86	225	egg	744	EGG
Backstrom-1992-210b-89	87	225	cow	1007	COW
Backstrom-1992-210b-91	88	225	milk	635	MILK
Backstrom-1992-210b-92	89	225	horns	1393	HORN (ANATOMY)
Backstrom-1992-210b-93	90	225	tail	1220	TAIL
Backstrom-1992-210b-94	91	225	female goat	2476	FEMALE GOAT
Backstrom-1992-210b-95	92	225	dog	2009	DOG
Backstrom-1992-210b-96	93	225	snake	730	SNAKE
Backstrom-1992-210b-97	94	225	monkey	1350	MONKEY
Backstrom-1992-210b-98	95	225	mosquito	1509	MOSQUITO
Backstrom-1992-210b-99	96	225	ant	587	ANT
Backstrom-1992-210b-100	97	226	spider	843	SPIDER
Backstrom-1992-210b-101	98	226	name	1405	NAME
Backstrom-1992-210b-102	99	226	man	1554	MAN
Backstrom-1992-210b-103	100	226	woman	962	WOMAN
Backstrom-1992-210b-104	101	226	child	2099	CHILD
Backstrom-1992-210b-105	102	226	father	1217	FATHER
Backstrom-1992-210b-106	103	226	mother	1216	MOTHER
Backstrom-1992-210b-107	104	226	older brother	1759	OLDER BROTHER
Backstrom-1992-210b-108	105	226	younger brother	1760	YOUNGER BROTHER
Backstrom-1992-210b-109	106	226	older sister	1758	OLDER SISTER
Backstrom-1992-210b-110	107	226	younger sister	1761	YOUNGER SISTER
Backstrom-1992-210b-111	108	226	son	1620	SON
Backstrom-1992-210b-112	109	226	daughter	1357	DAUGHTER
Backstrom-1992-210b-113	110	226	husband	1200	HUSBAND
Backstrom-1992-210b-114	111	226	wife	1199	WIFE
Backstrom-1992-210b-115	112	227	boy	1366	BOY
Backstrom-1992-210b-116	113	227	girl	1646	GIRL
Backstrom-1992-210b-117	114	227	day	1225	DAY (NOT NIGHT)
Backstrom-1992-210b-118	115	227	night	1233	NIGHT
Backstrom-1992-210b-119	116	227	morning	1339	MORNING
Backstrom-1992-210b-120	117	227	noon	12	MIDDAY
Backstrom-1992-210b-121	118	227	afternoon (late)	1807	AFTERNOON
Backstrom-1992-210b-122	119	227	yesterday	1174	YESTERDAY
Backstrom-1992-210b-123	120	227	today	1283	TODAY
Backstrom-1992-210b-124	121	227	tomorrow	1329	TOMORROW
Backstrom-1992-210b-125	122	227	week	1469	WEEK
Backstrom-1992-210b-126	123	227	month	1370	MONTH
Backstrom-1992-210b-127	124	227	year	1226	YEAR
Backstrom-1992-210b-128	125	227	old	1229	OLD
Backstrom-1992-210b-129	126	227	new	1231	NEW
Backstrom-1992-210b-130	127	228	good	1035	GOOD
Backstrom-1992-210b-131	128	228	bad	1292	BAD
Backstrom-1992-210b-132	129	228	wet	1726	WET
Backstrom-1992-210b-133	130	228	dry	1398	DRY
Backstrom-1992-210b-134	131	228	long	1203	LONG
Backstrom-1992-210b-135	132	228	short	1645	SHORT
Backstrom-1992-210b-136	133	228	hot	1286	HOT
Backstrom-1992-210b-137	134	228	cold	1287	COLD
Backstrom-1992-210b-138	135	228	right	1019	RIGHT
Backstrom-1992-210b-139	136	228	left	244	LEFT
Backstrom-1992-210b-140	137	228	near	1942	NEAR
Backstrom-1992-210b-141	138	228	far	1406	FAR
Backstrom-1992-210b-142	139	228	big	1202	BIG
Backstrom-1992-210b-143	140	228	small	1246	SMALL
Backstrom-1992-210b-144	141	228	heavy	1210	HEAVY
Backstrom-1992-210b-145	142	229	light	1052	LIGHT (WEIGHT)
Backstrom-1992-210b-146	143	229	above	1741	ABOVE
Backstrom-1992-210b-147	144	229	below	1485	BELOW OR UNDER
Backstrom-1992-210b-148	145	229	white	1335	WHITE
Backstrom-1992-210b-149	146	229	black	163	BLACK
Backstrom-1992-210b-150	147	229	red	156	RED
Backstrom-1992-210b-151	148	229	one	1493	ONE
Backstrom-1992-210b-152	149	229	two	1498	TWO
Backstrom-1992-210b-153	150	229	three	492	THREE
Backstrom-1992-210b-154	151	229	four	1500	FOUR
Backstrom-1992-210b-155	152	229	five	493	FIVE
Backstrom-1992-210b-156	153	229	six	1703	SIX
Backstrom-1992-210b-157	154	229	seven	1704	SEVEN
Backstrom-1992-210b-158	155	229	eight	1705	EIGHT
Backstrom-1992-210b-159	156	229	nine	1483	NINE
Backstrom-1992-210b-160	157	230	ten	1515	TEN
Backstrom-1992-210b-161	158	230	eleven	1706	ELEVEN
Backstrom-1992-210b-162	159	230	twelve	1707	TWELVE
Backstrom-1992-210b-163	160	230	twenty	1710	TWENTY
Backstrom-1992-210b-164	161	230	one-hundred	1634	HUNDRED
Backstrom-1992-210b-165	162	230	who	1235	WHO
Backstrom-1992-210b-166	163	230	what	1236	WHAT
Backstrom-1992-210b-167	164	230	where	1237	WHERE
Backstrom-1992-210b-168	165	230	when	1238	WHEN
Backstrom-1992-210b-169	166	230	how many	822	HOW MANY
Backstrom-1992-210b-170	167	230	which	727	WHICH
Backstrom-1992-210b-171	168	230	this	1214	THIS
Backstrom-1992-210b-172	169	230	that	78	THAT
Backstrom-1992-210b-173	170	230	these	1214	THIS
Backstrom-1992-210b-174	171	230	those	78	THAT
Backstrom-1992-210b-175	172	231	same	200	SAME
Backstrom-1992-210b-176	173	231	different	2504	DIFFERENT
Backstrom-1992-210b-178	174	231	broken	588	BROKEN
Backstrom-1992-210b-180	175	231	many	1198	MANY
Backstrom-1992-210b-181	176	231	all	98	ALL
Backstrom-1992-210b-182	177	231	(he) ate	1336	EAT
Backstrom-1992-210b-183	178	231	(the dog) bit	1403	BITE
Backstrom-1992-210b-184	179	231	(he was) hungry	1533	BE HUNGRY
Backstrom-1992-210b-185	180	231	(he) drank	1401	DRINK
Backstrom-1992-210b-186	181	231	(he was) thirsty	847	THIRSTY
Backstrom-1992-210b-187	182	231	(he) slept	1585	SLEEP
Backstrom-1992-210b-188	183	231	(he) lay down	1411	LIE (REST)
Backstrom-1992-210b-189	184	231	(he) sat down	1416	SIT
Backstrom-1992-210b-190	185	231	(he gave)	1447	GIVE
Backstrom-1992-210b-191	186	231	(he) burned (trans.)	141	BURN (SOMETHING)
Backstrom-1992-210b-192	187	232	(he) died	1494	DIE
Backstrom-1992-210b-193	188	232	(he) killed	1417	KILL
Backstrom-1992-210b-194	189	232	(the bird) flew	1441	FLY (MOVE THROUGH AIR)
Backstrom-1992-210b-195	190	232	(he) walked	1443	WALK
Backstrom-1992-210b-196	191	232	(he) ran	1519	RUN
Backstrom-1992-210b-197	192	232	(he) went	695	GO
Backstrom-1992-210b-198	193	232	(he) came	1446	COME
Backstrom-1992-210b-199	194	232	(he) spoke	1623	SPEAK
Backstrom-1992-210b-200	195	232	(he) heard	1408	HEAR
Backstrom-1992-210b-201	196	232	(he) saw	1819	LOOK
Backstrom-1992-210b-202	197	232	I	1209	I
Backstrom-1992-210b-203	198	232	you (informal)	1215	THOU
Backstrom-1992-210b-204	199	232	you (formal)	2844	YOU (FORMAL ADDRESS)
Backstrom-1992-210b-205	200	232	he	1211	HE
Backstrom-1992-210b-206	201	232	she	1834	SHE
Backstrom-1992-210b-207	202	233	we (inclusive)	1131	WE (INCLUSIVE)
Backstrom-1992-210b-208	203	233	we (exclusive)	1130	WE (EXCLUSIVE)
Backstrom-1992-210b-209	204	233	you (plural)	1213	YOU
Backstrom-1992-210b-210	205	233	they	817	THEY
