ID	CONCEPTICON_ID	CONCEPTICON_GLOSS	NUMBER	ENGLISH	COMMUNITY_LABEL	COMMUNITY_ID	COMMUNITY_URL	SUBGRAPH_ID	SUBGRAPH_URL	FREQUENCY	DEGREE	WEIGHTED_DEGREE	RANK
List-2014-1280-571	791	STRANGER	571	stranger	enemy	240	http://clics.lingpy.org/browse.php?community=cluster_240_enemy	2	http://clics.lingpy.org/browse.php?community=network_stranger_2&view=part	254	15	20	990
List-2014-1280-572	1782	GUEST	572	guest	enemy	240	http://clics.lingpy.org/browse.php?community=cluster_240_enemy	2	http://clics.lingpy.org/browse.php?community=network_guest_2&view=part	201	15	20	997
List-2014-1280-573	1545	HOST	573	host	king, ruler	69	http://clics.lingpy.org/browse.php?community=cluster_69_king, ruler	6	http://clics.lingpy.org/browse.php?community=network_host_6&view=part	195	20	29	826
List-2014-1280-574	1897	HELP	574	help, aid	preserve, look after	49	http://clics.lingpy.org/browse.php?community=cluster_49_preserve, look after	9	http://clics.lingpy.org/browse.php?community=network_help, aid_9&view=part	257	66	80	200
List-2014-1280-575	3201	HINDER OR PREVENT	575	hinder, prevent	deny	86	http://clics.lingpy.org/browse.php?community=cluster_86_deny	9	http://clics.lingpy.org/browse.php?community=network_hinder, prevent_9&view=part	267	65	86	165
List-2014-1280-576	1747	CUSTOM	576	custom	custom	182	http://clics.lingpy.org/browse.php?community=cluster_182_custom	5	http://clics.lingpy.org/browse.php?community=network_custom_5&view=part	252	12	26	871
List-2014-1280-577	1848	QUARREL	577	strife, quarrel	anger	88	http://clics.lingpy.org/browse.php?community=cluster_88_anger	19	http://clics.lingpy.org/browse.php?community=network_strife, quarrel_19&view=part	315	15	40	639
List-2014-1280-578	2024	PLOT	578	conspiracy, plot	insect	175	http://clics.lingpy.org/browse.php?community=cluster_175_insect	0	http://clics.lingpy.org/browse.php?community=network_conspiracy, plot_0&view=part	169	15	15	1098
List-2014-1280-579	1831	MEET	579	meet	look, look at	47	http://clics.lingpy.org/browse.php?community=cluster_47_look, look at	23	http://clics.lingpy.org/browse.php?community=network_meet_23&view=part	272	73	111	76
List-2014-1280-580	1610	PROSTITUTE	580	prostitute	prostitute	268	http://clics.lingpy.org/browse.php?community=cluster_268_prostitute	0	http://clics.lingpy.org/browse.php?community=network_prostitute_0&view=part	236	9	10	1174
List-2014-1280-581	683	PERSON	581	person, human being	family	27	http://clics.lingpy.org/browse.php?community=cluster_27_family	35	http://clics.lingpy.org/browse.php?community=network_person, human being_35&view=part	319	43	94	135
List-2014-1280-582	1554	MAN	582	man (vs. woman)	male	5	http://clics.lingpy.org/browse.php?community=cluster_5_male	46	http://clics.lingpy.org/browse.php?community=network_man (vs. woman)_46&view=part	280	44	150	19
List-2014-1280-583	962	WOMAN	583	woman	wife	18	http://clics.lingpy.org/browse.php?community=cluster_18_wife	30	http://clics.lingpy.org/browse.php?community=network_woman_30&view=part	288	29	135	28
List-2014-1280-584	2261	MALE (OF PERSON)	584	male	male	5	http://clics.lingpy.org/browse.php?community=cluster_5_male	46	http://clics.lingpy.org/browse.php?community=network_male_46&view=part	253	51	178	7
List-2014-1280-585	2260	FEMALE (OF PERSON)	585	female	wife	18	http://clics.lingpy.org/browse.php?community=cluster_18_wife	32	http://clics.lingpy.org/browse.php?community=network_female_32&view=part	233	26	134	30
List-2014-1280-586	1366	BOY	586	boy	son	6	http://clics.lingpy.org/browse.php?community=cluster_6_son	42	http://clics.lingpy.org/browse.php?community=network_boy_42&view=part	278	30	106	92
List-2014-1280-587	76	YOUNG MAN	587	young man (adolescent)	son	6	http://clics.lingpy.org/browse.php?community=cluster_6_son	38	http://clics.lingpy.org/browse.php?community=network_young man (adolescent)_38&view=part	284	21	62	346
List-2014-1280-588	1646	GIRL	588	girl	son	6	http://clics.lingpy.org/browse.php?community=cluster_6_son	32	http://clics.lingpy.org/browse.php?community=network_girl_32&view=part	272	23	77	221
List-2014-1280-589	77	YOUNG WOMAN	589	young woman (adolescent)	son	6	http://clics.lingpy.org/browse.php?community=cluster_6_son	31	http://clics.lingpy.org/browse.php?community=network_young woman (adolescent)_31&view=part	273	16	58	391
List-2014-1280-590	1304	CHILD (YOUNG HUMAN)	590	child	son	6	http://clics.lingpy.org/browse.php?community=cluster_6_son	43	http://clics.lingpy.org/browse.php?community=network_child_43&view=part	287	37	148	20
List-2014-1280-591	1289	BABY	591	infant, baby	son	6	http://clics.lingpy.org/browse.php?community=cluster_6_son	39	http://clics.lingpy.org/browse.php?community=network_infant, baby_39&view=part	297	29	80	196
List-2014-1280-592	1200	HUSBAND	592	husband	male	5	http://clics.lingpy.org/browse.php?community=cluster_5_male	39	http://clics.lingpy.org/browse.php?community=network_husband_39&view=part	313	44	119	58
List-2014-1280-593	1199	WIFE	593	wife	wife	18	http://clics.lingpy.org/browse.php?community=cluster_18_wife	29	http://clics.lingpy.org/browse.php?community=network_wife_29&view=part	302	36	102	105
List-2014-1280-594	203	MARRY	594	marry	marry	210	http://clics.lingpy.org/browse.php?community=cluster_210_marry	41	http://clics.lingpy.org/browse.php?community=network_marry_41&view=part	325	86	119	57
List-2014-1280-595	3182	MARRIAGE OR WEDDING	595	marriage, wedding	marry	210	http://clics.lingpy.org/browse.php?community=cluster_210_marry	19	http://clics.lingpy.org/browse.php?community=network_marriage, wedding_19&view=part	283	18	28	831
List-2014-1280-596	1134	DIVORCE	596	divorce	shoot	138	http://clics.lingpy.org/browse.php?community=cluster_138_shoot	17	http://clics.lingpy.org/browse.php?community=network_divorce_17&view=part	209	12	19	1010
List-2014-1280-597	1217	FATHER	597	father	father's brother	89	http://clics.lingpy.org/browse.php?community=cluster_89_father's brother	19	http://clics.lingpy.org/browse.php?community=network_father_19&view=part	305	40	68	287
List-2014-1280-598	1216	MOTHER	598	mother	aunt	107	http://clics.lingpy.org/browse.php?community=cluster_107_aunt	22	http://clics.lingpy.org/browse.php?community=network_mother_22&view=part	293	31	55	420
List-2014-1280-599	505	PARENTS	599	parents	family	27	http://clics.lingpy.org/browse.php?community=cluster_27_family	10	http://clics.lingpy.org/browse.php?community=network_parents_10&view=part	215	10	22	964
List-2014-1280-600	424	MARRIED MAN	600	married man	male	5	http://clics.lingpy.org/browse.php?community=cluster_5_male	33	http://clics.lingpy.org/browse.php?community=network_married man_33&view=part	177	10	27	865
List-2014-1280-601	426	MARRIED WOMAN	601	married woman	wife	18	http://clics.lingpy.org/browse.php?community=cluster_18_wife	21	http://clics.lingpy.org/browse.php?community=network_married woman_21&view=part	187	17	39	665
List-2014-1280-602	1620	SON	602	son	son	6	http://clics.lingpy.org/browse.php?community=cluster_6_son	51	http://clics.lingpy.org/browse.php?community=network_son_51&view=part	274	34	114	70
List-2014-1280-603	1357	DAUGHTER	603	daughter	son	6	http://clics.lingpy.org/browse.php?community=cluster_6_son	46	http://clics.lingpy.org/browse.php?community=network_daughter_46&view=part	262	23	79	207
List-2014-1280-604	1801	CHILD (DESCENDANT)	604	offspring (son or daughter)	son	6	http://clics.lingpy.org/browse.php?community=cluster_6_son	48	http://clics.lingpy.org/browse.php?community=network_offspring (son or daughter)_48&view=part	253	43	133	31
List-2014-1280-605	1262	BROTHER	605	brother	younger brother	29	http://clics.lingpy.org/browse.php?community=cluster_29_younger brother	27	http://clics.lingpy.org/browse.php?community=network_brother_27&view=part	247	27	106	95
List-2014-1280-606	1759	OLDER BROTHER	606	older brother	younger brother	29	http://clics.lingpy.org/browse.php?community=cluster_29_younger brother	24	http://clics.lingpy.org/browse.php?community=network_older brother_24&view=part	254	30	65	316
List-2014-1280-607	1760	YOUNGER BROTHER	607	younger brother	younger brother	29	http://clics.lingpy.org/browse.php?community=cluster_29_younger brother	27	http://clics.lingpy.org/browse.php?community=network_younger brother_27&view=part	227	14	58	393
List-2014-1280-608	1263	SISTER	608	sister	younger brother	29	http://clics.lingpy.org/browse.php?community=cluster_29_younger brother	27	http://clics.lingpy.org/browse.php?community=network_sister_27&view=part	236	25	101	112
List-2014-1280-609	1758	OLDER SISTER	609	older sister	younger brother	29	http://clics.lingpy.org/browse.php?community=cluster_29_younger brother	24	http://clics.lingpy.org/browse.php?community=network_older sister_24&view=part	228	21	62	350
List-2014-1280-610	1761	YOUNGER SISTER	610	younger sister	younger brother	29	http://clics.lingpy.org/browse.php?community=cluster_29_younger brother	24	http://clics.lingpy.org/browse.php?community=network_younger sister_24&view=part	218	12	55	434
List-2014-1280-611	1640	SIBLING	611	sibling	younger brother	29	http://clics.lingpy.org/browse.php?community=cluster_29_younger brother	28	http://clics.lingpy.org/browse.php?community=network_sibling_28&view=part	218	23	81	195
List-2014-1280-612	1005	TWINS	612	twins	second	106	http://clics.lingpy.org/browse.php?community=cluster_106_second	3	http://clics.lingpy.org/browse.php?community=network_twins_3&view=part	217	14	17	1051
List-2014-1280-613	1383	GRANDFATHER	613	grandfather	old	62	http://clics.lingpy.org/browse.php?community=cluster_62_old	23	http://clics.lingpy.org/browse.php?community=network_grandfather_23&view=part	300	27	62	344
List-2014-1280-614	406	OLD MAN	614	old man	old	62	http://clics.lingpy.org/browse.php?community=cluster_62_old	14	http://clics.lingpy.org/browse.php?community=network_old man_14&view=part	274	33	85	172
List-2014-1280-615	1496	GRANDMOTHER	615	grandmother	old	62	http://clics.lingpy.org/browse.php?community=cluster_62_old	22	http://clics.lingpy.org/browse.php?community=network_grandmother_22&view=part	300	29	69	277
List-2014-1280-616	907	OLD WOMAN	616	old woman	old	62	http://clics.lingpy.org/browse.php?community=cluster_62_old	15	http://clics.lingpy.org/browse.php?community=network_old woman_15&view=part	261	15	51	487
List-2014-1280-617	1618	GRANDSON	617	grandson	nephew	75	http://clics.lingpy.org/browse.php?community=cluster_75_nephew	32	http://clics.lingpy.org/browse.php?community=network_grandson_32&view=part	272	23	74	237
List-2014-1280-618	1619	GRANDDAUGHTER	618	granddaughter	nephew	75	http://clics.lingpy.org/browse.php?community=cluster_75_nephew	32	http://clics.lingpy.org/browse.php?community=network_granddaughter_32&view=part	254	19	70	273
List-2014-1280-619	1327	UNCLE	619	uncle	father's brother	89	http://clics.lingpy.org/browse.php?community=cluster_89_father's brother	35	http://clics.lingpy.org/browse.php?community=network_uncle_35&view=part	252	33	114	71
List-2014-1280-620	2692	MATERNAL UNCLE (MOTHER'S BROTHER)	620	mother's brother	father's brother	89	http://clics.lingpy.org/browse.php?community=cluster_89_father's brother	35	http://clics.lingpy.org/browse.php?community=network_mother's brother_35&view=part	223	23	91	151
List-2014-1280-621	1985	PATERNAL UNCLE (FATHER'S BROTHER)	621	father's brother	father's brother	89	http://clics.lingpy.org/browse.php?community=cluster_89_father's brother	20	http://clics.lingpy.org/browse.php?community=network_father's brother_20&view=part	241	23	81	194
List-2014-1280-622	1272	AUNT	622	aunt	aunt	107	http://clics.lingpy.org/browse.php?community=cluster_107_aunt	36	http://clics.lingpy.org/browse.php?community=network_aunt_36&view=part	259	31	105	98
List-2014-1280-623	2693	MATERNAL AUNT (MOTHER'S SISTER)	623	mother's sister	aunt	107	http://clics.lingpy.org/browse.php?community=cluster_107_aunt	28	http://clics.lingpy.org/browse.php?community=network_mother's sister_28&view=part	219	21	78	218
List-2014-1280-624	2691	PATERNAL AUNT (FATHER'S SISTER)	624	father's sister	aunt	107	http://clics.lingpy.org/browse.php?community=cluster_107_aunt	31	http://clics.lingpy.org/browse.php?community=network_father's sister_31&view=part	217	26	91	152
List-2014-1280-625	1063	NEPHEW	625	nephew	nephew	75	http://clics.lingpy.org/browse.php?community=cluster_75_nephew	53	http://clics.lingpy.org/browse.php?community=network_nephew_53&view=part	276	35	106	93
List-2014-1280-626	1642	NIECE	626	niece	nephew	75	http://clics.lingpy.org/browse.php?community=cluster_75_nephew	43	http://clics.lingpy.org/browse.php?community=network_niece_43&view=part	271	27	96	128
List-2014-1280-627	1643	COUSIN	627	cousin	younger brother	29	http://clics.lingpy.org/browse.php?community=cluster_29_younger brother	43	http://clics.lingpy.org/browse.php?community=network_cousin_43&view=part	346	33	117	65
List-2014-1280-628	1669	ANCESTORS	628	ancestors	old	62	http://clics.lingpy.org/browse.php?community=cluster_62_old	0	http://clics.lingpy.org/browse.php?community=network_ancestors_0&view=part	243	18	24	920
List-2014-1280-629	490	DESCENDANTS	629	descendants	son	6	http://clics.lingpy.org/browse.php?community=cluster_6_son	23	http://clics.lingpy.org/browse.php?community=network_descendants_23&view=part	221	24	37	697
List-2014-1280-630	2255	FATHER-IN-LAW (OF MAN)	630	father-in-law (of a man)	mother-in-law (of a man)	8	http://clics.lingpy.org/browse.php?community=cluster_8_mother-in-law (of a man)	35	http://clics.lingpy.org/browse.php?community=network_father-in-law (of a man)_35&view=part	230	28	120	55
List-2014-1280-631	2254	FATHER-IN-LAW (OF WOMAN)	631	father-in-law (of a woman)	mother-in-law (of a man)	8	http://clics.lingpy.org/browse.php?community=cluster_8_mother-in-law (of a man)	34	http://clics.lingpy.org/browse.php?community=network_father-in-law (of a woman)_34&view=part	204	28	122	47
List-2014-1280-632	2257	MOTHER-IN-LAW (OF MAN)	632	mother-in-law (of a man)	mother-in-law (of a man)	8	http://clics.lingpy.org/browse.php?community=cluster_8_mother-in-law (of a man)	31	http://clics.lingpy.org/browse.php?community=network_mother-in-law (of a man)_31&view=part	235	24	120	54
List-2014-1280-633	2256	MOTHER-IN-LAW (OF WOMAN)	633	mother-in-law (of a woman)	mother-in-law (of a man)	8	http://clics.lingpy.org/browse.php?community=cluster_8_mother-in-law (of a man)	27	http://clics.lingpy.org/browse.php?community=network_mother-in-law (of a woman)_27&view=part	200	16	103	104
List-2014-1280-634	2267	SON-IN-LAW (OF MAN)	634	son-in-law (of a man)	mother-in-law (of a man)	8	http://clics.lingpy.org/browse.php?community=cluster_8_mother-in-law (of a man)	45	http://clics.lingpy.org/browse.php?community=network_son-in-law (of a man)_45&view=part	229	25	112	74
List-2014-1280-635	2266	SON-IN-LAW (OF WOMAN)	635	son-in-law (of a woman)	mother-in-law (of a man)	8	http://clics.lingpy.org/browse.php?community=cluster_8_mother-in-law (of a man)	33	http://clics.lingpy.org/browse.php?community=network_son-in-law (of a woman)_33&view=part	203	25	111	81
List-2014-1280-636	2265	DAUGHTER-IN-LAW (OF MAN)	636	daughter-in-law (of a man)	mother-in-law (of a man)	8	http://clics.lingpy.org/browse.php?community=cluster_8_mother-in-law (of a man)	42	http://clics.lingpy.org/browse.php?community=network_daughter-in-law (of a man)_42&view=part	225	24	114	72
List-2014-1280-637	2264	DAUGHTER-IN-LAW (OF WOMAN)	637	daughter-in-law (of a woman)	mother-in-law (of a man)	8	http://clics.lingpy.org/browse.php?community=cluster_8_mother-in-law (of a man)	28	http://clics.lingpy.org/browse.php?community=network_daughter-in-law (of a woman)_28&view=part	207	19	98	122
List-2014-1280-638	237	STEPFATHER	638	stepfather	mother-in-law (of a man)	8	http://clics.lingpy.org/browse.php?community=cluster_8_mother-in-law (of a man)	21	http://clics.lingpy.org/browse.php?community=network_stepfather_21&view=part	208	16	33	769
List-2014-1280-639	236	STEPMOTHER	639	stepmother	mother-in-law (of a man)	8	http://clics.lingpy.org/browse.php?community=cluster_8_mother-in-law (of a man)	20	http://clics.lingpy.org/browse.php?community=network_stepmother_20&view=part	216	11	28	840
List-2014-1280-640	1059	STEPSON	640	stepson	stepdaughter	243	http://clics.lingpy.org/browse.php?community=cluster_243_stepdaughter	12	http://clics.lingpy.org/browse.php?community=network_stepson_12&view=part	194	14	34	752
List-2014-1280-641	1058	STEPDAUGHTER	641	stepdaughter	stepdaughter	243	http://clics.lingpy.org/browse.php?community=cluster_243_stepdaughter	28	http://clics.lingpy.org/browse.php?community=network_stepdaughter_28&view=part	175	14	35	735
List-2014-1280-642	1149	ORPHAN	642	orphan	beggar	209	http://clics.lingpy.org/browse.php?community=cluster_209_beggar	3	http://clics.lingpy.org/browse.php?community=network_orphan_3&view=part	246	11	19	1004
List-2014-1280-643	1756	WIDOW	643	widow	widower	197	http://clics.lingpy.org/browse.php?community=cluster_197_widower	2	http://clics.lingpy.org/browse.php?community=network_widow_2&view=part	231	5	24	925
List-2014-1280-644	1981	WIDOWER	644	widower	widower	197	http://clics.lingpy.org/browse.php?community=cluster_197_widower	2	http://clics.lingpy.org/browse.php?community=network_widower_2&view=part	210	5	22	966
List-2014-1280-645	1644	RELATIVES	645	relatives, kinsmen	family	27	http://clics.lingpy.org/browse.php?community=cluster_27_family	18	http://clics.lingpy.org/browse.php?community=network_relatives, kinsmen_18&view=part	257	28	77	223
List-2014-1280-646	194	FAMILY	646	family	family	27	http://clics.lingpy.org/browse.php?community=cluster_27_family	10	http://clics.lingpy.org/browse.php?community=network_family_10&view=part	213	32	72	263
List-2014-1280-647	1209	I	647	I	we	87	http://clics.lingpy.org/browse.php?community=cluster_87_we	0	http://clics.lingpy.org/browse.php?community=network_I_0&view=part	289	34	41	627
List-2014-1280-648	1215	THOU	648	you (singular)	you (plural)	250	http://clics.lingpy.org/browse.php?community=cluster_250_you (plural)	2	http://clics.lingpy.org/browse.php?community=network_you (singular)_2&view=part	333	28	38	667
List-2014-1280-649	262	HE OR SHE OR IT	649	he/she/it	they	217	http://clics.lingpy.org/browse.php?community=cluster_217_they	2	http://clics.lingpy.org/browse.php?community=network_he_she_it_2&view=part	405	44	58	388
List-2014-1280-650	1212	WE	650	we	we	87	http://clics.lingpy.org/browse.php?community=cluster_87_we	3	http://clics.lingpy.org/browse.php?community=network_we_3&view=part	241	27	68	293
List-2014-1280-651	1131	WE (INCLUSIVE)	651	we (inclusive)	we	87	http://clics.lingpy.org/browse.php?community=cluster_87_we	3	http://clics.lingpy.org/browse.php?community=network_we (inclusive)_3&view=part	184	20	57	407
List-2014-1280-652	1130	WE (EXCLUSIVE)	652	we (exclusive)	we	87	http://clics.lingpy.org/browse.php?community=cluster_87_we	3	http://clics.lingpy.org/browse.php?community=network_we (exclusive)_3&view=part	184	18	53	466
List-2014-1280-653	1213	YOU	653	you (plural)	you (plural)	250	http://clics.lingpy.org/browse.php?community=cluster_250_you (plural)	2	http://clics.lingpy.org/browse.php?community=network_you (plural)_2&view=part	267	16	25	895
List-2014-1280-654	817	THEY	654	they	they	217	http://clics.lingpy.org/browse.php?community=cluster_217_they	2	http://clics.lingpy.org/browse.php?community=network_they_2&view=part	302	26	38	668
List-2014-1280-655	1423	FIGHT	655	fight (vb)	anger	88	http://clics.lingpy.org/browse.php?community=cluster_88_anger	24	http://clics.lingpy.org/browse.php?community=network_fight (vb)_24&view=part	311	36	64	324
List-2014-1280-656	579	BATTLE	656	war, battle	anger	88	http://clics.lingpy.org/browse.php?community=cluster_88_anger	17	http://clics.lingpy.org/browse.php?community=network_war, battle_17&view=part	276	29	54	442
List-2014-1280-657	1338	PEACE	657	peace	calm (of sea)	102	http://clics.lingpy.org/browse.php?community=cluster_102_calm (of sea)	7	http://clics.lingpy.org/browse.php?community=network_peace_7&view=part	206	21	30	808
List-2014-1280-658	1561	ARMY	658	army	soldier	225	http://clics.lingpy.org/browse.php?community=cluster_225_soldier	8	http://clics.lingpy.org/browse.php?community=network_army_8&view=part	202	15	25	905
List-2014-1280-659	1941	SOLDIER	659	soldier	soldier	225	http://clics.lingpy.org/browse.php?community=cluster_225_soldier	6	http://clics.lingpy.org/browse.php?community=network_soldier_6&view=part	211	6	14	1109
List-2014-1280-660	951	WEAPONS	660	weapons, arms	gun, cannon	214	http://clics.lingpy.org/browse.php?community=cluster_214_gun, cannon	2	http://clics.lingpy.org/browse.php?community=network_weapons, arms_2&view=part	187	14	26	888
List-2014-1280-661	1763	CLUB	661	club	tree	4	http://clics.lingpy.org/browse.php?community=cluster_4_tree	22	http://clics.lingpy.org/browse.php?community=network_club_22&view=part	244	33	63	339
List-2014-1280-662	386	BATTLE-AXE	662	battle-ax	battle-ax	159	http://clics.lingpy.org/browse.php?community=cluster_159_battle-ax	3	http://clics.lingpy.org/browse.php?community=network_battle-ax_3&view=part	134	6	17	1064
List-2014-1280-663	387	SLING	663	sling	chain	154	http://clics.lingpy.org/browse.php?community=cluster_154_chain	0	http://clics.lingpy.org/browse.php?community=network_sling_0&view=part	163	7	6	1241
List-2014-1280-664	994	BOW	664	bow	arrow	133	http://clics.lingpy.org/browse.php?community=cluster_133_arrow	5	http://clics.lingpy.org/browse.php?community=network_bow_5&view=part	231	23	41	635
List-2014-1280-665	977	ARROW	665	arrow	arrow	133	http://clics.lingpy.org/browse.php?community=cluster_133_arrow	6	http://clics.lingpy.org/browse.php?community=network_arrow_6&view=part	243	44	56	412
List-2014-1280-666	945	SPEAR	666	spear	iron	52	http://clics.lingpy.org/browse.php?community=cluster_52_iron	6	http://clics.lingpy.org/browse.php?community=network_spear_6&view=part	237	27	34	746
List-2014-1280-667	1535	SWORD	667	sword	iron	52	http://clics.lingpy.org/browse.php?community=cluster_52_iron	5	http://clics.lingpy.org/browse.php?community=network_sword_5&view=part	184	22	30	809
List-2014-1280-668	3203	CANNON OR GUN	668	gun, cannon	gun, cannon	214	http://clics.lingpy.org/browse.php?community=cluster_214_gun, cannon	2	http://clics.lingpy.org/browse.php?community=network_gun, cannon_2&view=part	299	19	31	784
List-2014-1280-669	1061	ARMOUR	669	armor (defensive)	armor (defensive)	261	http://clics.lingpy.org/browse.php?community=cluster_261_armor (defensive)	0	http://clics.lingpy.org/browse.php?community=network_armor (defensive)_0&view=part	157	8	11	1170
List-2014-1280-670	1680	HELMET	670	helmet	helmet	193	http://clics.lingpy.org/browse.php?community=cluster_193_helmet	3	http://clics.lingpy.org/browse.php?community=network_helmet_3&view=part	154	14	20	1002
List-2014-1280-671	1064	SHIELD	671	shield	armor (defensive)	261	http://clics.lingpy.org/browse.php?community=cluster_261_armor (defensive)	0	http://clics.lingpy.org/browse.php?community=network_shield_0&view=part	124	11	13	1133
List-2014-1280-672	1938	FORTRESS	672	fortress	fortress	139	http://clics.lingpy.org/browse.php?community=cluster_139_fortress	2	http://clics.lingpy.org/browse.php?community=network_fortress_2&view=part	164	8	15	1100
List-2014-1280-673	1671	TOWER	673	tower	fortress	139	http://clics.lingpy.org/browse.php?community=cluster_139_fortress	2	http://clics.lingpy.org/browse.php?community=network_tower_2&view=part	141	11	14	1114
List-2014-1280-674	783	VICTORY	674	victory	defeat	256	http://clics.lingpy.org/browse.php?community=cluster_256_defeat	2	http://clics.lingpy.org/browse.php?community=network_victory_2&view=part	200	6	12	1145
List-2014-1280-675	782	DEFEAT	675	defeat	defeat	256	http://clics.lingpy.org/browse.php?community=cluster_256_defeat	2	http://clics.lingpy.org/browse.php?community=network_defeat_2&view=part	202	21	26	886
List-2014-1280-676	722	ATTACK	676	attack	strike (hit, beat)	85	http://clics.lingpy.org/browse.php?community=cluster_85_strike (hit, beat)	0	http://clics.lingpy.org/browse.php?community=network_attack_0&view=part	203	17	20	996
List-2014-1280-677	1330	DEFEND	677	defend	preserve, look after	49	http://clics.lingpy.org/browse.php?community=cluster_49_preserve, look after	14	http://clics.lingpy.org/browse.php?community=network_defend_14&view=part	214	78	105	99
List-2014-1280-678	421	RETREAT	678	retreat	run	80	http://clics.lingpy.org/browse.php?community=cluster_80_run	7	http://clics.lingpy.org/browse.php?community=network_retreat_7&view=part	209	12	35	733
List-2014-1280-679	1696	SURRENDER	679	surrender	lend	10	http://clics.lingpy.org/browse.php?community=cluster_10_lend	0	http://clics.lingpy.org/browse.php?community=network_surrender_0&view=part	173	13	17	1059
List-2014-1280-680	1072	PRISONER	680	captive, prisoner	captive, prisoner	155	http://clics.lingpy.org/browse.php?community=cluster_155_captive, prisoner	4	http://clics.lingpy.org/browse.php?community=network_captive, prisoner_4&view=part	246	19	29	819
List-2014-1280-681	1940	GUARD	681	guard, sentinel	preserve, look after	49	http://clics.lingpy.org/browse.php?community=cluster_49_preserve, look after	18	http://clics.lingpy.org/browse.php?community=network_guard, sentinel_18&view=part	236	16	21	978
List-2014-1280-682	1022	BOOTY	682	booty, spoils	grow	142	http://clics.lingpy.org/browse.php?community=cluster_142_grow	0	http://clics.lingpy.org/browse.php?community=network_booty, spoils_0&view=part	184	14	17	1057
List-2014-1280-683	65	AMBUSH	683	ambush	fishnet	103	http://clics.lingpy.org/browse.php?community=cluster_103_fishnet	0	http://clics.lingpy.org/browse.php?community=network_ambush_0&view=part	180	14	17	1058
List-2014-1280-684	1858	FISHERMAN	684	fisherman	spider	246	http://clics.lingpy.org/browse.php?community=cluster_246_spider	0	http://clics.lingpy.org/browse.php?community=network_fisherman_0&view=part	214	4	4	1261
List-2014-1280-685	1074	FISHHOOK	685	fishhook	fork	71	http://clics.lingpy.org/browse.php?community=cluster_71_fork	4	http://clics.lingpy.org/browse.php?community=network_fishhook_4&view=part	217	19	38	679
List-2014-1280-686	19	FISHING LINE	686	fishing line	thread	55	http://clics.lingpy.org/browse.php?community=cluster_55_thread	7	http://clics.lingpy.org/browse.php?community=network_fishing line_7&view=part	172	20	40	652
List-2014-1280-687	388	FISHNET	687	fishnet	fishnet	103	http://clics.lingpy.org/browse.php?community=cluster_103_fishnet	5	http://clics.lingpy.org/browse.php?community=network_fishnet_5&view=part	217	23	38	680
List-2014-1280-688	389	FISH TRAP	688	fish trap	fishnet	103	http://clics.lingpy.org/browse.php?community=cluster_103_fishnet	10	http://clics.lingpy.org/browse.php?community=network_fish trap_10&view=part	161	13	24	933
List-2014-1280-689	2013	BAIT	689	bait	food	14	http://clics.lingpy.org/browse.php?community=cluster_14_food	9	http://clics.lingpy.org/browse.php?community=network_bait_9&view=part	166	16	24	930
List-2014-1280-690	1435	HUNT	690	hunt	shoot	138	http://clics.lingpy.org/browse.php?community=cluster_138_shoot	9	http://clics.lingpy.org/browse.php?community=network_hunt_9&view=part	257	33	55	427
List-2014-1280-691	1172	SHOOT	691	shoot	shoot	138	http://clics.lingpy.org/browse.php?community=cluster_138_shoot	12	http://clics.lingpy.org/browse.php?community=network_shoot_12&view=part	293	80	111	75
List-2014-1280-692	161	MISS (A TARGET)	692	miss (target)	guilty	26	http://clics.lingpy.org/browse.php?community=cluster_26_guilty	7	http://clics.lingpy.org/browse.php?community=network_miss (target)_7&view=part	211	17	28	841
List-2014-1280-693	1075	TRAP (PITFALL)	693	trap (noun)	fishnet	103	http://clics.lingpy.org/browse.php?community=cluster_103_fishnet	24	http://clics.lingpy.org/browse.php?community=network_trap (noun)_24&view=part	240	36	55	430
List-2014-1280-694	1170	TRAP (CATCH)	694	trap (vb)	get, obtain	3	http://clics.lingpy.org/browse.php?community=cluster_3_get, obtain	44	http://clics.lingpy.org/browse.php?community=network_trap (vb)_44&view=part	202	44	105	100
List-2014-1280-695	1062	LAW	695	law	custom	182	http://clics.lingpy.org/browse.php?community=cluster_182_custom	4	http://clics.lingpy.org/browse.php?community=network_law_4&view=part	204	22	28	843
List-2014-1280-696	1068	COURT	696	court	house	50	http://clics.lingpy.org/browse.php?community=cluster_50_house	0	http://clics.lingpy.org/browse.php?community=network_court_0&view=part	172	21	28	849
List-2014-1280-697	1818	ADJUDICATE	697	judge (vb)	judge (vb)	121	http://clics.lingpy.org/browse.php?community=cluster_121_judge (vb)	7	http://clics.lingpy.org/browse.php?community=network_judge (vb)_7&view=part	169	22	36	716
List-2014-1280-698	1067	JUDGMENT	698	judgment	judge (vb)	121	http://clics.lingpy.org/browse.php?community=cluster_121_judge (vb)	6	http://clics.lingpy.org/browse.php?community=network_judgment_6&view=part	157	18	27	866
List-2014-1280-699	861	JUDGE	699	judge (noun)	king, ruler	69	http://clics.lingpy.org/browse.php?community=cluster_69_king, ruler	0	http://clics.lingpy.org/browse.php?community=network_judge (noun)_0&view=part	176	6	6	1237
List-2014-1280-700	2020	PLAINTIFF	700	plaintiff	because	145	http://clics.lingpy.org/browse.php?community=cluster_145_because	0	http://clics.lingpy.org/browse.php?community=network_plaintiff_0&view=part	141	2	2	1276
