ID	CONCEPTICON_ID	CONCEPTICON_GLOSS	NUMBER	ENGLISH	COMMUNITY_LABEL	COMMUNITY_ID	COMMUNITY_URL	SUBGRAPH_ID	SUBGRAPH_URL	FREQUENCY	DEGREE	WEIGHTED_DEGREE	RANK
List-2014-1280-74	1444	TURN AROUND	74	turn around	turn over	101	http://clics.lingpy.org/browse.php?community=cluster_101_turn over	25	http://clics.lingpy.org/browse.php?community=network_turn around_25&view=part	279	26	58	390
List-2014-1280-75	1113	WRAP	75	wind, wrap	bend	74	http://clics.lingpy.org/browse.php?community=cluster_74_bend	25	http://clics.lingpy.org/browse.php?community=network_wind, wrap_25&view=part	294	33	57	399
List-2014-1280-76	827	ROLL	76	roll	turn over	101	http://clics.lingpy.org/browse.php?community=cluster_101_turn over	16	http://clics.lingpy.org/browse.php?community=network_roll_16&view=part	259	30	48	517
List-2014-1280-77	2866	DROP (SOMETHING)	77	drop (vb)	fall	141	http://clics.lingpy.org/browse.php?community=cluster_141_fall	17	http://clics.lingpy.org/browse.php?community=network_drop (vb)_17&view=part	239	38	64	329
List-2014-1280-78	3199	TWIST (AROUND)	78	twist	bend	74	http://clics.lingpy.org/browse.php?community=cluster_74_bend	27	http://clics.lingpy.org/browse.php?community=network_twist_27&view=part	299	28	79	206
List-2014-1280-79	568	RISE (MOVE UPWARDS)	79	rise	rise	32	http://clics.lingpy.org/browse.php?community=cluster_32_rise	23	http://clics.lingpy.org/browse.php?community=network_rise_23&view=part	334	43	119	56
List-2014-1280-80	501	LIFT	80	raise, lift	choose	46	http://clics.lingpy.org/browse.php?community=cluster_46_choose	32	http://clics.lingpy.org/browse.php?community=network_raise, lift_32&view=part	292	36	64	326
List-2014-1280-81	1280	FALL	81	fall	fall	141	http://clics.lingpy.org/browse.php?community=cluster_141_fall	13	http://clics.lingpy.org/browse.php?community=network_fall_13&view=part	306	43	66	307
List-2014-1280-82	2253	DRIP (EMIT LIQUID)	82	drip	dribble	190	http://clics.lingpy.org/browse.php?community=cluster_190_dribble	12	http://clics.lingpy.org/browse.php?community=network_drip_12&view=part	258	20	41	632
List-2014-1280-83	1456	THROW	83	throw	shoot	138	http://clics.lingpy.org/browse.php?community=cluster_138_shoot	9	http://clics.lingpy.org/browse.php?community=network_throw_9&view=part	320	70	101	109
List-2014-1280-84	702	CATCH	84	catch (ball)	get, obtain	3	http://clics.lingpy.org/browse.php?community=cluster_3_get, obtain	46	http://clics.lingpy.org/browse.php?community=network_catch (ball)_46&view=part	240	55	162	15
List-2014-1280-85	1909	SHAKE	85	shake	stir, mix	92	http://clics.lingpy.org/browse.php?community=cluster_92_stir, mix	11	http://clics.lingpy.org/browse.php?community=network_shake_11&view=part	322	32	47	527
List-2014-1280-86	2003	FLOW	86	flow	run	80	http://clics.lingpy.org/browse.php?community=cluster_80_run	24	http://clics.lingpy.org/browse.php?community=network_flow_24&view=part	265	50	87	160
List-2014-1280-87	1088	SINK (DESCEND)	87	sink	choke	126	http://clics.lingpy.org/browse.php?community=cluster_126_choke	4	http://clics.lingpy.org/browse.php?community=network_sink_4&view=part	277	30	56	410
List-2014-1280-88	1574	FLOAT	88	float	swim	82	http://clics.lingpy.org/browse.php?community=cluster_82_swim	15	http://clics.lingpy.org/browse.php?community=network_float_15&view=part	241	22	47	538
List-2014-1280-89	1439	SWIM	89	swim	swim	82	http://clics.lingpy.org/browse.php?community=cluster_82_swim	9	http://clics.lingpy.org/browse.php?community=network_swim_9&view=part	255	31	59	384
List-2014-1280-90	119	DIVE	90	dive	choke	126	http://clics.lingpy.org/browse.php?community=cluster_126_choke	4	http://clics.lingpy.org/browse.php?community=network_dive_4&view=part	220	23	32	778
List-2014-1280-91	365	SPLASH	91	splash	jump, leap	232	http://clics.lingpy.org/browse.php?community=cluster_232_jump, leap	0	http://clics.lingpy.org/browse.php?community=network_splash_0&view=part	237	24	25	898
List-2014-1280-92	787	SAIL	92	sail (vb)	swim	82	http://clics.lingpy.org/browse.php?community=cluster_82_swim	9	http://clics.lingpy.org/browse.php?community=network_sail (vb)_9&view=part	136	24	37	703
List-2014-1280-93	1441	FLY (MOVE THROUGH AIR)	93	fly (vb)	jump, leap	232	http://clics.lingpy.org/browse.php?community=cluster_232_jump, leap	2	http://clics.lingpy.org/browse.php?community=network_fly (vb)_2&view=part	250	35	46	554
List-2014-1280-94	175	BLOW (OF WIND)	94	blow	fan (noun)	158	http://clics.lingpy.org/browse.php?community=cluster_158_fan (noun)	3	http://clics.lingpy.org/browse.php?community=network_blow_3&view=part	280	49	69	278
List-2014-1280-95	3456	CRAWL OR CREEP	95	creep, crawl	itch	266	http://clics.lingpy.org/browse.php?community=cluster_266_itch	0	http://clics.lingpy.org/browse.php?community=network_creep, crawl_0&view=part	256	15	18	1022
List-2014-1280-96	66	KNEEL	96	kneel	elbow	212	http://clics.lingpy.org/browse.php?community=cluster_212_elbow	0	http://clics.lingpy.org/browse.php?community=network_kneel_0&view=part	235	3	4	1258
List-2014-1280-97	296	CROUCH	97	crouch	dwell, live	61	http://clics.lingpy.org/browse.php?community=cluster_61_dwell, live	6	http://clics.lingpy.org/browse.php?community=network_crouch_6&view=part	223	19	26	882
List-2014-1280-98	1324	SLIP	98	slide, slip	fall	141	http://clics.lingpy.org/browse.php?community=cluster_141_fall	0	http://clics.lingpy.org/browse.php?community=network_slide, slip_0&view=part	286	21	25	893
List-2014-1280-99	1829	JUMP	99	jump, leap	jump, leap	232	http://clics.lingpy.org/browse.php?community=cluster_232_jump, leap	2	http://clics.lingpy.org/browse.php?community=network_jump, leap_2&view=part	302	28	44	575
List-2014-1280-100	1135	KICK	100	kick	strike (hit, beat)	85	http://clics.lingpy.org/browse.php?community=cluster_85_strike (hit, beat)	11	http://clics.lingpy.org/browse.php?community=network_kick_11&view=part	251	23	34	741
List-2014-1280-101	1879	DANCE	101	dance	dance	220	http://clics.lingpy.org/browse.php?community=cluster_220_dance	2	http://clics.lingpy.org/browse.php?community=network_dance_2&view=part	258	71	87	161
List-2014-1280-102	1443	WALK	102	walk	go	56	http://clics.lingpy.org/browse.php?community=cluster_56_go	22	http://clics.lingpy.org/browse.php?community=network_walk_22&view=part	322	37	77	219
List-2014-1280-103	366	LIMP	103	limp	lame	200	http://clics.lingpy.org/browse.php?community=cluster_200_lame	2	http://clics.lingpy.org/browse.php?community=network_limp_2&view=part	225	12	26	880
List-2014-1280-104	1519	RUN	104	run	run	80	http://clics.lingpy.org/browse.php?community=cluster_80_run	14	http://clics.lingpy.org/browse.php?community=network_run_14&view=part	284	37	68	289
List-2014-1280-105	695	GO	105	go	go	56	http://clics.lingpy.org/browse.php?community=cluster_56_go	32	http://clics.lingpy.org/browse.php?community=network_go_32&view=part	331	65	131	35
List-2014-1280-106	705	GO UP (ASCEND)	106	go up	rise	32	http://clics.lingpy.org/browse.php?community=cluster_32_rise	21	http://clics.lingpy.org/browse.php?community=network_go up_21&view=part	261	30	102	107
List-2014-1280-107	1102	CLIMB	107	climb	rise	32	http://clics.lingpy.org/browse.php?community=cluster_32_rise	21	http://clics.lingpy.org/browse.php?community=network_climb_21&view=part	264	27	88	156
List-2014-1280-108	2014	GO DOWN (DESCEND)	108	go down	fall	141	http://clics.lingpy.org/browse.php?community=cluster_141_fall	10	http://clics.lingpy.org/browse.php?community=network_go down_10&view=part	298	29	47	530
List-2014-1280-109	1107	GO OUT	109	go out	go	56	http://clics.lingpy.org/browse.php?community=cluster_56_go	19	http://clics.lingpy.org/browse.php?community=network_go out_19&view=part	239	29	55	432
List-2014-1280-110	1446	COME	110	come	reach, arrive	161	http://clics.lingpy.org/browse.php?community=cluster_161_reach, arrive	23	http://clics.lingpy.org/browse.php?community=network_come_23&view=part	283	32	66	309
List-2014-1280-111	581	COME BACK	111	come back	turn over	101	http://clics.lingpy.org/browse.php?community=cluster_101_turn over	21	http://clics.lingpy.org/browse.php?community=network_come back_21&view=part	266	34	57	402
List-2014-1280-112	1752	LEAVE	112	go away, depart	go	56	http://clics.lingpy.org/browse.php?community=cluster_56_go	26	http://clics.lingpy.org/browse.php?community=network_go away, depart_26&view=part	295	54	108	88
List-2014-1280-113	485	DISAPPEAR	113	disappear	disappear	178	http://clics.lingpy.org/browse.php?community=cluster_178_disappear	16	http://clics.lingpy.org/browse.php?community=network_disappear_16&view=part	259	24	43	598
List-2014-1280-114	956	FLEE	114	flee	run	80	http://clics.lingpy.org/browse.php?community=cluster_80_run	7	http://clics.lingpy.org/browse.php?community=network_flee_7&view=part	284	26	68	290
List-2014-1280-115	1085	FOLLOW	115	follow	follow	167	http://clics.lingpy.org/browse.php?community=cluster_167_follow	24	http://clics.lingpy.org/browse.php?community=network_follow_24&view=part	271	27	54	444
List-2014-1280-116	1047	PURSUE	116	pursue	follow	167	http://clics.lingpy.org/browse.php?community=cluster_167_follow	24	http://clics.lingpy.org/browse.php?community=network_pursue_24&view=part	256	21	49	504
List-2014-1280-117	1387	ARRIVE	117	reach, arrive	reach, arrive	161	http://clics.lingpy.org/browse.php?community=cluster_161_reach, arrive	11	http://clics.lingpy.org/browse.php?community=network_reach, arrive_11&view=part	329	65	101	108
List-2014-1280-118	1778	APPROACH	118	approach	reach, arrive	161	http://clics.lingpy.org/browse.php?community=cluster_161_reach, arrive	11	http://clics.lingpy.org/browse.php?community=network_approach_11&view=part	259	21	31	788
List-2014-1280-119	749	ENTER	119	enter	silk	248	http://clics.lingpy.org/browse.php?community=cluster_248_silk	0	http://clics.lingpy.org/browse.php?community=network_enter_0&view=part	286	47	56	409
List-2014-1280-120	700	CARRY	120	carry (bear)	carry (bear)	23	http://clics.lingpy.org/browse.php?community=cluster_23_carry (bear)	44	http://clics.lingpy.org/browse.php?community=network_carry (bear)_44&view=part	304	72	166	11
List-2014-1280-121	412	CARRY IN HAND	121	carry-in-hand	carry (bear)	23	http://clics.lingpy.org/browse.php?community=cluster_23_carry (bear)	32	http://clics.lingpy.org/browse.php?community=network_carry-in-hand_32&view=part	209	40	116	67
List-2014-1280-122	413	CARRY ON SHOULDER	122	carry-on-shoulder	carry (bear)	23	http://clics.lingpy.org/browse.php?community=cluster_23_carry (bear)	25	http://clics.lingpy.org/browse.php?community=network_carry-on-shoulder_25&view=part	238	25	65	318
List-2014-1280-123	414	CARRY ON HEAD	123	carry-on-head	carry (bear)	23	http://clics.lingpy.org/browse.php?community=cluster_23_carry (bear)	25	http://clics.lingpy.org/browse.php?community=network_carry-on-head_25&view=part	177	30	70	275
List-2014-1280-124	415	CARRY UNDER ARM	124	carry-underarm	carry (bear)	23	http://clics.lingpy.org/browse.php?community=cluster_23_carry (bear)	25	http://clics.lingpy.org/browse.php?community=network_carry-underarm_25&view=part	168	20	52	480
List-2014-1280-125	692	BRING	125	bring	carry (bear)	23	http://clics.lingpy.org/browse.php?community=cluster_23_carry (bear)	39	http://clics.lingpy.org/browse.php?community=network_bring_39&view=part	282	36	80	198
List-2014-1280-126	1127	SEND	126	send	send	117	http://clics.lingpy.org/browse.php?community=cluster_117_send	26	http://clics.lingpy.org/browse.php?community=network_send_26&view=part	275	52	92	145
List-2014-1280-127	43	LEAD (GUIDE)	127	lead (vb)	carry (bear)	23	http://clics.lingpy.org/browse.php?community=cluster_23_carry (bear)	27	http://clics.lingpy.org/browse.php?community=network_lead (vb)_27&view=part	254	75	112	73
List-2014-1280-128	741	DRIVE	128	drive	carry (bear)	23	http://clics.lingpy.org/browse.php?community=cluster_23_carry (bear)	36	http://clics.lingpy.org/browse.php?community=network_drive_36&view=part	217	40	77	225
List-2014-1280-129	367	RIDE	129	ride	rise	32	http://clics.lingpy.org/browse.php?community=cluster_32_rise	34	http://clics.lingpy.org/browse.php?community=network_ride_34&view=part	209	34	63	342
List-2014-1280-130	1452	PUSH	130	push, shove	squeeze, wring	58	http://clics.lingpy.org/browse.php?community=cluster_58_squeeze, wring	19	http://clics.lingpy.org/browse.php?community=network_push, shove_19&view=part	294	35	47	531
List-2014-1280-131	667	ROAD	131	road	road	120	http://clics.lingpy.org/browse.php?community=cluster_120_road	5	http://clics.lingpy.org/browse.php?community=network_road_5&view=part	261	29	69	282
List-2014-1280-132	2252	PATH	132	path	road	120	http://clics.lingpy.org/browse.php?community=cluster_120_road	6	http://clics.lingpy.org/browse.php?community=network_path_6&view=part	268	27	65	315
List-2014-1280-133	1011	BRIDGE	133	bridge	ladder	206	http://clics.lingpy.org/browse.php?community=cluster_206_ladder	2	http://clics.lingpy.org/browse.php?community=network_bridge_2&view=part	202	19	31	793
