ID	NUMBER	ENGLISH	GLOSS_IN_SOURCE	CONCEPTICON_ID	CONCEPTICON_GLOSS	BUCK_1949_1110
Tryon-1995-1310-573	08.110	FARMER	FARMER	979	FARMER	Buck-1949-1110-398
Tryon-1995-1310-574	08.120	FIELD (for cultivation)	FIELD (for cultivation)	212	FIELD	Buck-1949-1110-399
Tryon-1995-1310-575	08.130	GARDEN	GARDEN	586	GARDEN	Buck-1949-1110-400
Tryon-1995-1310-576	08.150	CULTIVATE, TILL	CULTIVATE, TILL	1541	CULTIVATE	Buck-1949-1110-402
Tryon-1995-1310-577	08.160	FENCE	FENCE	1690	FENCE
Tryon-1995-1310-578	08.170	DITCH	DITCH	2002	DITCH
Tryon-1995-1310-579	08.210	PLOUGH	PLOUGH	1921	PLOUGH	Buck-1949-1110-403
Tryon-1995-1310-580	08.212	FURROW	FURROW	1794	FURROW	Buck-1949-1110-404
Tryon-1995-1310-581	08.220	DIG	DIG	1418	DIG	Buck-1949-1110-405
Tryon-1995-1310-582	08.230	SPADE	SPADE	1176	SPADE	Buck-1949-1110-406
Tryon-1995-1310-583	08.240	SHOVEL	SHOVEL	1901	SHOVEL	Buck-1949-1110-407
Tryon-1995-1310-584	08.250	HOE	HOE	284	HOE	Buck-1949-1110-408
Tryon-1995-1310-585	08.260	FORK (agriculture)	FORK	337	PITCHFORK	Buck-1949-1110-409
Tryon-1995-1310-586	08.270	RAKE (n)	RAKE (n)	338	RAKE	Buck-1949-1110-410
Tryon-1995-1310-587	08.310	SOW (v)	SOW	748	SOW SEEDS	Buck-1949-1110-412
Tryon-1995-1310-588	08.311	SEED	SEED	714	SEED
Tryon-1995-1310-589	08.320	MOW, REAP	MOW, REAP	190	MOW	Buck-1949-1110-413
Tryon-1995-1310-590	08.330	SICKLE, SCYTHE	SICKLE, SCYTHE	2132	SICKLE OR SCYTHE	Buck-1949-1110-414
Tryon-1995-1310-591	08.340	THRESH	THRESH	285	THRESH	Buck-1949-1110-415
Tryon-1995-1310-592	08.350	THRESHING-FLOOR	THRESHING-FLOOR	223	THRESHING-FLOOR	Buck-1949-1110-416
Tryon-1995-1310-593	08.410	CROP, HARVEST	CROP, HARVEST	611	HARVEST	Buck-1949-1110-417
Tryon-1995-1310-594	08.420	GRAIN (barley, oats etc.)	GRAIN (barley, oats etc.)	605	GRAIN	Buck-1949-1110-418
Tryon-1995-1310-595	08.430	WHEAT	WHEAT	1077	WHEAT	Buck-1949-1110-419
Tryon-1995-1310-596	08.440	BARLEY	BARLEY	932	BARLEY	Buck-1949-1110-420
Tryon-1995-1310-597	08.450	RYE	RYE	23	RYE	Buck-1949-1110-421
Tryon-1995-1310-598	08.460	OATS	OATS	60	OAT	Buck-1949-1110-422
Tryon-1995-1310-599	08.470	MAIZE, CORN	MAIZE, CORN	506	MAIZE	Buck-1949-1110-423
Tryon-1995-1310-600	08.480	RICE	RICE	926	RICE	Buck-1949-1110-424
Tryon-1995-1310-601	08.510	GRASS	GRASS	606	GRASS	Buck-1949-1110-425
Tryon-1995-1310-602	08.520	HAY	HAY	342	HAY	Buck-1949-1110-426
Tryon-1995-1310-603	08.530	PLANT (n)	PLANT (n)	653	PLANT (VEGETATION)	Buck-1949-1110-427
Tryon-1995-1310-604	08.531	PLANT (vb)	PLANT (vb)	1486	PLANT (SOMETHING)
Tryon-1995-1310-605	08.540	ROOT	ROOT	670	ROOT	Buck-1949-1110-428
Tryon-1995-1310-606	08.550	BRANCH	BRANCH	1531	BRANCH	Buck-1949-1110-429
Tryon-1995-1310-607	08.560	LEAF	LEAF	628	LEAF	Buck-1949-1110-430
Tryon-1995-1310-608	08.570	FLOWER	FLOWER	239	FLOWER	Buck-1949-1110-431
Tryon-1995-1310-609	08.600	TREE	TREE	906	TREE
Tryon-1995-1310-610	08.610	OAK	OAK	644	OAK	Buck-1949-1110-434
Tryon-1995-1310-611	08.620	BEECH	BEECH	1950	BEECH	Buck-1949-1110-435
Tryon-1995-1310-612	08.630	BIRCH	BIRCH	1855	BIRCH	Buck-1949-1110-436
Tryon-1995-1310-613	08.640	PINE	PINE	1740	PINE	Buck-1949-1110-437
Tryon-1995-1310-614	08.650	FIR	FIR	1915	FIR	Buck-1949-1110-438
Tryon-1995-1310-615	08.660	ACORN	ACORN	968	ACORN	Buck-1949-1110-439
Tryon-1995-1310-616	08.670	VINE	VINE	3769	GRAPEVINE
Tryon-1995-1310-617	08.680	TOBACCO	TOBACCO	974	TOBACCO	Buck-1949-1110-440
Tryon-1995-1310-618	08.690	SMOKE (tobacco)	SMOKE (tobacco)	1689	SMOKE (INHALE)	Buck-1949-1110-441
Tryon-1995-1310-619	08.691	PIPE	PIPE	1124	PIPE
Tryon-1995-1310-620	08.720	TREE STUMP	TREE STUMP	241	TREE STUMP
Tryon-1995-1310-621	08.730	TREE TRUNK	TREE TRUNK	344	TREE TRUNK
Tryon-1995-1310-622	08.740	FORKED BRANCH	FORKED BRANCH	409	FORKED BRANCH
Tryon-1995-1310-623	08.750	BARK	BARK	1204	BARK
Tryon-1995-1310-624	08.760	SAP	SAP	345	SAP
Tryon-1995-1310-625	08.810	PALM TREE	PALM TREE	1181	PALM TREE
Tryon-1995-1310-626	08.820	COCONUT	COCONUT	970	COCONUT
Tryon-1995-1310-627	08.830	CITRUS FRUIT	CITRUS FRUIT	1126	CITRUS FRUIT
Tryon-1995-1310-628	08.840	BANANA TREE	BANANA TREE	1795	BANANA TREE
Tryon-1995-1310-629	08.850	BANYAN	BANYAN	346	BANYAN	Buck-1949-1110-442
Tryon-1995-1310-630	08.910	SWEET POTATO	SWEET POTATO	159	SWEET POTATO
Tryon-1995-1310-631	08.912	YAM	YAM	410	YAM
Tryon-1995-1310-632	08.920	TAPIOCA, MANIOC, CASSAVA	TAPIOCA, MANIOC, CASSAVA	925	CASSAVA
Tryon-1995-1310-633	08.930	GOURD	GOURD	411	GOURD
Tryon-1995-1310-634	08.931	PUMPKIN, SQUASH	PUMPKIN, SQUASH	864	PUMPKIN
Tryon-1995-1310-635	08.940	BAMBOO	BAMBOO	1927	BAMBOO
Tryon-1995-1310-636	08.941	SUGAR CANE	SUGAR CANE	146	SUGAR CANE
Tryon-1995-1310-637	08.960	FISH POISON (root)	FISH POISON (root)	348	FISH POISON
Tryon-1995-1310-638	08.970	NETTLE	NETTLE	33	NETTLE
Tryon-1995-1310-639	08.980	MUSHROOM	MUSHROOM	641	MUSHROOM
Tryon-1995-1310-640	09.110	DO, MAKE	DO, MAKE	2575	DO OR MAKE	Buck-1949-1110-443
Tryon-1995-1310-641	09.120	WORK	WORK	984	WORK (LABOUR)	Buck-1949-1110-444
Tryon-1995-1310-642	09.140	BEND	BEND	2224	BEND (SOMETHING)	Buck-1949-1110-446
Tryon-1995-1310-643	09.150	FOLD	FOLD	1470	FOLD	Buck-1949-1110-447
Tryon-1995-1310-644	09.160	TIE, BIND	TIE, BIND	1917	TIE	Buck-1949-1110-448
Tryon-1995-1310-645	09.161	UNTIE	UNTIE	352	UNTIE
Tryon-1995-1310-646	09.180	CHAIN	CHAIN	1627	CHAIN	Buck-1949-1110-450
Tryon-1995-1310-647	09.190	ROPE, CORD	ROPE, CORD	1218	ROPE	Buck-1949-1110-451
Tryon-1995-1310-648	09.192	KNOT (n)	KNOT (n)	760	KNOT	Buck-1949-1110-452
Tryon-1995-1310-649	09.210	STRIKE (hit, beat)	STRIKE (hit, beat)	2133	STRIKE OR BEAT	Buck-1949-1110-453
Tryon-1995-1310-650	09.211	POUND WITH FIST	POUND WITH FIST	354	POUND
Tryon-1995-1310-651	09.220	CUT	CUT	1432	CUT	Buck-1949-1110-454
Tryon-1995-1310-652	09.221	CUT DOWN	CUT DOWN	355	CUT DOWN
Tryon-1995-1310-653	09.222	CHOP, HEW	CHOP, HEW	155	CHOP
Tryon-1995-1310-654	09.223	STAB	STAB	1434	STAB
Tryon-1995-1310-655	09.230	KNIFE	KNIFE	1352	KNIFE	Buck-1949-1110-455
Tryon-1995-1310-656	09.240	SCISSORS, SHEARS	SCISSORS, SHEARS	356	SHEARS	Buck-1949-1110-456
Tryon-1995-1310-657	09.250	AXE	AXE	677	AXE	Buck-1949-1110-457
Tryon-1995-1310-658	09.251	ADZE	ADZE	290	ADZE
Tryon-1995-1310-659	09.260	BREAK	BREAK	680	BREAK (DESTROY OR GET DESTROYED)	Buck-1949-1110-458
Tryon-1995-1310-660	09.261	BROKEN	BROKEN	588	BROKEN
Tryon-1995-1310-661	09.270	SPLIT	SPLIT	1437	SPLIT	Buck-1949-1110-459
Tryon-1995-1310-662	09.280	TEAR (vb)	TEAR (vb)	1735	TEAR (SHRED)	Buck-1949-1110-460
Tryon-1995-1310-663	09.290	FLAY, SKIN	FLAY, SKIN	291	PULL OFF (SKIN)	Buck-1949-1110-461
Tryon-1995-1310-664	09.310	RUB, WIPE	RUB, WIPE	1449	RUB	Buck-1949-1110-462
Tryon-1995-1310-665	09.320	STRETCH	STRETCH	214	STRETCH	Buck-1949-1110-463
Tryon-1995-1310-666	09.330	PULL	PULL	1455	PULL	Buck-1949-1110-464
Tryon-1995-1310-667	09.340	SPREAD OUT	SPREAD OUT	38	SPREAD OUT	Buck-1949-1110-465
Tryon-1995-1310-668	09.341	HANG UP	HANG UP	357	HANG UP
Tryon-1995-1310-669	09.342	PRESS	PRESS	1913	PRESS	Buck-1949-1110-466
Tryon-1995-1310-670	09.343	SQUEEZE, WRING	SQUEEZE, WRING	1414	SQUEEZE
Tryon-1995-1310-671	09.350	POUR	POUR	1487	POUR	Buck-1949-1110-467
Tryon-1995-1310-672	09.360	WASH	WASH	1453	WASH	Buck-1949-1110-468
Tryon-1995-1310-673	09.370	SWEEP	SWEEP	230	SWEEP	Buck-1949-1110-469
Tryon-1995-1310-674	09.380	BROOM	BROOM	245	BROOM	Buck-1949-1110-470
Tryon-1995-1310-675	09.422	TOOL	TOOL	1361	TOOL	Buck-1949-1110-474
Tryon-1995-1310-676	09.430	CARPENTER	CARPENTER	1042	CARPENTER	Buck-1949-1110-476
Tryon-1995-1310-677	09.440	BUILD	BUILD	1840	BUILD	Buck-1949-1110-477
Tryon-1995-1310-678	09.460	BORE	BORE	1501	BORE	Buck-1949-1110-478
Tryon-1995-1310-679	09.461	HOLLOW OUT	HOLLOW OUT	46	HOLLOW OUT
Tryon-1995-1310-680	09.480	SAW	SAW	1948	SAW	Buck-1949-1110-480
Tryon-1995-1310-681	09.490	HAMMER	HAMMER	1481	HAMMER	Buck-1949-1110-481
Tryon-1995-1310-682	09.500	NAIL	NAIL	502	NAIL (TOOL)
Tryon-1995-1310-683	09.560	GLUE	GLUE	1069	GLUE
Tryon-1995-1310-684	09.600	SMITH, BLACKSMITH	SMITH, BLACKSMITH	1001	BLACKSMITH
Tryon-1995-1310-685	09.610	FORGE	FORGE	288	FORGE	Buck-1949-1110-489
Tryon-1995-1310-686	09.620	ANVIL	ANVIL	1648	ANVIL	Buck-1949-1110-490
Tryon-1995-1310-687	09.630	CAST (metals)	CAST (metals)	211	CAST	Buck-1949-1110-491
Tryon-1995-1310-688	09.640	GOLD	GOLD	1369	GOLD	Buck-1949-1110-492
Tryon-1995-1310-689	09.650	SILVER	SILVER	759	SILVER	Buck-1949-1110-493
Tryon-1995-1310-690	09.660	COPPER, BRONZE	COPPER, BRONZE	3192	BRONZE OR COPPER	Buck-1949-1110-494
Tryon-1995-1310-691	09.670	IRON	IRON	621	IRON	Buck-1949-1110-495
Tryon-1995-1310-692	09.680	LEAD (n)	LEAD	627	LEAD (CHEMICAL ELEMENT)	Buck-1949-1110-496
Tryon-1995-1310-693	09.690	TIN, TINPLATE	TIN, TINPLATE	3217	TIN OR TINPLATE	Buck-1949-1110-497
Tryon-1995-1310-694	09.710	POTTER	POTTER	359	POTTER	Buck-1949-1110-498
Tryon-1995-1310-695	09.720	MOULD (clay etc)	MOULD (clay etc)	289	MOLD	Buck-1949-1110-499
Tryon-1995-1310-696	09.730	CLAY	CLAY	1399	CLAY	Buck-1949-1110-500
Tryon-1995-1310-697	09.740	GLASS	GLASS	604	GLASS	Buck-1949-1110-501
Tryon-1995-1310-698	09.750	WEAVE, PLAIT	WEAVE, PLAIT	3296	WEAVE (BASKET)	Buck-1949-1110-502
Tryon-1995-1310-699	09.760	BASKET	BASKET	1539	BASKET	Buck-1949-1110-503
Tryon-1995-1310-700	09.770	MAT	MAT	195	MAT
Tryon-1995-1310-701	09.771	RUG	RUG	292	RUG
Tryon-1995-1310-702	09.780	NETBAG	NETBAG	293	NETBAG
Tryon-1995-1310-703	09.790	FAN (n)	FAN (n)	1971	FAN (OBJECT)
Tryon-1995-1310-704	09.791	FAN (vb)	FAN (vb)	360	FAN (ACTION)
Tryon-1995-1310-705	09.810	CARVE	CARVE	228	CARVE	Buck-1949-1110-504
Tryon-1995-1310-706	09.820	SCULPTOR	SCULPTOR	914	SCULPTOR	Buck-1949-1110-505
Tryon-1995-1310-707	09.830	STATUE	STATUE	1002	STATUE	Buck-1949-1110-506
Tryon-1995-1310-708	09.840	CHISEL	CHISEL	1979	CHISEL
Tryon-1995-1310-709	09.880	PAINT (n)	PAINT (n)	647	PAINT (PIGMENTS)	Buck-1949-1110-510
Tryon-1995-1310-710	09.890	PAINT (vb)	PAINT (vb)	3122	PAINT (SOMETHING)	Buck-1949-1110-511
Tryon-1995-1310-711	10.110	MOVE	MOVE	765	MOVE	Buck-1949-1110-526
Tryon-1995-1310-712	10.120	TURN OVER	TURN OVER	1588	TURN	Buck-1949-1110-527
Tryon-1995-1310-713	10.130	TURN AROUND	TURN AROUND	1444	TURN AROUND	Buck-1949-1110-528
Tryon-1995-1310-714	10.140	WIND, WRAP	WIND, WRAP	1113	WRAP	Buck-1949-1110-529
Tryon-1995-1310-715	10.150	ROLL	ROLL	827	ROLL	Buck-1949-1110-530
Tryon-1995-1310-716	10.160	DROP (n)	DROP (n)	2866	DROP (SOMETHING)
Tryon-1995-1310-717	10.170	TWIST	TWIST	430	TWIST
Tryon-1995-1310-718	10.210	RISE	RISE	3207	GO UP OR RISE (ONESELF)	Buck-1949-1110-531
Tryon-1995-1310-719	10.220	RAISE, LIFT	RAISE, LIFT	501	LIFT	Buck-1949-1110-532
Tryon-1995-1310-720	10.230	FALL	FALL	1280	FALL	Buck-1949-1110-533
Tryon-1995-1310-721	10.240	DRIP	DRIP	3748	DROP (OF A LIQUID)	Buck-1949-1110-534
Tryon-1995-1310-722	10.250	THROW	THROW	1456	THROW	Buck-1949-1110-535
Tryon-1995-1310-723	10.252	CATCH (BALL)	CATCH (BALL)	702	CATCH
Tryon-1995-1310-724	10.260	SHAKE	SHAKE	1909	SHAKE	Buck-1949-1110-536
Tryon-1995-1310-725	10.320	FLOW	FLOW	2003	FLOW	Buck-1949-1110-538
Tryon-1995-1310-726	10.330	SINK	SINK	1088	SINK (DESCEND)	Buck-1949-1110-539
Tryon-1995-1310-727	10.340	FLOAT	FLOAT	1574	FLOAT	Buck-1949-1110-540
Tryon-1995-1310-728	10.350	SWIM	SWIM	1439	SWIM	Buck-1949-1110-541
Tryon-1995-1310-729	10.351	DIVE	DIVE	119	DIVE
Tryon-1995-1310-730	10.352	SPLASH	SPLASH	365	SPLASH
Tryon-1995-1310-731	10.360	SAIL	SAIL	787	SAIL	Buck-1949-1110-542
Tryon-1995-1310-732	10.370	FLY (vb)	FLY (vb)	1441	FLY (MOVE THROUGH AIR)	Buck-1949-1110-543
Tryon-1995-1310-733	10.380	BLOW	BLOW	175	BLOW (OF WIND)	Buck-1949-1110-544
Tryon-1995-1310-734	10.410	CREEP, CRAWL	CREEP, CRAWL	3456	CRAWL OR CREEP	Buck-1949-1110-545
Tryon-1995-1310-735	10.412	KNEEL	KNEEL	66	KNEEL
Tryon-1995-1310-736	10.413	CROUCH	CROUCH	296	CROUCH
Tryon-1995-1310-737	10.420	SLIDE, SLIP	SLIDE, SLIP	1324	SLIP	Buck-1949-1110-546
Tryon-1995-1310-738	10.430	JUMP, LEAP	JUMP, LEAP	1829	JUMP	Buck-1949-1110-547
Tryon-1995-1310-739	10.431	KICK	KICK	1135	KICK
Tryon-1995-1310-740	10.440	DANCE	DANCE	1879	DANCE	Buck-1949-1110-548
Tryon-1995-1310-741	10.450	WALK	WALK	1443	WALK	Buck-1949-1110-549
Tryon-1995-1310-742	10.451	LIMP	LIMP	366	LIMP
Tryon-1995-1310-743	10.460	RUN	RUN	1519	RUN	Buck-1949-1110-550
Tryon-1995-1310-744	10.470	GO	GO	695	GO	Buck-1949-1110-551
Tryon-1995-1310-745	10.471	GO UP	GO UP	705	GO UP (ASCEND)
Tryon-1995-1310-746	10.472	CLIMB	CLIMB	1102	CLIMB
Tryon-1995-1310-747	10.473	GO DOWN	GO DOWN	2014	GO DOWN (DESCEND)
Tryon-1995-1310-748	10.474	GO OUT	GO OUT	1107	GO OUT
Tryon-1995-1310-749	10.480	COME	COME	1446	COME	Buck-1949-1110-552
Tryon-1995-1310-750	10.481	COME BACK	COME BACK	581	COME BACK
Tryon-1995-1310-751	10.490	GO AWAY, DEPART	GO AWAY, DEPART	1752	LEAVE	Buck-1949-1110-553
Tryon-1995-1310-752	10.491	DISAPPEAR	DISAPPEAR	485	DISAPPEAR
Tryon-1995-1310-753	10.510	FLEE	FLEE	956	FLEE	Buck-1949-1110-554
Tryon-1995-1310-754	10.520	FOLLOW	FOLLOW	1085	FOLLOW	Buck-1949-1110-555
Tryon-1995-1310-755	10.530	PURSUE	PURSUE	1047	PURSUE	Buck-1949-1110-556
Tryon-1995-1310-756	10.550	REACH, ARRIVE	REACH, ARRIVE	1387	ARRIVE	Buck-1949-1110-558
Tryon-1995-1310-757	10.560	APPROACH	APPROACH	1778	APPROACH	Buck-1949-1110-559
Tryon-1995-1310-758	10.570	ENTER	ENTER	749	ENTER	Buck-1949-1110-560
Tryon-1995-1310-759	10.610	CARRY (bear)	CARRY (bear)	700	CARRY	Buck-1949-1110-561
Tryon-1995-1310-760	10.612	CARRY-IN-HAND	CARRY-IN-HAND	412	CARRY IN HAND
Tryon-1995-1310-761	10.613	CARRY-ON-SHOULDER	CARRY-ON-SHOULDER	413	CARRY ON SHOULDER
Tryon-1995-1310-762	10.614	CARRY-ON-HEAD	CARRY-ON-HEAD	414	CARRY ON HEAD
Tryon-1995-1310-763	10.615	CARRY-UNDER-ARM	CARRY-UNDER-ARM	415	CARRY UNDER ARM
Tryon-1995-1310-764	10.620	BRING	BRING	692	BRING	Buck-1949-1110-562
Tryon-1995-1310-765	10.630	SEND	SEND	1127	SEND	Buck-1949-1110-563
Tryon-1995-1310-766	10.640	LEAD (v)	LEAD	43	LEAD (GUIDE)	Buck-1949-1110-564
Tryon-1995-1310-767	10.650	DRIVE	DRIVE	3290	IMPEL	Buck-1949-1110-565
Tryon-1995-1310-768	10.660	RIDE	RIDE	367	RIDE	Buck-1949-1110-566
Tryon-1995-1310-769	10.670	PUSH, SHOVE	PUSH, SHOVE	1452	PUSH	Buck-1949-1110-567
Tryon-1995-1310-770	10.710	ROAD	ROAD	667	ROAD	Buck-1949-1110-568
Tryon-1995-1310-771	10.720	PATH	PATH	2252	PATH	Buck-1949-1110-569
Tryon-1995-1310-772	10.740	BRIDGE	BRIDGE	1011	BRIDGE	Buck-1949-1110-571
Tryon-1995-1310-773	10.750	CARRIAGE, WAGON, CART	CARRIAGE, WAGON, CART	122	CART	Buck-1949-1110-572
Tryon-1995-1310-774	10.760	WHEEL	WHEEL	710	WHEEL	Buck-1949-1110-573
Tryon-1995-1310-775	10.770	AXLE	AXLE	1769	AXLE	Buck-1949-1110-574
Tryon-1995-1310-776	10.780	YOKE	YOKE	14	YOKE	Buck-1949-1110-575
Tryon-1995-1310-777	10.810	SHIP	SHIP	740	SHIP	Buck-1949-1110-576
Tryon-1995-1310-778	10.830	BOAT	BOAT	1844	BOAT	Buck-1949-1110-578
Tryon-1995-1310-779	10.831	CANOE	CANOE	1970	CANOE
Tryon-1995-1310-780	10.832	OUTRIGGER	OUTRIGGER	416	OUTRIGGER
Tryon-1995-1310-781	10.840	RAFT	RAFT	1664	RAFT	Buck-1949-1110-579
Tryon-1995-1310-782	10.850	OAR	OAR	3137	OAR	Buck-1949-1110-580
Tryon-1995-1310-783	10.851	PADDLE (n)	PADDLE (n)	234	PADDLE
Tryon-1995-1310-784	10.852	ROW (vb)	ROW (vb)	1849	ROW
Tryon-1995-1310-785	10.860	RUDDER	RUDDER	108	RUDDER	Buck-1949-1110-581
Tryon-1995-1310-786	10.870	MAST	MAST	184	MAST	Buck-1949-1110-582
Tryon-1995-1310-787	10.880	SAIL (n)	SAIL (n)	786	SAILCLOTH	Buck-1949-1110-583
Tryon-1995-1310-788	10.890	ANCHOR	ANCHOR	1870	ANCHOR	Buck-1949-1110-584
Tryon-1995-1310-789	10.910	HARBOR, PORT	HARBOR, PORT	610	PORT
Tryon-1995-1310-790	10.920	LAND (vb)	LAND (vb)	1922	LAND (DESCEND)
Tryon-1995-1310-791	11.110	HAVE	HAVE	773	HAVE	Buck-1949-1110-586
Tryon-1995-1310-792	11.120	OWN, POSSESS	OWN, POSSESS	684	OWN	Buck-1949-1110-587
Tryon-1995-1310-793	11.130	TAKE	TAKE	1749	TAKE	Buck-1949-1110-588
Tryon-1995-1310-794	11.140	SEIZE, GRASP	SEIZE, GRASP	855	SEIZE	Buck-1949-1110-589
Tryon-1995-1310-795	11.150	HOLD	HOLD	1448	HOLD	Buck-1949-1110-590
Tryon-1995-1310-796	11.160	GET, OBTAIN	GET, OBTAIN	694	GET	Buck-1949-1110-591
Tryon-1995-1310-797	11.170	KEEP, OBTAIN	KEEP, OBTAIN	1477	KEEP	Buck-1949-1110-592
Tryon-1995-1310-798	11.180	THING	THING	738	THING
Tryon-1995-1310-799	11.210	GIVE	GIVE	1447	GIVE	Buck-1949-1110-593
Tryon-1995-1310-800	11.220	GIVE BACK	GIVE BACK	85	GIVE BACK	Buck-1949-1110-594
Tryon-1995-1310-801	11.240	PRESERVE, LOOK AFTER	PRESERVE, LOOK AFTER	1997	PRESERVE	Buck-1949-1110-596
Tryon-1995-1310-802	11.250	SAVE, RESCUE	SAVE, RESCUE	2008	RESCUE	Buck-1949-1110-597
Tryon-1995-1310-803	11.270	DESTROY	DESTROY	681	DESTROY	Buck-1949-1110-599
Tryon-1995-1310-804	11.280	HARM, INJURE, DAMAGE	HARM, INJURE, DAMAGE	3195	DAMAGE OR INJURE	Buck-1949-1110-600
Tryon-1995-1310-805	11.310	SEEK, LOOK FOR	SEEK, LOOK FOR	1468	LOOK FOR	Buck-1949-1110-602
Tryon-1995-1310-806	11.320	FIND	FIND	719	FIND	Buck-1949-1110-603
Tryon-1995-1310-807	11.330	LOSE	LOSE	3072	MISPLACE	Buck-1949-1110-604
Tryon-1995-1310-808	11.340	RELEASE, LET GO	RELEASE, LET GO	1095	LET GO OR SET FREE	Buck-1949-1110-605
Tryon-1995-1310-809	11.430	MONEY	MONEY	1559	MONEY	Buck-1949-1110-608
Tryon-1995-1310-810	11.440	COIN	COIN	1867	COIN	Buck-1949-1110-609
Tryon-1995-1310-811	11.510	RICH	RICH	712	RICH	Buck-1949-1110-614
Tryon-1995-1310-812	11.520	POOR	POOR	1674	POOR	Buck-1949-1110-615
Tryon-1995-1310-813	11.530	BEGGAR	BEGGAR	1934	BEGGAR	Buck-1949-1110-616
Tryon-1995-1310-814	11.540	AVARICIOUS, STINGY	AVARICIOUS, STINGY	1774	STINGY	Buck-1949-1110-617
Tryon-1995-1310-815	11.610	LEND	LEND	582	LEND	Buck-1949-1110-622
Tryon-1995-1310-816	11.620	BORROW	BORROW	1823	BORROW	Buck-1949-1110-623
Tryon-1995-1310-817	11.630	OWE	OWE	369	OWE	Buck-1949-1110-624
Tryon-1995-1310-818	11.640	DEBT	DEBT	1914	DEBT	Buck-1949-1110-625
Tryon-1995-1310-819	11.650	PAY (vb)	PAY (vb)	718	PAY	Buck-1949-1110-626
Tryon-1995-1310-820	11.660	ACCOUNT, RECKONING	ACCOUNT, RECKONING	1081	BILL	Buck-1949-1110-627
Tryon-1995-1310-821	11.690	TAX, TRIBUTE	TAX, TRIBUTE	873	TAX	Buck-1949-1110-630
Tryon-1995-1310-822	11.770	HIRE	HIRE	856	HIRE	Buck-1949-1110-637
Tryon-1995-1310-823	11.780	WAGES	WAGES	1122	WAGES	Buck-1949-1110-638
Tryon-1995-1310-824	11.790	EARN	EARN	733	EARN
Tryon-1995-1310-825	11.810	BUY	BUY	1869	BUY	Buck-1949-1110-639
Tryon-1995-1310-826	11.820	SELL	SELL	1571	SELL	Buck-1949-1110-640
Tryon-1995-1310-827	11.830	TRADE, BARTER	TRADE, BARTER	2135	TRADE OR BARTER	Buck-1949-1110-641
Tryon-1995-1310-828	11.840	MERCHANT	MERCHANT	1082	MERCHANT	Buck-1949-1110-642
Tryon-1995-1310-829	11.850	MARKET (place)	MARKET (place)	633	MARKET	Buck-1949-1110-643
Tryon-1995-1310-830	11.860	STORE, SHOP	STORE, SHOP	752	STORE	Buck-1949-1110-644
Tryon-1995-1310-831	11.870	PRICE	PRICE	657	PRICE	Buck-1949-1110-645
Tryon-1995-1310-832	11.880	DEAR (costly, expensive)	DEAR (costly, expensive)	1426	EXPENSIVE	Buck-1949-1110-646
Tryon-1995-1310-833	11.890	CHEAP	CHEAP	1887	CHEAP	Buck-1949-1110-647
Tryon-1995-1310-834	11.910	SHARE (distribute)	SHARE (distribute)	884	SHARE	Buck-1949-1110-648
Tryon-1995-1310-835	11.920	WEIGH	WEIGH	1098	WEIGH
Tryon-1995-1310-836	12.010	AFTER	AFTER	1685	AFTER
Tryon-1995-1310-837	12.011	BEHIND	BEHIND	1686	BEHIND
Tryon-1995-1310-838	12.020	BESIDE	BESIDE	1816	BESIDE
Tryon-1995-1310-839	12.030	DOWN, BELOW	DOWN, BELOW	2094	DOWN OR BELOW
Tryon-1995-1310-840	12.040	BEFORE	BEFORE	1882	BEFORE
Tryon-1995-1310-841	12.041	FRONT	FRONT	2194	FRONT (PART)
Tryon-1995-1310-842	12.050	INSIDE, IN	INSIDE, IN	1606	INSIDE
Tryon-1995-1310-843	12.060	OUTSIDE	OUTSIDE	762	OUTSIDE
Tryon-1995-1310-844	12.070	UNDER	UNDER	1485	BELOW OR UNDER
Tryon-1995-1310-845	12.080	UP, ABOVE	UP, ABOVE	1741	ABOVE
Tryon-1995-1310-846	12.110	PLACE	PLACE	723	PLACE (POSITION)	Buck-1949-1110-649
Tryon-1995-1310-847	12.120	PUT	PUT	998	PUT	Buck-1949-1110-650
Tryon-1995-1310-848	12.130	SIT	SIT	1416	SIT	Buck-1949-1110-651
Tryon-1995-1310-849	12.140	LIE DOWN	LIE DOWN	215	LIE DOWN
Tryon-1995-1310-850	12.150	STAND	STAND	1442	STAND	Buck-1949-1110-652
Tryon-1995-1310-851	12.160	REMAIN, STAY	REMAIN, STAY	987	REMAIN	Buck-1949-1110-653
Tryon-1995-1310-852	12.170	REMAINS, LEFT OVERS	REMAINS, LEFT OVERS	838	REMAINS	Buck-1949-1110-654
Tryon-1995-1310-853	12.210	COLLECT, GATHER	COLLECT, GATHER	7	GATHER	Buck-1949-1110-657
Tryon-1995-1310-854	12.212	PICK UP	PICK UP	371	PICK UP
Tryon-1995-1310-855	12.213	PILE UP	PILE UP	1576	PILE UP
Tryon-1995-1310-856	12.220	JOIN, UNITE	JOIN, UNITE	1743	JOIN	Buck-1949-1110-658
Tryon-1995-1310-857	12.230	SEPARATE	SEPARATE	1359	SEPARATE	Buck-1949-1110-659
Tryon-1995-1310-858	12.232	DIVIDE	DIVIDE	1119	DIVIDE	Buck-1949-1110-660
Tryon-1995-1310-859	12.240	OPEN	OPEN	1156	OPEN	Buck-1949-1110-661
