ID	NUMBER	ENGLISH	GLOSS_IN_SOURCE	CONCEPTICON_ID	CONCEPTICON_GLOSS	BUCK_1949_1110
Tryon-1995-1310-860	12.250	SHUT, CLOSE	SHUT, CLOSE	1046	SHUT	Buck-1949-1110-662
Tryon-1995-1310-861	12.260	COVER	COVER	761	COVER	Buck-1949-1110-663
Tryon-1995-1310-862	12.270	HIDE, CONCEAL	HIDE, CONCEAL	602	HIDE (CONCEAL)	Buck-1949-1110-664
Tryon-1995-1310-863	12.310	HIGH	HIGH	1265	HIGH	Buck-1949-1110-665
Tryon-1995-1310-864	12.320	LOW	LOW	2191	LOW (HEIGHT)	Buck-1949-1110-666
Tryon-1995-1310-865	12.330	TOP	TOP	1753	TOP	Buck-1949-1110-667
Tryon-1995-1310-866	12.340	BOTTOM	BOTTOM	690	BOTTOM	Buck-1949-1110-668
Tryon-1995-1310-867	12.350	END	END	742	END (OF SPACE)	Buck-1949-1110-669
Tryon-1995-1310-868	12.352	POINTED	POINTED	372	POINTED	Buck-1949-1110-670
Tryon-1995-1310-869	12.353	EDGE	EDGE	863	EDGE	Buck-1949-1110-671
Tryon-1995-1310-870	12.360	SIDE	SIDE	682	SIDE	Buck-1949-1110-672
Tryon-1995-1310-871	12.370	MIDDLE, CENTRE	MIDDLE, CENTRE	1093	MIDDLE	Buck-1949-1110-673
Tryon-1995-1310-872	12.410	RIGHT (side)	RIGHT (side)	1019	RIGHT	Buck-1949-1110-675
Tryon-1995-1310-873	12.420	LEFT (side)	LEFT (side)	244	LEFT	Buck-1949-1110-676
Tryon-1995-1310-874	12.430	NEAR (adv)	NEAR (adv)	1942	NEAR	Buck-1949-1110-677
Tryon-1995-1310-875	12.440	FAR (adv)	FAR (adv)	1406	FAR	Buck-1949-1110-678
Tryon-1995-1310-876	12.450	EAST	EAST	1877	EAST	Buck-1949-1110-679
Tryon-1995-1310-877	12.460	WEST	WEST	1817	WEST	Buck-1949-1110-680
Tryon-1995-1310-878	12.470	NORTH	NORTH	1598	NORTH	Buck-1949-1110-681
Tryon-1995-1310-879	12.480	SOUTH	SOUTH	1595	SOUTH	Buck-1949-1110-682
Tryon-1995-1310-880	12.530	GROW	GROW	479	GROW	Buck-1949-1110-685
Tryon-1995-1310-881	12.540	MEASURE	MEASURE	1506	MEASURE	Buck-1949-1110-686
Tryon-1995-1310-882	12.541	SPAN, FATHOM	SPAN, FATHOM	81	FATHOM
Tryon-1995-1310-883	12.550	LARGE, BIG	LARGE, BIG	1202	BIG	Buck-1949-1110-687
Tryon-1995-1310-884	12.560	SMALL, LITTLE	SMALL, LITTLE	1246	SMALL	Buck-1949-1110-688
Tryon-1995-1310-885	12.570	LONG	LONG	1203	LONG	Buck-1949-1110-689
Tryon-1995-1310-886	12.580	TALL	TALL	711	TALL	Buck-1949-1110-690
Tryon-1995-1310-887	12.590	SHORT	SHORT	1645	SHORT	Buck-1949-1110-691
Tryon-1995-1310-888	12.610	WIDE, BROAD	WIDE, BROAD	1243	WIDE	Buck-1949-1110-692
Tryon-1995-1310-889	12.620	NARROW	NARROW	1267	NARROW	Buck-1949-1110-693
Tryon-1995-1310-890	12.630	THICK (in dimension)	THICK (in dimension)	1244	THICK	Buck-1949-1110-694
Tryon-1995-1310-891	12.650	THIN (in dimension)	THIN (in dimension)	2249	THIN (OF SHAPE OF OBJECT)	Buck-1949-1110-696
Tryon-1995-1310-892	12.670	DEEP	DEEP	1593	DEEP	Buck-1949-1110-698
Tryon-1995-1310-893	12.680	SHALLOW	SHALLOW	193	SHALLOW	Buck-1949-1110-699
Tryon-1995-1310-894	12.710	FLAT	FLAT	1633	FLAT	Buck-1949-1110-700
Tryon-1995-1310-895	12.730	STRAIGHT	STRAIGHT	1404	STRAIGHT	Buck-1949-1110-702
Tryon-1995-1310-896	12.740	CROOKED	CROOKED	297	CROOKED	Buck-1949-1110-703
Tryon-1995-1310-897	12.750	HOOK	HOOK	1071	HOOK	Buck-1949-1110-704
Tryon-1995-1310-898	12.760	CORNER	CORNER	192	CORNER	Buck-1949-1110-705
Tryon-1995-1310-899	12.770	CROSS	CROSS	1367	CROSS	Buck-1949-1110-706
Tryon-1995-1310-900	12.780	SQUARE	SQUARE	850	SQUARE	Buck-1949-1110-707
Tryon-1995-1310-901	12.810	ROUND	ROUND	1395	ROUND	Buck-1949-1110-708
Tryon-1995-1310-902	12.820	CIRCLE	CIRCLE	1467	CIRCLE	Buck-1949-1110-709
Tryon-1995-1310-903	12.830	SPHERE, BALL	SPHERE, BALL	1845	BALL	Buck-1949-1110-710
Tryon-1995-1310-904	12.840	LINE	LINE	1048	LINE	Buck-1949-1110-711
Tryon-1995-1310-905	12.850	HOLE	HOLE	1667	HOLE	Buck-1949-1110-712
Tryon-1995-1310-906	12.920	LIKE, SIMILAR	LIKE, SIMILAR	1558	SIMILAR	Buck-1949-1110-714
Tryon-1995-1310-907	12.930	CHANGE	CHANGE	1264	CHANGE	Buck-1949-1110-715
Tryon-1995-1310-908	13.000	ZERO, NOTHING	ZERO, NOTHING	3198	NOTHING OR ZERO
Tryon-1995-1310-909	13.010	ONE	ONE	1493	ONE
Tryon-1995-1310-910	13.020	TWO	TWO	1498	TWO
Tryon-1995-1310-911	13.030	THREE	THREE	492	THREE
Tryon-1995-1310-912	13.040	FOUR	FOUR	1500	FOUR
Tryon-1995-1310-913	13.050	FIVE	FIVE	493	FIVE
Tryon-1995-1310-914	13.060	SIX	SIX	1703	SIX
Tryon-1995-1310-915	13.070	SEVEN	SEVEN	1704	SEVEN
Tryon-1995-1310-916	13.080	EIGHT	EIGHT	1705	EIGHT
Tryon-1995-1310-917	13.090	NINE	NINE	1483	NINE
Tryon-1995-1310-918	13.100	TEN	TEN	1515	TEN
Tryon-1995-1310-919	13.101	ELEVEN	ELEVEN	1706	ELEVEN
Tryon-1995-1310-920	13.102	TWELVE	TWELVE	1707	TWELVE
Tryon-1995-1310-921	13.103	FIFTEEN	FIFTEEN	1709	FIFTEEN
Tryon-1995-1310-922	13.104	TWENTY	TWENTY	1710	TWENTY
Tryon-1995-1310-923	13.105	HUNDRED	HUNDRED	1634	HUNDRED
Tryon-1995-1310-924	13.106	THOUSAND	THOUSAND	1843	THOUSAND
Tryon-1995-1310-925	13.107	COUNT	COUNT	1420	COUNT
Tryon-1995-1310-926	13.140	EVERY, ALL	EVERY, ALL	98	ALL	Buck-1949-1110-720
Tryon-1995-1310-927	13.150	MUCH, MANY	MUCH, MANY	1198	MANY	Buck-1949-1110-721
Tryon-1995-1310-928	13.160	MORE	MORE	1992	MORE	Buck-1949-1110-722
Tryon-1995-1310-929	13.170	LITTLE (quantity), FEW	LITTLE (quantity), FEW	1242	FEW	Buck-1949-1110-724
Tryon-1995-1310-930	13.180	ENOUGH	ENOUGH	1881	ENOUGH	Buck-1949-1110-725
Tryon-1995-1310-931	13.181	SOME	SOME	1241	SOME
Tryon-1995-1310-932	13.190	MULTITUDE, CROWD	MULTITUDE, CROWD	2023	CROWD	Buck-1949-1110-726
Tryon-1995-1310-933	13.210	FULL	FULL	1429	FULL	Buck-1949-1110-727
Tryon-1995-1310-934	13.220	EMPTY	EMPTY	1624	EMPTY	Buck-1949-1110-728
Tryon-1995-1310-935	13.230	PART, PIECE	PART, PIECE	779	PART	Buck-1949-1110-729
Tryon-1995-1310-936	13.240	HALF	HALF	816	HALF	Buck-1949-1110-730
Tryon-1995-1310-937	13.330	ALONE, ONLY	ALONE, ONLY	1580	ONLY	Buck-1949-1110-732
Tryon-1995-1310-938	13.340	FIRST	FIRST	728	FIRST	Buck-1949-1110-733
Tryon-1995-1310-939	13.350	LAST	LAST	1529	LAST (FINAL)	Buck-1949-1110-734
Tryon-1995-1310-940	13.360	SECOND	SECOND	1384	SECOND
Tryon-1995-1310-941	13.370	PAIR	PAIR	1888	PAIR
Tryon-1995-1310-942	13.380	TWO TIMES	TWO TIMES	1546	TWICE
Tryon-1995-1310-943	13.420	THIRD	THIRD	1859	THIRD	Buck-1949-1110-736
Tryon-1995-1310-944	13.440	THREE TIMES	THREE TIMES	417	THREE TIMES	Buck-1949-1110-738
Tryon-1995-1310-945	14.110	TIME	TIME	892	TIME	Buck-1949-1110-747
Tryon-1995-1310-946	14.120	AGE	AGE	1789	AGE	Buck-1949-1110-748
Tryon-1995-1310-947	14.130	NEW	NEW	1231	NEW	Buck-1949-1110-749
Tryon-1995-1310-948	14.140	YOUNG	YOUNG	1207	YOUNG	Buck-1949-1110-750
Tryon-1995-1310-949	14.150	OLD	OLD	1229	OLD	Buck-1949-1110-751
Tryon-1995-1310-950	14.160	EARLY	EARLY	672	EARLY	Buck-1949-1110-752
Tryon-1995-1310-951	14.170	LATE	LATE	477	LATE	Buck-1949-1110-753
Tryon-1995-1310-952	14.180	NOW	NOW	1376	NOW	Buck-1949-1110-754
Tryon-1995-1310-953	14.190	IMMEDIATELY	IMMEDIATELY	1963	IMMEDIATELY	Buck-1949-1110-755
Tryon-1995-1310-954	14.210	SWIFT, FAST, QUICK	SWIFT, FAST, QUICK	1631	FAST	Buck-1949-1110-756
Tryon-1995-1310-955	14.220	SLOW	SLOW	701	SLOW	Buck-1949-1110-757
Tryon-1995-1310-956	14.230	HASTEN, HURRY	HASTEN, HURRY	754	HURRY	Buck-1949-1110-758
Tryon-1995-1310-957	14.240	RETARD, DELAY	RETARD, DELAY	425	BE LATE	Buck-1949-1110-759
Tryon-1995-1310-958	14.250	BEGIN, BEGINNING	BEGIN, BEGINNING	1806	BEGIN	Buck-1949-1110-760
Tryon-1995-1310-959	14.252	LAST, ENDURE	LAST, ENDURE	1186	LAST (ENDURE)	Buck-1949-1110-761
Tryon-1995-1310-960	14.260	END (temporal)	END (temporal)	743	END (OF TIME)	Buck-1949-1110-762
Tryon-1995-1310-961	14.270	FINISH	FINISH	1766	FINISH	Buck-1949-1110-763
Tryon-1995-1310-962	14.280	CEASE, STOP	CEASE, STOP	1928	CEASE	Buck-1949-1110-764
Tryon-1995-1310-963	14.290	READY	READY	790	READY	Buck-1949-1110-765
Tryon-1995-1310-964	14.310	ALWAYS	ALWAYS	1676	ALWAYS	Buck-1949-1110-766
Tryon-1995-1310-965	14.320	OFTEN	OFTEN	1852	OFTEN	Buck-1949-1110-767
Tryon-1995-1310-966	14.330	SOMETIMES	SOMETIMES	1544	SOMETIMES	Buck-1949-1110-768
Tryon-1995-1310-967	14.331	SOON	SOON	703	SOON
Tryon-1995-1310-968	14.332	LONG TIME (for a)	LONG TIME (for a)	418	FOR A LONG TIME
Tryon-1995-1310-969	14.340	NEVER	NEVER	1656	NEVER	Buck-1949-1110-769
Tryon-1995-1310-970	14.350	AGAIN	AGAIN	204	AGAIN	Buck-1949-1110-770
Tryon-1995-1310-971	14.410	DAY	DAY	1225	DAY (NOT NIGHT)	Buck-1949-1110-771
Tryon-1995-1310-972	14.420	NIGHT	NIGHT	1233	NIGHT	Buck-1949-1110-772
Tryon-1995-1310-973	14.430	DAWN	DAWN	729	DAWN	Buck-1949-1110-773
Tryon-1995-1310-974	14.440	MORNING	MORNING	1339	MORNING	Buck-1949-1110-774
Tryon-1995-1310-975	14.450	NOON, MIDDAY	NOON, MIDDAY	12	MIDDAY	Buck-1949-1110-775
Tryon-1995-1310-976	14.451	AFTERNOON	AFTERNOON	1807	AFTERNOON
Tryon-1995-1310-977	14.460	EVENING	EVENING	1629	EVENING	Buck-1949-1110-776
Tryon-1995-1310-978	14.470	TODAY	TODAY	1283	TODAY	Buck-1949-1110-777
Tryon-1995-1310-979	14.480	TOMORROW	TOMORROW	1329	TOMORROW	Buck-1949-1110-778
Tryon-1995-1310-980	14.481	DAY-AFTER-TOMORROW	DAY-AFTER-TOMORROW	1179	DAY AFTER TOMORROW
Tryon-1995-1310-981	14.490	YESTERDAY	YESTERDAY	1174	YESTERDAY	Buck-1949-1110-779
Tryon-1995-1310-982	14.491	DAY-BEFORE-YESTERDAY	DAY-BEFORE-YESTERDAY	1180	DAY BEFORE YESTERDAY
Tryon-1995-1310-983	14.510	HOUR	HOUR	1353	HOUR	Buck-1949-1110-780
Tryon-1995-1310-984	14.530	CLOCK, TIMEPIECE	CLOCK, TIMEPIECE	1323	CLOCK	Buck-1949-1110-781
Tryon-1995-1310-985	14.610	WEEK	WEEK	1469	WEEK	Buck-1949-1110-782
Tryon-1995-1310-986	14.620	SUNDAY	SUNDAY	1699	SUNDAY	Buck-1949-1110-783
Tryon-1995-1310-987	14.630	MONDAY	MONDAY	1697	MONDAY	Buck-1949-1110-784
Tryon-1995-1310-988	14.640	TUESDAY	TUESDAY	1695	TUESDAY	Buck-1949-1110-785
Tryon-1995-1310-989	14.650	WEDNESDAY	WEDNESDAY	1694	WEDNESDAY	Buck-1949-1110-786
Tryon-1995-1310-990	14.660	THURSDAY	THURSDAY	1693	THURSDAY	Buck-1949-1110-787
Tryon-1995-1310-991	14.670	FRIDAY	FRIDAY	1692	FRIDAY	Buck-1949-1110-788
Tryon-1995-1310-992	14.680	SATURDAY	SATURDAY	1700	SATURDAY	Buck-1949-1110-789
Tryon-1995-1310-993	14.710	MONTH	MONTH	1370	MONTH	Buck-1949-1110-790
Tryon-1995-1310-994	14.730	YEAR	YEAR	1226	YEAR	Buck-1949-1110-791
Tryon-1995-1310-995	14.740	WINTER	WINTER	1471	WINTER	Buck-1949-1110-792
Tryon-1995-1310-996	14.750	SPRING	SPRING	1537	SPRINGTIME	Buck-1949-1110-793
Tryon-1995-1310-997	14.760	SUMMER	SUMMER	1342	SUMMER	Buck-1949-1110-794
Tryon-1995-1310-998	14.770	AUTUMN	AUTUMN	1276	AUTUMN	Buck-1949-1110-795
Tryon-1995-1310-999	14.780	SEASON	SEASON	691	SEASON	Buck-1949-1110-796
Tryon-1995-1310-1000	15.210	SMELL (vb intrans)	SMELL (vb intrans)	1587	SMELL (STINK)
Tryon-1995-1310-1001	15.212	SNIFF	SNIFF	375	SNIFF
Tryon-1995-1310-1002	15.220	SMELL (vb trans)	SMELL (vb trans)	1586	SMELL (PERCEIVE)
Tryon-1995-1310-1003	15.250	FRAGRANT, GOOD SMELLING	FRAGRANT, GOOD SMELLING	376	FRAGRANT	Buck-1949-1110-798
Tryon-1995-1310-1004	15.260	STINKING, BAD SMELLING	STINKING, BAD SMELLING	42	STINKING	Buck-1949-1110-799
Tryon-1995-1310-1005	15.310	TASTE	TASTE	21	TASTE (SOMETHING)
Tryon-1995-1310-1006	15.350	SWEET	SWEET	717	SWEET	Buck-1949-1110-800
Tryon-1995-1310-1007	15.360	SALTY	SALTY	1091	SALTY	Buck-1949-1110-801
Tryon-1995-1310-1008	15.370	BITTER	BITTER	887	BITTER	Buck-1949-1110-802
Tryon-1995-1310-1009	15.380	ACID, SOUR	ACID, SOUR	1906	SOUR	Buck-1949-1110-803
Tryon-1995-1310-1010	15.390	BRACKISH	BRACKISH	70	BRACKISH
Tryon-1995-1310-1011	15.410	HEAR	HEAR	1408	HEAR	Buck-1949-1110-804
Tryon-1995-1310-1012	15.420	LISTEN	LISTEN	1608	LISTEN	Buck-1949-1110-805
Tryon-1995-1310-1013	15.440	SOUND, NOISE	SOUND, NOISE	1811	SOUND OR NOISE	Buck-1949-1110-807
Tryon-1995-1310-1014	15.450	LOUD	LOUD	377	LOUD	Buck-1949-1110-808
Tryon-1995-1310-1015	15.460	QUIET, SILENCE	QUIET, SILENCE	3458	SILENCE
Tryon-1995-1310-1016	15.510	SEE	SEE	1409	SEE	Buck-1949-1110-809
Tryon-1995-1310-1017	15.520	LOOK, LOOK AT	LOOK, LOOK AT	1819	LOOK	Buck-1949-1110-810
Tryon-1995-1310-1018	15.550	SHOW	SHOW	1039	SHOW	Buck-1949-1110-813
Tryon-1995-1310-1019	15.560	SHINE	SHINE	708	SHINE	Buck-1949-1110-814
Tryon-1995-1310-1020	15.570	BRIGHT	BRIGHT	679	BRIGHT	Buck-1949-1110-815
Tryon-1995-1310-1021	15.610	COLOUR	COLOUR	1613	COLOR	Buck-1949-1110-816
Tryon-1995-1310-1022	15.620	LIGHT (in colour)	LIGHT (in colour)	250	LIGHT (COLOR)	Buck-1949-1110-817
Tryon-1995-1310-1023	15.630	DARK (in colour)	DARK (in colour)	706	DARK	Buck-1949-1110-818
Tryon-1995-1310-1024	15.640	WHITE	WHITE	1335	WHITE	Buck-1949-1110-819
Tryon-1995-1310-1025	15.650	BLACK	BLACK	163	BLACK	Buck-1949-1110-820
Tryon-1995-1310-1026	15.660	RED	RED	156	RED	Buck-1949-1110-821
Tryon-1995-1310-1027	15.670	BLUE	BLUE	837	BLUE	Buck-1949-1110-822
Tryon-1995-1310-1028	15.680	GREEN	GREEN	1425	GREEN	Buck-1949-1110-823
Tryon-1995-1310-1029	15.690	YELLOW	YELLOW	1424	YELLOW	Buck-1949-1110-824
Tryon-1995-1310-1030	15.710	TOUCH	TOUCH	1892	TOUCH	Buck-1949-1110-825
Tryon-1995-1310-1031	15.712	PINCH	PINCH	378	PINCH
Tryon-1995-1310-1032	15.720	FEEL	FEEL	1079	FEEL	Buck-1949-1110-826
Tryon-1995-1310-1033	15.740	HARD	HARD	1884	HARD	Buck-1949-1110-828
Tryon-1995-1310-1034	15.750	SOFT	SOFT	1856	SOFT	Buck-1949-1110-829
Tryon-1995-1310-1035	15.760	ROUGH	ROUGH	1923	ROUGH	Buck-1949-1110-830
Tryon-1995-1310-1036	15.770	SMOOTH	SMOOTH	1234	SMOOTH	Buck-1949-1110-831
Tryon-1995-1310-1037	15.780	SHARP	SHARP	1396	SHARP	Buck-1949-1110-832
Tryon-1995-1310-1038	15.790	BLUNT, DULL	BLUNT, DULL	379	BLUNT	Buck-1949-1110-833
Tryon-1995-1310-1039	15.810	HEAVY	HEAVY	1210	HEAVY	Buck-1949-1110-834
Tryon-1995-1310-1040	15.820	LIGHT (in weight)	LIGHT (in weight)	1052	LIGHT (WEIGHT)	Buck-1949-1110-835
Tryon-1995-1310-1041	15.830	WET, DAMP	WET, DAMP	1726	WET	Buck-1949-1110-836
Tryon-1995-1310-1042	15.840	DRY	DRY	1398	DRY	Buck-1949-1110-837
Tryon-1995-1310-1043	15.850	HOT	HOT	1286	HOT	Buck-1949-1110-838
Tryon-1995-1310-1044	15.851	WARM	WARM	1232	WARM
Tryon-1995-1310-1045	15.860	COLD	COLD	1287	COLD	Buck-1949-1110-839
Tryon-1995-1310-1046	15.870	CLEAN	CLEAN	704	CLEAN	Buck-1949-1110-840
Tryon-1995-1310-1047	15.880	DIRTY, SOILED	DIRTY, SOILED	1230	DIRTY	Buck-1949-1110-841
Tryon-1995-1310-1048	15.890	WRINKLED	WRINKLED	380	WRINKLED
Tryon-1995-1310-1049	16.110	SOUL, SPIRIT	SOUL, SPIRIT	811	SOUL	Buck-1949-1110-842
Tryon-1995-1310-1050	16.150	SURPRISED, ASTONISHED	SURPRISED, ASTONISHED	1572	SURPRISED	Buck-1949-1110-846
Tryon-1995-1310-1051	16.180	GOOD FORTUNE, LUCK	GOOD FORTUNE, LUCK	720	GOOD LUCK	Buck-1949-1110-849
Tryon-1995-1310-1052	16.190	MISFORTUNE, BAD LUCK	MISFORTUNE, BAD LUCK	56	BAD LUCK	Buck-1949-1110-850
Tryon-1995-1310-1053	16.230	JOYFUL, GLAD, HAPPY	JOYFUL, GLAD, HAPPY	1495	HAPPY	Buck-1949-1110-854
Tryon-1995-1310-1054	16.250	LAUGH	LAUGH	1355	LAUGH	Buck-1949-1110-856
Tryon-1995-1310-1055	16.251	SMILE	SMILE	1451	SMILE
Tryon-1995-1310-1056	16.260	PLAY	PLAY	1413	PLAY	Buck-1949-1110-857
Tryon-1995-1310-1057	16.270	LOVE	LOVE	923	LOVE	Buck-1949-1110-858
Tryon-1995-1310-1058	16.290	KISS	KISS	578	KISS	Buck-1949-1110-860
Tryon-1995-1310-1059	16.300	EMBRACE	EMBRACE	928	EMBRACE
Tryon-1995-1310-1060	16.310	PAIN	PAIN	1783	PAIN	Buck-1949-1110-861
Tryon-1995-1310-1061	16.320	GRIEF, SORROW, SADNESS	GRIEF, SORROW, SADNESS	1668	GRIEF	Buck-1949-1110-862
Tryon-1995-1310-1062	16.330	ANXIETY, WORRY	ANXIETY, WORRY	1000	ANXIETY	Buck-1949-1110-863
Tryon-1995-1310-1063	16.340	REGRET, BE SORRY	REGRET, BE SORRY	1875	REGRET	Buck-1949-1110-864
Tryon-1995-1310-1064	16.350	PITY	PITY	1141	PITY	Buck-1949-1110-865
Tryon-1995-1310-1065	16.370	CRY, WEEP	CRY, WEEP	1839	CRY	Buck-1949-1110-867
Tryon-1995-1310-1066	16.380	TEAR (n)	TEAR (n)	1651	TEAR (OF EYE)	Buck-1949-1110-868
Tryon-1995-1310-1067	16.390	GROAN	GROAN	716	GROAN	Buck-1949-1110-869
Tryon-1995-1310-1068	16.410	HATE	HATE	3749	HATE (LOATHING)	Buck-1949-1110-870
Tryon-1995-1310-1069	16.420	ANGER	ANGER	82	ANGER	Buck-1949-1110-871
Tryon-1995-1310-1070	16.440	ENVY, JEALOUSY	ENVY, JEALOUSY	40	ENVY	Buck-1949-1110-873
Tryon-1995-1310-1071	16.450	SHAME (n)	SHAME (n)	1776	SHAME	Buck-1949-1110-874
Tryon-1995-1310-1072	16.480	PROUD	PROUD	174	PROUD	Buck-1949-1110-877
Tryon-1995-1310-1073	16.510	DARE	DARE	1779	DARE	Buck-1949-1110-878
Tryon-1995-1310-1074	16.520	BRAVE	BRAVE	3	BRAVE	Buck-1949-1110-879
Tryon-1995-1310-1075	16.530	FEAR, FRIGHT	FEAR, FRIGHT	781	FEAR (FRIGHT)	Buck-1949-1110-880
Tryon-1995-1310-1076	16.540	DANGER	DANGER	1810	DANGER	Buck-1949-1110-881
Tryon-1995-1310-1077	16.620	DESIRE, WANT	DESIRE, WANT	1784	WANT	Buck-1949-1110-884
Tryon-1995-1310-1078	16.622	CHOOSE	CHOOSE	1750	CHOOSE
Tryon-1995-1310-1079	16.630	HOPE	HOPE	3211	HOPE (FAITH)	Buck-1949-1110-885
Tryon-1995-1310-1080	16.650	FAITHFUL	FAITHFUL	100	FAITHFUL	Buck-1949-1110-887
Tryon-1995-1310-1081	16.660	TRUE	TRUE	1657	TRUE	Buck-1949-1110-888
Tryon-1995-1310-1082	16.670	LIE, TELL LIES	LIE, TELL LIES	2826	LIE (FALSEHOOD)	Buck-1949-1110-889
Tryon-1995-1310-1083	16.680	DECEIT	DECEIT	13	DECEIT	Buck-1949-1110-890
Tryon-1995-1310-1084	16.690	FORGIVE	FORGIVE	1528	FORGIVE	Buck-1949-1110-891
Tryon-1995-1310-1085	16.710	GOOD	GOOD	1035	GOOD	Buck-1949-1110-892
Tryon-1995-1310-1086	16.720	BAD	BAD	1292	BAD	Buck-1949-1110-893
Tryon-1995-1310-1087	16.730	RIGHT, CORRECT	RIGHT, CORRECT	1725	CORRECT (RIGHT)	Buck-1949-1110-894
Tryon-1995-1310-1088	16.740	WRONG	WRONG	1390	WRONG	Buck-1949-1110-895
Tryon-1995-1310-1089	16.760	FAULT	FAULT	134	FAULT	Buck-1949-1110-897
Tryon-1995-1310-1090	16.770	MISTAKE, ERROR	MISTAKE, ERROR	1293	MISTAKE	Buck-1949-1110-898
Tryon-1995-1310-1091	16.780	BLAME	BLAME	381	BLAME	Buck-1949-1110-899
Tryon-1995-1310-1092	16.790	PRAISE	PRAISE	1687	PRAISE	Buck-1949-1110-900
Tryon-1995-1310-1093	16.810	BEAUTIFUL	BEAUTIFUL	1427	BEAUTIFUL	Buck-1949-1110-901
Tryon-1995-1310-1094	16.820	UGLY	UGLY	1548	UGLY	Buck-1949-1110-902
Tryon-1995-1310-1095	16.830	GREEDY	GREEDY	2018	GREEDY
Tryon-1995-1310-1096	16.840	CLEVER	CLEVER	1310	CLEVER
Tryon-1995-1310-1097	17.110	MIND	MIND	1562	MIND	Buck-1949-1110-903
Tryon-1995-1310-1098	17.130	THINK (= reflect)	THINK (= reflect)	1415	THINK (REFLECT)
Tryon-1995-1310-1099	17.140	THINK (= be of the opinion)	THINK (= be of the opinion)	1513	THINK (BELIEVE)	Buck-1949-1110-905
Tryon-1995-1310-1100	17.150	BELIEVE	BELIEVE	1890	BELIEVE	Buck-1949-1110-906
Tryon-1995-1310-1101	17.160	UNDERSTAND	UNDERSTAND	1536	UNDERSTAND	Buck-1949-1110-907
Tryon-1995-1310-1102	17.170	KNOW	KNOW	3626	KNOW	Buck-1949-1110-908
Tryon-1995-1310-1103	17.171	GUESS	GUESS	1932	GUESS
Tryon-1995-1310-1104	17.172	IMITATE	IMITATE	117	IMITATE
Tryon-1995-1310-1105	17.180	SEEM	SEEM	1521	SEEM	Buck-1949-1110-909
Tryon-1995-1310-1106	17.190	IDEA, NOTION	IDEA, NOTION	1609	IDEA	Buck-1949-1110-910
Tryon-1995-1310-1107	17.210	WISE	WISE	698	WISE	Buck-1949-1110-911
Tryon-1995-1310-1108	17.220	FOOLISH, STUPID	FOOLISH, STUPID	1518	STUPID	Buck-1949-1110-912
Tryon-1995-1310-1109	17.230	INSANE, CRAZY	INSANE, CRAZY	1899	MAD	Buck-1949-1110-913
Tryon-1995-1310-1110	17.240	LEARN	LEARN	504	LEARN	Buck-1949-1110-914
Tryon-1995-1310-1111	17.242	STUDY	STUDY	1929	STUDY	Buck-1949-1110-915
Tryon-1995-1310-1112	17.250	TEACH	TEACH	709	TEACH	Buck-1949-1110-916
Tryon-1995-1310-1113	17.260	PUPIL	PUPIL	753	PUPIL (STUDENT)	Buck-1949-1110-917
Tryon-1995-1310-1114	17.270	TEACHER	TEACHER	1038	TEACHER	Buck-1949-1110-918
Tryon-1995-1310-1115	17.280	SCHOOL	SCHOOL	673	SCHOOL	Buck-1949-1110-919
Tryon-1995-1310-1116	17.310	REMEMBER	REMEMBER	707	REMEMBER	Buck-1949-1110-920
Tryon-1995-1310-1117	17.320	FORGET	FORGET	1523	FORGET	Buck-1949-1110-921
Tryon-1995-1310-1118	17.340	CLEAR, PLAIN	CLEAR, PLAIN	989	CLEAR	Buck-1949-1110-923
Tryon-1995-1310-1119	17.350	OBSCURE	OBSCURE	1764	OBSCURE	Buck-1949-1110-924
Tryon-1995-1310-1120	17.360	SECRET	SECRET	1121	SECRET	Buck-1949-1110-925
Tryon-1995-1310-1121	17.370	SURE, CERTAIN	SURE, CERTAIN	509	CERTAIN	Buck-1949-1110-926
Tryon-1995-1310-1122	17.380	EXPLAIN	EXPLAIN	1626	EXPLAIN	Buck-1949-1110-927
Tryon-1995-1310-1123	17.410	INTENTION, PURPOSE	INTENTION, PURPOSE	1162	INTENTION	Buck-1949-1110-929
Tryon-1995-1310-1124	17.420	CAUSE	CAUSE	860	CAUSE	Buck-1949-1110-930
Tryon-1995-1310-1125	17.430	DOUBT	DOUBT	1308	DOUBT	Buck-1949-1110-931
Tryon-1995-1310-1126	17.440	SUSPECT	SUSPECT	3197	SUSPICION	Buck-1949-1110-932
Tryon-1995-1310-1127	17.441	BETRAY	BETRAY	1902	BETRAY
Tryon-1995-1310-1128	17.450	NEED, NECESSITY	NEED, NECESSITY	643	NEED (NOUN)
Tryon-1995-1310-1129	17.460	EASY	EASY	686	EASY
Tryon-1995-1310-1130	17.470	DIFFICULT	DIFFICULT	584	DIFFICULT
Tryon-1995-1310-1131	17.480	TRY, ATTEMPT	TRY, ATTEMPT	1812	TRY
Tryon-1995-1310-1132	17.490	WAY, MANNER	WAY, MANNER	488	MANNER
Tryon-1995-1310-1133	17.510	AND	AND	1577	AND
Tryon-1995-1310-1134	17.520	BECAUSE	BECAUSE	1157	BECAUSE
Tryon-1995-1310-1135	17.530	IF	IF	1459	IF
Tryon-1995-1310-1136	17.540	OR	OR	1014	OR
Tryon-1995-1310-1137	17.550	YES, AFFIRMATIVE	YES, AFFIRMATIVE	1268	YES
