ID	NUMBER	ENGLISH	DATABASE_ID	SEMANTIC_CATEGORY	LIST	CONCEPTICON_ID	CONCEPTICON_GLOSS
Bowern-2021-203c-25	25	boomerang (small) 	770	subsistence tool	Culture Vocabulary		
Bowern-2021-203c-26	26	boomerang/throwing stick (generic) 	768	subsistence tool	Culture Vocabulary		
Bowern-2021-203c-27	27	bottle 	618	acculturation	Culture Vocabulary	1321	BOTTLE
Bowern-2021-203c-28	28	bottom grinding stone 	375	manufacture	Culture Vocabulary	3023	BOTTOM GRINDSTONE
Bowern-2021-203c-29	29	bow 	615	subsistence tool	Culture Vocabulary	994	BOW
Bowern-2021-203c-30	30	bowl (coolamon) 	771	culture-material	Culture Vocabulary	1530	BOWL
Bowern-2021-203c-31	31	broom 	714	culture-material	Culture Vocabulary	245	BROOM
Bowern-2021-203c-32	32	canoe 	616	transport	Culture Vocabulary	1970	CANOE
Bowern-2021-203c-33	33	carrying net 	617	subsistence tool	Culture Vocabulary	293	NETBAG
Bowern-2021-203c-34	34	cat 	702	acculturation	Culture Vocabulary	1208	CAT
Bowern-2021-203c-35	35	chicken 	632	acculturation	Culture Vocabulary	1318	CHICKEN
Bowern-2021-203c-36	36	chief/leader 	715	culture-mythology	Culture Vocabulary	301	CHIEFTAIN
Bowern-2021-203c-37	37	cicatrice 	772	culture-mythology	Culture Vocabulary		
Bowern-2021-203c-38	38	clapper 	705	acculturation	Culture Vocabulary		
Bowern-2021-203c-39	39	clapsticks 	773	culture-mythology	Culture Vocabulary		
Bowern-2021-203c-40	40	clothing 	676	culture-mythology	Culture Vocabulary	1895	CLOTHES
Bowern-2021-203c-41	41	club 	621	subsistence tool	Culture Vocabulary	1763	CLUB
Bowern-2021-203c-42	42	club (nulla-nulla) 	774	subsistence tool	Culture Vocabulary		
Bowern-2021-203c-43	43	coca 	153	flora-fauna	Culture Vocabulary	137	COCA
Bowern-2021-203c-44	44	coca 	717	narcotics	Culture Vocabulary	137	COCA
Bowern-2021-203c-45	45	cook food 	623	food	Culture Vocabulary	1100	COOK (SOMETHING)
Bowern-2021-203c-46	46	cook in earth oven 	775	food	Culture Vocabulary		
Bowern-2021-203c-47	47	corn 	700	food	Culture Vocabulary	605	GRAIN
Bowern-2021-203c-48	48	corpse 	624	food	Culture Vocabulary		
Bowern-2021-203c-49	49	cradleboard 	697	culture-material	Culture Vocabulary		
Bowern-2021-203c-50	50	cremate 	689	culture-mythology	Culture Vocabulary		
Bowern-2021-203c-51	51	Curupira (spirit type) 	718	culture-mythology	Culture Vocabulary		
Bowern-2021-203c-52	52	damper 	776	food	Culture Vocabulary		
Bowern-2021-203c-53	53	dance (generic) 	625	culture-mythology	Culture Vocabulary	3472	DANCE (MOVEMENT)
Bowern-2021-203c-54	54	dart (blowgun) 	719	subsistence tool	Culture Vocabulary	2587	DARTS
Bowern-2021-203c-55	55	Datura wrightii 	653	narcotics	Culture Vocabulary		
Bowern-2021-203c-56	56	deity/powerful spirit/culture figure 	720	culture-mythology	Culture Vocabulary	3231	DEITY
Bowern-2021-203c-57	57	digging stick 	627	subsistence tool	Culture Vocabulary	339	DIGGING STICK
Bowern-2021-203c-58	58	dipper 	628	subsistence tool	Culture Vocabulary		
Bowern-2021-203c-59	59	dipper (small coolamon) 	777	subsistence tool	Culture Vocabulary		
Bowern-2021-203c-60	60	dream 	629	culture-mythology	Culture Vocabulary	1920	DREAM (SOMETHING)
Bowern-2021-203c-61	61	dream	397	mental	Culture Vocabulary	1920	DREAM (SOMETHING)
Bowern-2021-203c-62	62	dreaming 	778	culture-mythology	Culture Vocabulary	1920	DREAM (SOMETHING)
Bowern-2021-203c-63	63	drone pipe 	630	culture-mythology	Culture Vocabulary		
Bowern-2021-203c-64	64	drum 	631	culture-mythology	Culture Vocabulary	908	DRUM
Bowern-2021-203c-65	65	drum (large signal) 	829	culture	Culture Vocabulary		
Bowern-2021-203c-66	66	earring 	633	other	Culture Vocabulary	770	EARRING
Bowern-2021-203c-67	67	earth oven 	818	food	Culture Vocabulary		
Bowern-2021-203c-68	68	fan 	721	subsistence tool	Culture Vocabulary	1971	FAN (OBJECT)
Bowern-2021-203c-69	69	feather headband 	604	dress	Culture Vocabulary		
Bowern-2021-203c-70	70	feather headdress 	722	culture-mythology	Culture Vocabulary		
Bowern-2021-203c-71	71	fence, palisade 	742	other	Culture Vocabulary	1690	FENCE
Bowern-2021-203c-72	72	fermented drink 	830	culture	Culture Vocabulary		
Bowern-2021-203c-73	73	fetish, charm 	723	culture-mythology	Culture Vocabulary	2804	AMULET
Bowern-2021-203c-74	74	fire drill 	635	subsistence tool	Culture Vocabulary		
Bowern-2021-203c-75	75	fire-saw 	779	other	Culture Vocabulary		
Bowern-2021-203c-76	76	fire-tender 	636	culture-mythology	Culture Vocabulary		
Bowern-2021-203c-77	77	fireplace	637	other	Culture Vocabulary	185	FIREPLACE
Bowern-2021-203c-78	78	firewood 	638	other	Culture Vocabulary	10	FIREWOOD
Bowern-2021-203c-79	79	fish (with fish-poison) 	724	food	Culture Vocabulary		
Bowern-2021-203c-80	80	fish (with line) 	725	food	Culture Vocabulary	2796	FISHING (WITH A HOOK)
Bowern-2021-203c-81	81	fish (with spear) 	781	food	Culture Vocabulary		
Bowern-2021-203c-82	82	fish hook 	643	subsistence tool	Culture Vocabulary	1074	FISHHOOK
Bowern-2021-203c-83	83	fish poison 	641	subsistence tool	Culture Vocabulary	348	FISH POISON
Bowern-2021-203c-84	84	fishing line 	642	subsistence tool	Culture Vocabulary	19	FISHING LINE
Bowern-2021-203c-85	85	fishtrap 	726	subsistence tool	Culture Vocabulary	389	FISH TRAP
Bowern-2021-203c-86	86	fishtrap (permanent) 	782	subsistence tool	Culture Vocabulary		
Bowern-2021-203c-87	87	fishtrap (woven) 	783	subsistence tool	Culture Vocabulary		
Bowern-2021-203c-88	88	flat bread, cassava bread 	727	food	Culture Vocabulary		
Bowern-2021-203c-89	89	flour (bush) 	785	food	Culture Vocabulary		
Bowern-2021-203c-90	90	flour (European) 	814	food	Culture Vocabulary		
Bowern-2021-203c-91	91	flour/meal from manioc 	728	food	Culture Vocabulary		
Bowern-2021-203c-92	92	flute 	646	culture-mythology	Culture Vocabulary	777	FLUTE
Bowern-2021-203c-93	93	gambling sticks 	647	other	Culture Vocabulary		
Bowern-2021-203c-94	94	game animal 	648	food	Culture Vocabulary		
Bowern-2021-203c-95	95	genipap 	167	flora-fauna	Culture Vocabulary		
Bowern-2021-203c-96	96	genipap 	730	culture-mythology	Culture Vocabulary		
Bowern-2021-203c-97	97	ghost (of dead person)/evil spirit 	634	culture-mythology	Culture Vocabulary		
Bowern-2021-203c-98	98	glue 	650	subsistence tool	Culture Vocabulary	1069	GLUE
Bowern-2021-203c-99	99	gourd (dipper/bowl) 	731	subsistence tool	Culture Vocabulary		
Bowern-2021-203c-100	100	grater 	732	subsistence tool	Culture Vocabulary		
Bowern-2021-203c-101	101	grave 	651	culture-mythology	Culture Vocabulary	1773	GRAVE
Bowern-2021-203c-102	102	grid of sticks for smoking meat or placing objects (shelf) 	733	subsistence tool	Culture Vocabulary		
Bowern-2021-203c-103	103	griddle for cooking flatbread 	734	subsistence tool	Culture Vocabulary		
Bowern-2021-203c-104	104	grog 	786	food	Culture Vocabulary		
Bowern-2021-203c-105	105	gun 	703	acculturation	Culture Vocabulary	1566	GUN
Bowern-2021-203c-106	106	hair belt 	787	dress	Culture Vocabulary		
Bowern-2021-203c-107	107	hammock 	736	culture-material	Culture Vocabulary	2019	HAMMOCK
Bowern-2021-203c-108	108	hat 	704	dress	Culture Vocabulary	2130	HEADGEAR
Bowern-2021-203c-109	109	headband 	788	dress	Culture Vocabulary	330	HEADBAND
Bowern-2021-203c-110	110	healer 	789	culture-mythology	Culture Vocabulary		
Bowern-2021-203c-111	111	hollow log/trough for beer-making 	738	narcotics	Culture Vocabulary		
Bowern-2021-203c-112	112	honey 	655	food	Culture Vocabulary	942	HONEY
Bowern-2021-203c-113	113	house 	656	other	Culture Vocabulary	1252	HOUSE
Bowern-2021-203c-114	114	house (European) 	790	other	Culture Vocabulary		
Bowern-2021-203c-115	115	hunt 	657	food	Culture Vocabulary	1435	HUNT
Bowern-2021-203c-116	116	initiate boy 	658	culture-mythology	Culture Vocabulary		
Bowern-2021-203c-117	117	initiate girl 	659	culture-mythology	Culture Vocabulary		
Bowern-2021-203c-118	118	initiation (circumcision) 	791	culture-mythology	Culture Vocabulary		
Bowern-2021-203c-119	119	initiation (circumcision) 	792	culture-mythology	Culture Vocabulary		
Bowern-2021-203c-120	120	knife 	660	culture-material	Culture Vocabulary	1352	KNIFE
Bowern-2021-203c-121	121	loincloth 	622	dress	Culture Vocabulary	1965	LOINCLOTH
Bowern-2021-203c-122	122	love song 	793	culture-mythology	Culture Vocabulary		
Bowern-2021-203c-123	123	machete 	740	culture-material	Culture Vocabulary	2680	MACHETE
Bowern-2021-203c-124	124	mangrove raft 	794	transport	Culture Vocabulary		
Bowern-2021-203c-125	125	mat 	661	culture-material	Culture Vocabulary	195	MAT
Bowern-2021-203c-126	126	medicine 	696	narcotics	Culture Vocabulary	1372	MEDICINE
Bowern-2021-203c-127	127	message stick 	795	culture-mythology	Culture Vocabulary		
Bowern-2021-203c-128	128	mortar 	662	subsistence tool	Culture Vocabulary	224	MORTAR
Bowern-2021-203c-129	129	necklace 	663	other	Culture Vocabulary	1961	NECKLACE
Bowern-2021-203c-130	130	needle/awl 	664	subsistence tool	Culture Vocabulary		
Bowern-2021-203c-131	131	net 	816	subsistence tool	Culture Vocabulary	2963	NET
Bowern-2021-203c-132	132	nosepeg 	796	other	Culture Vocabulary		
Bowern-2021-203c-133	133	ochre 	614	culture-mythology	Culture Vocabulary		
Bowern-2021-203c-134	134	paddle/oar 	665	transport	Culture Vocabulary	3318	OAR OR PADDLE
Bowern-2021-203c-135	135	paint body, body paint 	797	culture-mythology	Culture Vocabulary		
Bowern-2021-203c-136	136	panpipe 	743	culture-mythology	Culture Vocabulary		
Bowern-2021-203c-137	137	paper 	619	acculturation	Culture Vocabulary	648	PAPER
Bowern-2021-203c-138	138	pestle 	666	subsistence tool	Culture Vocabulary	225	PESTLE
Bowern-2021-203c-139	139	pinole 	667	food	Culture Vocabulary		
Bowern-2021-203c-140	140	pipe for tobacco 	668	other	Culture Vocabulary	1124	PIPE
Bowern-2021-203c-141	141	pitch 	669	food	Culture Vocabulary		
Bowern-2021-203c-142	142	plate 	745	culture-material	Culture Vocabulary	480	PLATE
Bowern-2021-203c-143	143	policeman 	698	acculturation	Culture Vocabulary		
Bowern-2021-203c-144	144	pot 	670	subsistence tool	Culture Vocabulary	1462	POT
Bowern-2021-203c-145	145	public song cycle 	799	culture-mythology	Culture Vocabulary		
Bowern-2021-203c-146	146	quiver 	671	subsistence tool	Culture Vocabulary	995	QUIVER (FOR ARROWS)
Bowern-2021-203c-147	147	rattle 	672	culture-mythology	Culture Vocabulary	300	RATTLE
Bowern-2021-203c-148	148	red paint 	673	culture-mythology	Culture Vocabulary		
Bowern-2021-203c-149	149	resin 	747	subsistence tool	Culture Vocabulary		
Bowern-2021-203c-150	150	ritual song cycle (kapiwaya) 	748	culture-mythology	Culture Vocabulary		
Bowern-2021-203c-151	151	rope/string 	831	culture	Culture Vocabulary		
Bowern-2021-203c-152	152	salt 	674	food	Culture Vocabulary	1274	SALT
Bowern-2021-203c-153	153	school 	608	acculturation	Culture Vocabulary	673	SCHOOL
Bowern-2021-203c-154	154	seed beater 	675	subsistence tool	Culture Vocabulary		
Bowern-2021-203c-155	155	shaman, healer 	737	culture-mythology	Culture Vocabulary	394	SHAMAN (FOLK HEALER)
Bowern-2021-203c-156	156	shelter (native) 	800	other	Culture Vocabulary		
Bowern-2021-203c-157	157	shoes 	695	dress	Culture Vocabulary	1381	SHOE
Bowern-2021-203c-158	158	sinew-backed bow 	677	subsistence tool	Culture Vocabulary		
Bowern-2021-203c-159	159	skirt 	678	culture-material	Culture Vocabulary	1600	SKIRT
Bowern-2021-203c-160	160	snare 	679	subsistence tool	Culture Vocabulary	3320	SNARE (TRAP)
Bowern-2021-203c-161	161	soldier 	699	acculturation	Culture Vocabulary	1941	SOLDIER
Bowern-2021-203c-162	162	song (for entertainment) 	801	culture-mythology	Culture Vocabulary		
Bowern-2021-203c-163	163	song (generic) 	749	culture-mythology	Culture Vocabulary	1096	SONG
Bowern-2021-203c-164	164	spear 	681	subsistence tool	Culture Vocabulary	945	SPEAR
Bowern-2021-203c-165	165	spear (fighting) 	802	subsistence tool	Culture Vocabulary		
Bowern-2021-203c-166	166	spear (fishing) 	803	subsistence tool	Culture Vocabulary	841	FISHING SPEAR
Bowern-2021-203c-167	167	spearthrower 	804	subsistence tool	Culture Vocabulary	2677	SPEARTHROWER
Bowern-2021-203c-168	168	speartip 	805	subsistence tool	Culture Vocabulary		
Bowern-2021-203c-169	169	spirit child 	815	culture-mythology	Culture Vocabulary		
Bowern-2021-203c-170	170	starch (tapioca, other) 	750	food	Culture Vocabulary		
Bowern-2021-203c-171	171	stirring stick 	682	food	Culture Vocabulary		
Bowern-2021-203c-172	172	stone bowl 	609	culture-material	Culture Vocabulary		
Bowern-2021-203c-173	173	stone for lighting fires 	751	culture-material	Culture Vocabulary		
Bowern-2021-203c-174	174	string (from hair) 	806	culture-material	Culture Vocabulary		
Bowern-2021-203c-175	175	string (from vine) 	807	culture-material	Culture Vocabulary		
Bowern-2021-203c-176	176	string of shell money 	685	other	Culture Vocabulary		
Bowern-2021-203c-177	177	sugar 	808	acculturation	Culture Vocabulary	862	SUGAR
Bowern-2021-203c-178	178	sugarcane/sugar 	752	acculturation	Culture Vocabulary	146	SUGAR CANE
Bowern-2021-203c-179	179	sweathouse 	687	other	Culture Vocabulary		
Bowern-2021-203c-180	180	tapioca drink, mingau 	753	food	Culture Vocabulary		
Bowern-2021-203c-181	181	tattoo 	763	culture-mythology	Culture Vocabulary	68	TATTOO
Bowern-2021-203c-182	182	tea 	809	food	Culture Vocabulary	1373	TEA
Bowern-2021-203c-183	183	tell history 	688	culture-mythology	Culture Vocabulary		
Bowern-2021-203c-184	184	thatch/roof 	755	culture-material	Culture Vocabulary	2100	THATCH OR ROOF
Bowern-2021-203c-185	185	tipiti (manioc squeezer) 	756	food	Culture Vocabulary		
Bowern-2021-203c-186	186	tobacco (European) 	810	narcotics	Culture Vocabulary		
Bowern-2021-203c-187	187	tobacco (native) 	690	narcotics	Culture Vocabulary		
Bowern-2021-203c-188	188	top grinding stone 	533	manufacture	Culture Vocabulary	3022	TOP GRINDSTONE
Bowern-2021-203c-189	189	totem (conception) 	811	culture-mythology	Culture Vocabulary		
Bowern-2021-203c-190	190	tree coffin 	817	culture-mythology	Culture Vocabulary		
Bowern-2021-203c-191	191	tripod for washing manioc 	758	subsistence tool	Culture Vocabulary		
Bowern-2021-203c-192	192	tule boat 	691	transport	Culture Vocabulary		
Bowern-2021-203c-193	193	venom for darts, poison 	759	subsistence tool	Culture Vocabulary		
Bowern-2021-203c-194	194	wax 	760	other	Culture Vocabulary	1931	BEESWAX
Bowern-2021-203c-195	195	wheat 	645	food	Culture Vocabulary	1077	WHEAT
Bowern-2021-203c-196	196	white paint 	692	culture-mythology	Culture Vocabulary		
Bowern-2021-203c-197	197	windbreak 	812	other	Culture Vocabulary		
Bowern-2021-203c-198	198	winnow 	550	manufacture	Culture Vocabulary	2462	WINNOWING
Bowern-2021-203c-199	199	winnowing basket 	693	culture-material	Culture Vocabulary		
Bowern-2021-203c-200	200	wood tray 	694	subsistence tool	Culture Vocabulary		
Bowern-2021-203c-201	201	woven strainer/sieve 	761	subsistence tool	Culture Vocabulary	3448	SIEVE OR STRAIN
Bowern-2021-203c-202	202	yandy (n) 	813	culture-material	Culture Vocabulary		
Bowern-2021-203c-203	203	yurupari, jurupari (or any flutes forbidden to women) 	762	culture-mythology	Culture Vocabulary		
