ID	NUMBER	URL	ENGLISH	IMAGE_URL	CONCEPTICON_ID	CONCEPTICON_GLOSS
Ogden-1930-200-176	176	https://simple.wikipedia.org/wiki/Sun	sun	https://simple.wikipedia.org/wiki/File:Sun_spot_naked_eye.jpg	1343	SUN
Ogden-1930-200-177	177	https://simple.wikipedia.org/wiki/Table	table	https://simple.wikipedia.org/wiki/File:Table_and_chairs.jpg	1775	TABLE
Ogden-1930-200-178	178	https://simple.wikipedia.org/wiki/Tail	tail	https://simple.wikipedia.org/wiki/File:Tail.emily.jpg	1220	TAIL
Ogden-1930-200-179	179	https://simple.wikipedia.org/wiki/Thread	thread	https://simple.wikipedia.org/wiki/File:SpoolsOfThread.jpg	1161	THREAD
Ogden-1930-200-180	180	https://simple.wikipedia.org/wiki/Throat	throat	https://simple.wikipedia.org/wiki/File:Throat.agr.jpg	1346	THROAT
Ogden-1930-200-181	181	https://simple.wikipedia.org/wiki/Thumb	thumb	https://simple.wikipedia.org/wiki/File:Thumbs_up.jpg	1781	THUMB
Ogden-1930-200-182	182	https://simple.wikipedia.org/wiki/Ticket	ticket	https://simple.wikipedia.org/wiki/File:JRticket.jpg		
Ogden-1930-200-183	183	https://simple.wikipedia.org/wiki/Toe	toe	https://simple.wikipedia.org/wiki/File:Tenen.jpg	1389	TOE
Ogden-1930-200-184	184	https://simple.wikipedia.org/wiki/Tongue	tongue	https://simple.wikipedia.org/wiki/File:Tongue.agr.jpg	1205	TONGUE
Ogden-1930-200-185	185	https://simple.wikipedia.org/wiki/Tooth	tooth	https://simple.wikipedia.org/wiki/File:ToothSection.jpg	1380	TOOTH
Ogden-1930-200-186	186	https://simple.wikipedia.org/wiki/Town	town	https://simple.wikipedia.org/wiki/File:Werle.gif	1391	TOWN
Ogden-1930-200-187	187	https://simple.wikipedia.org/wiki/Train	train	https://simple.wikipedia.org/wiki/File:WCML_freight_train.jpg	900	TRAIN
Ogden-1930-200-188	188	https://simple.wikipedia.org/wiki/Tray	tray	https://simple.wikipedia.org/wiki/File:Tray.agr.jpg	2629	TRAY
Ogden-1930-200-189	189	https://simple.wikipedia.org/wiki/Tree	tree	https://simple.wikipedia.org/wiki/File:Sequoiadendron_giganteum_at_Kenilworth_Castle.jpg	906	TREE
Ogden-1930-200-190	190	https://simple.wikipedia.org/wiki/Trousers	trousers	https://simple.wikipedia.org/wiki/File:Jeans.jpg	809	TROUSERS
Ogden-1930-200-191	191	https://simple.wikipedia.org/wiki/Umbrella	umbrella	https://simple.wikipedia.org/wiki/File:Umbrella.png		
Ogden-1930-200-192	192	https://simple.wikipedia.org/wiki/Wall	wall	https://simple.wikipedia.org/wiki/File:Skogskyrkogarden_CementeryWall1.jpg	933	WALL (OF HOUSE)
Ogden-1930-200-193	193	https://simple.wikipedia.org/wiki/Watch	watch	https://simple.wikipedia.org/wiki/File:Pocket_watch_with_chain.jpg	1650	WATCH
Ogden-1930-200-194	194	https://simple.wikipedia.org/wiki/Wheel	wheel	https://simple.wikipedia.org/wiki/File:Wheel_Iran.jpg	710	WHEEL
Ogden-1930-200-195	195	https://simple.wikipedia.org/wiki/Whip	whip	https://simple.wikipedia.org/wiki/File:Martinet.jpg	2630	WHIP
Ogden-1930-200-196	196	https://simple.wikipedia.org/wiki/Whistle	whistle	https://simple.wikipedia.org/wiki/File:Metal_whistle.jpg	1025	WHISTLE
Ogden-1930-200-197	197	https://simple.wikipedia.org/wiki/Window	window	https://simple.wikipedia.org/wiki/File:Window.jpg	1375	WINDOW
Ogden-1930-200-198	198	https://simple.wikipedia.org/wiki/Wing	wing	https://simple.wikipedia.org/wiki/File:Aircraft_wing_flaps_small_dsc06830.jpg	1257	WING
Ogden-1930-200-199	199	https://simple.wikipedia.org/wiki/Wire	wire	https://simple.wikipedia.org/wiki/File:Wire.agr.jpg	2631	WIRE
Ogden-1930-200-200	200	https://simple.wikipedia.org/wiki/Worm	worm	https://simple.wikipedia.org/wiki/File:Regenwurm1.jpg	1219	WORM
