ID	ENGLISH	NUMBER	IDS_ID	URL	FRENCH	PORTUGUESE	RUSSIAN	SPANISH	CHAPTER	SUBCODE	CONCEPTICON_ID	CONCEPTICON_GLOSS
Key-2016-1310-1004	stinking, bad smelling	1004	15-260	http://ids.clld.org/parameters/15-260	puant, qui sent mauvais	fedorento, mal cheiroso	вонь	hediondo	15	260	42	STINKING
Key-2016-1310-1005	taste	1005	15-310	http://ids.clld.org/parameters/15-310	sentir (le goût de), goûter	sabor, gosto	вкус	gustar, saborear	15	310	21	TASTE (SOMETHING)
Key-2016-1310-1006	sweet	1006	15-350	http://ids.clld.org/parameters/15-350	sucré, doux	doce	сладкий	dulce	15	350	717	SWEET
Key-2016-1310-1007	salty	1007	15-360	http://ids.clld.org/parameters/15-360	salé	salgado	соленый	salado	15	360	1091	SALTY
Key-2016-1310-1008	bitter	1008	15-370	http://ids.clld.org/parameters/15-370	amer, âpre	amargo	горький	amargo	15	370	887	BITTER
Key-2016-1310-1009	acid, sour	1009	15-380	http://ids.clld.org/parameters/15-380	âpre, acide, aigre	ácido, azedo	кислый	ácido, agrio	15	380	1906	SOUR
Key-2016-1310-1010	brackish	1010	15-390	http://ids.clld.org/parameters/15-390	saumâtre	salobre	солоноватый	salobre	15	390	70	BRACKISH
Key-2016-1310-1011	hear	1011	15-410	http://ids.clld.org/parameters/15-410	entendre	ouvir	слышать	oír	15	410	1408	HEAR
Key-2016-1310-1012	listen	1012	15-420	http://ids.clld.org/parameters/15-420	écouter	escutar	слушать	escuchar	15	420	1608	LISTEN
Key-2016-1310-1013	sound, noise	1013	15-440	http://ids.clld.org/parameters/15-440	son, bruit	ruído, barulho	звук, шум	ruido, sonido	15	440	1811	SOUND OR NOISE
Key-2016-1310-1014	loud	1014	15-450	http://ids.clld.org/parameters/15-450	fort, sonore, bruyant, retentissant	ruidoso, barulhento	громкий	alta (voz), ruidoso	15	450	377	LOUD
Key-2016-1310-1015	quiet, silence	1015	15-460	http://ids.clld.org/parameters/15-460	tranquillité, silence	quieto	спокойный, тихий	silencio, tranquilo	15	460	3458	SILENCE
Key-2016-1310-1016	see	1016	15-510	http://ids.clld.org/parameters/15-510	voir	ver	видеть	ver	15	510	1409	SEE
Key-2016-1310-1017	look, look at	1017	15-520	http://ids.clld.org/parameters/15-520	regarder	olhar para, fitar	смотреть (на)	mirar, contemplar	15	520	1819	LOOK
Key-2016-1310-1018	show	1018	15-550	http://ids.clld.org/parameters/15-550	montrer	mostrar	показывать	mostrar, señalar	15	550	1039	SHOW
Key-2016-1310-1019	shine	1019	15-560	http://ids.clld.org/parameters/15-560	briller	brilhar	светить	brillar	15	560	708	SHINE
Key-2016-1310-1020	bright	1020	15-570	http://ids.clld.org/parameters/15-570	brillant, gai, vif	claro, brilhante	яркий	brillante, resplandor	15	570	679	BRIGHT
Key-2016-1310-1021	color	1021	15-610	http://ids.clld.org/parameters/15-610	couleur	cor	цвет	color	15	610	1613	COLOR
Key-2016-1310-1022	light (in color)	1022	15-620	http://ids.clld.org/parameters/15-620	clair	claro	светлый	claro	15	620	250	LIGHT (COLOR)
Key-2016-1310-1023	dark (in color)	1023	15-630	http://ids.clld.org/parameters/15-630	foncé	escuro	темный	oscuro	15	630	706	DARK
Key-2016-1310-1024	white	1024	15-640	http://ids.clld.org/parameters/15-640	blanc	branco	белый	blanco	15	640	1335	WHITE
Key-2016-1310-1025	black	1025	15-650	http://ids.clld.org/parameters/15-650	noir	preto, negro	черный	negro	15	650	163	BLACK
Key-2016-1310-1026	red	1026	15-660	http://ids.clld.org/parameters/15-660	rouge	vermelho	красный	rojo	15	660	156	RED
Key-2016-1310-1027	blue	1027	15-670	http://ids.clld.org/parameters/15-670	bleu	azul	голубой	azul	15	670	837	BLUE
Key-2016-1310-1028	green	1028	15-680	http://ids.clld.org/parameters/15-680	vert	verde	зеленый	verde	15	680	1425	GREEN
Key-2016-1310-1029	yellow	1029	15-690	http://ids.clld.org/parameters/15-690	jaune	amarelo	желтый	amarillo	15	690	1424	YELLOW
Key-2016-1310-1030	touch	1030	15-710	http://ids.clld.org/parameters/15-710	toucher	tocar	трогать	tocar	15	710	1892	TOUCH
Key-2016-1310-1031	pinch	1031	15-712	http://ids.clld.org/parameters/15-712	pincer	beliscar	щипать, жать	pellizcar	15	712	378	PINCH
Key-2016-1310-1032	feel	1032	15-720	http://ids.clld.org/parameters/15-720	sentir	sentir	чувствовать	sentir	15	720	1079	FEEL
Key-2016-1310-1033	hard	1033	15-740	http://ids.clld.org/parameters/15-740	dur	duro	жесткий	duro	15	740	1884	HARD
Key-2016-1310-1034	soft	1034	15-750	http://ids.clld.org/parameters/15-750	doux	macio, mole	мягкий	suave	15	750	1856	SOFT
Key-2016-1310-1035	rough	1035	15-760	http://ids.clld.org/parameters/15-760	rugueux, rude	áspero	грубый	áspero	15	760	1923	ROUGH
Key-2016-1310-1036	smooth	1036	15-770	http://ids.clld.org/parameters/15-770	lisse	liso, macio	гладкий	suave, liso	15	770	1234	SMOOTH
Key-2016-1310-1037	sharp	1037	15-780	http://ids.clld.org/parameters/15-780	tranchant, aiguisé	agudo, afiado	острый	afilado, aguzado, filoso	15	780	1396	SHARP
Key-2016-1310-1038	blunt, dull	1038	15-790	http://ids.clld.org/parameters/15-790	émoussé	embotado, rombudo	тупой	romo, embotado	15	790	379	BLUNT
Key-2016-1310-1039	heavy	1039	15-810	http://ids.clld.org/parameters/15-810	lourd	pesado	тяжелый	pesado	15	810	1210	HEAVY
Key-2016-1310-1040	light (in weight)	1040	15-820	http://ids.clld.org/parameters/15-820	léger	leve	легкий	liviano, ligero	15	820	1052	LIGHT (WEIGHT)
Key-2016-1310-1041	wet, damp	1041	15-830	http://ids.clld.org/parameters/15-830	humide	molhado, úmido	мокрый	mojado	15	830	1726	WET
Key-2016-1310-1042	dry	1042	15-840	http://ids.clld.org/parameters/15-840	sec	seco	сухой	seco	15	840	1398	DRY
Key-2016-1310-1043	hot	1043	15-850	http://ids.clld.org/parameters/15-850	chaud	quente	горячий	caliente	15	850	1286	HOT
Key-2016-1310-1044	warm	1044	15-851	http://ids.clld.org/parameters/15-851	tiède, chaud, assez chaud	quente, cálido	теплый	tibio, cálido	15	851	1232	WARM
Key-2016-1310-1045	cold	1045	15-860	http://ids.clld.org/parameters/15-860	froid	frio	холодный	frío	15	860	1287	COLD
Key-2016-1310-1046	clean	1046	15-870	http://ids.clld.org/parameters/15-870	propre	limpo	чистый	limpio	15	870	704	CLEAN
Key-2016-1310-1047	dirty, soiled	1047	15-880	http://ids.clld.org/parameters/15-880	sale, crasseux	sujo	грязный	sucio	15	880	1230	DIRTY
Key-2016-1310-1048	wrinkled	1048	15-890	http://ids.clld.org/parameters/15-890	ridé	enrugado	мятый, сморщенный	arrugado	15	890	380	WRINKLED
Key-2016-1310-1049	soul, spirit	1049	16-110	http://ids.clld.org/parameters/16-110	âme, esprit	alma, espírito	душа, дух	alma	16	110	811	SOUL
Key-2016-1310-1050	surprised, astonished	1050	16-150	http://ids.clld.org/parameters/16-150	étonné, surpris	surpreso, espantado	удивленный	sorprendido, estupefacto	16	150	1572	SURPRISED
Key-2016-1310-1051	good fortune, luck	1051	16-180	http://ids.clld.org/parameters/16-180	chance, bonheur	boa sorte	удача	buena suerte	16	180	720	GOOD LUCK
Key-2016-1310-1052	misfortune, bad luck	1052	16-190	http://ids.clld.org/parameters/16-190	malheur, malchance, infortune	infortúnio, má sorte, azar	неудача	mala suerte	16	190	56	BAD LUCK
Key-2016-1310-1053	joyful, glad, happy	1053	16-230	http://ids.clld.org/parameters/16-230	joyeux, heureux	feliz, contente, alegre	счастливый, радостный	alegre, contento	16	230	1495	HAPPY
Key-2016-1310-1054	laugh	1054	16-250	http://ids.clld.org/parameters/16-250	rire	rir	смеяться	reír	16	250	1355	LAUGH
Key-2016-1310-1055	smile	1055	16-251	http://ids.clld.org/parameters/16-251	sourire	sorrir	улыбаться	sonreír	16	251	1451	SMILE
Key-2016-1310-1056	play	1056	16-260	http://ids.clld.org/parameters/16-260	jouer	jogar, brincar	играть	jugar	16	260	1413	PLAY
Key-2016-1310-1057	love	1057	16-270	http://ids.clld.org/parameters/16-270	aimer, amour	amar	любить	querer	16	270	923	LOVE
Key-2016-1310-1058	kiss	1058	16-290	http://ids.clld.org/parameters/16-290	baiser, embrasser	beijar	целовать	besar	16	290	578	KISS
Key-2016-1310-1059	embrace	1059	16-300	http://ids.clld.org/parameters/16-300	embrasser, étreindre	abraçar	обнимать	abrazar	16	300	928	EMBRACE
Key-2016-1310-1060	pain	1060	16-310	http://ids.clld.org/parameters/16-310	douleur	dor	боль	dolor	16	310	1783	PAIN
Key-2016-1310-1061	grief, sorrow, sadness	1061	16-320	http://ids.clld.org/parameters/16-320	douleur, peine, chagrin	tristeza, dor	печаль, скорбь	tristeza, dolor, pena	16	320	1668	GRIEF
Key-2016-1310-1062	anxiety, worry	1062	16-330	http://ids.clld.org/parameters/16-330	anxiété	ansiedade, preocupação	тревога	ansiedad, angustia	16	330	1000	ANXIETY
Key-2016-1310-1063	regret, be sorry	1063	16-340	http://ids.clld.org/parameters/16-340	regretter	ter pena	сожалеть	lamentar, sentir	16	340	1875	REGRET
Key-2016-1310-1064	pity	1064	16-350	http://ids.clld.org/parameters/16-350	pitié, compassion	pena, compaixão	жалость	compasión, lástima	16	350	1141	PITY
Key-2016-1310-1065	cry, weep	1065	16-370	http://ids.clld.org/parameters/16-370	pleurer	chorar	плакать, всхлипывать	llorar	16	370	1839	CRY
Key-2016-1310-1066	tear (noun)	1066	16-380	http://ids.clld.org/parameters/16-380	larme	lágrima	слеза	lágrima	16	380	1651	TEAR (OF EYE)
Key-2016-1310-1067	groan	1067	16-390	http://ids.clld.org/parameters/16-390	grogner	gemer	стонать	gemir	16	390	716	GROAN
Key-2016-1310-1068	hate	1068	16-410	http://ids.clld.org/parameters/16-410	haïr	odiar	ненавидеть	odiar	16	410	1607	HATE
Key-2016-1310-1069	anger	1069	16-420	http://ids.clld.org/parameters/16-420	colère	raiva, ira	гнев, злость	enojo	16	420	82	ANGER
Key-2016-1310-1070	envy, jealousy	1070	16-440	http://ids.clld.org/parameters/16-440	envie, jalousie	inveja, ciúme	зависть, ревность	envidia, celos	16	440	40	ENVY
Key-2016-1310-1071	shame (noun)	1071	16-450	http://ids.clld.org/parameters/16-450	honte	vergonha	стыд	vergüenza	16	450	1776	SHAME
Key-2016-1310-1072	proud	1072	16-480	http://ids.clld.org/parameters/16-480	fier	orgulhoso	гордый	orgulloso	16	480	174	PROUD
Key-2016-1310-1073	dare	1073	16-510	http://ids.clld.org/parameters/16-510	oser	ousar	смельчак	osar, atreverse	16	510	1779	DARE
Key-2016-1310-1074	brave	1074	16-520	http://ids.clld.org/parameters/16-520	courageux	corajoso, bravo	смелый	valiente	16	520	3	BRAVE
Key-2016-1310-1075	fear, fright	1075	16-530	http://ids.clld.org/parameters/16-530	peur, crainte	medo, susto	страх	miedo	16	530	781	FEAR (FRIGHT)
Key-2016-1310-1076	danger	1076	16-540	http://ids.clld.org/parameters/16-540	danger	perigo	опасность	peligro	16	540	1810	DANGER
Key-2016-1310-1077	desire, want	1077	16-620	http://ids.clld.org/parameters/16-620	vouloir, désirer	desejo	желание	anhelar, desear	16	620	1784	WANT
Key-2016-1310-1078	choose	1078	16-622	http://ids.clld.org/parameters/16-622	choisir	escolher	выбирать	escoger, elegir	16	622	1750	CHOOSE
Key-2016-1310-1079	hope	1079	16-630	http://ids.clld.org/parameters/16-630	espoir	esperança	надеяться	esperanza	16	630	1092	HOPE
Key-2016-1310-1080	faithful	1080	16-650	http://ids.clld.org/parameters/16-650	fidèle	leal	преданный, верный	fiel	16	650	100	FAITHFUL
Key-2016-1310-1081	true	1081	16-660	http://ids.clld.org/parameters/16-660	vrai	verdadeiro	настоящий	verdadero	16	660	1657	TRUE
Key-2016-1310-1082	lie, tell lies	1082	16-670	http://ids.clld.org/parameters/16-670	mentir	mentir	лгать	mentir	16	670	601	LIE (MISLEAD)
Key-2016-1310-1083	deceit	1083	16-680	http://ids.clld.org/parameters/16-680	tromperie	engano	обманывать	engaño	16	680	13	DECEIT
Key-2016-1310-1084	forgive	1084	16-690	http://ids.clld.org/parameters/16-690	pardonner	perdoar	прощать	perdonar	16	690	1528	FORGIVE
Key-2016-1310-1085	good	1085	16-710	http://ids.clld.org/parameters/16-710	bon	bom	хороший	bueno	16	710	1035	GOOD
Key-2016-1310-1086	bad	1086	16-720	http://ids.clld.org/parameters/16-720	mauvais	mau	плохой	malo	16	720	1292	BAD
Key-2016-1310-1087	right, correct	1087	16-730	http://ids.clld.org/parameters/16-730	juste, correct	correto	правильный	correcto	16	730	1725	CORRECT (RIGHT)
Key-2016-1310-1088	wrong	1088	16-740	http://ids.clld.org/parameters/16-740	incorrect	errado	неправильный	incorrecto, falso	16	740	1390	WRONG
Key-2016-1310-1089	fault	1089	16-760	http://ids.clld.org/parameters/16-760	faute	falta, culpa	проступок	culpa	16	760	134	FAULT
Key-2016-1310-1090	mistake, error	1090	16-770	http://ids.clld.org/parameters/16-770	erreur, faute	erro	ошибка	equivocación, error	16	770	1293	MISTAKE
Key-2016-1310-1091	blame	1091	16-780	http://ids.clld.org/parameters/16-780	blâme	culpa	обвинять	culpa, censura	16	780	381	BLAME
Key-2016-1310-1092	praise	1092	16-790	http://ids.clld.org/parameters/16-790	louange, éloge	elogiar	хвалить	exaltar, alabar	16	790	1687	PRAISE
Key-2016-1310-1093	beautiful	1093	16-810	http://ids.clld.org/parameters/16-810	beau, joli	bonito, belo	красивый	hermoso, bonito	16	810	1427	BEAUTIFUL
Key-2016-1310-1094	ugly	1094	16-820	http://ids.clld.org/parameters/16-820	laid	feio	уродливый	feo	16	820	1548	UGLY
Key-2016-1310-1095	greedy	1095	16-830	http://ids.clld.org/parameters/16-830	avide, glouton, gourmand	cobiçoso, ávido	жадный	codicioso, voraz	16	830	2018	GREEDY
Key-2016-1310-1096	clever	1096	16-840	http://ids.clld.org/parameters/16-840	intelligent, habile	esperto, hábil	умный	hábil, capaz	16	840	1310	CLEVER
Key-2016-1310-1097	mind	1097	17-110	http://ids.clld.org/parameters/17-110	pensée, avis	mente	разум	mente, pensamiento	17	110	1562	MIND
Key-2016-1310-1098	think (= reflect)	1098	17-130	http://ids.clld.org/parameters/17-130	penser	pensar	думать, размышлять	pensar	17	130	1415	THINK (REFLECT)
Key-2016-1310-1099	think (= be of the opinion)	1099	17-140	http://ids.clld.org/parameters/17-140	croire	achar, acreditar	думать, считать	creer, suponer	17	140	1513	THINK (BELIEVE)
Key-2016-1310-1100	believe	1100	17-150	http://ids.clld.org/parameters/17-150	croire	crer	верить	creer	17	150	1890	BELIEVE
Key-2016-1310-1101	understand	1101	17-160	http://ids.clld.org/parameters/17-160	comprendre	compreender	понимать	entender	17	160	1536	UNDERSTAND
Key-2016-1310-1102	know	1102	17-170	http://ids.clld.org/parameters/17-170	savoir	saber	знать	saber	17	170	1410	KNOW (SOMETHING)
Key-2016-1310-1103	guess	1103	17-171	http://ids.clld.org/parameters/17-171	deviner	adivinhar, conjeturar	полагать	adivinar, acertar	17	171	1932	GUESS
Key-2016-1310-1104	imitate	1104	17-172	http://ids.clld.org/parameters/17-172	imiter	imitar	имитировать	imitar	17	172	117	IMITATE
Key-2016-1310-1105	seem	1105	17-180	http://ids.clld.org/parameters/17-180	sembler	parecer	казаться	parecer	17	180	1521	SEEM
Key-2016-1310-1106	idea, notion	1106	17-190	http://ids.clld.org/parameters/17-190	idée	idéia	идея, понятие	idea, concepto	17	190	1609	IDEA
Key-2016-1310-1107	wise	1107	17-210	http://ids.clld.org/parameters/17-210	sage, savant, érudit	sábio	мудрый	sabio	17	210	698	WISE
Key-2016-1310-1108	foolish, stupid	1108	17-220	http://ids.clld.org/parameters/17-220	bête, stupide	tolo	глупый	necio, estúpido	17	220	1518	STUPID
Key-2016-1310-1109	insane, crazy	1109	17-230	http://ids.clld.org/parameters/17-230	fou, insensé, idiot	louco, maluco	безумный	loco, insano	17	230	1899	MAD
Key-2016-1310-1110	learn	1110	17-240	http://ids.clld.org/parameters/17-240	apprendre	aprender	узнавать, учить(ся)	aprender	17	240	504	LEARN
Key-2016-1310-1111	study	1111	17-242	http://ids.clld.org/parameters/17-242	étudier	estudar	учить, изучать	estudiar	17	242	1929	STUDY
Key-2016-1310-1112	teach	1112	17-250	http://ids.clld.org/parameters/17-250	enseigner	ensinar	учить	enseñar	17	250	709	TEACH
Key-2016-1310-1113	pupil	1113	17-260	http://ids.clld.org/parameters/17-260	élève	aluno	ученик	alumno	17	260	753	PUPIL (STUDENT)
Key-2016-1310-1114	teacher	1114	17-270	http://ids.clld.org/parameters/17-270	professeur	professor	учитель	profesor, maestro	17	270	1038	TEACHER
Key-2016-1310-1115	school	1115	17-280	http://ids.clld.org/parameters/17-280	école	escola	школа	escuela, colegio	17	280	673	SCHOOL
Key-2016-1310-1116	remember	1116	17-310	http://ids.clld.org/parameters/17-310	se souvenir	lembrar-se	помнить	recordar, acordarse	17	310	707	REMEMBER
Key-2016-1310-1117	forget	1117	17-320	http://ids.clld.org/parameters/17-320	oublier	esquecer-se	забывать	olvidar	17	320	1523	FORGET
Key-2016-1310-1118	clear, plain	1118	17-340	http://ids.clld.org/parameters/17-340	évident, simple, clair	claro, evidente	ясный	claro	17	340	989	CLEAR
Key-2016-1310-1119	obscure	1119	17-350	http://ids.clld.org/parameters/17-350	obscur	obscuro	непонятный	obscuro	17	350	1764	OBSCURE
Key-2016-1310-1120	secret	1120	17-360	http://ids.clld.org/parameters/17-360	secret	segredo	секрет	secreto	17	360	1121	SECRET
Key-2016-1310-1121	sure, certain	1121	17-370	http://ids.clld.org/parameters/17-370	sûr, certain	seguro, certo	уверенный	seguro	17	370	509	CERTAIN
Key-2016-1310-1122	explain	1122	17-380	http://ids.clld.org/parameters/17-380	expliquer	explicar	объснять	explicar	17	380	1626	EXPLAIN
Key-2016-1310-1123	intention, purpose	1123	17-410	http://ids.clld.org/parameters/17-410	but	intenção	намерение, цель	propósito	17	410	1162	INTENTION
Key-2016-1310-1124	cause	1124	17-420	http://ids.clld.org/parameters/17-420	causer, provoquer	causa	причина	causar	17	420	860	CAUSE
Key-2016-1310-1125	doubt	1125	17-430	http://ids.clld.org/parameters/17-430	douter	duvidar	сомнение	dudar	17	430	1308	DOUBT
Key-2016-1310-1126	suspect	1126	17-440	http://ids.clld.org/parameters/17-440	soupçonner	suspeitar	подозревать	sospechar	17	440	1841	SUSPECT
Key-2016-1310-1127	betray	1127	17-441	http://ids.clld.org/parameters/17-441	trahir	trair	предавать	traicionar	17	441	1902	BETRAY
Key-2016-1310-1128	need, necessity	1128	17-450	http://ids.clld.org/parameters/17-450	besoin, nécessité	precisar, necessidade	необходимость	necesidad	17	450	643	NEED (NOUN)
Key-2016-1310-1129	easy	1129	17-460	http://ids.clld.org/parameters/17-460	facile	fácil	легкий	fácil	17	460	686	EASY
Key-2016-1310-1130	difficult	1130	17-470	http://ids.clld.org/parameters/17-470	difficile	difícil	трудный	difícil	17	470	584	DIFFICULT
Key-2016-1310-1131	try, attempt	1131	17-480	http://ids.clld.org/parameters/17-480	essayer, tenter	tentar, provar	попытка	tratar, probar	17	480	1812	TRY
Key-2016-1310-1132	way, manner	1132	17-490	http://ids.clld.org/parameters/17-490	façon, manière	maneira	способ	modo, manera	17	490	488	MANNER
Key-2016-1310-1133	and	1133	17-510	http://ids.clld.org/parameters/17-510	et	e	и	y	17	510	1577	AND
Key-2016-1310-1134	because	1134	17-520	http://ids.clld.org/parameters/17-520	parce que	porque	потому что	porque	17	520	1157	BECAUSE
Key-2016-1310-1135	if	1135	17-530	http://ids.clld.org/parameters/17-530	si	se	если	si	17	530	1459	IF
Key-2016-1310-1136	or	1136	17-540	http://ids.clld.org/parameters/17-540	ou	ou	или	o	17	540	1014	OR
Key-2016-1310-1137	yes, affirmative	1137	17-550	http://ids.clld.org/parameters/17-550	oui, affirmatif	sim, afirmativo	да	sí, afirmativo	17	550	1268	YES
Key-2016-1310-1138	no, negative	1138	17-560	http://ids.clld.org/parameters/17-560	non, négatif	não, negativo	нет	no, negativo	17	560	1269	NO
Key-2016-1310-1139	how?	1139	17-610	http://ids.clld.org/parameters/17-610	comment?	como?	как?	¿cómo?	17	610	1239	HOW
Key-2016-1310-1140	how many?	1140	17-620	http://ids.clld.org/parameters/17-620	combien?	quantos?	сколько (счётные)?	¿cuántos?	17	620	3450	HOW MANY PIECES
Key-2016-1310-1141	how much?	1141	17-630	http://ids.clld.org/parameters/17-630	combien?	quanto?	сколько (несчётные)?	¿cuánto?	17	630	531	HOW MUCH
Key-2016-1310-1142	what?	1142	17-640	http://ids.clld.org/parameters/17-640	quoi?	que?	что?	¿qué?	17	640	1236	WHAT
Key-2016-1310-1143	when?	1143	17-650	http://ids.clld.org/parameters/17-650	quand?	quando?	когда?	¿cuándo?	17	650	1238	WHEN
Key-2016-1310-1144	where?	1144	17-660	http://ids.clld.org/parameters/17-660	oú?	onde?	где? откуда?	¿dónde?	17	660	1237	WHERE
Key-2016-1310-1145	which?	1145	17-670	http://ids.clld.org/parameters/17-670	quel? lequel?	qual?	какой?	¿cuál?	17	670	727	WHICH
Key-2016-1310-1146	who?	1146	17-680	http://ids.clld.org/parameters/17-680	qui?	quem?	кто?	¿quién?	17	680	1235	WHO
Key-2016-1310-1147	why?	1147	17-690	http://ids.clld.org/parameters/17-690	pourquoi?	por quê?	почему?	¿por qué?	17	690	1270	WHY
Key-2016-1310-1148	voice	1148	18-110	http://ids.clld.org/parameters/18-110	voix	voz	голос	voz	18	110	1363	VOICE
Key-2016-1310-1149	sing	1149	18-120	http://ids.clld.org/parameters/18-120	chanter	cantar	петь	cantar	18	120	1261	SING
Key-2016-1310-1150	shout, cry out	1150	18-130	http://ids.clld.org/parameters/18-130	crier, écrier	gritar	кричать	gritar	18	130	715	SHOUT
Key-2016-1310-1151	whisper	1151	18-150	http://ids.clld.org/parameters/18-150	chuchoter	cochichar	шептать	cuchichear	18	150	55	WHISPER
Key-2016-1310-1152	mumble	1152	18-160	http://ids.clld.org/parameters/18-160	marmonner, bredouiller	murmurar	бормотать	barbotar, hablar entre dientes	18	160	128	MUMBLE
Key-2016-1310-1153	whistle	1153	18-170	http://ids.clld.org/parameters/18-170	siffler	assobiar	свистеть	silbar, chiflar	18	170	1025	WHISTLE
Key-2016-1310-1154	shriek, screech	1154	18-180	http://ids.clld.org/parameters/18-180	hurler	guinchar	визжать	chillar	18	180	298	SHRIEK
Key-2016-1310-1155	howl	1155	18-190	http://ids.clld.org/parameters/18-190	ululer	uivar	выть	aullar	18	190	526	HOWL
Key-2016-1310-1156	speak, talk	1156	18-210	http://ids.clld.org/parameters/18-210	parler	falar	говорить, разговаривать	hablar	18	210	1623	SPEAK
Key-2016-1310-1157	stutter, stammer	1157	18-211	http://ids.clld.org/parameters/18-211	bégayer, balbutier	gaguejar	заикаться, запинаться	tartamudear, balbucear	18	211	1866	STUTTER
Key-2016-1310-1158	say	1158	18-220	http://ids.clld.org/parameters/18-220	dire	dizer	сказать	decir	18	220	1458	SAY
Key-2016-1310-1159	tell story	1159	18-221	http://ids.clld.org/parameters/18-221	raconter, narrer	contar, relatar	рассказывать историю	narrar, contar	18	221	1711	TELL
Key-2016-1310-1160	speech (make a)	1160	18-222	http://ids.clld.org/parameters/18-222	discours (faire une)	discursar	речь (сделать)	pronunciar un discurso	18	222	1115	SPEECH
Key-2016-1310-1161	silent (be)	1161	18-230	http://ids.clld.org/parameters/18-230	(rester) silencieux	ficar em silêncio	молчать	callarse	18	230	48	BE SILENT
Key-2016-1310-1162	language	1162	18-240	http://ids.clld.org/parameters/18-240	langue, langage	língua	язык	lengua, idioma	18	240	1307	LANGUAGE
Key-2016-1310-1163	word	1163	18-260	http://ids.clld.org/parameters/18-260	mot, parole	palavra	слово	palabra	18	260	1599	WORD
Key-2016-1310-1164	name	1164	18-280	http://ids.clld.org/parameters/18-280	nom	nome	название, имя	nombre	18	280	1405	NAME
Key-2016-1310-1165	ask (question, inquire)	1165	18-310	http://ids.clld.org/parameters/18-310	poser une question, demander	perguntar	спрашивать	preguntar	18	310	1309	ASK (INQUIRE)
Key-2016-1310-1166	answer	1166	18-320	http://ids.clld.org/parameters/18-320	répondre	responder	отвечать	contestar	18	320	1275	ANSWER
Key-2016-1310-1167	admit, confess	1167	18-330	http://ids.clld.org/parameters/18-330	admettre, avouer	admitir, confessar	признавать(ся)	admitir, confesar, reconocer	18	330	2022	ADMIT
Key-2016-1310-1168	deny	1168	18-340	http://ids.clld.org/parameters/18-340	nier	negar	отрицать	negar	18	340	755	DENY
Key-2016-1310-1169	ask, request	1169	18-350	http://ids.clld.org/parameters/18-350	demander	pedir	просить	pedir	18	350	1828	ASK (REQUEST)
Key-2016-1310-1170	promise	1170	18-360	http://ids.clld.org/parameters/18-360	promettre	prometer	обещать	prometer	18	360	1675	PROMISE
Key-2016-1310-1171	refuse	1171	18-370	http://ids.clld.org/parameters/18-370	refuser	recusar	отказывать	rehusar	18	370	49	REFUSE
Key-2016-1310-1172	forbid	1172	18-380	http://ids.clld.org/parameters/18-380	interdire	proibir	запрещать	prohibir	18	380	83	FORBID
Key-2016-1310-1173	rebuke, scold	1173	18-390	http://ids.clld.org/parameters/18-390	réprimander, gronder, blâmer	repreender	ругать	reprender	18	390	299	SCOLD
Key-2016-1310-1174	call (=summon)	1174	18-410	http://ids.clld.org/parameters/18-410	appeler, héler	chamar	звать, вызывать	llamar	18	410	1084	CALL
Key-2016-1310-1175	call (=name)	1175	18-420	http://ids.clld.org/parameters/18-420	s'appeler	nomear, chamar-se	называть (по имени)	llamarse	18	420	180	CALL BY NAME
Key-2016-1310-1176	announce	1176	18-430	http://ids.clld.org/parameters/18-430	annoncer, proclamer	anunciar	объявлять	anunciar, avisar	18	430	9	ANNOUNCE
Key-2016-1310-1177	threaten	1177	18-440	http://ids.clld.org/parameters/18-440	menacer	ameaçar	угрожать	amenazar	18	440	1192	THREATEN
Key-2016-1310-1178	boast	1178	18-450	http://ids.clld.org/parameters/18-450	se vanter	jactar-se, gabar-se	хвастаться	jactarse	18	450	101	BOAST
Key-2016-1310-1179	write	1179	18-510	http://ids.clld.org/parameters/18-510	écrire	escrever	писать	escribir	18	510	1672	WRITE
Key-2016-1310-1180	read	1180	18-520	http://ids.clld.org/parameters/18-520	lire	ler	читать	leer	18	520	724	READ
Key-2016-1310-1181	paper	1181	18-560	http://ids.clld.org/parameters/18-560	papier	papel	бумага	papel	18	560	648	PAPER
Key-2016-1310-1182	pen	1182	18-570	http://ids.clld.org/parameters/18-570	plume	caneta	ручка	pluma	18	570	794	PEN
Key-2016-1310-1183	book	1183	18-610	http://ids.clld.org/parameters/18-610	livre	livro	книга	libro	18	610	963	BOOK
Key-2016-1310-1184	poet	1184	18-670	http://ids.clld.org/parameters/18-670	poète	poeta	поэт	poeta	18	670	1045	POET
Key-2016-1310-1185	flute	1185	18-710	http://ids.clld.org/parameters/18-710	flûte	flauta	флейта	flauta	18	710	777	FLUTE
Key-2016-1310-1186	drum	1186	18-720	http://ids.clld.org/parameters/18-720	tambour	tambor	барабан	bombo, tambor	18	720	908	DRUM
Key-2016-1310-1187	horn, trumpet	1187	18-730	http://ids.clld.org/parameters/18-730	cor, trompette	corneta, trombeta	труба	trompeta, trompa	18	730	2136	BRASS INSTRUMENT (HORN OR TRUMPET)
Key-2016-1310-1188	rattle	1188	18-740	http://ids.clld.org/parameters/18-740	hochet	guizo, matraca	погремушка	matraca, cascabel	18	740	300	RATTLE
Key-2016-1310-1189	country	1189	19-110	http://ids.clld.org/parameters/19-110	pays	país	страна	país	19	110	1300	COUNTRY
