ID	NUMBER	ENGLISH	FRENCH	CONCEPTICON_ID	CONCEPTICON_GLOSS
Hantgan-2022-351-86	86	ELBOW	coude	981	ELBOW
Hantgan-2022-351-87	87	ELEPHANT	éléphant	1290	ELEPHANT
Hantgan-2022-351-88	88	EMPTY	(récipient) vide	1624	EMPTY
Hantgan-2022-351-89	89	ENTER	entrer	749	ENTER
Hantgan-2022-351-90	90	EYE	œil	1248	EYE
Hantgan-2022-351-91	91	FACE	visage	1560	FACE
Hantgan-2022-351-92	92	FALL	tomber	1280	FALL
Hantgan-2022-351-93	93	FAR	éloigner, écarter	1406	FAR
Hantgan-2022-351-94	94	FAST	rapide	1631	FAST
Hantgan-2022-351-95	95	FAT (OBESE)	gros	1279	FAT (OBESE)
Hantgan-2022-351-96	96	FAT (ORGANIC SUBSTANCE)	graisse	323	FAT (ORGANIC SUBSTANCE)
Hantgan-2022-351-97	97	FATHER	père	1217	FATHER
Hantgan-2022-351-98	98	FEAR (BE AFRAID)	avoir peur	1419	FEAR (BE AFRAID)
Hantgan-2022-351-99	99	FEAR (FRIGHT)	peur	781	FEAR (FRIGHT)
Hantgan-2022-351-100	100	FIGHT	lutte	1423	FIGHT
Hantgan-2022-351-101	101	FIND	obtenir, gagner	719	FIND
Hantgan-2022-351-102	102	FINGER	doigt	1303	FINGER
Hantgan-2022-351-103	103	FIRE	feu	221	FIRE
Hantgan-2022-351-104	104	FIREWOOD	bois (de chauffage)	10	FIREWOOD
Hantgan-2022-351-105	105	FISH	poisson	227	FISH
Hantgan-2022-351-106	106	FIVE	cinq	493	FIVE
Hantgan-2022-351-107	107	FLOWER	fleur	239	FLOWER
Hantgan-2022-351-108	108	FLY (INSECT)	mouche	1504	FLY (INSECT)
Hantgan-2022-351-109	109	FLY (MOVE THROUGH AIR)	(oiseau etc.) voler	1441	FLY (MOVE THROUGH AIR)
Hantgan-2022-351-110	110	FOAM	bulles, écume, mousse (de savon, de thé) [verb kù:fà ].	1768	FOAM
Hantgan-2022-351-111	111	FOLD	plier (papier, vêtement)	1470	FOLD
Hantgan-2022-351-112	112	FOOD	aliment, nourriture	256	FOOD
Hantgan-2022-351-113	113	FOOT OR LEG	pied	2098	FOOT OR LEG
Hantgan-2022-351-114	114	FOREHEAD	front	123	FOREHEAD
Hantgan-2022-351-115	115	FORGET	oublier	1523	FORGET
Hantgan-2022-351-116	116	FORGIVE	excuser, pardonner (qqch) -ex: .ò né [.jéy .=´ .´yà:fà] they said they (had) forgiven it (e.g. debt)	1528	FORGIVE
Hantgan-2022-351-117	117	FOUR	quatre	1500	FOUR
Hantgan-2022-351-118	118	FRIEND	ami	1325	FRIEND
Hantgan-2022-351-119	119	FULL	plein	1429	FULL
Hantgan-2022-351-120	120	GET	obtenir	694	GET
Hantgan-2022-351-121	121	GIRL	fille	1646	GIRL
Hantgan-2022-351-122	122	GIVE	donner	1447	GIVE
Hantgan-2022-351-123	123	GIVE BIRTH	(femelle) accoucher (bébé)	1195	GIVE BIRTH
Hantgan-2022-351-124	124	GO	aller	695	GO
Hantgan-2022-351-125	125	GO DOWN (DESCEND)	descendance	2014	GO DOWN (DESCEND)
Hantgan-2022-351-126	126	GO OUT	descendre	2014	GO DOWN (DESCEND)
Hantgan-2022-351-127	127	GO UP (ASCEND)	monter	705	GO UP (ASCEND)
Hantgan-2022-351-128	128	GoːUT	quitter, venir de (lieu)r	1107	GO OUT
Hantgan-2022-351-129	129	GOAT	caprin, chèvre	1502	GOAT
Hantgan-2022-351-130	130	GOD	Dieu	1944	GOD
Hantgan-2022-351-131	131	GOLD	or	1369	GOLD
Hantgan-2022-351-132	132	GOOD	bon	1035	GOOD
Hantgan-2022-351-133	133	GRANDFATHER	grand-mère	1383	GRANDFATHER
Hantgan-2022-351-134	134	GRASS	herbe	606	GRASS
Hantgan-2022-351-135	135	GUTS	entrailles	1334	GUTS
Hantgan-2022-351-136	136	HAIR	cheveu	1040	HAIR
Hantgan-2022-351-137	137	HAND	main	1277	HAND
Hantgan-2022-351-138	138	HANG UP	accrocher, suspendre	357	HANG UP
Hantgan-2022-351-139	139	HEAD	tête	1256	HEAD
Hantgan-2022-351-140	140	HEAR	entendre	1408	HEAR
Hantgan-2022-351-141	141	HEAVY	dur, difficile, lourd	1210	HEAVY
Hantgan-2022-351-142	142	HELP	aider	1897	HELP
Hantgan-2022-351-143	143	HIDE (CONCEAL)	cacher	602	HIDE (CONCEAL)
Hantgan-2022-351-144	144	HIP	hanche	1745	HIP
Hantgan-2022-351-145	145	HONEY	miel	942	HONEY
Hantgan-2022-351-146	146	HORN (ANATOMY)	corne	1393	HORN (ANATOMY)
Hantgan-2022-351-147	147	HORSE	cheval	615	HORSE
Hantgan-2022-351-148	148	HOST	accueillir, recevoir	1545	HOST
Hantgan-2022-351-149	149	HOT	chaud	1286	HOT
Hantgan-2022-351-150	150	HUNDRED	cent	1634	HUNDRED
Hantgan-2022-351-151	151	HUNT	chasse (fait de faire la)	1435	HUNT
Hantgan-2022-351-152	152	HUSBAND	époux, mari	1200	HUSBAND
Hantgan-2022-351-153	153	INJURE	blesser	44	INJURE
Hantgan-2022-351-154	154	IRON	fer	621	IRON
Hantgan-2022-351-155	155	JAW	mâchoire	798	JAW
Hantgan-2022-351-156	156	JOINT	articulation	999	JOINT
Hantgan-2022-351-157	157	KEY	clé	1472	KEY
Hantgan-2022-351-158	158	KIDNEY	rate	489	KIDNEY
Hantgan-2022-351-159	159	KILL	tuer	1417	KILL
Hantgan-2022-351-160	160	KNEE	donner un coup de genou à [cf. kànjè].	1371	KNEE
Hantgan-2022-351-161	161	KNEEL	(qn, chameau) s'agenouiller	66	KNEEL
Hantgan-2022-351-162	162	KNIFE	couteau	1352	KNIFE
Hantgan-2022-351-163	163	KNOW (SOMETHING)	connaître, savoir, reconnaître, remarquer	1410	KNOW (SOMETHING)
Hantgan-2022-351-164	164	LADDER	écaille	1464	LADDER
Hantgan-2022-351-165	165	LAUGH	le rire	1355	LAUGH
Hantgan-2022-351-166	166	LEAF	feuille	628	LEAF
Hantgan-2022-351-167	167	LEAVE	abandonner	1752	LEAVE
Hantgan-2022-351-168	168	LEFT	(main etc.) gauche	244	LEFT
Hantgan-2022-351-169	169	LICK	lécher	319	LICK
Hantgan-2022-351-170	170	LIE DOWN	coucher, étendre, allonger, étaler	215	LIE DOWN
Hantgan-2022-351-171	171	LIFT	amener, venir avec; amorcer (une matière, dans un discours) [irregular combination of kà ‘come’ plus ndù ‘with’; 3SgO kà:-.d-â, Imprt with 3SgO kà:-nd-â without -.suffix] [< kà 2].	501	LIFT
Hantgan-2022-351-172	172	LIGHT (WEIGHT)	ê. faible, facile, à bon marché	1052	LIGHT (WEIGHT)
Hantgan-2022-351-173	173	LIMP	boiter	366	LIMP
Hantgan-2022-351-174	174	LION	lion	1386	LION
Hantgan-2022-351-175	175	LOCK	couvercle; fermeture.	1596	LOCK
Hantgan-2022-351-176	176	LOOK	examiner, regarder	1819	LOOK
Hantgan-2022-351-177	177	LOOK FOR	chercher	1468	LOOK FOR
Hantgan-2022-351-178	178	LOUSE	pou	1392	LOUSE
Hantgan-2022-351-179	179	LUNCH	déjeuner	768	LUNCH
Hantgan-2022-351-180	180	LUNG	poumon	688	LUNG
Hantgan-2022-351-181	181	MAIZE	maïs	506	MAIZE
Hantgan-2022-351-182	182	MAN	homme	1554	MAN
Hantgan-2022-351-183	183	MARKET	marché	633	MARKET
Hantgan-2022-351-184	184	MARROW	moelle	1835	MARROW
Hantgan-2022-351-185	185	MARRY	(homme) épouser (femme)	203	MARRY
Hantgan-2022-351-186	186	MAT	natte	195	MAT
Hantgan-2022-351-187	187	MEAL	repas	1526	MEAL
Hantgan-2022-351-188	188	MEAT	viande	634	MEAT
Hantgan-2022-351-189	189	MEDICINE	médicament	499	CURE
Hantgan-2022-351-190	190	MEET	(individus) se rassembler, se réunir	1831	MEET
Hantgan-2022-351-191	191	MILK	lait	635	MILK
Hantgan-2022-351-192	192	MILLET	mil	931	MILLET
Hantgan-2022-351-193	193	MONEY	argent	1559	MONEY
Hantgan-2022-351-194	194	MOON	lune	1313	MOON
Hantgan-2022-351-195	195	MOSQUE	mosquéé	1603	MOSQUE
Hantgan-2022-351-196	196	MOTHER	mère	1216	MOTHER
Hantgan-2022-351-197	197	MOUSE	souris	1491	MOUSE
Hantgan-2022-351-198	198	MOUTH	bouche	674	MOUTH
Hantgan-2022-351-199	199	MUD	boue	640	MUD
Hantgan-2022-351-200	200	NAME	nom	1405	NAME
Hantgan-2022-351-201	201	NARROW	coincé	1267	NARROW
Hantgan-2022-351-202	202	NEAR	proche	1942	NEAR
Hantgan-2022-351-203	203	NECK	cou	1333	NECK
Hantgan-2022-351-204	204	NEED (NOUN)	besoin	643	NEED (NOUN)
Hantgan-2022-351-205	205	NEIGHBOR	voisin	643	NEED (NOUN)
Hantgan-2022-351-206	206	NEIGHBOUR	voisin	1332	NEIGHBOUR
Hantgan-2022-351-207	207	NEW	nouveau	1231	NEW
Hantgan-2022-351-208	208	NIGHT	nuit	1233	NIGHT
Hantgan-2022-351-209	209	NINE	neuf	1483	NINE
Hantgan-2022-351-210	210	NOBLE	noble (non esclave)	482	NOBLE
Hantgan-2022-351-211	211	NOSE	nez	1221	NOSE
Hantgan-2022-351-212	212	NOW	maintenant	1376	NOW
Hantgan-2022-351-213	213	NURSE	(femelle) allaiter, faire téter (enfant)	1104	NURSE
Hantgan-2022-351-214	214	OLD	âgé, vieux (person)	1229	OLD
Hantgan-2022-351-215	215	OLD MAN	vieil homme	406	OLD MAN
Hantgan-2022-351-216	216	OLD WOMAN	vieille femme	907	OLD WOMAN
Hantgan-2022-351-217	217	ONE	un	1493	ONE
Hantgan-2022-351-218	218	ONION	Allium (diverses var. cultivéés), oignon	2366	ONION
Hantgan-2022-351-219	219	OPEN	découvrir (qch, qn), ouvrir (porte, récipient)	1156	OPEN
Hantgan-2022-351-220	220	ORPHAN	orphelin	1149	ORPHAN
Hantgan-2022-351-221	221	OTHER	autre	197	OTHER
Hantgan-2022-351-222	222	PATH OR ROAD	chemin	2457	PATH OR ROAD
Hantgan-2022-351-223	223	PENIS	membre viril, sexe de l’homme [common in insults; TSK béndè] [SYN:zòfól-ò ] -poss (inal): 1Sg bènd-èy, 3Sg bènd-ò , 3FullSg .ángá bènd-ô -ex of insult: bà:b-à.­bénd-ò your father’s prick!	1222	PENIS
Hantgan-2022-351-224	224	PERSON	chose ou personne jolie [DIMIN in form].	683	PERSON
Hantgan-2022-351-225	225	PESTLE	pilon	225	PESTLE
Hantgan-2022-351-226	226	PICK	cueiller (fruit)	1486	PLANT (SOMETHING)
Hantgan-2022-351-227	227	PIG	cochon	1337	PIG
Hantgan-2022-351-228	228	PISS	urine	592	PISS
Hantgan-2022-351-229	229	PLACE (POSITION)	lieu	723	PLACE (POSITION)
Hantgan-2022-351-230	230	PLASTIC	caoutchouc, sac (en plastique); ballon	654	PLASTIC
Hantgan-2022-351-231	231	POCKET	poche -poss: 1Sg zìfíy-è , 2Sg zìfíy-ò-nó.] [cf. Za & TSK zí:bà , Ka zíbà , <Ar vj yb , similarly Ful njiiba, Hausaːljifu].	1851	POCKET
Hantgan-2022-351-232	232	PRICE	prix	657	PRICE
Hantgan-2022-351-233	233	PULL	dessiner [related to noun zé:r-ó 1].	1455	PULL
Hantgan-2022-351-234	234	PUMPKIN	courge	864	PUMPKIN
Hantgan-2022-351-235	235	PUSH	enfoncer, pousser	1452	PUSH
Hantgan-2022-351-236	236	RAIN (PRECIPITATION)	pluie	658	RAIN (PRECIPITATION)
Hantgan-2022-351-237	237	RAINBOW	arc-en-ciel	1733	RAINBOW
Hantgan-2022-351-238	238	RAW	(viande) cru, non cuit	1959	RAW
Hantgan-2022-351-239	239	RAZOR	rasoir	151	RAZOR
Hantgan-2022-351-240	240	RED	rouge	156	RED
Hantgan-2022-351-241	241	RIB	(une) côte	801	RIB
Hantgan-2022-351-242	242	RIGHT	(main etc.) droit	1019	RIGHT
Hantgan-2022-351-243	243	RING	anneau	1374	RING
Hantgan-2022-351-244	244	RIVER	fleuve	666	RIVER
Hantgan-2022-351-245	245	ROOF	terrasse (au toit)	769	ROOF
Hantgan-2022-351-246	246	ROOT	nerf, tendon, vaisseau sanguin, corde d’instrument de musique, air de musique, racine	670	ROOT
Hantgan-2022-351-247	247	ROTTEN	ê. pourri [adj fùmb-ò , Intens dús! , Fact fúmb-éyndí , cf. fùmb-ànd-à ].	1728	ROTTEN
Hantgan-2022-351-248	248	ROUGH	(surface) raide [<verb kású 1a] ­ex: sáhán kàs-ò harsh fabric	1923	ROUGH
Hantgan-2022-351-249	249	RUN	courir	1519	RUN
Hantgan-2022-351-250	250	SALT	sel	1274	SALT
Hantgan-2022-351-251	251	SAND	sable	671	SAND
Hantgan-2022-351-252	252	SAY	dire	1458	SAY
Hantgan-2022-351-253	253	SCALE	écaille (de poisson ou de serpent)	266	SCALE
Hantgan-2022-351-254	254	SEE	voir	1409	SEE
Hantgan-2022-351-255	255	SELL	vendre	1571	SELL
Hantgan-2022-351-256	256	SEND	envoyer	1127	SEND
Hantgan-2022-351-257	257	SEVEN	sept	1704	SEVEN
Hantgan-2022-351-258	258	SEW	coudre	1457	SEW
Hantgan-2022-351-259	259	SHARP	(lame) ê. tranchante [homophonous to kâ:n 1; cf. sèmbèlèy ] [adj kà:n-ò 2, Fact ká:n-éyndí 2].	1396	SHARP
Hantgan-2022-351-260	260	SHEEP	mouton	1331	SHEEP
Hantgan-2022-351-261	261	SHEPHERD	berger	2544	SHEPHERD
Hantgan-2022-351-262	262	SHIT (DEFECATE)	defecate, have a shit	676	SHIT (DEFECATE)
Hantgan-2022-351-263	263	SHOE	chaussure	1381	SHOE
Hantgan-2022-351-264	264	SHORT	court	1645	SHORT
Hantgan-2022-351-265	265	SHOW	exposer, montrer (qqch) -ex (reflexive): .ò ­nám [.ò. ­bó.] .bánj-éyndí s-â. they’ll show themselves to you	1039	SHOW
Hantgan-2022-351-266	266	SICKLE OR SCYTHE	faucille	2132	SICKLE OR SCYTHE
Hantgan-2022-351-267	267	SIMILAR	comme, pareil à	1558	SIMILAR
Hantgan-2022-351-268	268	SING	chant, chanson	1261	SING
Hantgan-2022-351-269	269	SIT	asseoir, installer, habiter	1416	SIT
Hantgan-2022-351-270	270	SIX	six	1703	SIX
Hantgan-2022-351-271	271	SKIN	peau	763	SKIN
Hantgan-2022-351-272	272	SKY	(le) haut, ciel	1732	SKY
Hantgan-2022-351-273	273	SLAVE	captif, esclave	812	SLAVE
Hantgan-2022-351-274	274	SLEEP	dormir	1585	SLEEP
Hantgan-2022-351-275	275	SLIP	(qn) glisser	1324	SLIP
Hantgan-2022-351-276	276	SMALL	ê. petit [Adj kátíyá 1b] [KS kacca ].	1246	SMALL
Hantgan-2022-351-277	277	SMELL	odeur	2124	SMELL
Hantgan-2022-351-278	278	SMOKE	fuméé	778	SMOKE (EXHAUST)
Hantgan-2022-351-279	279	SMOOTH	aplanir, aplatir (surface d’un mur, ou sol d’une maison, avec une truelle.) [<Ful vmeel-].	1234	SMOOTH
Hantgan-2022-351-280	280	SNAKE	serpent	730	SNAKE
Hantgan-2022-351-281	281	SOAP	savon	788	SOAP
Hantgan-2022-351-282	282	SONG	chan	1096	SONG
Hantgan-2022-351-283	283	SPEAR	caoutchouc, lance-pierres	945	SPEAR
Hantgan-2022-351-284	284	SPIN	filer (coton)	121	SPIN
Hantgan-2022-351-285	285	SPIRIT	âme, esprit vital (d'un vivant)	53	SPIRIT
Hantgan-2022-351-286	286	SPIT	cracher	1440	SPIT
Hantgan-2022-351-287	287	SPLEEN	rate	1744	SPLEEN
Hantgan-2022-351-288	288	SPRING OR WELL	(piège) sauter.	2144	SPRING OR WELL
Hantgan-2022-351-289	289	STAR	etoile	1430	STAR
Hantgan-2022-351-290	290	STEAL	voler	713	STEAL
Hantgan-2022-351-291	291	STOMACH	estomac	819	STOMACH
Hantgan-2022-351-292	292	STONE	petite pierre, caillou, gravier	857	STONE
Hantgan-2022-351-293	293	STRIKE OR BEAT	gifler, frapper, battre	2133	STRIKE OR BEAT
Hantgan-2022-351-294	294	SUCK	lécher, sucer	1421	SUCK
Hantgan-2022-351-295	295	SUGAR	sucre	862	SUGAR
Hantgan-2022-351-296	296	SUN	soleil	1343	SUN
Hantgan-2022-351-297	297	SWALLOW	avale	897	SWALLOW
Hantgan-2022-351-298	298	SWEEP	balayer	230	SWEEP
Hantgan-2022-351-299	299	SWEET	(goût) doux, sucré	717	SWEET
Hantgan-2022-351-300	300	SWIM	nager	1439	SWIM
Hantgan-2022-351-301	301	TAIL	queue	1220	TAIL
Hantgan-2022-351-302	302	TALK	dire, parler	2708	TALK
Hantgan-2022-351-303	303	TASTE	goûter	1373	TEA
Hantgan-2022-351-304	304	TEN	thé	1515	TEN
Hantgan-2022-351-305	305	TESTICLES	oeuf, testicule	797	TESTICLES
Hantgan-2022-351-306	306	THICK	(bâton etc.) épais	1244	THICK
Hantgan-2022-351-307	307	THIGH	cuisse	800	THIGH
Hantgan-2022-351-308	308	THING	chose	738	THING
Hantgan-2022-351-309	309	THINK	croire; réfléchir [cf. hò.gù, só:sê, lásá:bû, síkkê] -ex: à.bò .mí:ló [.ò.gú wìy-à/ he thinks they are doing the killing	2271	THINK
Hantgan-2022-351-310	310	THORN	épine	124	THORN
Hantgan-2022-351-311	311	THOUSAND	mille	1843	THOUSAND
Hantgan-2022-351-312	312	THREE	trois	492	THREE
Hantgan-2022-351-313	313	THROAT	cou, gorge, col	1346	THROAT
Hantgan-2022-351-314	314	THROW	jeter	1456	THROW
Hantgan-2022-351-315	315	TIE	attacher	1917	TIE
Hantgan-2022-351-316	316	TOBACCO	tabac [related verb súndú 1a; SYN:táb-ò ; cf. hámpérê ]	974	TOBACCO
Hantgan-2022-351-317	317	TOE	doigt, orteil	1389	TOE
Hantgan-2022-351-318	318	TOMORROW	demain	1329	TOMORROW
Hantgan-2022-351-319	319	TONGS	pinces (pour enlever les échardes); pinces (du forgeron)	272	TONGS
Hantgan-2022-351-320	320	TONGUE	lâcher	1205	TONGUE
Hantgan-2022-351-321	321	TOOTH	dent	1380	TOOTH
Hantgan-2022-351-322	322	TOUCH	toucher	1892	TOUCH
Hantgan-2022-351-323	323	TRAP (PITFALL)	piège	1075	TRAP (PITFALL)
Hantgan-2022-351-324	324	TRAVERSE	casser, détruire ; traverser	666	RIVER
Hantgan-2022-351-325	325	TREE	arbre	906	TREE
Hantgan-2022-351-326	326	TROUGH	abreuvoir	205	TROUGH
Hantgan-2022-351-327	327	TWENTY	vingt	1710	TWENTY
Hantgan-2022-351-328	328	TWICE	deux fois	1546	TWICE
Hantgan-2022-351-329	329	TWO	deux	1498	TWO
Hantgan-2022-351-330	330	UNTIE	délier, lâcher (animal etc.)	352	UNTIE
Hantgan-2022-351-331	331	URINE	urine	1142	URINE
Hantgan-2022-351-332	332	VAGINA	vagin	1836	VAGINA
Hantgan-2022-351-333	333	VILLAGE	côté, village, pays natal	930	VILLAGE
Hantgan-2022-351-334	334	WAGES	payer, rembourser (qn)	1122	WAGES
Hantgan-2022-351-335	335	WALL (OF HOUSE)	mur	933	WALL (OF HOUSE)
Hantgan-2022-351-336	336	WATER	eau	948	WATER
Hantgan-2022-351-337	337	WEAVE	tisser	133	WEAVE
Hantgan-2022-351-338	338	WEEK	semaine	1469	WEEK
Hantgan-2022-351-339	339	WET	complètement trempé, très mouillé	1726	WET
Hantgan-2022-351-340	340	WHITE	blanc (de l'oeil, de l'oeuf)	1335	WHITE
Hantgan-2022-351-341	341	WIFE	épouse	1199	WIFE
Hantgan-2022-351-342	342	WIND	vent	960	WIND
Hantgan-2022-351-343	343	WING	aile	1257	WING
Hantgan-2022-351-344	344	WOMAN	femme	962	WOMAN
Hantgan-2022-351-345	345	WOOD	bois	1803	WOOD
Hantgan-2022-351-346	346	WORK	travailler	1803	WOOD
Hantgan-2022-351-347	347	WORK (LABOUR)	travail	984	WORK (LABOUR)
Hantgan-2022-351-348	348	WORLD	le monde, la vie	965	WORLD
Hantgan-2022-351-349	349	WRAPPER	pagne	1113	WRAP
Hantgan-2022-351-350	350	YEAR	an / annéé	1226	YEAR
Hantgan-2022-351-351	351	YELLOW	ê. jaune [SYN:.ó:ldê].	1424	YELLOW
