ID	NUMBER	ENGLISH	SEMANTIC_FIELD	CONCEPTICON_ID	CONCEPTICON_GLOSS
Gerardi-2022-705-36	36	BE ALIVE	THE_BODY	1422	BE ALIVE
Gerardi-2022-705-37	37	BE ANGRY	EMOTIONS_AND_VALUES	2223	BE ANGRY
Gerardi-2022-705-38	38	BE HUNGRY	FOOD_AND_DRINK	1533	BE HUNGRY
Gerardi-2022-705-39	39	BEAD	CLOTHING_AND_GROOMING	1860	BEAD
Gerardi-2022-705-40	40	BEAK	THE_BODY	73	BEAK
Gerardi-2022-705-41	41	BEAUTIFUL	EMOTIONS_AND_VALUES	1427	BEAUTIFUL
Gerardi-2022-705-42	42	BECAUSE	MISCELLANEOUS_FUNCTION_WORDS	1157	BECAUSE
Gerardi-2022-705-43	43	BED	THE_HOUSE	1663	BED
Gerardi-2022-705-44	44	BEE	ANIMALS	665	BEE
Gerardi-2022-705-45	45	BEETLE	ANIMALS	2242	BEETLE
Gerardi-2022-705-46	46	BELCH	BASIC_ACTIONS_AND_TECHNOLOGY	2245	BELCH
Gerardi-2022-705-47	47	BELLY	THE_BODY	1251	BELLY
Gerardi-2022-705-48	48	BELOW OR UNDER	SPATIAL_RELATIONS	1485	BELOW OR UNDER
Gerardi-2022-705-49	49	BENCH	THE_HOUSE	2584	BENCH
Gerardi-2022-705-50	50	BIG	SPATIAL_RELATIONS	1202	BIG
Gerardi-2022-705-51	51	BIG LEAF CALATHEA	AGRICULTURE_AND_VEGETATION		
Gerardi-2022-705-52	52	BIRD	ANIMALS	937	BIRD
Gerardi-2022-705-53	53	BIRD (SPECIES)	ANIMALS		
Gerardi-2022-705-54	54	BITE	THE_BODY	1403	BITE
Gerardi-2022-705-55	55	BITTER	SENSE_PERCEPTION	887	BITTER
Gerardi-2022-705-56	56	BITTER MANIOC	AGRICULTURE_AND_VEGETATION		
Gerardi-2022-705-57	57	BLACK	SENSE_PERCEPTION	163	BLACK
Gerardi-2022-705-58	58	BLACK-FRONTED NUNBIRD	ANIMALS		
Gerardi-2022-705-59	59	BLOOD	THE_BODY	946	BLOOD
Gerardi-2022-705-60	60	BLOW (OF WIND)	MOTION	175	BLOW (OF WIND)
Gerardi-2022-705-61	61	BLOW (WITH MOUTH)	BASIC_ACTIONS_AND_TECHNOLOGY	176	BLOW (WITH MOUTH)
Gerardi-2022-705-62	62	BLOWGUN	WARFARE_AND_HUNTING	432	BLOWGUN
Gerardi-2022-705-63	63	BLUE	SENSE_PERCEPTION	837	BLUE
Gerardi-2022-705-64	64	BLUE OR GREEN	SENSE_PERCEPTION	2382	BLUE OR GREEN
Gerardi-2022-705-65	65	BLUE-AND-YELLOW MACAW (Ara ararauna)	ANIMALS	3927	BLUE-AND-YELLOW MACAW
Gerardi-2022-705-66	66	BONE	THE_BODY	1394	BONE
Gerardi-2022-705-67	67	BOW	WARFARE_AND_HUNTING	994	BOW
Gerardi-2022-705-68	68	BOX	MODERN_WORLD	1465	BOX
Gerardi-2022-705-69	69	BOY	KINSHIP	1366	BOY
Gerardi-2022-705-70	70	BRANCH	AGRICULTURE_AND_VEGETATION	1531	BRANCH
Gerardi-2022-705-71	71	BRAZIL NUT (Bertholletia excelsa)	FOOD_AND_DRINK	3928	BRAZIL NUT
Gerardi-2022-705-72	72	BREAK (DESTROY OR GET DESTROYED)	BASIC_ACTIONS_AND_TECHNOLOGY	680	BREAK (DESTROY OR GET DESTROYED)
Gerardi-2022-705-73	73	BREAST	THE_BODY	1402	BREAST
Gerardi-2022-705-74	74	BREATHE	THE_BODY	1407	BREATHE
Gerardi-2022-705-75	75	BRIGHT	SENSE_PERCEPTION	679	BRIGHT
Gerardi-2022-705-76	76	BRING	MOTION	692	BRING
Gerardi-2022-705-77	77	BROTHER	KINSHIP	1262	BROTHER
Gerardi-2022-705-78	78	BROTHER-IN-LAW (OF MAN)	KINSHIP	2380	BROTHER-IN-LAW (OF MAN)
Gerardi-2022-705-79	79	BRYCON (GENUS)	NA		
Gerardi-2022-705-80	80	BURN	BASIC_ACTIONS_AND_TECHNOLOGY	2102	BURN
Gerardi-2022-705-81	81	BURN (INJURY)	THE_BODY	3622	BURN (INJURY)
Gerardi-2022-705-82	82	BUTTERFLY	ANIMALS	1791	BUTTERFLY
Gerardi-2022-705-83	83	BUTTOCKS	THE_BODY	834	BUTTOCKS
Gerardi-2022-705-84	84	CAIMAN	ANIMALS	2438	CAIMAN
Gerardi-2022-705-85	85	CALM	THE_PHYSICAL_WORLD	258	CALM
Gerardi-2022-705-86	86	CANGATI	NA		
Gerardi-2022-705-87	87	CANOE	MOTION	1970	CANOE
Gerardi-2022-705-88	88	CAPUCHIN MONKEY	ANIMALS		
Gerardi-2022-705-89	89	CAPYBARA	ANIMALS	314	CAPYBARA
Gerardi-2022-705-90	90	CARÁ (FISH)	ANIMALS		
Gerardi-2022-705-91	91	CARRY	BASIC_ACTIONS_AND_TECHNOLOGY	700	CARRY
Gerardi-2022-705-92	92	CASHEW	AGRICULTURE_AND_VEGETATION	2441	CASHEW
Gerardi-2022-705-93	93	CATCH	MOTION	702	CATCH
Gerardi-2022-705-94	94	CATERPILLAR	ANIMALS	2247	CATERPILLAR
Gerardi-2022-705-95	95	CATFISH	ANIMALS	3777	CATFISH
Gerardi-2022-705-96	96	CEDAR	AGRICULTURE_AND_VEGETATION		
Gerardi-2022-705-97	97	CHAMELEON	ANIMALS	1555	CHAMELEON
Gerardi-2022-705-98	98	CHEEK	THE_BODY	1730	CHEEK
Gerardi-2022-705-99	99	CHEST	THE_BODY	1592	CHEST
Gerardi-2022-705-100	100	CHICKEN	ANIMALS	1318	CHICKEN
Gerardi-2022-705-101	101	CHILD	KINSHIP	2099	CHILD
Gerardi-2022-705-102	102	CHIN	THE_BODY	1510	CHIN
Gerardi-2022-705-103	103	CHOKE	FOOD_AND_DRINK	129	CHOKE
Gerardi-2022-705-104	104	CHOP	BASIC_ACTIONS_AND_TECHNOLOGY	155	CHOP
Gerardi-2022-705-105	105	CICADA	ANIMALS	2353	CICADA
Gerardi-2022-705-106	106	CLOTHES	CLOTHING_AND_GROOMING	1895	CLOTHES
Gerardi-2022-705-107	108	CLOUD	THE_PHYSICAL_WORLD	1489	CLOUD
Gerardi-2022-705-108	109	COATI (COATIMUNDI)	ANIMALS	2389	COATI (COATIMUNDI)
Gerardi-2022-705-109	110	COCKROACH	ANIMALS	1575	COCKROACH
Gerardi-2022-705-110	111	COLD	SENSE_PERCEPTION	1287	COLD
Gerardi-2022-705-111	112	COLLARED PECCARY	ANIMALS	435	COLLARED PECCARY
Gerardi-2022-705-112	113	COMB	CLOTHING_AND_GROOMING	1475	COMB
Gerardi-2022-705-113	114	COME	MOTION	1446	COME
Gerardi-2022-705-114	115	COOK (SOMETHING)	FOOD_AND_DRINK	1100	COOK (SOMETHING)
Gerardi-2022-705-115	116	COPULATE	THE_BODY	549	COPULATE
Gerardi-2022-705-116	117	CORPSE	THE_BODY	767	CORPSE
Gerardi-2022-705-117	118	CORRECT (RIGHT)	EMOTIONS_AND_VALUES	1725	CORRECT (RIGHT)
Gerardi-2022-705-118	119	COTTON	CLOTHING_AND_GROOMING	1850	COTTON
Gerardi-2022-705-119	120	COUGH	THE_BODY	879	COUGH
Gerardi-2022-705-120	121	CRAB	ANIMALS	2348	CRAB
Gerardi-2022-705-121	122	CRICKET	ANIMALS	2354	CRICKET
Gerardi-2022-705-122	123	CRY	EMOTIONS_AND_VALUES	1839	CRY
Gerardi-2022-705-123	124	CULTIVATED FIELD	THE_PHYSICAL_WORLD		
Gerardi-2022-705-124	125	CURASSOW	ANIMALS	315	CURASSOW
Gerardi-2022-705-125	126	CUT	BASIC_ACTIONS_AND_TECHNOLOGY	1432	CUT
Gerardi-2022-705-126	127	DARK	THE_PHYSICAL_WORLD	706	DARK
Gerardi-2022-705-127	128	DAUGHTER	KINSHIP	1357	DAUGHTER
Gerardi-2022-705-128	129	DAY (NOT NIGHT)	TIME	1225	DAY (NOT NIGHT)
Gerardi-2022-705-129	130	DEEP	SPATIAL_RELATIONS	1593	DEEP
Gerardi-2022-705-130	131	DEER	ANIMALS	1936	DEER
Gerardi-2022-705-131	132	DIE	THE_BODY	1494	DIE
Gerardi-2022-705-132	133	DIG	AGRICULTURE_AND_VEGETATION	1418	DIG
Gerardi-2022-705-133	134	DIRTY	SENSE_PERCEPTION	1230	DIRTY
Gerardi-2022-705-134	135	DISAPPEAR	MOTION	485	DISAPPEAR
Gerardi-2022-705-135	136	DO OR MAKE	BASIC_ACTIONS_AND_TECHNOLOGY	2575	DO OR MAKE
Gerardi-2022-705-136	137	DOG	ANIMALS	2009	DOG
Gerardi-2022-705-137	138	DOOR	THE_HOUSE	1567	DOOR
Gerardi-2022-705-138	139	DOVE	ANIMALS	1853	DOVE
Gerardi-2022-705-139	140	DREAM	THE_BODY	2374	DREAM
Gerardi-2022-705-140	141	DRINK	FOOD_AND_DRINK	1401	DRINK
Gerardi-2022-705-141	142	DROWN	THE_BODY	1904	DROWN
Gerardi-2022-705-142	143	DRY	SENSE_PERCEPTION	1398	DRY
Gerardi-2022-705-143	144	DRY UP	BASIC_ACTIONS_AND_TECHNOLOGY	1786	DRY UP
Gerardi-2022-705-144	145	DULL	SENSE_PERCEPTION	379	BLUNT
Gerardi-2022-705-145	146	DUST	THE_PHYSICAL_WORLD	2	DUST
Gerardi-2022-705-146	147	EAGLE OR HAWK	ANIMALS	2683	EAGLE OR HAWK
Gerardi-2022-705-147	148	EAR	THE_BODY	1247	EAR
Gerardi-2022-705-148	149	EARTH (SOIL)	THE_PHYSICAL_WORLD	1228	EARTH (SOIL)
Gerardi-2022-705-149	150	EARTHWORM	ANIMALS	2350	EARTHWORM
Gerardi-2022-705-150	151	EAT	FOOD_AND_DRINK	1336	EAT
Gerardi-2022-705-151	152	EDGE	SPATIAL_RELATIONS	863	EDGE
Gerardi-2022-705-152	153	EGG	FOOD_AND_DRINK	744	EGG
Gerardi-2022-705-153	154	ELECTRIC EEL	ANIMALS	2443	ELECTRIC EEL
Gerardi-2022-705-154	155	EMBAUBA (genus Cecropia)	AGRICULTURE_AND_VEGETATION	3931	CECROPIA
Gerardi-2022-705-155	156	EXCHANGE	BASIC_ACTIONS_AND_TECHNOLOGY	2509	EXCHANGE
Gerardi-2022-705-156	157	EXIST	NA		
Gerardi-2022-705-157	158	EYE	THE_BODY	1248	EYE
Gerardi-2022-705-158	159	EYEBROW	THE_BODY	1173	EYEBROW
Gerardi-2022-705-159	160	FAECES (EXCREMENT)	THE_BODY	675	FAECES (EXCREMENT)
Gerardi-2022-705-160	161	FALL	MOTION	1280	FALL
Gerardi-2022-705-161	162	FAN (OBJECT)	BASIC_ACTIONS_AND_TECHNOLOGY	1971	FAN (OBJECT)
Gerardi-2022-705-162	163	FAR	SPATIAL_RELATIONS	1406	FAR
Gerardi-2022-705-163	164	FAST	TIME	1631	FAST
Gerardi-2022-705-164	165	FASTEN	BASIC_ACTIONS_AND_TECHNOLOGY	1094	FASTEN
Gerardi-2022-705-165	166	FAT (OBESE)	SPATIAL_RELATIONS	1279	FAT (OBESE)
Gerardi-2022-705-166	167	FAT (ORGANIC SUBSTANCE)	THE_BODY	323	FAT (ORGANIC SUBSTANCE)
Gerardi-2022-705-167	168	FATHER	KINSHIP	1217	FATHER
Gerardi-2022-705-168	169	FEAR (BE AFRAID)	EMOTIONS_AND_VALUES	1419	FEAR (BE AFRAID)
Gerardi-2022-705-169	170	FEATHER	THE_BODY	1201	FEATHER
Gerardi-2022-705-170	171	FINGER	THE_BODY	1303	FINGER
Gerardi-2022-705-171	172	FINGERNAIL	THE_BODY	1258	FINGERNAIL
Gerardi-2022-705-172	173	FINISH	TIME	1766	FINISH
Gerardi-2022-705-173	174	FIRE	THE_PHYSICAL_WORLD	221	FIRE
Gerardi-2022-705-174	175	FIREFLY	ANIMALS	206	FIREFLY
Gerardi-2022-705-175	176	FIREWOOD	THE_PHYSICAL_WORLD	10	FIREWOOD
Gerardi-2022-705-176	177	FIRST	QUANTITY	728	FIRST
Gerardi-2022-705-177	178	FISH	ANIMALS	227	FISH
Gerardi-2022-705-178	179	FISHHOOK	WARFARE_AND_HUNTING	1074	FISHHOOK
Gerardi-2022-705-179	180	FIX	BASIC_ACTIONS_AND_TECHNOLOGY	3074	FIX
Gerardi-2022-705-180	181	FLAT	SPATIAL_RELATIONS	1633	FLAT
Gerardi-2022-705-181	182	FLESH OR MEAT	THE_BODY	2615	FLESH OR MEAT
Gerardi-2022-705-182	183	FLOUR	FOOD_AND_DRINK	1594	FLOUR
Gerardi-2022-705-183	184	FLOWER	AGRICULTURE_AND_VEGETATION	239	FLOWER
Gerardi-2022-705-184	185	FLY	MOTION	1441	FLY (MOVE THROUGH AIR)
Gerardi-2022-705-185	186	FLY (INSECT)	ANIMALS	1504	FLY (INSECT)
Gerardi-2022-705-186	187	FOG	THE_PHYSICAL_WORLD	249	FOG
Gerardi-2022-705-187	188	FOOD	FOOD_AND_DRINK	256	FOOD
Gerardi-2022-705-188	189	FOOT	THE_BODY	1301	FOOT
Gerardi-2022-705-189	190	FOREHEAD	THE_BODY	123	FOREHEAD
Gerardi-2022-705-190	191	FOREST	THE_PHYSICAL_WORLD	420	FOREST
Gerardi-2022-705-191	192	FORGET	COGNITION	1523	FORGET
Gerardi-2022-705-192	193	FRAGRANT	SENSE_PERCEPTION	376	FRAGRANT
Gerardi-2022-705-193	194	FRIEND	SOCIAL_AND_POLITICAL_RELATIONS	1325	FRIEND
Gerardi-2022-705-194	195	FROG	ANIMALS	503	FROG
Gerardi-2022-705-195	196	FRUIT	FOOD_AND_DRINK	1507	FRUIT
Gerardi-2022-705-196	197	FRUIT TREE	AGRICULTURE_AND_VEGETATION		
Gerardi-2022-705-197	198	FRUIT VINE	AGRICULTURE_AND_VEGETATION		
Gerardi-2022-705-198	199	FULL	QUANTITY	1429	FULL
Gerardi-2022-705-199	200	GAME (ANIMAL)	NA		
Gerardi-2022-705-200	201	GARDEN	AGRICULTURE_AND_VEGETATION	586	GARDEN
Gerardi-2022-705-201	202	GENIPA	AGRICULTURE_AND_VEGETATION	3920	GENIPA
Gerardi-2022-705-202	203	GIANT RIVER OTTER	ANIMALS		
Gerardi-2022-705-203	204	GIRL	KINSHIP	1646	GIRL
Gerardi-2022-705-204	205	GIVE	POSSESSION	1447	GIVE
Gerardi-2022-705-205	206	GO	MOTION	695	GO
Gerardi-2022-705-206	207	GOOD	EMOTIONS_AND_VALUES	1035	GOOD
Gerardi-2022-705-207	208	GOURD	AGRICULTURE_AND_VEGETATION	411	GOURD
Gerardi-2022-705-208	209	GRANDCHILD	KINSHIP	1617	GRANDCHILD
Gerardi-2022-705-209	210	GRANDFATHER	KINSHIP	1383	GRANDFATHER
Gerardi-2022-705-210	211	GRASS	AGRICULTURE_AND_VEGETATION	606	GRASS
Gerardi-2022-705-211	212	GRASSHOPPER	ANIMALS	607	GRASSHOPPER
Gerardi-2022-705-212	213	GRATE (SOMETHING)	BASIC_ACTIONS_AND_TECHNOLOGY	3114	GRATE (SOMETHING)
Gerardi-2022-705-213	214	GREEN	SENSE_PERCEPTION	1425	GREEN
Gerardi-2022-705-214	215	GROUND	THE_PHYSICAL_WORLD	2159	GROUND
Gerardi-2022-705-215	216	GROWL	ANIMALS	3679	GROWL
Gerardi-2022-705-216	217	GUAN	ANIMALS	437	GUAN
Gerardi-2022-705-217	218	GUAVA	AGRICULTURE_AND_VEGETATION	3981	GUAVA
Gerardi-2022-705-218	219	HAIR	THE_BODY	1040	HAIR
Gerardi-2022-705-219	220	HAMMOCK	THE_HOUSE	2019	HAMMOCK
Gerardi-2022-705-220	221	HAND	THE_BODY	1277	HAND
Gerardi-2022-705-221	222	HAPPY	EMOTIONS_AND_VALUES	1495	HAPPY
Gerardi-2022-705-222	223	HARD	SENSE_PERCEPTION	1884	HARD
Gerardi-2022-705-223	225	HAWK	ANIMALS	307	HAWK
Gerardi-2022-705-224	226	HE	KINSHIP	1211	HE
Gerardi-2022-705-225	227	HEAD	THE_BODY	1256	HEAD
Gerardi-2022-705-226	228	HEAR	SENSE_PERCEPTION	1408	HEAR
Gerardi-2022-705-227	229	HEART	THE_BODY	1223	HEART
Gerardi-2022-705-228	230	HEAVY	SENSE_PERCEPTION	1210	HEAVY
Gerardi-2022-705-229	231	HERE	MISCELLANEOUS_FUNCTION_WORDS	136	HERE
Gerardi-2022-705-230	232	HERON	ANIMALS	758	HERON
Gerardi-2022-705-231	233	HICCOUGH	THE_BODY	162	HICCOUGH
Gerardi-2022-705-232	234	HIGH OR TALL	SPATIAL_RELATIONS	2790	HIGH OR TALL
Gerardi-2022-705-233	235	HOLD OR TAKE	BASIC_ACTIONS_AND_TECHNOLOGY	2104	HOLD OR TAKE
Gerardi-2022-705-234	236	HOLE	SPATIAL_RELATIONS	1667	HOLE
Gerardi-2022-705-235	237	HOME	THE_HOUSE	2406	HOME
Gerardi-2022-705-236	238	HOOK	WARFARE_AND_HUNTING	1071	HOOK
Gerardi-2022-705-237	239	HOPLIAS (GENUS)	ANIMALS	3933	HOPLIAS (GENUS)
Gerardi-2022-705-238	240	HOPLIAS (Hoplias malabaricus)	NA		
Gerardi-2022-705-239	241	HOPLIAS (sp.)	NA		
Gerardi-2022-705-240	242	HORN (ANATOMY)	THE_BODY	1393	HORN (ANATOMY)
Gerardi-2022-705-241	243	HORSEFLY	ANIMALS	3262	HORSEFLY
Gerardi-2022-705-242	244	HOT	SENSE_PERCEPTION	1286	HOT
Gerardi-2022-705-243	245	HOUSE	THE_HOUSE	1252	HOUSE
Gerardi-2022-705-244	246	HOUSE GIRDER	NA		
Gerardi-2022-705-245	247	HOWLER MONKEY	ANIMALS	433	HOWLER MONKEY
Gerardi-2022-705-246	248	HUNGER	FOOD_AND_DRINK	1864	HUNGER
Gerardi-2022-705-247	249	HUNT	WARFARE_AND_HUNTING	1435	HUNT
Gerardi-2022-705-248	250	HUSBAND	KINSHIP	1200	HUSBAND
Gerardi-2022-705-249	251	I	KINSHIP	1209	I
Gerardi-2022-705-250	252	ICE	THE_PHYSICAL_WORLD	617	ICE
Gerardi-2022-705-251	253	IF	COGNITION	1459	IF
Gerardi-2022-705-252	254	IMBAUBA	NA		
Gerardi-2022-705-253	255	IMITATE	COGNITION	117	IMITATE
Gerardi-2022-705-254	256	IN FRONT OF	SPATIAL_RELATIONS	1883	IN FRONT OF
Gerardi-2022-705-255	257	INDIGENOUS PEOPLES OF THE AMERICAS	SOCIAL_AND_POLITICAL_RELATIONS	3612	INDIGENOUS PEOPLES OF THE AMERICAS
Gerardi-2022-705-256	258	INGA (genus)	AGRICULTURE_AND_VEGETATION	3934	INGA (GENUS)
Gerardi-2022-705-257	259	INSECT	ANIMALS	620	INSECT
Gerardi-2022-705-258	260	INSIDE	SPATIAL_RELATIONS	1606	INSIDE
Gerardi-2022-705-259	261	ISLAND	THE_PHYSICAL_WORLD	622	ISLAND
Gerardi-2022-705-260	262	JACKFRUIT	AGRICULTURE_AND_VEGETATION	2655	JACKFRUIT
Gerardi-2022-705-261	263	JAGUAR	ANIMALS	1250	JAGUAR
Gerardi-2022-705-262	264	JUMP	MOTION	1829	JUMP
Gerardi-2022-705-263	265	KAPOK CEIBE TREE	AGRICULTURE_AND_VEGETATION		
Gerardi-2022-705-264	266	KICK	MOTION	1135	KICK
Gerardi-2022-705-265	267	KILL	THE_BODY	1417	KILL
Gerardi-2022-705-266	268	KINGFISHER	ANIMALS	2444	KINGFISHER
Gerardi-2022-705-267	269	KINKAJOU	NA		
Gerardi-2022-705-268	270	KNEE	THE_BODY	1371	KNEE
Gerardi-2022-705-269	271	KNIFE	FOOD_AND_DRINK BASIC_ACTIONS_AND_TECHNOLOGY	1352	KNIFE
Gerardi-2022-705-270	273	KNOW	COGNITION	3626	KNOW
Gerardi-2022-705-271	274	LAKE	THE_PHYSICAL_WORLD	624	LAKE
Gerardi-2022-705-272	275	LARGE CATFISH	ANIMALS		
Gerardi-2022-705-273	276	LARGE-BULLET-ANT (subfamily paraponerinae)	ANIMALS		
Gerardi-2022-705-274	277	LARVA	ANIMALS	2640	LARVA
Gerardi-2022-705-275	278	LATE	TIME	477	LATE
Gerardi-2022-705-276	279	LAUGH	EMOTIONS_AND_VALUES	1355	LAUGH
Gerardi-2022-705-277	280	LEAF	AGRICULTURE_AND_VEGETATION	628	LEAF
Gerardi-2022-705-278	281	LEAF BUNDLE	NA		
Gerardi-2022-705-279	282	LEAF SPINE	AGRICULTURE_AND_VEGETATION	2803	LEAF SPINE
Gerardi-2022-705-280	283	LEECH	ANIMALS	2273	LEECH
Gerardi-2022-705-281	284	LEG	THE_BODY	1297	LEG
Gerardi-2022-705-282	285	LET GO OR SET FREE	POSSESSION	1095	LET GO OR SET FREE
Gerardi-2022-705-283	286	LET'S GO	NA		
Gerardi-2022-705-284	287	LIANA	AGRICULTURE_AND_VEGETATION	2388	LIANA
Gerardi-2022-705-285	288	LIE (REST)	SPATIAL_RELATIONS	1411	LIE (REST)
Gerardi-2022-705-286	289	LIGHT	NA		
Gerardi-2022-705-287	290	LIGHT (IGNITE)	THE_PHYSICAL_WORLD	737	LIGHT (IGNITE)
Gerardi-2022-705-288	291	LIGHT (RADIATION)	THE_PHYSICAL_WORLD	630	LIGHT (RADIATION)
Gerardi-2022-705-289	292	LIGHTNING	THE_PHYSICAL_WORLD	1654	LIGHTNING
Gerardi-2022-705-290	293	LIKE	EMOTIONS_AND_VALUES	1117	LIKE
Gerardi-2022-705-291	294	LIMP	MOTION	366	LIMP
Gerardi-2022-705-292	295	LIP	THE_BODY	478	LIP
Gerardi-2022-705-293	296	LIVER	THE_BODY	1224	LIVER
Gerardi-2022-705-294	297	LIZARD	ANIMALS	632	LIZARD
Gerardi-2022-705-295	298	LONG	SPATIAL_RELATIONS	1203	LONG
Gerardi-2022-705-296	299	LOUSE	ANIMALS	1392	LOUSE
Gerardi-2022-705-297	300	LOW	SPATIAL_RELATIONS	721	LOW
Gerardi-2022-705-298	301	LUBRICATE	NA		
Gerardi-2022-705-299	302	LUNG	THE_BODY	688	LUNG
Gerardi-2022-705-300	303	LUNG FISH	ANIMALS		
Gerardi-2022-705-301	304	MACAW	ANIMALS	1630	MACAW
Gerardi-2022-705-302	305	MAIZE	AGRICULTURE_AND_VEGETATION	506	MAIZE
Gerardi-2022-705-303	306	MAN	KINSHIP	1554	MAN
Gerardi-2022-705-304	307	MANATEE	AMAZONIAN MANATEE	3995	AMAZONIAN MANATEE		
Gerardi-2022-705-305	308	MANDI	NA		
Gerardi-2022-705-306	310	MANY	QUANTITY	1198	MANY
Gerardi-2022-705-307	311	MARK	NA		
Gerardi-2022-705-308	312	MARMOSET	NA		
Gerardi-2022-705-309	313	MASTER	SOCIAL_AND_POLITICAL_RELATIONS	383	MASTER
Gerardi-2022-705-310	314	MATERNAL UNCLE (MOTHER'S BROTHER)	KINSHIP	2692	MATERNAL UNCLE (MOTHER'S BROTHER)
Gerardi-2022-705-311	315	MEASURE	SPATIAL_RELATIONS	1506	MEASURE
Gerardi-2022-705-312	316	MEDICINE	THE_BODY	1372	MEDICINE
Gerardi-2022-705-313	317	MEDICINE OF	NA	1372	MEDICINE
Gerardi-2022-705-314	318	MEET	SOCIAL_AND_POLITICAL_RELATIONS	1831	MEET
Gerardi-2022-705-315	319	MESSAGE	SPEECH_AND_LANGUAGE	2961	MESSAGE
Gerardi-2022-705-316	320	MIDDLE	SPATIAL_RELATIONS	1093	MIDDLE
Gerardi-2022-705-317	321	MILK	FOOD_AND_DRINK	635	MILK
Gerardi-2022-705-318	322	MIRROR	CLOTHING_AND_GROOMING	1171	MIRROR
Gerardi-2022-705-319	323	MIX	FOOD_AND_DRINK	2017	MIX
Gerardi-2022-705-320	324	MOAN	NA		
Gerardi-2022-705-321	325	MONKEY	ANIMALS	1350	MONKEY
Gerardi-2022-705-322	326	MONTH	TIME	1370	MONTH
Gerardi-2022-705-323	327	MOON	THE_PHYSICAL_WORLD	1313	MOON
Gerardi-2022-705-324	328	MORTAR	FOOD_AND_DRINK	224	MORTAR
Gerardi-2022-705-325	329	MOSQUITO	ANIMALS	1509	MOSQUITO
Gerardi-2022-705-326	330	MOT-MOT (BIRD)	ANIMALS		
Gerardi-2022-705-327	331	MOTH	ANIMALS	2828	MOTH
Gerardi-2022-705-328	332	MOTHER	KINSHIP	1216	MOTHER
Gerardi-2022-705-329	333	MOUNTAIN OR HILL	THE_PHYSICAL_WORLD	2118	MOUNTAIN OR HILL
Gerardi-2022-705-330	334	MOUTH	THE_BODY	674	MOUTH
Gerardi-2022-705-331	335	MUD	THE_PHYSICAL_WORLD	640	MUD
Gerardi-2022-705-332	336	MUD HOLE	NA		
Gerardi-2022-705-333	337	NAKED	THE_BODY	590	NAKED
Gerardi-2022-705-334	338	NAME	SPEECH_AND_LANGUAGE	1405	NAME
Gerardi-2022-705-335	339	NAVEL	THE_BODY	1838	NAVEL
