ID	NUMBER	ENGLISH	SEMANTIC_FIELD	CONCEPTICON_ID	CONCEPTICON_GLOSS
Gerardi-2022-705-685	691	PRICE	POSSESSION	657	PRICE
Gerardi-2022-705-686	692	PULL UP	NA		
Gerardi-2022-705-687	693	PUSH AWAY	NA		
Gerardi-2022-705-688	694	RESULT	BASIC_ACTIONS_AND_TECHNOLOGY	3969	RESULT
Gerardi-2022-705-689	695	SAKI MONKEY	NA		
Gerardi-2022-705-690	696	SCRAPE	BASIC_ACTIONS_AND_TECHNOLOGY	1767	SCRAPE
Gerardi-2022-705-691	697	SEARCH FOR	NA	1468	LOOK FOR
Gerardi-2022-705-692	698	SMALL BASKET	NA		
Gerardi-2022-705-693	699	SORVA TREE (COUMA SP)	NA		
Gerardi-2022-705-694	700	SURFACE	THE_PHYSICAL_WORLD	547	SURFACE
Gerardi-2022-705-695	701	SWALLOW	FOOD_AND_DRINK	897	SWALLOW
Gerardi-2022-705-696	702	THREATEN	SPEECH_AND_LANGUAGE	1192	THREATEN
Gerardi-2022-705-697	703	TOUCH	SENSE_PERCEPTION	1892	TOUCH
Gerardi-2022-705-698	704	TURN OVER	BASIC_ACTIONS_AND_TECHNOLOGY	3537	TURN OVER
Gerardi-2022-705-699	705	TWIST	MOTION	430	TWIST
Gerardi-2022-705-700	706	WALK	MOTION	1443	WALK
Gerardi-2022-705-701	707	WAVE	THE_PHYSICAL_WORLD	978	WAVE
Gerardi-2022-705-702	708	WORK ON	NA		
Gerardi-2022-705-703	709	DWELL (LIVE, RESIDE)	THE_HOUSE	363	DWELL (LIVE, RESIDE)
Gerardi-2022-705-704	710	PASS	NA		
Gerardi-2022-705-705	711	SPEAR	WARFARE_AND_HUNTING	945	SPEAR
