ID	NUMBER	CHINESE	ENGLISH	SWADESH_1952_200	CONCEPTICON_ID	CONCEPTICON_GLOSS
Castro-2010-511-42	42	鸟*	bird*	1	937	BIRD
Castro-2010-511-43	43	鱼*	fish*	1	227	FISH
Castro-2010-511-44	44	狗*	dog*	1	2009	DOG
Castro-2010-511-45	45	虱子 (身上)	louse	0	1392	LOUSE
Castro-2010-511-46	46	蛇*	snake*	1	730	SNAKE
Castro-2010-511-47	47	头*	head*	1	1256	HEAD
Castro-2010-511-48	48	毛*	hair*	1	2381	FEATHER OR FUR OR HAIR
Castro-2010-511-49	49	角*	horn*	1	1393	HORN (ANATOMY)
Castro-2010-511-50	50	尾巴*	tail*	1	1220	TAIL
Castro-2010-511-51	51	皮肤*	skin*	1	763	SKIN
Castro-2010-511-52	52	骨头*	bone*	1	1394	BONE
Castro-2010-511-53	53	血*	blood*	1	946	BLOOD
Castro-2010-511-54	54	眼睛*	eye*	1	1248	EYE
Castro-2010-511-55	55	耳朵*	ear*	1	1247	EAR
Castro-2010-511-56	56	鼻子*	nose*	1	1221	NOSE
Castro-2010-511-57	57	嘴巴*	mouth*	1	674	MOUTH
Castro-2010-511-58	58	牙齿*	tooth*	1	1380	TOOTH
Castro-2010-511-59	59	舌头*	tongue*	1	1205	TONGUE
Castro-2010-511-60	60	脖子*	neck*	1	1333	NECK
Castro-2010-511-61	61	肩膀	shoulder	0	1482	SHOULDER
Castro-2010-511-62	62	手*	hand*	1	1277	HAND
Castro-2010-511-63	63	指甲*	fingernail*	1	1258	FINGERNAIL
Castro-2010-511-64	64	翅膀*	wing*	1	1257	WING
Castro-2010-511-65	65	背*	back*	1	1291	BACK
Castro-2010-511-66	66	胸脯*	chest*	1	1592	CHEST
Castro-2010-511-67	67	乳房*	breast*	1	1402	BREAST
Castro-2010-511-68	68	心脏*	heart*	1	1223	HEART
Castro-2010-511-69	69	肝*	liver*	1	1224	LIVER
Castro-2010-511-70	70	肚子*	stomach*	1	1251	BELLY
Castro-2010-511-71	71	腿*	leg*	1	1297	LEG
Castro-2010-511-72	72	膝盖*	knee*	1	1371	KNEE
Castro-2010-511-73	73	脚*	foot*	1	1301	FOOT
Castro-2010-511-74	74	大米	rice	0	926	RICE
Castro-2010-511-75	75	秧苗	rice seedling	0	3050	SEEDLING
Castro-2010-511-76	76	菜(蔬菜)	vegetable	0	924	VEGETABLES
Castro-2010-511-77	77	肉*	meat*	1	634	MEAT
Castro-2010-511-78	78	油*(花生油)	fat*	1	2555	OIL (FROM PLANTS)
Castro-2010-511-79	79	蛋*	egg*	1	744	EGG
Castro-2010-511-80	80	盐*	salt*	1	1274	SALT
Castro-2010-511-81	81	人*	person*	1	683	PERSON
Castro-2010-511-82	82	男人*	man*	1	2106	MALE PERSON
Castro-2010-511-83	83	女人*	woman*	1	962	WOMAN
Castro-2010-511-84	84	父亲*	father*	1	1217	FATHER
Castro-2010-511-85	85	母亲*	mother*	1	1216	MOTHER
Castro-2010-511-86	86	孩子*	child*	1	2099	CHILD
Castro-2010-511-87	87	丈夫*	husband*	1	1200	HUSBAND
Castro-2010-511-88	88	妻子*	wife*	1	1199	WIFE
Castro-2010-511-89	89	我*	I,me*	1	1209	I
Castro-2010-511-90	90	你*	you*	1	1215	THOU
Castro-2010-511-91	91	他/她*	he/she*	1	2642	HE OR SHE
Castro-2010-511-92	92	我们*	we(excl.)*	1	1212	WE
Castro-2010-511-93	93	你们*	you(pl.)*	1	1213	YOU
Castro-2010-511-94	94	他们/她们*	they*	1	817	THEY
Castro-2010-511-95	95	这里*	here*	1	136	HERE
Castro-2010-511-96	96	那里*	there*	1	1937	THERE
Castro-2010-511-97	97	这*(个)	this*	1	1214	THIS
Castro-2010-511-98	98	那(个)*	that*	1	78	THAT
Castro-2010-511-99	99	一*	one*	1	1493	ONE
Castro-2010-511-100	100	二*	two*	1	1498	TWO
Castro-2010-511-101	101	三*	three*	1	492	THREE
Castro-2010-511-102	102	四*	four*	1	1500	FOUR
Castro-2010-511-103	103	五*	five*	1	493	FIVE
Castro-2010-511-104	104	多(许多)*	many*	1	1198	MANY
Castro-2010-511-105	105	少*	few*	1	1242	FEW
Castro-2010-511-106	106	都*	all*	1	98	ALL
Castro-2010-511-107	107	一些*	some*	1	1241	SOME
Castro-2010-511-108	108	大*	big,large*	1	1202	BIG
Castro-2010-511-109	109	小*	small*	1	1246	SMALL
Castro-2010-511-110	110	长*	long*	1	1203	LONG
Castro-2010-511-111	111	短*	short*	1	1645	SHORT
Castro-2010-511-112	112	宽*	wide*	1	1243	WIDE
Castro-2010-511-113	113	窄*	narrow*	1	1267	NARROW
Castro-2010-511-114	114	厚*	thick*	1	1244	THICK
Castro-2010-511-115	115	薄*	thin*	1	2306	THIN (OF LEAF AND CLOTH)
Castro-2010-511-116	116	重*	heavy*	1	1210	HEAVY
Castro-2010-511-117	117	轻	light	0	1052	LIGHT (WEIGHT)
Castro-2010-511-118	118	红*	red*	1	156	RED
Castro-2010-511-119	119	绿*	green*	1	1425	GREEN
Castro-2010-511-120	120	黄*	yellow*	1	1424	YELLOW
Castro-2010-511-121	121	白*	white*	1	1335	WHITE
Castro-2010-511-122	122	黑*	black*	1	163	BLACK
Castro-2010-511-123	123	热(天气)*	hot (weather)*	1	2110	WARM (OF WEATHER)
Castro-2010-511-124	124	冷(天气)*	cold (weather)*	1	1287	COLD
Castro-2010-511-125	125	新*	new*	1	1231	NEW
Castro-2010-511-126	126	旧*	old (object)*	1	2113	OLD (USED)
Castro-2010-511-127	127	好*	good*	1	1035	GOOD
Castro-2010-511-128	128	坏*	bad,ruined*	1	1292	BAD
Castro-2010-511-129	129	腐烂(果子)*	rotten (fruit)*	1	1728	ROTTEN
Castro-2010-511-130	130	脏(衣服）*	dirty*	1	1230	DIRTY
Castro-2010-511-131	131	直*	straight*	1	1404	STRAIGHT
Castro-2010-511-132	132	圆*	round*	1	1395	ROUND
Castro-2010-511-133	133	满*	full*	1	1429	FULL
Castro-2010-511-134	134	锋利*	sharp*	1	1396	SHARP
Castro-2010-511-135	135	钝*	blunt*	1	379	BLUNT
Castro-2010-511-136	136	滑*	slippery,smooth*	1	3702	SLIPPERY
Castro-2010-511-137	137	湿*	wet*	1	1726	WET
Castro-2010-511-138	138	干(衣服)*	dry*	1	1398	DRY
Castro-2010-511-139	139	对(对了)*	right,correct*	1	1725	CORRECT (RIGHT)
Castro-2010-511-140	140	近*	near*	1	1942	NEAR
Castro-2010-511-141	141	远*	far*	1	1406	FAR
Castro-2010-511-142	142	右(边)*	right*	1	1019	RIGHT
Castro-2010-511-143	143	左(边)*	left*	1	244	LEFT
Castro-2010-511-144	144	饿*	hungry*	1	1533	BE HUNGRY
Castro-2010-511-145	145	喝(酒)*	to drink*	1	1401	DRINK
Castro-2010-511-146	146	吃*	to eat*	1	1336	EAT
Castro-2010-511-147	147	咬*	to bite*	1	1403	BITE
Castro-2010-511-148	148	吸(吮吸)*	to breath in*	1	2705	INHALE
Castro-2010-511-149	149	呼(放气)*	to breath out*	1		
Castro-2010-511-150	150	吐痰*	to spit*	1	1440	SPIT
Castro-2010-511-151	151	呕吐*	to vomit*	1	1278	VOMIT
Castro-2010-511-152	152	吹(火)*	to blow*	1	176	BLOW (WITH MOUTH)
Castro-2010-511-153	153	笑(大笑)*	to laugh*	1	1355	LAUGH
Castro-2010-511-154	154	看*	to look, see*	1	1819	LOOK
Castro-2010-511-155	155	听*	to hear*	1	1608	LISTEN
Castro-2010-511-156	156	知道*	to know*	1	1410	KNOW (SOMETHING)
Castro-2010-511-157	157	想*	to think*	1	2271	THINK
Castro-2010-511-158	158	闻*	to smell*	1	1586	SMELL (PERCEIVE)
Castro-2010-511-159	159	怕*	to fear*	1	1419	FEAR (BE AFRAID)
Castro-2010-511-160	160	睡觉*	to sleep*	1	1585	SLEEP
Castro-2010-511-161	161	活*	to live*	1	1422	BE ALIVE
Castro-2010-511-162	162	死*	to die*	1	1494	DIE
Castro-2010-511-163	163	杀*	to kill*	1	1417	KILL
Castro-2010-511-164	164	打架*	to quarrel*	1	1423	FIGHT
Castro-2010-511-165	165	打猎	to hunt*	0	1435	HUNT
Castro-2010-511-166	166	打(用拳)*	to hit*	1	1433	HIT
Castro-2010-511-167	167	切(肉)*	to cut, slice*	1	2156	CUT (WITH KNIFE)
Castro-2010-511-168	168	劈开*	to split, chop*	1	155	CHOP
Castro-2010-511-169	169	扎*	to stab, prick*	1	1434	STAB
Castro-2010-511-170	170	抓(痒)(搔)*	to scratch*	1	1436	SCRATCH
Castro-2010-511-171	171	挖*	to dig*	1	1418	DIG
Castro-2010-511-172	172	游泳*	to swim*	1	1439	SWIM
Castro-2010-511-173	173	飞*	to fly*	1	1441	FLY (MOVE THROUGH AIR)
Castro-2010-511-174	174	走*	to walk, go*	1	1443	WALK
Castro-2010-511-175	175	来*	to come*	1	1446	COME
Castro-2010-511-176	176	躺*	to lie*	1	215	LIE DOWN
Castro-2010-511-177	177	坐*	to sit*	1	1649	SIT DOWN
Castro-2010-511-178	178	站*	to stand*	1	1442	STAND
Castro-2010-511-179	179	等*	to wait*	1	1590	WAIT (FOR)
Castro-2010-511-180	180	转*	to turn(a corner)*	1	1444	TURN AROUND
Castro-2010-511-181	181	掉*	to drop*	1	750	DROP
Castro-2010-511-182	182	给*	to give*	1	1447	GIVE
Castro-2010-511-183	183	拿*	to take, hold*	1	2104	HOLD OR TAKE
Castro-2010-511-184	184	榨(油)*	to squeeze(oil)*	1		
Castro-2010-511-185	185	榨(蔗)*	to suqeeze(juice)*	1		
Castro-2010-511-186	186	擦*	wipe*	1		
Castro-2010-511-187	187	洗(手,菜)*	to wash(hands)*	1	1453	WASH
Castro-2010-511-188	188	洗(衣服)	to wash(clothes)*	0	2503	LAUNDER (WASH CLOTHES)
Castro-2010-511-189	189	拉(过来)*	to pull, drag*	1	1455	PULL
Castro-2010-511-190	190	推*	to push*	1	1452	PUSH
Castro-2010-511-191	191	投*	to throw*	1	1456	THROW
Castro-2010-511-192	192	系*	to tie*	1	1094	FASTEN
Castro-2010-511-193	193	说,讲*	to speak*	1	1623	SPEAK
Castro-2010-511-194	194	唱*	to sing*	1	1261	SING
Castro-2010-511-195	195	玩*	to play*	1	1413	PLAY
Castro-2010-511-196	196	浮*	to float*	1	1574	FLOAT
Castro-2010-511-197	197	流*	to flow*	1	2003	FLOW
Castro-2010-511-198	198	肿*	to swell*	1	1573	SWELL
Castro-2010-511-199	199	烧*	to burn*	1	2102	BURN
Castro-2010-511-200	200	在*	at*	1	1461	AT
Castro-2010-511-201	201	里(面)*	in*	1	1460	IN
Castro-2010-511-202	202	外(面)*	out*	1	762	OUTSIDE
Castro-2010-511-203	203	不*	no, not*	1	1240	NOT
Castro-2010-511-204	204	和*	and*	1	1577	AND
Castro-2010-511-205	205	跟*	with*	1	1340	WITH
Castro-2010-511-206	206	如果*	if*	1	1459	IF
Castro-2010-511-207	207	什么*	what*	1	1236	WHAT
Castro-2010-511-208	208	什么时候*	when?*	1	1238	WHEN
Castro-2010-511-209	209	谁*	who	1	1235	WHO
Castro-2010-511-210	210	哪里	where?*	0	1237	WHERE
Castro-2010-511-211	211	怎么*	how?*	1	1239	HOW
Castro-2010-511-212	212	名字*	name*	1	1405	NAME
Castro-2010-511-213	213	打雷	to thunder	0	2378	THUNDER (VERB)
Castro-2010-511-214	214	打闪	to lightning	0	2377	FLASH (VERB)
Castro-2010-511-215	215	彩虹	rainbow	0	1733	RAINBOW
Castro-2010-511-216	216	冰雹	hail	0	609	HAIL
Castro-2010-511-217	217	阳光	sunlight	0	3276	SUNSHINE
Castro-2010-511-218	218	影子(人)	shadow	0	1388	SHADE
Castro-2010-511-219	219	早	early	0	672	EARLY
Castro-2010-511-220	220	早晨	morning	0	1339	MORNING
Castro-2010-511-221	221	中午	noon	0	12	MIDDAY
Castro-2010-511-222	222	晚上	evening	0	1629	EVENING
Castro-2010-511-223	223	天,日子	day	0	1260	DAY (24 HOURS)
Castro-2010-511-224	224	昨天	yesterday	0	1174	YESTERDAY
Castro-2010-511-225	225	明天	tomorrow	0	1329	TOMORROW
Castro-2010-511-226	226	泥巴	mud	0	640	MUD
Castro-2010-511-227	227	石灰	lime	0	2540	LIME (MATERIAL)
Castro-2010-511-228	228	山洞	cave	0	1155	CAVE
Castro-2010-511-229	229	泉	spring	0	849	SPRING (OF WATER)
Castro-2010-511-230	230	棉	cotton	0	1850	COTTON
Castro-2010-511-231	231	木棉树	kapok tree	0		
Castro-2010-511-232	232	树枝	branch	0	1531	BRANCH
Castro-2010-511-233	233	剌(植物上)	thorn	0	124	THORN
Castro-2010-511-234	234	柑果	mandarin orange	0	2627	ORANGE (FRUIT)
Castro-2010-511-235	235	木瓜	papaya	0	2445	PAPAYA
Castro-2010-511-236	236	香蕉	banana	0	399	PLANTAIN
Castro-2010-511-237	237	甘蔗	sugarcane	0	146	SUGAR CANE
Castro-2010-511-238	238	木耳	tree mushroom	0	3392	MUER (FUNGUS)
Castro-2010-511-239	239	茄子	aubergine	0	1146	AUBERGINE
Castro-2010-511-240	240	芥菜	mustard	0	3181	MUSTARD
Castro-2010-511-241	241	竹笋	bamboo shoot	0	2494	BAMBOO SHOOT
Castro-2010-511-242	242	花生	peanut	0	2364	PEANUT
Castro-2010-511-243	243	豆	bean	0	2574	BEAN OR PEA
Castro-2010-511-244	244	猪	pig	0	1337	PIG
Castro-2010-511-245	245	羊	goat	0	2684	CAPRINE (GOAT OR SHEEP)
Castro-2010-511-246	246	马	horse	0	615	HORSE
Castro-2010-511-247	247	牛(黄牛)	ox	0	1153	CATTLE
Castro-2010-511-248	248	老虎	tiger	0	846	TIGER
Castro-2010-511-249	249	鹿	deer	0	1936	DEER
Castro-2010-511-250	250	猴子	monkey	0	1350	MONKEY
Castro-2010-511-251	251	乌龟	turtle	0	895	TORTOISE
Castro-2010-511-252	252	兔子	rabbit	0	1136	RABBIT
Castro-2010-511-253	253	老鼠	rat	0	1491	MOUSE
Castro-2010-511-254	254	大象	elephant	0	1290	ELEPHANT
Castro-2010-511-255	255	鸭子	duck	0	1360	DUCK
Castro-2010-511-256	256	鸟窝	bird‘s nest	0	3549	BIRD NEST
Castro-2010-511-257	257	猫	cat	0	1208	CAT
Castro-2010-511-258	258	爪子	claw	0	72	CLAW
Castro-2010-511-259	259	蜻蛙	frog	0	503	FROG
Castro-2010-511-260	260	蜥蜴	lizard	0	632	LIZARD
Castro-2010-511-261	261	虫	insect, bug	0	620	INSECT
Castro-2010-511-262	262	蚊子	mosquito	0	1509	MOSQUITO
Castro-2010-511-263	263	苍蝇	fly	0	1504	FLY (INSECT)
Castro-2010-511-264	264	蜜蜂	honeybee	0	665	BEE
Castro-2010-511-265	265	蝴蝶	butterfly	0	1791	BUTTERFLY
Castro-2010-511-266	266	蚂蚁	ant	0	587	ANT
Castro-2010-511-267	267	蜘蛛	spider	0	843	SPIDER
Castro-2010-511-268	268	跳蚤	flea	0	232	FLEA
Castro-2010-511-269	269	白蚁	termite	0	883	TERMITE
Castro-2010-511-270	270	蚯蚓	earthworm	0	2350	EARTHWORM
Castro-2010-511-271	271	蚂蟥	leech	0	2273	LEECH
Castro-2010-511-272	272	螺蛳	snail	0	1543	SNAIL
Castro-2010-511-273	273	鬼	ghost	0	1175	GHOST
Castro-2010-511-274	274	身体	body	0	1480	BODY
Castro-2010-511-275	275	额头	forehead	0	123	FOREHEAD
Castro-2010-511-276	276	脸	face	0	1560	FACE
Castro-2010-511-277	277	齿龈	gums	0	139	GUMS
Castro-2010-511-278	278	下巴	chin	0	1510	CHIN
Castro-2010-511-279	279	胡子	beard	0	678	BEARD
Castro-2010-511-280	280	腋下	armpit	0	1886	ARMPIT
Castro-2010-511-281	281	肘	elbow	0	981	ELBOW
Castro-2010-511-282	282	手掌	palm	0	1183	PALM OF HAND
Castro-2010-511-283	283	手指	finger	0	1303	FINGER
Castro-2010-511-284	284	脚跟	heel	0	980	HEEL
Castro-2010-511-285	285	肺脏	lungs	0	688	LUNG
Castro-2010-511-286	286	脑子	brain	0	1583	BRAIN
Castro-2010-511-287	287	肚脐	navel	0	1838	NAVEL
Castro-2010-511-288	288	屁股	buttocks	0	834	BUTTOCKS
Castro-2010-511-289	289	肠子	inteestines	0	1991	INTESTINES
Castro-2010-511-290	290	汗	sweat	0	2458	PERSPIRE OR SWEAT
Castro-2010-511-291	291	口水	saliva	0	1503	SALIVA
Castro-2010-511-292	292	脓	pus	0	1808	PUS
Castro-2010-511-293	293	粪(做肥料)	manure	0	675	FAECES (EXCREMENT)
Castro-2010-511-294	294	屎(牛屎)	excrement	0	3435	COW DUNG
Castro-2010-511-295	295	尿	urine	0	1142	URINE
Castro-2010-511-296	296	病	ill	0	1847	SICK
Castro-2010-511-297	297	咳嗽	cough	0	879	COUGH
Castro-2010-511-298	298	药	medicine	0	1372	MEDICINE
Castro-2010-511-299	299	痒	itch	0	3855	ITCH (CAUSE ITCHING OR FEEL ITCHY)
Castro-2010-511-300	300	瞎	blind	0	1653	BLIND
Castro-2010-511-301	301	聋	deaf	0	996	DEAF
Castro-2010-511-302	302	蒜	garlic	0	2368	GARLIC
Castro-2010-511-303	303	姜	ginger	0	2500	GINGER
Castro-2010-511-304	304	糖	sugar	0	862	SUGAR
Castro-2010-511-305	305	饭	(cooked) rice	0	1191	COOKED RICE
Castro-2010-511-306	306	糯米	glutinous rice	0	2750	GLUTINOUS RICE
Castro-2010-511-307	307	肥肉	fat (meat)	0	3436	FAT MEAT
Castro-2010-511-308	308	酒	spirits, alcohol	0	404	ALCOHOL (FERMENTED DRINK)
Castro-2010-511-309	309	炭	charcoal	0	1188	CHARCOAL
Castro-2010-511-310	310	柴火	firewood	0	10	FIREWOOD
Castro-2010-511-311	311	火柴	matches	0	1133	MATCH
Castro-2010-511-312	312	铁	iron	0	621	IRON
Castro-2010-511-313	313	金子	gold	0	1369	GOLD
Castro-2010-511-314	314	银子	silver	0	759	SILVER
Castro-2010-511-315	315	藤子	rattan	0	2497	RATTAN
Castro-2010-511-316	316	板(木板)	board	0	1227	BOARD
Castro-2010-511-317	317	锅 (炒菜锅)	wok	0	2056	WOK
Castro-2010-511-318	318	舀子	ladle	0	2657	LADLE
Castro-2010-511-319	319	舀	to ladle	0		
Castro-2010-511-320	320	臼	mortar	0	224	MORTAR
Castro-2010-511-321	321	杵	pestle	0	225	PESTLE
Castro-2010-511-322	322	刀	knife	0	1352	KNIFE
Castro-2010-511-323	323	刀(剃头)	razor	0	151	RAZOR
Castro-2010-511-324	324	枪	gun	0	1566	GUN
Castro-2010-511-325	325	弓	bow	0	994	BOW
Castro-2010-511-326	326	箭	arrow	0	977	ARROW
Castro-2010-511-327	327	矛	lance, spear	0	945	SPEAR
Castro-2010-511-328	328	梳子	comb	0	1475	COMB
Castro-2010-511-329	329	针	needle	0	1382	NEEDLE (FOR SEWING)
Castro-2010-511-330	330	房子	house	0	1252	HOUSE
Castro-2010-511-331	331	屋顶	roof	0	769	ROOF
Castro-2010-511-332	332	墙壁	wall	0	933	WALL (OF HOUSE)
Castro-2010-511-333	333	门	door, gate	0	1567	DOOR
Castro-2010-511-334	334	坑(小)	pit	0	2539	PIT (POTHOLE)
Castro-2010-511-335	335	井	well	0	954	WELL
Castro-2010-511-336	336	衣服	clothes	0	1895	CLOTHES
Castro-2010-511-337	337	布	cloth	0	1616	CLOTH
Castro-2010-511-338	338	帽子	hat	0	771	HAT
Castro-2010-511-339	339	裤子	trousers	0	809	TROUSERS
Castro-2010-511-340	340	裤带	belt	0	772	BELT
Castro-2010-511-341	341	鞋子	shoes	0	1381	SHOE
Castro-2010-511-342	342	袜子	socks	0	1522	SOCK
Castro-2010-511-343	343	戒指	ring	0	1374	RING
Castro-2010-511-344	344	草席	mat	0	195	MAT
Castro-2010-511-345	345	被子	quilt	0	2048	QUILT
Castro-2010-511-346	346	枕头	pillow	0	1044	PILLOW
Castro-2010-511-347	347	蜡烛	candle	0	1273	CANDLE
Castro-2010-511-348	348	纸	paper	0	648	PAPER
Castro-2010-511-349	349	鼓	drum	0	908	DRUM
Castro-2010-511-350	350	锣	gong	0	2502	GONG
Castro-2010-511-351	351	船	boat	0	1844	BOAT
Castro-2010-511-352	352	牛轭	yoke	0	14	YOKE
Castro-2010-511-353	353	少女	young girl	0	1646	GIRL
Castro-2010-511-354	354	男青年	young man	0	76	YOUNG MAN
Castro-2010-511-355	355	哥哥	elder brother	0	1759	OLDER BROTHER
Castro-2010-511-356	356	姐姐	elder sister	0	1758	OLDER SISTER
Castro-2010-511-357	357	兄弟姐妹	siblings	0	1640	SIBLING
Castro-2010-511-358	358	弟弟	younger brother	0	1760	YOUNGER BROTHER
Castro-2010-511-359	359	妹妹	younger sister	0	1761	YOUNGER SISTER
Castro-2010-511-360	360	弟妹	younger sibling	0	427	YOUNGER SIBLING
Castro-2010-511-361	361	姨母（妈的姐）	aunt	0	3042	MATERNAL AUNT (MOTHER'S OLDER SISTER)
Castro-2010-511-362	362	姨妈（妈的妹）	aunt‘s younger sis	0	3043	MATERNAL AUNT (MOTHER'S YOUNGER SISTER)
Castro-2010-511-363	363	女婿	nephew	0	1056	SON-IN-LAW
Castro-2010-511-364	364	朋友	friend	0	1325	FRIEND
Castro-2010-511-365	365	寡妇	widow	0	1756	WIDOW
Castro-2010-511-366	366	主人	master	0	1545	HOST
Castro-2010-511-367	367	客人	guest	0	1782	GUEST
Castro-2010-511-368	368	别人	other people	0		
Castro-2010-511-369	369	姓	surname	0	3426	SURNAME
Castro-2010-511-370	370	他(有孩)	he (with kids)	0		
Castro-2010-511-371	371	他(没孩)	he (without kids)	0		
Castro-2010-511-372	372	她(有孩)	she (with kids)	0		
Castro-2010-511-373	373	她(没孩)	she (without kids)	0		
Castro-2010-511-374	374	我们	we (incl.)	0	1131	WE (INCLUSIVE)
Castro-2010-511-375	375	六	six	0	1703	SIX
Castro-2010-511-376	376	七	seven	0	1704	SEVEN
Castro-2010-511-377	377	八	eight	0	1705	EIGHT
Castro-2010-511-378	378	九	nine	0	1483	NINE
Castro-2010-511-379	379	十	ten	0	1515	TEN
Castro-2010-511-380	380	一(十一)	one (in eleven)	0		
Castro-2010-511-381	381	二(二十)	two (in twenty)	0		
Castro-2010-511-382	382	两(+量词)	two (+ classifier)	0		
Castro-2010-511-383	383	百	hundred	0	1634	HUNDRED
Castro-2010-511-384	384	千	thousand	0	1843	THOUSAND
Castro-2010-511-385	385	半(一半)	half	0	816	HALF
Castro-2010-511-386	386	老	old (person)	0	2112	OLD (AGED)
Castro-2010-511-387	387	年轻	young	0	1207	YOUNG
Castro-2010-511-388	388	高	tall	0	1265	HIGH
Castro-2010-511-389	389	矮	short, low	0	2484	SMALL (NOT TALL)
Castro-2010-511-390	390	胖	fat	0	1279	FAT (OBESE)
Castro-2010-511-391	391	瘦	thin (body)	0	1400	THIN (SLIM)
Castro-2010-511-392	392	瘦弱	weak	0	1601	WEAK
Castro-2010-511-393	393	粗	thick (rope)	0	2151	COARSE
Castro-2010-511-394	394	细	thin	0	2157	FINE OR THIN
Castro-2010-511-395	395	扁	flat	0	1633	FLAT
Castro-2010-511-396	396	硬	hard	0	1884	HARD
Castro-2010-511-397	397	软	soft	0	1856	SOFT
Castro-2010-511-398	398	深(水)	deep (water)	0	1593	DEEP
Castro-2010-511-399	399	浅 (水)	shallow (water)	0	193	SHALLOW
Castro-2010-511-400	400	凉快	cool	0	2483	COLD (OF WEATHER)
Castro-2010-511-401	401	暖和	warm	0	1232	WARM
Castro-2010-511-402	402	热(水)	hot (water)	0	1286	HOT
Castro-2010-511-403	403	累	tired	0	1757	TIRED
Castro-2010-511-404	404	醉了	drunk	0	1463	DRUNK
Castro-2010-511-405	405	生气	angry	0	2223	BE ANGRY
Castro-2010-511-406	406	闷/无聊	bored	0	905	BORING
Castro-2010-511-407	407	裸体	naked	0	590	NAKED
Castro-2010-511-408	408	空(都不装)	empty	0	1624	EMPTY
Castro-2010-511-409	409	亮	bright	0	679	BRIGHT
Castro-2010-511-410	410	干净	clean	0	704	CLEAN
Castro-2010-511-411	411	蓝	blue	0	837	BLUE
Castro-2010-511-412	412	难	difficult	0	584	DIFFICULT
Castro-2010-511-413	413	容易	easy	0	686	EASY
Castro-2010-511-414	414	错(错了)	wrong	0	1390	WRONG
Castro-2010-511-415	415	快	fast	0	1631	FAST
Castro-2010-511-416	416	慢	slow	0	701	SLOW
Castro-2010-511-417	417	曲，弯曲	crooked	0	297	CROOKED
Castro-2010-511-418	418	朽(腐朽)	rotten (wood)	0		
Castro-2010-511-419	419	松(土很松)	loose	0		
Castro-2010-511-420	420	松(捆得松)	slack	0	2506	LOOSE
Castro-2010-511-421	421	紧(捆得紧)	tight (tied)	0	3053	TIGHT
Castro-2010-511-422	422	辣	hot, spicy	0	544	SPICY
Castro-2010-511-423	423	甜	sweet	0	717	SWEET
Castro-2010-511-424	424	酸	sour	0	1906	SOUR
Castro-2010-511-425	425	咸	salty	0	1091	SALTY
Castro-2010-511-426	426	苦	bitter	0	887	BITTER
