ID	NUMBER	ENGLISH	CHINESE	CONCEPTICON_ID	CONCEPTICON_GLOSS
Castro-2010-540-448	448	warm	暖和	1232	WARM
Castro-2010-540-449	449	cool	凉快	2483	COLD (OF WEATHER)
Castro-2010-540-450	450	sour	酸	1906	SOUR
Castro-2010-540-451	451	sweet	甜	717	SWEET
Castro-2010-540-452	452	bitter	苦	887	BITTER
Castro-2010-540-453	453	spicy	辣	544	SPICY
Castro-2010-540-454	454	delicious	好吃	1813	TASTY
Castro-2010-540-455	455	stinky	臭	42	STINKING
Castro-2010-540-456	456	hungry	饿	1533	BE HUNGRY
Castro-2010-540-457	457	thirsty	渴	847	THIRSTY
Castro-2010-540-458	458	tired	累(疲倦)	1757	TIRED
Castro-2010-540-459	459	sad	忧愁	699	SAD
Castro-2010-540-460	460	ashamed	惭愧	1894	ASHAMED
Castro-2010-540-461	461	glad	高兴	1495	HAPPY
Castro-2010-540-462	462	angry	生气	1826	ANGRY
Castro-2010-540-463	463	itchy	痒	149	ITCHY
Castro-2010-540-464	464	hurting	痛	1129	PAINFUL
Castro-2010-540-465	465	sick	病(生病)	1847	SICK
Castro-2010-540-466	466	clever	聪明	1310	CLEVER
Castro-2010-540-467	467	crazy	疯狂	1899	MAD
Castro-2010-540-468	468	lazy	懒	1564	LAZY
Castro-2010-540-469	469	brave	勇敢	3	BRAVE
Castro-2010-540-470	470	drunk	(喝)醉了	1463	DRUNK
Castro-2010-540-471	471	same	一样(相同)	200	SAME
Castro-2010-540-472	472	expensive	贵	1426	EXPENSIVE
Castro-2010-540-473	473	correct	正确	1725	CORRECT (RIGHT)
Castro-2010-540-474	474	enough	足够	1881	ENOUGH
Castro-2010-540-475	475	near	近	1942	NEAR
Castro-2010-540-476	476	high	高	2790	HIGH OR TALL
Castro-2010-540-477	477	low	低	721	LOW
Castro-2010-540-478	478	long*	长	1203	LONG
Castro-2010-540-479	479	short	短	1645	SHORT
Castro-2010-540-480	480	many*	多	1198	MANY
Castro-2010-540-481	481	few	少	1242	FEW
Castro-2010-540-482	482	wide	宽	1243	WIDE
Castro-2010-540-483	483	narrow	窄	1267	NARROW
Castro-2010-540-484	484	big*	大	1202	BIG
Castro-2010-540-485	485	small*	小	1246	SMALL
Castro-2010-540-486	486	deep	深(水深)	1593	DEEP
Castro-2010-540-487	487	light	轻	1052	LIGHT (WEIGHT)
Castro-2010-540-488	488	heavy	重	1210	HEAVY
Castro-2010-540-489	489	thick (2D)	厚	1244	THICK
Castro-2010-540-490	490	thin (2D)	薄	2306	THIN (OF LEAF AND CLOTH)
Castro-2010-540-491	491	thick (3D)	粗(粗大)	2151	COARSE
Castro-2010-540-492	492	thin (3D)	细(细小)	2305	THIN (OF HAIR AND THREAD)
Castro-2010-540-493	493	one*	一	1493	ONE
Castro-2010-540-494	494	two*	二	1498	TWO
Castro-2010-540-495	495	three	三	492	THREE
Castro-2010-540-496	496	four	四	1500	FOUR
Castro-2010-540-497	497	five	五	493	FIVE
Castro-2010-540-498	498	six	六	1703	SIX
Castro-2010-540-499	499	seven	七	1704	SEVEN
Castro-2010-540-500	500	eight	八	1705	EIGHT
Castro-2010-540-501	501	nine	九	1483	NINE
Castro-2010-540-502	502	ten	十	1515	TEN
Castro-2010-540-503	503	eleven	十一	1706	ELEVEN
Castro-2010-540-504	504	twelve	十二	1707	TWELVE
Castro-2010-540-505	505	twenty	二十	1710	TWENTY
Castro-2010-540-506	506	twenty one	二十一	1734	TWENTY ONE
Castro-2010-540-507	507	hundred	百	1634	HUNDRED
Castro-2010-540-508	508	thousand	千	1843	THOUSAND
Castro-2010-540-509	509	arm span (measure)	庹(两臂伸直)		
Castro-2010-540-510	510	hand span (measure	柞(拇指-中指)		
Castro-2010-540-511	511	I*	我	1209	I
Castro-2010-540-512	512	we incl.*	我们	1131	WE (INCLUSIVE)
Castro-2010-540-513	513	you sg.*	你	1215	THOU
Castro-2010-540-514	514	you pl.	你们	1213	YOU
Castro-2010-540-515	515	he, she	他	2642	HE OR SHE
Castro-2010-540-516	516	they	他们	817	THEY
Castro-2010-540-517	517	this*	这(个)	1214	THIS
Castro-2010-540-518	518	that*	那(个)	78	THAT
Castro-2010-540-519	519	here	这里	136	HERE
Castro-2010-540-520	520	there	那里	1937	THERE
Castro-2010-540-521	521	over here	这边	3410	OVER HERE
Castro-2010-540-522	522	over there	那边	3411	OVER THERE
Castro-2010-540-523	523	between	中间	689	BETWEEN
Castro-2010-540-524	524	left	左边	244	LEFT
Castro-2010-540-525	525	right	右边	1019	RIGHT
Castro-2010-540-526	526	beside	旁边	1816	BESIDE
Castro-2010-540-527	527	above	上面	1741	ABOVE
Castro-2010-540-528	528	beneath	下面	1485	BELOW OR UNDER
Castro-2010-540-529	529	inside	里面	1606	INSIDE
Castro-2010-540-530	530	outside	外面	762	OUTSIDE
Castro-2010-540-531	531	in front of	前面	1883	IN FRONT OF
Castro-2010-540-532	532	what?*	什么?	1236	WHAT
Castro-2010-540-533	533	where?	哪里?	1237	WHERE
Castro-2010-540-534	534	why?	为什么?	1270	WHY
Castro-2010-540-535	535	how?	怎么?	1239	HOW
Castro-2010-540-536	536	who?*	谁?	1235	WHO
Castro-2010-540-537	537	now	现在	1376	NOW
Castro-2010-540-538	538	before (temporal)	以前(过去)	1882	BEFORE
Castro-2010-540-539	539	after (temporal)	今后(将来)	1685	AFTER
Castro-2010-540-540	540	most	最(最大)		
