NUMBER	ID	ENGLISH	CONCEPTICON_ID	CONCEPTICON_GLOSS
1507	Nurse-1975-1589-1507	walk	1443	WALK
1508	Nurse-1975-1589-1508	walk, travel	1443	WALK
1509	Nurse-1975-1589-1509	wall	933	WALL (OF HOUSE)
1510	Nurse-1975-1589-1510	want	1784	WANT
1511	Nurse-1975-1589-1511	want, need, wish	1784	WANT
1512	Nurse-1975-1589-1512	war	935	WAR
1513	Nurse-1975-1589-1513	warm	1232	WARM
1514	Nurse-1975-1589-1514	warm oneself		
1515	Nurse-1975-1589-1515	wart-hog		
1516	Nurse-1975-1589-1516	warthog		
1517	Nurse-1975-1589-1517	wash	1453	WASH
1518	Nurse-1975-1589-1518	wash (clothes)	1453	WASH
1519	Nurse-1975-1589-1519	wash oneself (after evacuating		
1520	Nurse-1975-1589-1520	wash, take a bath	1453	WASH
1521	Nurse-1975-1589-1521	wasp	1517	WASP
1522	Nurse-1975-1589-1522	water	948	WATER
1523	Nurse-1975-1589-1523	wave, let off a trap, remove a	978	WAVE
1524	Nurse-1975-1589-1524	we	1212	WE
1525	Nurse-1975-1589-1525	we, us	1212	WE
1526	Nurse-1975-1589-1526	weak	1601	WEAK
1527	Nurse-1975-1589-1527	wear	976	WEAR
1528	Nurse-1975-1589-1528	weave	133	WEAVE
1529	Nurse-1975-1589-1529	weave, knit	133	WEAVE
1530	Nurse-1975-1589-1530	weep	1839	CRY
1531	Nurse-1975-1589-1531	weight, rhythm	2466	WEIGHT
1532	Nurse-1975-1589-1532	well	954	WELL
1533	Nurse-1975-1589-1533	wet	1726	WET
1534	Nurse-1975-1589-1534	what?	1236	WHAT
1535	Nurse-1975-1589-1535	wheat	1077	WHEAT
1536	Nurse-1975-1589-1536	when?	1238	WHEN
1537	Nurse-1975-1589-1537	where?	1237	WHERE
1538	Nurse-1975-1589-1538	which?	727	WHICH
1539	Nurse-1975-1589-1539	whistling	1025	WHISTLE
1540	Nurse-1975-1589-1540	white	1335	WHITE
1541	Nurse-1975-1589-1541	white hair		
1542	Nurse-1975-1589-1542	white man	2839	WHITE MAN
1543	Nurse-1975-1589-1543	white person	2839	WHITE MAN
1544	Nurse-1975-1589-1544	whiteman	2839	WHITE MAN
1545	Nurse-1975-1589-1545	who?	1235	WHO
1546	Nurse-1975-1589-1546	why?	1270	WHY
1547	Nurse-1975-1589-1547	wicked		
1548	Nurse-1975-1589-1548	wide	1243	WIDE
1549	Nurse-1975-1589-1549	wife	1199	WIFE
1550	Nurse-1975-1589-1550	wild-cat	2241	WILD CAT
1551	Nurse-1975-1589-1551	wind	960	WIND
1552	Nurse-1975-1589-1552	wind round		
1553	Nurse-1975-1589-1553	wind up (thread)		
1554	Nurse-1975-1589-1554	wing	1257	WING
1555	Nurse-1975-1589-1555	winnow	2462	WINNOWING
1556	Nurse-1975-1589-1556	wipe	1454	WIPE
1557	Nurse-1975-1589-1557	wire	2631	WIRE
1558	Nurse-1975-1589-1558	wish	1784	WANT
1559	Nurse-1975-1589-1559	witchcraft	392	MAGIC
1560	Nurse-1975-1589-1560	with	1340	WITH
1561	Nurse-1975-1589-1561	withhold from		
1562	Nurse-1975-1589-1562	withold from		
1563	Nurse-1975-1589-1563	woman	962	WOMAN
1564	Nurse-1975-1589-1564	womb	804	WOMB
1565	Nurse-1975-1589-1565	wooden dish	481	DISH
1566	Nurse-1975-1589-1566	wooden tool for pounding		
1567	Nurse-1975-1589-1567	word	1599	WORD
1568	Nurse-1975-1589-1568	work	984	WORK (LABOUR)
1569	Nurse-1975-1589-1569	work as a mason		
1570	Nurse-1975-1589-1570	worm	1219	WORM
1571	Nurse-1975-1589-1571	wrap up		
1572	Nurse-1975-1589-1572	wring	1414	SQUEEZE
1573	Nurse-1975-1589-1573	wring (nguo)	1414	SQUEEZE
1574	Nurse-1975-1589-1574	yam	410	YAM
1575	Nurse-1975-1589-1575	yawn	1028	YAWN
1576	Nurse-1975-1589-1576	year	1226	YEAR
1577	Nurse-1975-1589-1577	yellow	1424	YELLOW
1578	Nurse-1975-1589-1578	yesterday	1174	YESTERDAY
1579	Nurse-1975-1589-1579	you (pl)	1213	YOU
1580	Nurse-1975-1589-1580	you (pl.)	1213	YOU
1581	Nurse-1975-1589-1581	you (sg)	1215	THOU
1582	Nurse-1975-1589-1582	you (sg.)	1215	THOU
1583	Nurse-1975-1589-1583	you (sing.)	1215	THOU
1584	Nurse-1975-1589-1584	young man	76	YOUNG MAN
1585	Nurse-1975-1589-1585	your father		
1586	Nurse-1975-1589-1586	your(s) (Pl. 2nd person)		
1587	Nurse-1975-1589-1587	your(s) (pl.)		
1588	Nurse-1975-1589-1588	youth	1366	BOY
1589	Nurse-1975-1589-1589	zebra		
