NUMBER	ID	ENGLISH	CONCEPTICON_ID	CONCEPTICON_GLOSS
94	Nurse-1975-1589-94	arrange, put right, repair	2243	REPAIR
95	Nurse-1975-1589-95	arrive	1387	ARRIVE
96	Nurse-1975-1589-96	arrow	977	ARROW
97	Nurse-1975-1589-97	ash(es)	646	ASH
98	Nurse-1975-1589-98	ashes	646	ASH
99	Nurse-1975-1589-99	ask for	1828	ASK (REQUEST)
100	Nurse-1975-1589-100	assemble, collect	7	GATHER
101	Nurse-1975-1589-101	at	1461	AT
102	Nurse-1975-1589-102	at the back of		
103	Nurse-1975-1589-103	aunt (=father's sister)	1272	AUNT
104	Nurse-1975-1589-104	aunt (father's sister)	1272	AUNT
105	Nurse-1975-1589-105	avoid		
106	Nurse-1975-1589-106	awe, fear of God		
107	Nurse-1975-1589-107	axe	677	AXE
108	Nurse-1975-1589-108	baboon	1197	BABOON
109	Nurse-1975-1589-109	baboon, ape	1197	BABOON
110	Nurse-1975-1589-110	baby	1289	BABY
111	Nurse-1975-1589-111	back		
112	Nurse-1975-1589-112	backbone	805	SPINE
113	Nurse-1975-1589-113	bad	1292	BAD
114	Nurse-1975-1589-114	bad smell (of fish)		
115	Nurse-1975-1589-115	bait	2013	BAIT
116	Nurse-1975-1589-116	banana	868	BANANA
117	Nurse-1975-1589-117	banana (fruit)	868	BANANA
118	Nurse-1975-1589-118	banana (plant)	868	BANANA
119	Nurse-1975-1589-119	banana for cooking		
120	Nurse-1975-1589-120	banana for cooking `matoke'		
121	Nurse-1975-1589-121	banana rope		
122	Nurse-1975-1589-122	baobab		
123	Nurse-1975-1589-123	bark (of tree)	1204	BARK
124	Nurse-1975-1589-124	bark (tree)	1204	BARK
125	Nurse-1975-1589-125	barren (of land)		
126	Nurse-1975-1589-126	barren (of living being)		
127	Nurse-1975-1589-127	barren woman		
128	Nurse-1975-1589-128	base of tree trunk		
129	Nurse-1975-1589-129	base of tree-trunk		
130	Nurse-1975-1589-130	bask (in the sun), warm onesel		
131	Nurse-1975-1589-131	basket	1539	BASKET
132	Nurse-1975-1589-132	basket of open wicker-work	1539	BASKET
133	Nurse-1975-1589-133	basket of open wicker-work (na	1539	BASKET
134	Nurse-1975-1589-134	bathe	138	BATHE
135	Nurse-1975-1589-135	be	1579	BE
136	Nurse-1975-1589-136	be adjacent, border	2546	BORDER
137	Nurse-1975-1589-137	be afraid	1419	FEAR (BE AFRAID)
138	Nurse-1975-1589-138	be boiling		
139	Nurse-1975-1589-139	be born	1090	BE BORN
140	Nurse-1975-1589-140	be enough	1881	ENOUGH
141	Nurse-1975-1589-141	be extinguished	2209	BECOME EXTINGUISHED
142	Nurse-1975-1589-142	be fitting, behoove		
143	Nurse-1975-1589-143	be fitting, behove		
144	Nurse-1975-1589-144	be full developed		
145	Nurse-1975-1589-145	be fully developed		
146	Nurse-1975-1589-146	be fully grown		
147	Nurse-1975-1589-147	be gathered, be assembled		
148	Nurse-1975-1589-148	be high (of meat)		
149	Nurse-1975-1589-149	be high (of meta)		
150	Nurse-1975-1589-150	be ill	1847	SICK
151	Nurse-1975-1589-151	be ill, groan	716	GROAN
152	Nurse-1975-1589-152	be lame	320	LAME
153	Nurse-1975-1589-153	be leaning		
154	Nurse-1975-1589-154	be left over, remain over		
155	Nurse-1975-1589-155	be light in weight		
156	Nurse-1975-1589-156	be listless		
157	Nurse-1975-1589-157	be loose, faint, weak	1601	WEAK
158	Nurse-1975-1589-158	be lying down	1411	LIE (REST)
159	Nurse-1975-1589-159	be mutilated		
160	Nurse-1975-1589-160	be owed by		
161	Nurse-1975-1589-161	be pleased		
162	Nurse-1975-1589-162	be pregnant	1123	PREGNANT
163	Nurse-1975-1589-163	be properly flavoured		
164	Nurse-1975-1589-164	be quiet	1314	QUIET
165	Nurse-1975-1589-165	be round	1395	ROUND
166	Nurse-1975-1589-166	be settled, be in good order		
167	Nurse-1975-1589-167	be sharp	1396	SHARP
168	Nurse-1975-1589-168	be shriveled, wrinkled	380	WRINKLED
169	Nurse-1975-1589-169	be shrivelled, wrinkled	380	WRINKLED
170	Nurse-1975-1589-170	be silent	48	BE SILENT
171	Nurse-1975-1589-171	be sitting		
172	Nurse-1975-1589-172	be spread abroad, become gener		
173	Nurse-1975-1589-173	be spread out	38	SPREAD OUT
174	Nurse-1975-1589-174	be stunted, spoilt		
175	Nurse-1975-1589-175	be the same size or height as		
176	Nurse-1975-1589-176	be wide	1243	WIDE
177	Nurse-1975-1589-177	be, become	1990	BECOME
178	Nurse-1975-1589-178	be/go rotten		
179	Nurse-1975-1589-179	beach, coast	1525	COAST
180	Nurse-1975-1589-180	bead(s)	1860	BEAD
181	Nurse-1975-1589-181	bean	832	BEAN
182	Nurse-1975-1589-182	bear child		
183	Nurse-1975-1589-183	beard	678	BEARD
184	Nurse-1975-1589-184	beat	1665	BEAT
185	Nurse-1975-1589-185	beautiful	1427	BEAUTIFUL
186	Nurse-1975-1589-186	because	1157	BECAUSE
187	Nurse-1975-1589-187	become bad	1728	ROTTEN
188	Nurse-1975-1589-188	become bad, rotten	1728	ROTTEN
189	Nurse-1975-1589-189	become bent		
190	Nurse-1975-1589-190	become bitter		
191	Nurse-1975-1589-191	become burnt	1428	BURNING
192	Nurse-1975-1589-192	become cheerful		
193	Nurse-1975-1589-193	become cooked		
194	Nurse-1975-1589-194	become cool; get well		
195	Nurse-1975-1589-195	become drunk		
196	Nurse-1975-1589-196	become dry and hard		
197	Nurse-1975-1589-197	become extinguished	2209	BECOME EXTINGUISHED
198	Nurse-1975-1589-198	become fitting		
199	Nurse-1975-1589-199	become full	1429	FULL
200	Nurse-1975-1589-200	become heavy		
201	Nurse-1975-1589-201	become ill		
202	Nurse-1975-1589-202	become intoxicated		
203	Nurse-1975-1589-203	become jammed		
204	Nurse-1975-1589-204	become lame		
205	Nurse-1975-1589-205	become lean, grow thin		
206	Nurse-1975-1589-206	become leaning		
207	Nurse-1975-1589-207	become long		
208	Nurse-1975-1589-208	become pregnant		
209	Nurse-1975-1589-209	become ripe		
210	Nurse-1975-1589-210	become rotten		
211	Nurse-1975-1589-211	become round		
212	Nurse-1975-1589-212	become satiated		
213	Nurse-1975-1589-213	become strong		
214	Nurse-1975-1589-214	become wet		
215	Nurse-1975-1589-215	become, be	1579	BE
216	Nurse-1975-1589-216	bed	1663	BED
217	Nurse-1975-1589-217	bedstead		
218	Nurse-1975-1589-218	bee	665	BEE
219	Nurse-1975-1589-219	beer	1639	BEER
220	Nurse-1975-1589-220	befit, suit	764	SUIT
221	Nurse-1975-1589-221	begin	1806	BEGIN
222	Nurse-1975-1589-222	being one-eyed		
223	Nurse-1975-1589-223	bell	2246	BELL
224	Nurse-1975-1589-224	belly	1251	BELLY
225	Nurse-1975-1589-225	belly, stomach		
226	Nurse-1975-1589-226	below, underneath		
227	Nurse-1975-1589-227	bend	2224	BEND (SOMETHING)
228	Nurse-1975-1589-228	bend over		
229	Nurse-1975-1589-229	bend, twist	430	TWIST
230	Nurse-1975-1589-230	bewitch	118	BEWITCH
231	Nurse-1975-1589-231	bifurcation, cross-roads		
232	Nurse-1975-1589-232	big	1202	BIG
233	Nurse-1975-1589-233	bile	1780	BILE
234	Nurse-1975-1589-234	bind up, splice		
235	Nurse-1975-1589-235	bird	937	BIRD
236	Nurse-1975-1589-236	bird (=ndege)	937	BIRD
237	Nurse-1975-1589-237	bird-lime		
238	Nurse-1975-1589-238	birdlime		
239	Nurse-1975-1589-239	bite	1403	BITE
240	Nurse-1975-1589-240	bitter	887	BITTER
241	Nurse-1975-1589-241	bitterness	887	BITTER
242	Nurse-1975-1589-242	black	163	BLACK
243	Nurse-1975-1589-243	bladder	1746	BLADDER
244	Nurse-1975-1589-244	blind person	457	BLIND PERSON
245	Nurse-1975-1589-245	blood	946	BLOOD
246	Nurse-1975-1589-246	blow		
247	Nurse-1975-1589-247	blow (vb)	176	BLOW (WITH MOUTH)
248	Nurse-1975-1589-248	blow away	176	BLOW (WITH MOUTH)
249	Nurse-1975-1589-249	blow bellows		
250	Nurse-1975-1589-250	blow on, blow up		
251	Nurse-1975-1589-251	boast, brag, praise oneself	101	BOAST
252	Nurse-1975-1589-252	boast, brag, praise onself	101	BOAST
253	Nurse-1975-1589-253	boat	1844	BOAT
254	Nurse-1975-1589-254	body	1480	BODY
255	Nurse-1975-1589-255	boil		
256	Nurse-1975-1589-256	boil (something)	2492	BOIL (SOMETHING)
257	Nurse-1975-1589-257	boil up		
258	Nurse-1975-1589-258	boil, abscess	793	BOIL (OF SKIN)
259	Nurse-1975-1589-259	bone	1394	BONE
260	Nurse-1975-1589-260	borassus palm		
261	Nurse-1975-1589-261	bore a hole		
262	Nurse-1975-1589-262	borrow	1823	BORROW
263	Nurse-1975-1589-263	bottle	1321	BOTTLE
264	Nurse-1975-1589-264	boundary	1010	BOUNDARY
265	Nurse-1975-1589-265	bow	994	BOW
266	Nurse-1975-1589-266	bow, bending		
267	Nurse-1975-1589-267	bowstring	2119	BOW STRING
268	Nurse-1975-1589-268	brain	1583	BRAIN
269	Nurse-1975-1589-269	branch	1531	BRANCH
270	Nurse-1975-1589-270	bread	1368	BREAD
271	Nurse-1975-1589-271	bread; mush	1368	BREAD
272	Nurse-1975-1589-272	break	680	BREAK (DESTROY OR GET DESTROYED)
273	Nurse-1975-1589-273	break (leg)		
274	Nurse-1975-1589-274	break (pot)		
275	Nurse-1975-1589-275	break wind	1159	FART
276	Nurse-1975-1589-276	break, snap	2558	BREAK (CLEAVE)
277	Nurse-1975-1589-277	breast	1402	BREAST
278	Nurse-1975-1589-278	breast (ya mke)	1402	BREAST
279	Nurse-1975-1589-279	breath, breathing	870	BREATH
280	Nurse-1975-1589-280	breathe	1407	BREATHE
281	Nurse-1975-1589-281	breathe, rest		
282	Nurse-1975-1589-282	breathe; rest		
283	Nurse-1975-1589-283	bridge	1011	BRIDGE
284	Nurse-1975-1589-284	bridge (wa mbao)	1011	BRIDGE
285	Nurse-1975-1589-285	bring to light		
286	Nurse-1975-1589-286	bring up (a child)	2134	RAISE (BRING UP)
287	Nurse-1975-1589-287	bring, fetch	692	BRING
288	Nurse-1975-1589-288	brook, stream	947	STREAM
289	Nurse-1975-1589-289	broom	245	BROOM
290	Nurse-1975-1589-290	broom (for sweeping)	245	BROOM
291	Nurse-1975-1589-291	broth	1547	SOUP
292	Nurse-1975-1589-292	brother	1262	BROTHER
293	Nurse-1975-1589-293	brother, relative, fellow-trib	1644	RELATIVES
294	Nurse-1975-1589-294	brother-in-law, sister-in-law		
295	Nurse-1975-1589-295	buffalo	934	BUFFALO
296	Nurse-1975-1589-296	buffalo (=mbogo)	934	BUFFALO
297	Nurse-1975-1589-297	build	1840	BUILD
298	Nurse-1975-1589-298	bull	1008	BULL
299	Nurse-1975-1589-299	bullrush millet	931	MILLET
300	Nurse-1975-1589-300	bunch	1966	BUNCH
301	Nurse-1975-1589-301	bunch (la nywele)	1966	BUNCH
302	Nurse-1975-1589-302	burden, load	1679	LOAD
303	Nurse-1975-1589-303	burn		
304	Nurse-1975-1589-304	burn (make something burn)	141	BURN (SOMETHING)
305	Nurse-1975-1589-305	bury	1719	BURY
306	Nurse-1975-1589-306	bush	1683	BUSH
307	Nurse-1975-1589-307	buttermilk		
308	Nurse-1975-1589-308	buttock	834	BUTTOCKS
309	Nurse-1975-1589-309	buttocks	834	BUTTOCKS
310	Nurse-1975-1589-310	buy	1869	BUY
311	Nurse-1975-1589-311	calabash	411	GOURD
312	Nurse-1975-1589-312	calf	1989	CALF
313	Nurse-1975-1589-313	calf of the leg	498	CALF OF LEG
314	Nurse-1975-1589-314	call	715	SHOUT
315	Nurse-1975-1589-315	call/shout	715	SHOUT
316	Nurse-1975-1589-316	canine tooth, tooth filed to a		
317	Nurse-1975-1589-317	canoe	1970	CANOE
318	Nurse-1975-1589-318	carpenter's adze	290	ADZE
319	Nurse-1975-1589-319	carry	700	CARRY
320	Nurse-1975-1589-320	carry a child on the back	2153	CARRY PERSON ON BACK
321	Nurse-1975-1589-321	carry a child on the back (in	2153	CARRY PERSON ON BACK
322	Nurse-1975-1589-322	carry astride on the hip		
323	Nurse-1975-1589-323	carry on the head	414	CARRY ON HEAD
324	Nurse-1975-1589-324	cat	1208	CAT
325	Nurse-1975-1589-325	catch unawares, startle		
326	Nurse-1975-1589-326	catch unawares, statle		
327	Nurse-1975-1589-327	cattle	1153	CATTLE
328	Nurse-1975-1589-328	cattle droppings	2057	DUNG (ANIMAL FAECES)
329	Nurse-1975-1589-329	cease	1928	CEASE
330	Nurse-1975-1589-330	cease, finish	1928	CEASE
331	Nurse-1975-1589-331	centipede	1974	CENTIPEDE
332	Nurse-1975-1589-332	chameleon	1555	CHAMELEON
333	Nurse-1975-1589-333	change	1264	CHANGE
334	Nurse-1975-1589-334	charcoal	1188	CHARCOAL
335	Nurse-1975-1589-335	charm (esp. to ensure wife's f	1271	DELIGHT
336	Nurse-1975-1589-336	chase (away)	1435	HUNT
337	Nurse-1975-1589-337	chase, chase away	1435	HUNT
338	Nurse-1975-1589-338	cheek	1730	CHEEK
339	Nurse-1975-1589-339	cheetah		
340	Nurse-1975-1589-340	chest	1592	CHEST
341	Nurse-1975-1589-341	chest (of animals and birds)	1592	CHEST
342	Nurse-1975-1589-342	chew	321	CHEW
343	Nurse-1975-1589-343	chicken	1318	CHICKEN
344	Nurse-1975-1589-344	chief	301	CHIEFTAIN
345	Nurse-1975-1589-345	chief, headman	301	CHIEFTAIN
346	Nurse-1975-1589-346	child	2099	CHILD
347	Nurse-1975-1589-347	chin	1510	CHIN
348	Nurse-1975-1589-348	choose	1750	CHOOSE
349	Nurse-1975-1589-349	civet cat	3018	NATIVE CAT
350	Nurse-1975-1589-350	civet cat (also paka wa zabadi	3018	NATIVE CAT
351	Nurse-1975-1589-351	clan	302	CLAN
352	Nurse-1975-1589-352	claw	72	CLAW
353	Nurse-1975-1589-353	climb, ascend	705	GO UP (ASCEND)
354	Nurse-1975-1589-354	clod		
355	Nurse-1975-1589-355	clod, lump		
356	Nurse-1975-1589-356	close	2063	CLOSE (EYES)
357	Nurse-1975-1589-357	close (eyes, mouth)	2063	CLOSE (EYES)
358	Nurse-1975-1589-358	close (the eyes, mouth, etc.)	2063	CLOSE (EYES)
359	Nurse-1975-1589-359	cloth	1616	CLOTH
360	Nurse-1975-1589-360	clothe	158	PUT ON
361	Nurse-1975-1589-361	clothes, material	1895	CLOTHES
362	Nurse-1975-1589-362	clothing	1895	CLOTHES
363	Nurse-1975-1589-363	cloud	1489	CLOUD
364	Nurse-1975-1589-364	co-wife		
365	Nurse-1975-1589-365	coagulate	2395	CONGEAL (BLOOD)
366	Nurse-1975-1589-366	cohabit		
367	Nurse-1975-1589-367	cold	102	COMMON COLD (DISEASE)
368	Nurse-1975-1589-368	cold (as: it is cold)		
369	Nurse-1975-1589-369	colobus monkey		
370	Nurse-1975-1589-370	colobus monkey (w/ long black		
371	Nurse-1975-1589-371	colobus monkey (with long blac		
372	Nurse-1975-1589-372	come		
373	Nurse-1975-1589-373	come in, go in	749	ENTER
374	Nurse-1975-1589-374	come on suddenly, take in the		
375	Nurse-1975-1589-375	come out		
376	Nurse-1975-1589-376	come to an end		
377	Nurse-1975-1589-377	construct, put together		
378	Nurse-1975-1589-378	continuous rain		
379	Nurse-1975-1589-379	cook	1100	COOK (SOMETHING)
380	Nurse-1975-1589-380	cook in water or fat	1279	FAT (OBESE)
381	Nurse-1975-1589-381	cool down	3068	COOL DOWN
382	Nurse-1975-1589-382	cool, cure, heal	499	CURE
383	Nurse-1975-1589-383	copper, brass	1825	COPPER
384	Nurse-1975-1589-384	copy a pattern	117	IMITATE
385	Nurse-1975-1589-385	cork, stopper		
386	Nurse-1975-1589-386	corpse	767	CORPSE
387	Nurse-1975-1589-387	cough	879	COUGH
388	Nurse-1975-1589-388	count	1420	COUNT
389	Nurse-1975-1589-389	country	1300	COUNTRY
390	Nurse-1975-1589-390	courtyard	4	COURTYARD
391	Nurse-1975-1589-391	cover	761	COVER
392	Nurse-1975-1589-392	cover (up)	761	COVER
393	Nurse-1975-1589-393	cow	1007	COW
394	Nurse-1975-1589-394	coward	1319	COWARD
395	Nurse-1975-1589-395	cowrie shell		
396	Nurse-1975-1589-396	crab	2348	CRAB
397	Nurse-1975-1589-397	crawl, creep	96	CRAWL
398	Nurse-1975-1589-398	cricket	2354	CRICKET
399	Nurse-1975-1589-399	cricket (nyenze)	2354	CRICKET
400	Nurse-1975-1589-400	cripple		
401	Nurse-1975-1589-401	crocodile	1857	CROCODILE
402	Nurse-1975-1589-402	crocodile (ngwena)	1857	CROCODILE
403	Nurse-1975-1589-403	cross (a river)	1742	TRAVERSE
404	Nurse-1975-1589-404	cross river	1742	TRAVERSE
405	Nurse-1975-1589-405	crow	913	CROW
406	Nurse-1975-1589-406	crown of the head		
407	Nurse-1975-1589-407	crumple		
408	Nurse-1975-1589-408	crush by pounding pulverize	1520	CRUSH
409	Nurse-1975-1589-409	crush by pounding, pulverise	1520	CRUSH
410	Nurse-1975-1589-410	crust		
411	Nurse-1975-1589-411	cry, wail		
412	Nurse-1975-1589-412	cudgel		
413	Nurse-1975-1589-413	cultivate	1541	CULTIVATE
414	Nurse-1975-1589-414	cultivated area (Sw: shamba)	212	FIELD
415	Nurse-1975-1589-415	cultivated ground	212	FIELD
416	Nurse-1975-1589-416	cultivated ground (shamba)	212	FIELD
417	Nurse-1975-1589-417	curdled milk		
418	Nurse-1975-1589-418	cut	1432	CUT
419	Nurse-1975-1589-419	cut firewood		
420	Nurse-1975-1589-420	cut to shape, sharpen to a poi		
421	Nurse-1975-1589-421	cut, lop	1432	CUT
422	Nurse-1975-1589-422	dance	1879	DANCE
423	Nurse-1975-1589-423	dance (of men, to show courage	1879	DANCE
424	Nurse-1975-1589-424	dance about		
425	Nurse-1975-1589-425	dark, black	11	DARKNESS
426	Nurse-1975-1589-426	darkness	11	DARKNESS
427	Nurse-1975-1589-427	date palm		
428	Nurse-1975-1589-428	dawn	729	DAWN
429	Nurse-1975-1589-429	dawn, daybreak	729	DAWN
430	Nurse-1975-1589-430	day		
431	Nurse-1975-1589-431	day (it is not night)	1260	DAY (24 HOURS)
432	Nurse-1975-1589-432	day-time	1260	DAY (24 HOURS)
433	Nurse-1975-1589-433	dead person		
434	Nurse-1975-1589-434	death	910	DEATH
435	Nurse-1975-1589-435	decorate	1739	DECORATE
436	Nurse-1975-1589-436	defecate	676	SHIT (DEFECATE)
437	Nurse-1975-1589-437	denial		
438	Nurse-1975-1589-438	deny	755	DENY
439	Nurse-1975-1589-439	desire	2117	DESIRE
440	Nurse-1975-1589-440	destroy, spoil	681	DESTROY
441	Nurse-1975-1589-441	dew	1977	DEW
442	Nurse-1975-1589-442	die	1494	DIE
443	Nurse-1975-1589-443	dig	1418	DIG
444	Nurse-1975-1589-444	dig hole (in the ground)	1418	DIG
445	Nurse-1975-1589-445	dig up, dig out		
446	Nurse-1975-1589-446	dig up, fling up earth		
447	Nurse-1975-1589-447	diminish, grow less	1184	DIMINISH
448	Nurse-1975-1589-448	dip		
449	Nurse-1975-1589-449	dirt	25	DIRT
450	Nurse-1975-1589-450	dirty	1230	DIRTY
451	Nurse-1975-1589-451	dish	481	DISH
452	Nurse-1975-1589-452	district, province, country	1300	COUNTRY
453	Nurse-1975-1589-453	divide	1119	DIVIDE
454	Nurse-1975-1589-454	divorce	1134	DIVORCE
455	Nurse-1975-1589-455	do	813	DO
456	Nurse-1975-1589-456	do, complete, finish	813	DO
457	Nurse-1975-1589-457	dog	2009	DOG
458	Nurse-1975-1589-458	donkey	1862	DONKEY
459	Nurse-1975-1589-459	door	1567	DOOR
460	Nurse-1975-1589-460	dove	1853	DOVE
461	Nurse-1975-1589-461	draw (water from well)	1911	DRAW (WATER)
462	Nurse-1975-1589-462	draw (water)	1911	DRAW (WATER)
463	Nurse-1975-1589-463	draw water	1911	DRAW (WATER)
464	Nurse-1975-1589-464	dream	2374	DREAM
465	Nurse-1975-1589-465	drink	1401	DRINK
466	Nurse-1975-1589-466	drizzle	1016	DRIZZLE
467	Nurse-1975-1589-467	drop, throw down	2866	DROP (SOMETHING)
468	Nurse-1975-1589-468	drum	908	DRUM
469	Nurse-1975-1589-469	dry	1398	DRY
470	Nurse-1975-1589-470	dry up	1786	DRY UP
471	Nurse-1975-1589-471	dry up, become dry	1786	DRY UP
472	Nurse-1975-1589-472	dry up, ebb	1786	DRY UP
473	Nurse-1975-1589-473	duck	1360	DUCK
474	Nurse-1975-1589-474	dug-out canoe	1970	CANOE
475	Nurse-1975-1589-475	dull	1397	DULL
476	Nurse-1975-1589-476	dull (not sharp)	1397	DULL
477	Nurse-1975-1589-477	dust	2	DUST
478	Nurse-1975-1589-478	dust, cloud of dust	2	DUST
479	Nurse-1975-1589-479	dwell	363	DWELL (LIVE, RESIDE)
480	Nurse-1975-1589-480	eagerness, zeal		
481	Nurse-1975-1589-481	eagle, bird of prey	1905	EAGLE
482	Nurse-1975-1589-482	ear	1247	EAR
483	Nurse-1975-1589-483	earth	626	LAND
484	Nurse-1975-1589-484	earth, land	626	LAND
485	Nurse-1975-1589-485	eat	1336	EAT
486	Nurse-1975-1589-486	effort, exertion		
487	Nurse-1975-1589-487	egg	744	EGG
488	Nurse-1975-1589-488	eight	1705	EIGHT
489	Nurse-1975-1589-489	elbow	981	ELBOW
490	Nurse-1975-1589-490	elbow (cha mkono)	981	ELBOW
491	Nurse-1975-1589-491	elephant	1290	ELEPHANT
492	Nurse-1975-1589-492	elephant (=tembo)	1290	ELEPHANT
493	Nurse-1975-1589-493	elephant's tusk		
494	Nurse-1975-1589-494	embers	67	EMBERS
495	Nurse-1975-1589-495	embrace	928	EMBRACE
496	Nurse-1975-1589-496	enter	749	ENTER
497	Nurse-1975-1589-497	escape, recover	1978	RECOVER
498	Nurse-1975-1589-498	evening	1629	EVENING
499	Nurse-1975-1589-499	everlasting		
500	Nurse-1975-1589-500	evil spirit	1973	DEMON
501	Nurse-1975-1589-501	examine, measure, test	1975	CHECK
502	Nurse-1975-1589-502	excrement	675	FAECES (EXCREMENT)
503	Nurse-1975-1589-503	excrement, dung	2057	DUNG (ANIMAL FAECES)
504	Nurse-1975-1589-504	excreta	47	EXCRETA
505	Nurse-1975-1589-505	exercise, drive out a devil (-		
506	Nurse-1975-1589-506	exercise; drive out a devil		
507	Nurse-1975-1589-507	explain	1626	EXPLAIN
508	Nurse-1975-1589-508	extinguish	127	EXTINGUISH
509	Nurse-1975-1589-509	eye	1248	EYE
510	Nurse-1975-1589-510	eyebrow	1173	EYEBROW
511	Nurse-1975-1589-511	eyelash	1540	EYELASH
