ID	NUMBER	SPANISH	ENGLISH	CONCEPTICON_ID	CONCEPTICON_GLOSS
Josserand-1983-188-169	169	milpa	cornfield	449	CORN FIELD
Josserand-1983-188-170	170	ayer	yesterday	1174	YESTERDAY
Josserand-1983-188-171	171	otro	other	197	OTHER
Josserand-1983-188-172	172	peine	comb	1475	COMB
Josserand-1983-188-173	173	se nacio	be born	1090	BE BORN
Josserand-1983-188-174	174	sabio	smart	2530	SMART
Josserand-1983-188-175	175	piedra	stone	857	STONE
Josserand-1983-188-176	176	boca	mouth	674	MOUTH
Josserand-1983-188-177	177	yo	I	1209	I
Josserand-1983-188-178	178	rocio	dew	1977	DEW
Josserand-1983-188-179	179	hierba	brush	1821	BRUSH
Josserand-1983-188-180	180	surco	furrow	1794	FURROW
Josserand-1983-188-181	181	calzon	trousers	809	TROUSERS
Josserand-1983-188-182	182	sacerdote	priest	852	PRIEST
Josserand-1983-188-183	183	fierro	brand	621	IRON
Josserand-1983-188-184	184	sabra	will know	1410	KNOW (SOMETHING)
Josserand-1983-188-185	185	ardilla	squirrel	1628	SQUIRREL
Josserand-1983-188-186	186	floja	loose	2506	LOOSE
Josserand-1983-188-187	187	pesado	heavy	1210	HEAVY
Josserand-1983-188-188	188	tobaco	tobacco	974	TOBACCO
