ID	NUMBER	CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH
Rzymski-2020-1647-36	36	1049	MOLAR TOOTH	MOLAR TOOTH
Rzymski-2020-1647-37	37	1051	CAN	CAN
Rzymski-2020-1647-38	38	1052	LIGHT (WEIGHT)	LIGHT (WEIGHT)
Rzymski-2020-1647-39	39	1058	STEPDAUGHTER	STEPDAUGHTER
Rzymski-2020-1647-40	40	1059	STEPSON	STEPSON
Rzymski-2020-1647-41	41	1060	CHILD-IN-LAW	CHILD-IN-LAW
Rzymski-2020-1647-42	42	1061	ARMOUR	ARMOUR
Rzymski-2020-1647-43	43	1062	LAW	LAW
Rzymski-2020-1647-44	44	1063	NEPHEW	NEPHEW
Rzymski-2020-1647-45	45	1064	SHIELD	SHIELD
Rzymski-2020-1647-46	46	1065	SPIDER WEB	SPIDER WEB
Rzymski-2020-1647-47	47	1066	CRIME	CRIME
Rzymski-2020-1647-48	48	1067	JUDGMENT	JUDGMENT
Rzymski-2020-1647-49	49	1068	COURT	COURT
Rzymski-2020-1647-50	50	1069	GLUE	GLUE
Rzymski-2020-1647-51	51	107	OMEN	OMEN
Rzymski-2020-1647-52	52	1070	BUS	BUS
Rzymski-2020-1647-53	53	1071	HOOK	HOOK
Rzymski-2020-1647-54	54	1072	PRISONER	PRISONER
Rzymski-2020-1647-55	55	1074	FISHHOOK	FISHHOOK
Rzymski-2020-1647-56	56	1075	TRAP (PITFALL)	TRAP (PITFALL)
Rzymski-2020-1647-57	57	1076	EMERGE (APPEAR)	EMERGE (APPEAR)
Rzymski-2020-1647-58	58	1077	WHEAT	WHEAT
Rzymski-2020-1647-59	59	1079	FEEL	FEEL
Rzymski-2020-1647-60	60	108	RUDDER	RUDDER
Rzymski-2020-1647-61	61	1081	BILL	BILL
Rzymski-2020-1647-62	62	1084	CALL	CALL
Rzymski-2020-1647-63	63	1085	FOLLOW	FOLLOW
Rzymski-2020-1647-64	64	1086	WORK (ACTIVITY)	WORK (ACTIVITY)
Rzymski-2020-1647-65	65	1087	CONCEIVE	CONCEIVE
Rzymski-2020-1647-66	66	1088	SINK (DESCEND)	SINK (DESCEND)
Rzymski-2020-1647-67	67	109	FOREIGN	FOREIGN
Rzymski-2020-1647-68	68	1090	BE BORN	BE BORN
Rzymski-2020-1647-69	69	1091	SALTY	SALTY
Rzymski-2020-1647-70	70	1092	HOPE	HOPE
Rzymski-2020-1647-71	71	1093	MIDDLE	MIDDLE
Rzymski-2020-1647-72	72	1095	LET GO OR SET FREE	LET GO OR SET FREE
Rzymski-2020-1647-73	73	1096	SONG	SONG
Rzymski-2020-1647-74	74	1098	WEIGH	WEIGH
Rzymski-2020-1647-75	75	11	DARKNESS	DARKNESS
Rzymski-2020-1647-76	76	110	MOTOR	MOTOR
Rzymski-2020-1647-77	77	1100	COOK (SOMETHING)	COOK (SOMETHING)
Rzymski-2020-1647-78	78	1102	CLIMB	CLIMB
Rzymski-2020-1647-79	79	1103	SACRIFICE	SACRIFICE
Rzymski-2020-1647-80	80	1104	NURSE	NURSE
Rzymski-2020-1647-81	81	1106	FALL ASLEEP	FALL ASLEEP
Rzymski-2020-1647-82	82	1107	GO OUT	GO OUT
Rzymski-2020-1647-83	83	1109	WOUND	WOUND
Rzymski-2020-1647-84	84	1110	SHARK	SHARK
Rzymski-2020-1647-85	85	1111	CAR	CAR
Rzymski-2020-1647-86	86	1112	SUCCEED	SUCCEED
Rzymski-2020-1647-87	87	1113	WRAP	WRAP
Rzymski-2020-1647-88	88	1115	SPEECH	SPEECH
Rzymski-2020-1647-89	89	1116	DAMAGE	DAMAGE
Rzymski-2020-1647-90	90	1117	LIKE	LIKE
Rzymski-2020-1647-91	91	1119	DIVIDE	DIVIDE
Rzymski-2020-1647-92	92	112	TURTLE	TURTLE
Rzymski-2020-1647-93	93	1121	SECRET	SECRET
Rzymski-2020-1647-94	94	1122	WAGES	WAGES
Rzymski-2020-1647-95	95	1123	PREGNANT	PREGNANT
Rzymski-2020-1647-96	96	1126	CITRUS FRUIT	CITRUS FRUIT
Rzymski-2020-1647-97	97	1127	SEND	SEND
Rzymski-2020-1647-98	98	113	SHORE	SHORE
Rzymski-2020-1647-99	99	1130	WE (EXCLUSIVE)	WE (EXCLUSIVE)
Rzymski-2020-1647-100	100	1131	WE (INCLUSIVE)	WE (INCLUSIVE)
Rzymski-2020-1647-101	101	1132	BEAM	BEAM
Rzymski-2020-1647-102	102	1133	MATCH	MATCH
Rzymski-2020-1647-103	103	1134	DIVORCE	DIVORCE
Rzymski-2020-1647-104	104	1135	KICK	KICK
Rzymski-2020-1647-105	105	1136	RABBIT	RABBIT
Rzymski-2020-1647-106	106	1137	TENDON	TENDON
Rzymski-2020-1647-107	107	1141	PITY	PITY
Rzymski-2020-1647-108	108	1142	URINE	URINE
Rzymski-2020-1647-109	109	1143	OVEN	OVEN
Rzymski-2020-1647-110	110	1145	SWAMP	SWAMP
Rzymski-2020-1647-111	111	1148	BRUISE	BRUISE
Rzymski-2020-1647-112	112	1149	ORPHAN	ORPHAN
Rzymski-2020-1647-113	113	1150	THUNDER	THUNDER
Rzymski-2020-1647-114	114	1151	VEIL	VEIL
Rzymski-2020-1647-115	115	1152	BEGET	BEGET
Rzymski-2020-1647-116	116	1153	CATTLE	CATTLE
Rzymski-2020-1647-117	117	1155	CAVE	CAVE
Rzymski-2020-1647-118	118	1156	OPEN	OPEN
Rzymski-2020-1647-119	119	1157	BECAUSE	BECAUSE
Rzymski-2020-1647-120	120	1159	FART	FART
Rzymski-2020-1647-121	121	1160	THIEF	THIEF
Rzymski-2020-1647-122	122	1161	THREAD	THREAD
Rzymski-2020-1647-123	123	1162	INTENTION	INTENTION
Rzymski-2020-1647-124	124	1165	MOUSTACHE	MOUSTACHE
Rzymski-2020-1647-125	125	1169	OX	OX
Rzymski-2020-1647-126	126	117	IMITATE	IMITATE
Rzymski-2020-1647-127	127	1170	TRAP (CATCH)	TRAP (CATCH)
Rzymski-2020-1647-128	128	1171	MIRROR	MIRROR
Rzymski-2020-1647-129	129	1172	SHOOT	SHOOT
Rzymski-2020-1647-130	130	1173	EYEBROW	EYEBROW
Rzymski-2020-1647-131	131	1174	YESTERDAY	YESTERDAY
Rzymski-2020-1647-132	132	1175	GHOST	GHOST
Rzymski-2020-1647-133	133	1176	SPADE	SPADE
Rzymski-2020-1647-134	134	1178	NOSTRIL	NOSTRIL
Rzymski-2020-1647-135	135	1179	DAY AFTER TOMORROW	DAY AFTER TOMORROW
Rzymski-2020-1647-136	136	1180	DAY BEFORE YESTERDAY	DAY BEFORE YESTERDAY
Rzymski-2020-1647-137	137	1182	NOISE	NOISE
Rzymski-2020-1647-138	138	1183	PALM OF HAND	PALM OF HAND
Rzymski-2020-1647-139	139	1185	VULTURE	VULTURE
Rzymski-2020-1647-140	140	1186	LAST (ENDURE)	LAST (ENDURE)
Rzymski-2020-1647-141	141	1187	GOOSE	GOOSE
Rzymski-2020-1647-142	142	1188	CHARCOAL	CHARCOAL
Rzymski-2020-1647-143	143	119	DIVE	DIVE
Rzymski-2020-1647-144	144	1190	HARE	HARE
Rzymski-2020-1647-145	145	1191	COOKED RICE	COOKED RICE
Rzymski-2020-1647-146	146	1192	THREATEN	THREATEN
Rzymski-2020-1647-147	147	1193	STEAM	STEAM
Rzymski-2020-1647-148	148	1198	MANY	MANY
Rzymski-2020-1647-149	149	1199	WIFE	WIFE
Rzymski-2020-1647-150	150	12	MIDDAY	MIDDAY
Rzymski-2020-1647-151	151	1200	HUSBAND	HUSBAND
Rzymski-2020-1647-152	152	1201	FEATHER	FEATHER
Rzymski-2020-1647-153	153	1202	BIG	BIG
Rzymski-2020-1647-154	154	1203	LONG	LONG
Rzymski-2020-1647-155	155	1204	BARK	BARK
Rzymski-2020-1647-156	156	1205	TONGUE	TONGUE
Rzymski-2020-1647-157	157	1207	YOUNG	YOUNG
Rzymski-2020-1647-158	158	1208	CAT	CAT
Rzymski-2020-1647-159	159	1209	I	I
Rzymski-2020-1647-160	160	121	SPIN	SPIN
Rzymski-2020-1647-161	161	1210	HEAVY	HEAVY
Rzymski-2020-1647-162	162	1211	HE	HE
Rzymski-2020-1647-163	163	1212	WE	WE
Rzymski-2020-1647-164	164	1213	YOU	YOU
Rzymski-2020-1647-165	165	1214	THIS	THIS
Rzymski-2020-1647-166	166	1215	THOU	THOU
Rzymski-2020-1647-167	167	1216	MOTHER	MOTHER
Rzymski-2020-1647-168	168	1217	FATHER	FATHER
Rzymski-2020-1647-169	169	1218	ROPE	ROPE
Rzymski-2020-1647-170	170	1219	WORM	WORM
Rzymski-2020-1647-171	171	122	CART	CART
Rzymski-2020-1647-172	172	1220	TAIL	TAIL
Rzymski-2020-1647-173	173	1221	NOSE	NOSE
Rzymski-2020-1647-174	174	1222	PENIS	PENIS
Rzymski-2020-1647-175	175	1223	HEART	HEART
Rzymski-2020-1647-176	176	1224	LIVER	LIVER
Rzymski-2020-1647-177	177	1225	DAY (NOT NIGHT)	DAY (NOT NIGHT)
Rzymski-2020-1647-178	178	1226	YEAR	YEAR
Rzymski-2020-1647-179	179	1227	BOARD	BOARD
Rzymski-2020-1647-180	180	1228	EARTH (SOIL)	EARTH (SOIL)
Rzymski-2020-1647-181	181	1229	OLD	OLD
Rzymski-2020-1647-182	182	123	FOREHEAD	FOREHEAD
Rzymski-2020-1647-183	183	1230	DIRTY	DIRTY
Rzymski-2020-1647-184	184	1231	NEW	NEW
Rzymski-2020-1647-185	185	1232	WARM	WARM
Rzymski-2020-1647-186	186	1233	NIGHT	NIGHT
Rzymski-2020-1647-187	187	1234	SMOOTH	SMOOTH
Rzymski-2020-1647-188	188	1235	WHO	WHO
Rzymski-2020-1647-189	189	1236	WHAT	WHAT
Rzymski-2020-1647-190	190	1237	WHERE	WHERE
Rzymski-2020-1647-191	191	1238	WHEN	WHEN
Rzymski-2020-1647-192	192	1239	HOW	HOW
Rzymski-2020-1647-193	193	1240	NOT	NOT
Rzymski-2020-1647-194	194	1241	SOME	SOME
Rzymski-2020-1647-195	195	1242	FEW	FEW
Rzymski-2020-1647-196	196	1243	WIDE	WIDE
Rzymski-2020-1647-197	197	1244	THICK	THICK
Rzymski-2020-1647-198	198	1245	BUTTER	BUTTER
Rzymski-2020-1647-199	199	1246	SMALL	SMALL
Rzymski-2020-1647-200	200	1247	EAR	EAR
Rzymski-2020-1647-201	201	1248	EYE	EYE
Rzymski-2020-1647-202	202	1250	JAGUAR	JAGUAR
Rzymski-2020-1647-203	203	1251	BELLY	BELLY
Rzymski-2020-1647-204	204	1252	HOUSE	HOUSE
Rzymski-2020-1647-205	205	1253	RAIN (RAINING)	RAIN (RAINING)
Rzymski-2020-1647-206	206	1256	HEAD	HEAD
Rzymski-2020-1647-207	207	1257	WING	WING
Rzymski-2020-1647-208	208	1258	FINGERNAIL	FINGERNAIL
Rzymski-2020-1647-209	209	1259	WEDDING	WEDDING
Rzymski-2020-1647-210	210	1260	DAY (24 HOURS)	DAY (24 HOURS)
Rzymski-2020-1647-211	211	1261	SING	SING
Rzymski-2020-1647-212	212	1262	BROTHER	BROTHER
Rzymski-2020-1647-213	213	1263	SISTER	SISTER
Rzymski-2020-1647-214	214	1264	CHANGE	CHANGE
Rzymski-2020-1647-215	215	1265	HIGH	HIGH
Rzymski-2020-1647-216	216	1267	NARROW	NARROW
Rzymski-2020-1647-217	217	1268	YES	YES
Rzymski-2020-1647-218	218	1269	NO	NO
Rzymski-2020-1647-219	219	127	EXTINGUISH	EXTINGUISH
Rzymski-2020-1647-220	220	1270	WHY	WHY
Rzymski-2020-1647-221	221	1272	AUNT	AUNT
Rzymski-2020-1647-222	222	1273	CANDLE	CANDLE
Rzymski-2020-1647-223	223	1274	SALT	SALT
Rzymski-2020-1647-224	224	1275	ANSWER	ANSWER
Rzymski-2020-1647-225	225	1276	AUTUMN	AUTUMN
Rzymski-2020-1647-226	226	1277	HAND	HAND
Rzymski-2020-1647-227	227	1278	VOMIT	VOMIT
Rzymski-2020-1647-228	228	1279	FAT (OBESE)	FAT (OBESE)
Rzymski-2020-1647-229	229	128	MUMBLE	MUMBLE
Rzymski-2020-1647-230	230	1280	FALL	FALL
Rzymski-2020-1647-231	231	1281	PRISON	PRISON
Rzymski-2020-1647-232	232	1283	TODAY	TODAY
Rzymski-2020-1647-233	233	1286	HOT	HOT
Rzymski-2020-1647-234	234	1287	COLD	COLD
Rzymski-2020-1647-235	235	1289	BABY	BABY
Rzymski-2020-1647-236	236	129	CHOKE	CHOKE
Rzymski-2020-1647-237	237	1291	BACK	BACK
Rzymski-2020-1647-238	238	1292	BAD	BAD
Rzymski-2020-1647-239	239	1293	MISTAKE	MISTAKE
Rzymski-2020-1647-240	240	1294	ZERO	ZERO
Rzymski-2020-1647-241	241	1295	STICK	STICK
Rzymski-2020-1647-242	242	1296	WALKING STICK	WALKING STICK
Rzymski-2020-1647-243	243	1297	LEG	LEG
Rzymski-2020-1647-244	244	13	DECEIT	DECEIT
Rzymski-2020-1647-245	245	1300	COUNTRY	COUNTRY
Rzymski-2020-1647-246	246	1301	FOOT	FOOT
Rzymski-2020-1647-247	247	1302	FORK	FORK
Rzymski-2020-1647-248	248	1303	FINGER	FINGER
Rzymski-2020-1647-249	249	1304	CHILD (YOUNG HUMAN)	CHILD (YOUNG HUMAN)
Rzymski-2020-1647-250	250	1305	CHIMNEY	CHIMNEY
Rzymski-2020-1647-251	251	1306	QUEEN	QUEEN
Rzymski-2020-1647-252	252	1307	LANGUAGE	LANGUAGE
Rzymski-2020-1647-253	253	1308	DOUBT	DOUBT
Rzymski-2020-1647-254	254	1309	ASK (INQUIRE)	ASK (INQUIRE)
Rzymski-2020-1647-255	255	1310	CLEVER	CLEVER
Rzymski-2020-1647-256	256	1312	FOX	FOX
Rzymski-2020-1647-257	257	1313	MOON	MOON
Rzymski-2020-1647-258	258	1314	QUIET	QUIET
Rzymski-2020-1647-259	259	1316	TENT	TENT
Rzymski-2020-1647-260	260	1318	CHICKEN	CHICKEN
Rzymski-2020-1647-261	261	1321	BOTTLE	BOTTLE
Rzymski-2020-1647-262	262	1322	BREAKFAST	BREAKFAST
Rzymski-2020-1647-263	263	1323	CLOCK	CLOCK
Rzymski-2020-1647-264	264	1324	SLIP	SLIP
Rzymski-2020-1647-265	265	1325	FRIEND	FRIEND
Rzymski-2020-1647-266	266	1326	DOWN	DOWN
Rzymski-2020-1647-267	267	1327	UNCLE	UNCLE
Rzymski-2020-1647-268	268	1329	TOMORROW	TOMORROW
Rzymski-2020-1647-269	269	133	WEAVE	WEAVE
Rzymski-2020-1647-270	270	1330	DEFEND	DEFEND
Rzymski-2020-1647-271	271	1331	SHEEP	SHEEP
Rzymski-2020-1647-272	272	1332	NEIGHBOUR	NEIGHBOUR
Rzymski-2020-1647-273	273	1333	NECK	NECK
Rzymski-2020-1647-274	274	1334	GUTS	GUTS
Rzymski-2020-1647-275	275	1335	WHITE	WHITE
Rzymski-2020-1647-276	276	1336	EAT	EAT
Rzymski-2020-1647-277	277	1337	PIG	PIG
Rzymski-2020-1647-278	278	1338	PEACE	PEACE
Rzymski-2020-1647-279	279	1339	MORNING	MORNING
Rzymski-2020-1647-280	280	134	FAULT	FAULT
Rzymski-2020-1647-281	281	1340	WITH	WITH
Rzymski-2020-1647-282	282	1342	SUMMER	SUMMER
Rzymski-2020-1647-283	283	1343	SUN	SUN
Rzymski-2020-1647-284	284	1344	RAM	RAM
Rzymski-2020-1647-285	285	1345	EWE	EWE
Rzymski-2020-1647-286	286	1346	THROAT	THROAT
Rzymski-2020-1647-287	287	1347	NAPE (OF NECK)	NAPE (OF NECK)
Rzymski-2020-1647-288	288	1348	BOAR (MALE PIG)	BOAR
Rzymski-2020-1647-289	289	1349	CHURCH	CHURCH
Rzymski-2020-1647-290	290	1351	SOW (FEMALE PIG)	SOW (FEMALE PIG)
Rzymski-2020-1647-291	291	1352	KNIFE	KNIFE
Rzymski-2020-1647-292	292	1353	HOUR	HOUR
Rzymski-2020-1647-293	293	1354	NEXT	NEXT
Rzymski-2020-1647-294	294	1355	LAUGH	LAUGH
Rzymski-2020-1647-295	295	1356	NUMBER	NUMBER
Rzymski-2020-1647-296	296	1357	DAUGHTER	DAUGHTER
Rzymski-2020-1647-297	297	1359	SEPARATE	SEPARATE
Rzymski-2020-1647-298	298	136	HERE	HERE
Rzymski-2020-1647-299	299	1360	DUCK	DUCK
Rzymski-2020-1647-300	300	1361	TOOL	TOOL
Rzymski-2020-1647-301	301	1362	STREET	STREET
Rzymski-2020-1647-302	302	1363	VOICE	VOICE
Rzymski-2020-1647-303	303	1364	HEALTHY	HEALTHY
Rzymski-2020-1647-304	304	1366	BOY	BOY
Rzymski-2020-1647-305	305	1368	BREAD	BREAD
Rzymski-2020-1647-306	306	1369	GOLD	GOLD
Rzymski-2020-1647-307	307	1370	MONTH	MONTH
Rzymski-2020-1647-308	308	1371	KNEE	KNEE
Rzymski-2020-1647-309	309	1372	MEDICINE	MEDICINE
Rzymski-2020-1647-310	310	1374	RING	RING
Rzymski-2020-1647-311	311	1375	WINDOW	WINDOW
Rzymski-2020-1647-312	312	1376	NOW	NOW
Rzymski-2020-1647-313	313	1378	SPOON	SPOON
Rzymski-2020-1647-314	314	138	BATHE	BATHE
Rzymski-2020-1647-315	315	1380	TOOTH	TOOTH
Rzymski-2020-1647-316	316	1381	SHOE	SHOE
Rzymski-2020-1647-317	317	1382	NEEDLE (FOR SEWING)	NEEDLE (FOR SEWING)
Rzymski-2020-1647-318	318	1383	GRANDFATHER	GRANDFATHER
Rzymski-2020-1647-319	319	1384	SECOND	SECOND
Rzymski-2020-1647-320	320	1385	PEPPER	PEPPER
Rzymski-2020-1647-321	321	1387	ARRIVE	ARRIVE
Rzymski-2020-1647-322	322	1388	SHADE	SHADE
Rzymski-2020-1647-323	323	1389	TOE	TOE
Rzymski-2020-1647-324	324	1390	WRONG	WRONG
Rzymski-2020-1647-325	325	1391	TOWN	TOWN
Rzymski-2020-1647-326	326	1392	LOUSE	LOUSE
Rzymski-2020-1647-327	327	1393	HORN (ANATOMY)	HORN (ANATOMY)
Rzymski-2020-1647-328	328	1394	BONE	BONE
Rzymski-2020-1647-329	329	1395	ROUND	ROUND
Rzymski-2020-1647-330	330	1396	SHARP	SHARP
Rzymski-2020-1647-331	331	1398	DRY	DRY
Rzymski-2020-1647-332	332	1399	CLAY	CLAY
Rzymski-2020-1647-333	333	1400	THIN (SLIM)	THIN (SLIM)
Rzymski-2020-1647-334	334	1401	DRINK	DRINK
Rzymski-2020-1647-335	335	1402	BREAST	BREAST
Rzymski-2020-1647-336	336	1403	BITE	BITE
Rzymski-2020-1647-337	337	1404	STRAIGHT	STRAIGHT
Rzymski-2020-1647-338	338	1405	NAME	NAME
Rzymski-2020-1647-339	339	1406	FAR	FAR
Rzymski-2020-1647-340	340	1407	BREATHE	BREATHE
Rzymski-2020-1647-341	341	1408	HEAR	HEAR
Rzymski-2020-1647-342	342	1409	SEE	SEE
Rzymski-2020-1647-343	343	141	BURN (SOMETHING)	BURN (SOMETHING)
Rzymski-2020-1647-344	344	1410	KNOW (SOMETHING)	KNOW (SOMETHING)
Rzymski-2020-1647-345	345	1411	LIE (REST)	LIE (REST)
Rzymski-2020-1647-346	346	1413	PLAY	PLAY
Rzymski-2020-1647-347	347	1414	SQUEEZE	SQUEEZE
Rzymski-2020-1647-348	348	1415	THINK (REFLECT)	THINK (REFLECT)
Rzymski-2020-1647-349	349	1416	SIT	SIT
Rzymski-2020-1647-350	350	1417	KILL	KILL
Rzymski-2020-1647-351	351	1418	DIG	DIG
Rzymski-2020-1647-352	352	1419	FEAR (BE AFRAID)	FEAR (BE AFRAID)
Rzymski-2020-1647-353	353	142	RETURN HOME	RETURN HOME
Rzymski-2020-1647-354	354	1420	COUNT	COUNT
Rzymski-2020-1647-355	355	1421	SUCK	SUCK
Rzymski-2020-1647-356	356	1422	BE ALIVE	BE ALIVE
Rzymski-2020-1647-357	357	1423	FIGHT	FIGHT
Rzymski-2020-1647-358	358	1424	YELLOW	YELLOW
Rzymski-2020-1647-359	359	1425	GREEN	GREEN
Rzymski-2020-1647-360	360	1426	EXPENSIVE	EXPENSIVE
Rzymski-2020-1647-361	361	1427	BEAUTIFUL	BEAUTIFUL
Rzymski-2020-1647-362	362	1428	BURNING	BURNING
Rzymski-2020-1647-363	363	1429	FULL	FULL
Rzymski-2020-1647-364	364	1430	STAR	STAR
Rzymski-2020-1647-365	365	1431	FREEZE	FREEZE
Rzymski-2020-1647-366	366	1432	CUT	CUT
Rzymski-2020-1647-367	367	1433	HIT	HIT
Rzymski-2020-1647-368	368	1434	STAB	STAB
Rzymski-2020-1647-369	369	1435	HUNT	HUNT
Rzymski-2020-1647-370	370	1436	SCRATCH	SCRATCH
Rzymski-2020-1647-371	371	1437	SPLIT	SPLIT
Rzymski-2020-1647-372	372	1439	SWIM	SWIM
Rzymski-2020-1647-373	373	144	MACHINE	MACHINE
Rzymski-2020-1647-374	374	1440	SPIT	SPIT
Rzymski-2020-1647-375	375	1441	FLY (MOVE THROUGH AIR)	FLY (MOVE THROUGH AIR)
Rzymski-2020-1647-376	376	1442	STAND	STAND
Rzymski-2020-1647-377	377	1443	WALK	WALK
Rzymski-2020-1647-378	378	1444	TURN AROUND	TURN AROUND
Rzymski-2020-1647-379	379	1445	TURN (SOMETHING)	TURN (SOMETHING)
Rzymski-2020-1647-380	380	1446	COME	COME
Rzymski-2020-1647-381	381	1447	GIVE	GIVE
Rzymski-2020-1647-382	382	1448	HOLD	HOLD
Rzymski-2020-1647-383	383	1449	RUB	RUB
Rzymski-2020-1647-384	384	1450	ROOM	ROOM
Rzymski-2020-1647-385	385	1451	SMILE	SMILE
Rzymski-2020-1647-386	386	1452	PUSH	PUSH
Rzymski-2020-1647-387	387	1453	WASH	WASH
Rzymski-2020-1647-388	388	1454	WIPE	WIPE
Rzymski-2020-1647-389	389	1455	PULL	PULL
Rzymski-2020-1647-390	390	1456	THROW	THROW
Rzymski-2020-1647-391	391	1457	SEW	SEW
Rzymski-2020-1647-392	392	1458	SAY	SAY
Rzymski-2020-1647-393	393	1459	IF	IF
Rzymski-2020-1647-394	394	146	SUGAR CANE	SUGAR CANE
Rzymski-2020-1647-395	395	1460	IN	IN
Rzymski-2020-1647-396	396	1461	AT	AT
Rzymski-2020-1647-397	397	1462	POT	POT
Rzymski-2020-1647-398	398	1464	LADDER	LADDER
Rzymski-2020-1647-399	399	1467	CIRCLE	CIRCLE
Rzymski-2020-1647-400	400	1468	LOOK FOR	LOOK FOR
Rzymski-2020-1647-401	401	1469	WEEK	WEEK
Rzymski-2020-1647-402	402	1470	FOLD	FOLD
Rzymski-2020-1647-403	403	1471	WINTER	WINTER
Rzymski-2020-1647-404	404	1472	KEY	KEY
Rzymski-2020-1647-405	405	1474	SEA	SEA
Rzymski-2020-1647-406	406	1475	COMB	COMB
Rzymski-2020-1647-407	407	1476	CHAIR	CHAIR
Rzymski-2020-1647-408	408	1477	KEEP	KEEP
Rzymski-2020-1647-409	409	1478	WITHOUT	WITHOUT
Rzymski-2020-1647-410	410	1479	DOLPHIN	DOLPHIN
Rzymski-2020-1647-411	411	148	ITCH	ITCH
Rzymski-2020-1647-412	412	1480	BODY	BODY
Rzymski-2020-1647-413	413	1481	HAMMER	HAMMER
Rzymski-2020-1647-414	414	1482	SHOULDER	SHOULDER
Rzymski-2020-1647-415	415	1484	OIL (ORGANIC SUBSTANCE)	OIL (ORGANIC SUBSTANCE)
Rzymski-2020-1647-416	416	1485	BELOW OR UNDER	BELOW OR UNDER
Rzymski-2020-1647-417	417	1486	PLANT (SOMETHING)	PLANT (SOMETHING)
Rzymski-2020-1647-418	418	1487	POUR	POUR
Rzymski-2020-1647-419	419	1489	CLOUD	CLOUD
Rzymski-2020-1647-420	420	149	ITCHY	ITCHY
Rzymski-2020-1647-421	421	1490	RAT	RAT
Rzymski-2020-1647-422	422	1491	MOUSE	MOUSE
Rzymski-2020-1647-423	423	1493	ONE	ONE
Rzymski-2020-1647-424	424	1494	DIE	DIE
Rzymski-2020-1647-425	425	1495	HAPPY	HAPPY
Rzymski-2020-1647-426	426	1496	GRANDMOTHER	GRANDMOTHER
Rzymski-2020-1647-427	427	1497	POSTCARD	POSTCARD
Rzymski-2020-1647-428	428	1498	TWO	TWO
Rzymski-2020-1647-429	429	1500	FOUR	FOUR
Rzymski-2020-1647-430	430	1501	BORE	BORE
Rzymski-2020-1647-431	431	1502	GOAT	GOAT
Rzymski-2020-1647-432	432	1503	SALIVA	SALIVA
Rzymski-2020-1647-433	433	1504	FLY (INSECT)	FLY (INSECT)
Rzymski-2020-1647-434	434	1506	MEASURE	MEASURE
Rzymski-2020-1647-435	435	1507	FRUIT	FRUIT
Rzymski-2020-1647-436	436	1508	KING	KING
Rzymski-2020-1647-437	437	1509	MOSQUITO	MOSQUITO
Rzymski-2020-1647-438	438	151	RAZOR	RAZOR
Rzymski-2020-1647-439	439	1510	CHIN	CHIN
Rzymski-2020-1647-440	440	1511	ROOSTER	ROOSTER
Rzymski-2020-1647-441	441	1513	THINK (BELIEVE)	THINK (BELIEVE)
Rzymski-2020-1647-442	442	1514	HEN	HEN
Rzymski-2020-1647-443	443	1515	TEN	TEN
Rzymski-2020-1647-444	444	1517	WASP	WASP
Rzymski-2020-1647-445	445	1518	STUPID	STUPID
Rzymski-2020-1647-446	446	1519	RUN	RUN
Rzymski-2020-1647-447	447	1521	SEEM	SEEM
