ID	NUMBER	ENGLISH	SEMANTIC_FIELD	CONCEPTICON_ID	CONCEPTICON_GLOSS
Tryon-1983-324-32	32	leg	Body Parts	1297	LEG
Tryon-1983-324-33	33	liver	Body Parts	1224	LIVER
Tryon-1983-324-34	34	meat	Body Parts	634	MEAT
Tryon-1983-324-35	35	mouth	Body Parts	674	MOUTH
Tryon-1983-324-36	36	navel	Body Parts	1838	NAVEL
Tryon-1983-324-37	37	neck	Body Parts	1333	NECK
Tryon-1983-324-38	38	nose	Body Parts	1221	NOSE
Tryon-1983-324-39	39	penis	Body Parts	1222	PENIS
Tryon-1983-324-40	40	skin	Body Parts	763	SKIN
Tryon-1983-324-41	41	tail	Body Parts	1220	TAIL
Tryon-1983-324-42	42	tongue	Body Parts	1205	TONGUE
Tryon-1983-324-43	43	tooth	Body Parts	1380	TOOTH
Tryon-1983-324-44	44	vulva	Body Parts	1837	VULVA
Tryon-1983-324-45	45	wing	Body Parts	1257	WING
Tryon-1983-324-46	46	bird	Fauna	937	BIRD
Tryon-1983-324-47	47	butterfly	Fauna	1791	BUTTERFLY
Tryon-1983-324-48	48	centipede	Fauna	1974	CENTIPEDE
Tryon-1983-324-49	49	chicken	Fauna	1318	CHICKEN
Tryon-1983-324-50	50	crocodile	Fauna	1857	CROCODILE
Tryon-1983-324-51	51	dog	Fauna	2009	DOG
Tryon-1983-324-52	52	eagle	Fauna	1905	EAGLE
Tryon-1983-324-53	53	eel	Fauna	1013	FRESHWATER EEL
Tryon-1983-324-54	54	fish	Fauna	227	FISH
Tryon-1983-324-55	55	fly	Fauna	1504	FLY (INSECT)
Tryon-1983-324-56	56	flying fox	Fauna	235	FLYING FOX
Tryon-1983-324-57	57	hornbill	Fauna		
Tryon-1983-324-58	58	lobster	Fauna	2397	LOBSTER
Tryon-1983-324-59	59	louse	Fauna	1392	LOUSE
Tryon-1983-324-60	60	louse egg	Fauna	267	NIT
Tryon-1983-324-61	61	mosquito	Fauna	1509	MOSQUITO
Tryon-1983-324-62	62	midge	Fauna		
Tryon-1983-324-63	63	pig	Fauna	1337	PIG
Tryon-1983-324-64	64	porpoise	Fauna	114	PORPOISE
Tryon-1983-324-65	65	possum	Fauna	470	POSSUM
Tryon-1983-324-66	66	rat	Fauna	1490	RAT
Tryon-1983-324-67	67	scorpion	Fauna	1538	SCORPION
Tryon-1983-324-68	68	shark	Fauna	1110	SHARK
Tryon-1983-324-69	69	snake	Fauna	730	SNAKE
Tryon-1983-324-70	70	spider	Fauna	843	SPIDER
Tryon-1983-324-71	71	turtle	Fauna	112	TURTLE
Tryon-1983-324-72	72	whale	Fauna	957	WHALE
Tryon-1983-324-73	73	bark	Flora	1204	BARK
Tryon-1983-324-74	74	branch	Flora	1531	BRANCH
Tryon-1983-324-75	75	flower	Flora	239	FLOWER
Tryon-1983-324-76	76	fruit	Flora	1507	FRUIT
Tryon-1983-324-77	77	leaf	Flora	628	LEAF
Tryon-1983-324-78	78	root	Flora	670	ROOT
Tryon-1983-324-79	79	seed	Flora	714	SEED
Tryon-1983-324-80	80	tree	Flora	906	TREE
Tryon-1983-324-81	81	grass	Flora	606	GRASS
Tryon-1983-324-82	82	bamboo	Flora	1927	BAMBOO
Tryon-1983-324-83	83	banana	Flora	868	BANANA
Tryon-1983-324-84	84	betel nut	Flora	217	BETELNUT
Tryon-1983-324-85	85	breadfruit	Flora	2371	BREADFRUIT
Tryon-1983-324-86	86	coconut	Flora	970	COCONUT
Tryon-1983-324-87	87	cut nut	Flora	2370	CUT NUT
Tryon-1983-324-88	88	hibiscus til.	Flora		
Tryon-1983-324-89	89	mango	Flora	2398	MANGO
Tryon-1983-324-90	90	pandanus	Flora	469	PANDANUS
Tryon-1983-324-91	91	sago palm	Flora	2372	SAGO PALM
Tryon-1983-324-92	92	sugarcane	Flora	146	SUGAR CANE
Tryon-1983-324-93	93	taro	Flora	351	TARO
Tryon-1983-324-94	94	turmeric	Flora	2842	TURMERIC
Tryon-1983-324-95	95	yam	Flora	410	YAM
Tryon-1983-324-96	96	alstonia sp.	Flora		
Tryon-1983-324-97	97	vitex cofassus	Flora		
Tryon-1983-324-98	98	person	Family & Relationships	683	PERSON
Tryon-1983-324-99	99	man	Family & Relationships	1554	MAN
Tryon-1983-324-100	100	woman	Family & Relationships	962	WOMAN
Tryon-1983-324-101	101	father	Family & Relationships	1217	FATHER
Tryon-1983-324-102	102	mother	Family & Relationships	1216	MOTHER
Tryon-1983-324-103	103	grandparent	Family & Relationships	305	GRANDPARENTS
Tryon-1983-324-104	104	child	Family & Relationships	2099	CHILD
Tryon-1983-324-105	105	elder brother	Family & Relationships	1759	OLDER BROTHER
Tryon-1983-324-106	106	sister	Family & Relationships	1263	SISTER
Tryon-1983-324-107	107	line/kin	Family & Relationships	194	FAMILY
Tryon-1983-324-108	108	chieftain	Family & Relationships	301	CHIEFTAIN
Tryon-1983-324-109	109	name	Family & Relationships	1405	NAME
Tryon-1983-324-110	110	board	Domestic	1227	BOARD
Tryon-1983-324-111	111	bow	Domestic	994	BOW
Tryon-1983-324-112	112	canoe	Domestic	1970	CANOE
Tryon-1983-324-113	113	calico	Domestic		
Tryon-1983-324-114	114	club	Domestic	1763	CLUB
Tryon-1983-324-115	115	fishhook	Domestic	1074	FISHHOOK
Tryon-1983-324-116	116	house	Domestic	1252	HOUSE
Tryon-1983-324-117	117	oven	Domestic	1143	OVEN
Tryon-1983-324-118	118	paddle	Domestic	234	PADDLE
Tryon-1983-324-119	119	rope	Domestic	1218	ROPE
Tryon-1983-324-120	120	spear	Domestic	945	SPEAR
Tryon-1983-324-121	121	thatch	Domestic	279	THATCH
Tryon-1983-324-122	122	tobacco	Domestic	974	TOBACCO
Tryon-1983-324-123	123	bay	Geographical	663	BAY
Tryon-1983-324-124	124	cave	Geographical	1155	CAVE
Tryon-1983-324-125	125	earth	Geographical	1228	EARTH (SOIL)
Tryon-1983-324-126	126	earthquake	Geographical	6	EARTHQUAKE
Tryon-1983-324-127	127	garden	Geographical	586	GARDEN
Tryon-1983-324-128	128	headland	Geographical	1662	CAPE
Tryon-1983-324-129	129	island	Geographical	622	ISLAND
Tryon-1983-324-130	130	mountain	Geographical	639	MOUNTAIN
Tryon-1983-324-131	131	reef	Geographical	660	REEF
Tryon-1983-324-132	132	river	Geographical	666	RIVER
Tryon-1983-324-133	133	road	Geographical	667	ROAD
Tryon-1983-324-134	134	sand	Geographical	671	SAND
Tryon-1983-324-135	135	sea	Geographical	1474	SEA
Tryon-1983-324-136	136	stone	Geographical	857	STONE
Tryon-1983-324-137	137	village	Geographical	930	VILLAGE
Tryon-1983-324-138	138	bush	Geographical	1683	BUSH
Tryon-1983-324-139	139	day	Physical Astronomy Meteorology	1225	DAY (NOT NIGHT)
Tryon-1983-324-140	140	night	Physical Astronomy Meteorology	1233	NIGHT
Tryon-1983-324-141	141	morning	Physical Astronomy Meteorology	1339	MORNING
Tryon-1983-324-142	142	year	Physical Astronomy Meteorology	1226	YEAR
Tryon-1983-324-143	143	yesterday	Physical Astronomy Meteorology	1174	YESTERDAY
Tryon-1983-324-144	144	today	Physical Astronomy Meteorology	1283	TODAY
Tryon-1983-324-145	145	tomorrow	Physical Astronomy Meteorology	1329	TOMORROW
Tryon-1983-324-146	146	dust	Physical Astronomy Meteorology	2	DUST
Tryon-1983-324-147	147	ashes	Physical Astronomy Meteorology	646	ASH
Tryon-1983-324-148	148	fire	Physical Astronomy Meteorology	221	FIRE
Tryon-1983-324-149	149	flame	Physical Astronomy Meteorology	889	FLAME
Tryon-1983-324-150	150	smoke	Physical Astronomy Meteorology	778	SMOKE (EXHAUST)
Tryon-1983-324-151	151	cloud	Physical Astronomy Meteorology	1489	CLOUD
Tryon-1983-324-152	152	fog	Physical Astronomy Meteorology	249	FOG
Tryon-1983-324-153	153	lightning	Physical Astronomy Meteorology	1654	LIGHTNING
Tryon-1983-324-154	154	rain	Physical Astronomy Meteorology	2108	RAINING OR RAIN
Tryon-1983-324-155	155	rainbow	Physical Astronomy Meteorology	1733	RAINBOW
Tryon-1983-324-156	156	sky	Physical Astronomy Meteorology	1732	SKY
Tryon-1983-324-157	157	thunder	Physical Astronomy Meteorology	1150	THUNDER
Tryon-1983-324-158	158	wind	Physical Astronomy Meteorology	960	WIND
Tryon-1983-324-159	159	sun	Physical Astronomy Meteorology	1343	SUN
Tryon-1983-324-160	160	moon	Physical Astronomy Meteorology	1313	MOON
Tryon-1983-324-161	161	star	Physical Astronomy Meteorology	1430	STAR
Tryon-1983-324-162	162	water	Physical Astronomy Meteorology	948	WATER
Tryon-1983-324-163	163	I	Personal Pronouns	1209	I
Tryon-1983-324-164	164	you sg.	Personal Pronouns	1215	THOU
Tryon-1983-324-165	165	he	Personal Pronouns	1211	HE
Tryon-1983-324-166	166	we pl. incl.	Personal Pronouns	1131	WE (INCLUSIVE)
Tryon-1983-324-167	167	we pl. excl.	Personal Pronouns	1130	WE (EXCLUSIVE)
Tryon-1983-324-168	168	you pl.	Personal Pronouns	1213	YOU
Tryon-1983-324-169	169	they	Personal Pronouns	817	THEY
Tryon-1983-324-170	170	we dl. incl.	Personal Pronouns	2637	WE TWO (INCLUSIVE)
Tryon-1983-324-171	171	we dl. excl.	Personal Pronouns	2636	WE TWO (EXCLUSIVE)
Tryon-1983-324-172	172	you dl.	Personal Pronouns	1213	YOU
Tryon-1983-324-173	173	they dl.	Personal Pronouns	817	THEY
Tryon-1983-324-174	174	my	Possessives	2090	MY
Tryon-1983-324-175	175	your sg.	Possessives	732	YOUR (SINGULAR)
Tryon-1983-324-176	176	his	Possessives	2092	HIS OR HER
Tryon-1983-324-177	177	our pl. incl.	Possessives	780	OUR
Tryon-1983-324-178	178	our pl. excl.	Possessives	780	OUR
Tryon-1983-324-179	179	your pl.	Possessives	2274	YOUR (PLURAL)
Tryon-1983-324-180	180	their	Possessives	2400	THEIR
Tryon-1983-324-181	181	because	Correlatives	1157	BECAUSE
Tryon-1983-324-182	182	many	Correlatives	1198	MANY
Tryon-1983-324-183	183	this	Correlatives	1214	THIS
Tryon-1983-324-184	184	time	Correlatives	892	TIME
Tryon-1983-324-185	185	how?	Correlatives	1239	HOW
Tryon-1983-324-186	186	what?	Correlatives	1236	WHAT
Tryon-1983-324-187	187	when?	Correlatives	1238	WHEN
Tryon-1983-324-188	188	where?	Correlatives	1237	WHERE
Tryon-1983-324-189	189	who?	Correlatives	1235	WHO
Tryon-1983-324-190	190	how many?	Correlatives	822	HOW MANY
Tryon-1983-324-191	191	yes	Conjunctions, Prepositions, Psychology, etc.	1268	YES
Tryon-1983-324-192	192	no	Conjunctions, Prepositions, Psychology, etc.	1269	NO
Tryon-1983-324-193	193	here	Conjunctions, Prepositions, Psychology, etc.	136	HERE
Tryon-1983-324-194	194	there	Conjunctions, Prepositions, Psychology, etc.	1937	THERE
Tryon-1983-324-195	195	left	Conjunctions, Prepositions, Psychology, etc.	244	LEFT
Tryon-1983-324-196	196	right	Conjunctions, Prepositions, Psychology, etc.	1019	RIGHT
Tryon-1983-324-197	197	and	Conjunctions, Prepositions, Psychology, etc.	1577	AND
Tryon-1983-324-198	198	at	Conjunctions, Prepositions, Psychology, etc.	1461	AT
Tryon-1983-324-199	199	if	Conjunctions, Prepositions, Psychology, etc.	1459	IF
Tryon-1983-324-200	200	in	Conjunctions, Prepositions, Psychology, etc.	1460	IN
Tryon-1983-324-201	201	after	Conjunctions, Prepositions, Psychology, etc.	1685	AFTER
Tryon-1983-324-202	202	below	Conjunctions, Prepositions, Psychology, etc.	1485	BELOW OR UNDER
Tryon-1983-324-203	203	fear	Conjunctions, Prepositions, Psychology, etc.	1419	FEAR (BE AFRAID)
Tryon-1983-324-204	204	life	Conjunctions, Prepositions, Psychology, etc.	210	LIFE
Tryon-1983-324-205	205	love	Conjunctions, Prepositions, Psychology, etc.	923	LOVE
Tryon-1983-324-206	206	mistake	Conjunctions, Prepositions, Psychology, etc.	1293	MISTAKE
Tryon-1983-324-207	207	spirit (dead)	Conjunctions, Prepositions, Psychology, etc.	1175	GHOST
Tryon-1983-324-208	208	spirit (live)	Conjunctions, Prepositions, Psychology, etc.	811	SOUL
Tryon-1983-324-209	209	black	Adjectives	163	BLACK
Tryon-1983-324-210	210	blue	Adjectives	837	BLUE
Tryon-1983-324-211	211	green	Adjectives	1425	GREEN
Tryon-1983-324-212	212	red	Adjectives	156	RED
Tryon-1983-324-213	213	white	Adjectives	1335	WHITE
Tryon-1983-324-214	214	yellow	Adjectives	1424	YELLOW
Tryon-1983-324-215	215	bad	Adjectives	1292	BAD
Tryon-1983-324-216	216	good	Adjectives	1035	GOOD
Tryon-1983-324-217	217	big	Adjectives	1202	BIG
Tryon-1983-324-218	218	small	Adjectives	1246	SMALL
Tryon-1983-324-219	219	cold	Adjectives	1287	COLD
Tryon-1983-324-220	220	warm	Adjectives	1232	WARM
Tryon-1983-324-221	221	dry	Adjectives	1398	DRY
Tryon-1983-324-222	222	wet	Adjectives	1726	WET
Tryon-1983-324-223	223	blunt	Adjectives	379	BLUNT
Tryon-1983-324-224	224	sharp	Adjectives	1396	SHARP
Tryon-1983-324-225	225	empty	Adjectives	1624	EMPTY
Tryon-1983-324-226	226	full	Adjectives	1429	FULL
Tryon-1983-324-227	227	far	Adjectives	1406	FAR
Tryon-1983-324-228	228	near	Adjectives	1942	NEAR
Tryon-1983-324-229	229	fast	Adjectives	1631	FAST
Tryon-1983-324-230	230	slow	Adjectives	701	SLOW
Tryon-1983-324-231	231	long	Adjectives	1203	LONG
Tryon-1983-324-232	232	short	Adjectives	1645	SHORT
Tryon-1983-324-233	233	new	Adjectives	1231	NEW
Tryon-1983-324-234	234	old (thing)	Adjectives	2113	OLD (USED)
Tryon-1983-324-235	235	old (person)	Adjectives	2112	OLD (AGED)
Tryon-1983-324-236	236	strong	Adjectives	785	STRONG
Tryon-1983-324-237	237	weak	Adjectives	1601	WEAK
Tryon-1983-324-238	238	thick	Adjectives	1244	THICK
Tryon-1983-324-239	239	thin	Adjectives	2308	THIN
Tryon-1983-324-240	240	hungry	Adjectives	1533	BE HUNGRY
Tryon-1983-324-241	241	thirsty	Adjectives	847	THIRSTY
Tryon-1983-324-242	242	bald	Adjectives	1125	BALD
Tryon-1983-324-243	243	dirty	Adjectives	1230	DIRTY
Tryon-1983-324-244	244	heavy	Adjectives	1210	HEAVY
Tryon-1983-324-245	245	lazy	Adjectives	1564	LAZY
Tryon-1983-324-246	246	alive	Adjectives	1422	BE ALIVE
Tryon-1983-324-247	247	correct	Adjectives	1725	CORRECT (RIGHT)
Tryon-1983-324-248	248	rotten	Adjectives	1728	ROTTEN
Tryon-1983-324-249	249	sick	Adjectives	1847	SICK
Tryon-1983-324-250	250	smooth	Adjectives	1234	SMOOTH
Tryon-1983-324-251	251	sore (adj.)	Adjectives		
Tryon-1983-324-252	252	straight	Adjectives	1404	STRAIGHT
Tryon-1983-324-253	253	tired	Adjectives	1757	TIRED
Tryon-1983-324-254	254	wild	Adjectives	2230	UNTAMED OR WILD
Tryon-1983-324-255	255	break	Verbs of Action	680	BREAK (DESTROY OR GET DESTROYED)
Tryon-1983-324-256	256	cut (string)	Verbs of Action	2155	CUT (WITH SCISSORS)
Tryon-1983-324-257	257	cut (wood)	Verbs of Action	3151	CUT (WITH AXE)
Tryon-1983-324-258	258	dig	Verbs of Action	1418	DIG
Tryon-1983-324-259	259	fight	Verbs of Action	1423	FIGHT
Tryon-1983-324-260	260	give	Verbs of Action	1447	GIVE
Tryon-1983-324-261	261	hit	Verbs of Action	1433	HIT
Tryon-1983-324-262	262	hold	Verbs of Action	1448	HOLD
Tryon-1983-324-263	263	hunt	Verbs of Action	1435	HUNT
Tryon-1983-324-264	264	kill	Verbs of Action	1417	KILL
Tryon-1983-324-265	265	pull	Verbs of Action	1455	PULL
Tryon-1983-324-266	266	push	Verbs of Action	1452	PUSH
Tryon-1983-324-267	267	play	Verbs of Action	1413	PLAY
Tryon-1983-324-268	268	rub	Verbs of Action	1449	RUB
Tryon-1983-324-269	269	sew	Verbs of Action	1457	SEW
Tryon-1983-324-270	270	split	Verbs of Action	1437	SPLIT
Tryon-1983-324-271	271	squeeze	Verbs of Action	1414	SQUEEZE
Tryon-1983-324-272	272	stab	Verbs of Action	1434	STAB
Tryon-1983-324-273	273	start	Verbs of Action	3447	BEGIN OR START
Tryon-1983-324-274	274	steal	Verbs of Action	713	STEAL
Tryon-1983-324-275	275	tie	Verbs of Action	1917	TIE
Tryon-1983-324-276	276	wash (hands)	Verbs of Action	1453	WASH
Tryon-1983-324-277	277	wipe	Verbs of Action	1454	WIPE
Tryon-1983-324-278	278	work	Verbs of Action	1086	WORK (ACTIVITY)
Tryon-1983-324-279	279	come	Verbs of Movement	1446	COME
Tryon-1983-324-280	280	dance	Verbs of Movement	1879	DANCE
Tryon-1983-324-281	281	fall	Verbs of Movement	1280	FALL
Tryon-1983-324-282	282	go	Verbs of Movement	695	GO
Tryon-1983-324-283	283	go down	Verbs of Movement	2014	GO DOWN (DESCEND)
Tryon-1983-324-284	284	go up	Verbs of Movement	705	GO UP (ASCEND)
Tryon-1983-324-285	285	meet	Verbs of Movement	1831	MEET
Tryon-1983-324-286	286	swim	Verbs of Movement	1439	SWIM
Tryon-1983-324-287	287	bathe	Verbs of Movement	138	BATHE
Tryon-1983-324-288	288	turn	Verbs of Movement	1588	TURN
Tryon-1983-324-289	289	walk	Verbs of Movement	1443	WALK
Tryon-1983-324-290	290	ask	Verbs, Mental Processes	1309	ASK (INQUIRE)
Tryon-1983-324-291	291	count	Verbs, Mental Processes	1420	COUNT
Tryon-1983-324-292	292	know	Verbs, Mental Processes	3626	KNOW
Tryon-1983-324-293	293	say	Verbs, Mental Processes	1458	SAY
Tryon-1983-324-294	294	sing	Verbs, Mental Processes	1261	SING
Tryon-1983-324-295	295	think	Verbs, Mental Processes	2271	THINK
Tryon-1983-324-296	296	burn	Verbs, Natural Processes	2102	BURN
Tryon-1983-324-297	297	float	Verbs, Natural Processes	1574	FLOAT
Tryon-1983-324-298	298	flow	Verbs, Natural Processes	2003	FLOW
Tryon-1983-324-299	299	fly	Verbs, Natural Processes	1441	FLY (MOVE THROUGH AIR)
Tryon-1983-324-300	300	swell	Verbs, Natural Processes	1573	SWELL
Tryon-1983-324-301	301	bite	Verbs, Body Action	1403	BITE
Tryon-1983-324-302	302	blow	Verbs, Body Action	175	BLOW (OF WIND)
Tryon-1983-324-303	303	breathe	Verbs, Body Action	1407	BREATHE
Tryon-1983-324-304	304	cry	Verbs, Body Action	1839	CRY
Tryon-1983-324-305	305	die	Verbs, Body Action	1494	DIE
Tryon-1983-324-306	306	drink	Verbs, Body Action	1401	DRINK
Tryon-1983-324-307	307	eat	Verbs, Body Action	1336	EAT
Tryon-1983-324-308	308	hear	Verbs, Body Action	1408	HEAR
Tryon-1983-324-309	309	laugh	Verbs, Body Action	1355	LAUGH
Tryon-1983-324-310	310	lie down	Verbs, Body Action	215	LIE DOWN
Tryon-1983-324-311	311	scratch	Verbs, Body Action	1436	SCRATCH
Tryon-1983-324-312	312	see	Verbs, Body Action	1409	SEE
Tryon-1983-324-313	313	sit	Verbs, Body Action	1416	SIT
Tryon-1983-324-314	314	sleep	Verbs, Body Action	1585	SLEEP
Tryon-1983-324-315	315	smell	Verbs, Body Action	2124	SMELL
Tryon-1983-324-316	316	spit	Verbs, Body Action	1440	SPIT
Tryon-1983-324-317	317	stand	Verbs, Body Action	1442	STAND
Tryon-1983-324-318	318	suck	Verbs, Body Action	1421	SUCK
Tryon-1983-324-319	319	vomit	Verbs, Body Action	1278	VOMIT
Tryon-1983-324-320	320	urinate	Verbs, Body Action	592	PISS
Tryon-1983-324-321	321	defaecate	Verbs, Body Action	676	SHIT (DEFECATE)
Tryon-1983-324-322	322	wait	Verbs, Body Action	1590	WAIT (FOR)
Tryon-1983-324-323	323	copulate	Verbs, Body Action	549	COPULATE
Tryon-1983-324-324	324	faeces	Verbs, Body Action	675	FAECES (EXCREMENT)
