"ID"	"NUMBER"	"GLOSS"	"CONCEPTICON_ID"	"CONCEPTICON_GLOSS"
"RonaTas-2011-512-404"	404	"raft"	1664	"RAFT"
"RonaTas-2011-512-405"	405	"number"	1356	"NUMBER"
"RonaTas-2011-512-406"	406	"to have pity for, to regret"	1875	"REGRET"
"RonaTas-2011-512-407"	407	"to wish, to intend something for somebody/something, to devote"	2117	"DESIRE"
"RonaTas-2011-512-408"	408	"trousseau box"		
"RonaTas-2011-512-409"	409	"bucket, wooden pail (with a handle)"	2052	"BUCKET"
"RonaTas-2011-512-410"	410	"light-coloured, yellowish, pale, (partly) bald"	1125	"BALD"
"RonaTas-2011-512-411"	411	"wing"	1257	"WING"
"RonaTas-2011-512-412"	412	"grocer, grand handler"		
"RonaTas-2011-512-413"	413	"chair, seat, bench, throne"	1476	"CHAIR"
"RonaTas-2011-512-414"	414	"wind"	960	"WIND"
"RonaTas-2011-512-415"	415	"to slumber, to doze"		
"RonaTas-2011-512-416"	416	"to slumber, to doze"		
"RonaTas-2011-512-417"	417	"beautiful"	1427	"BEAUTIFUL"
"RonaTas-2011-512-418"	418	"freckle, sun spot, stain"	530	"FRECKLE"
"RonaTas-2011-512-419"	419	"part of a village, street, group of people; row, line, order"	1362	"STREET"
"RonaTas-2011-512-420"	420	"threshing floor (round)"		
"RonaTas-2011-512-421"	421	"fumes, vapour, spirits, alcohol, humours"	404	"ALCOHOL (FERMENTED DRINK)"
"RonaTas-2011-512-422"	422	"colour, face, external appearance, the best part of something, the upperpart of something"	1560	"FACE"
"RonaTas-2011-512-423"	423	"thin hide rope, strap (used for embroidery or as a whip), refrozen thin layer after the melting of snow"	2973	"STRAP"
"RonaTas-2011-512-424"	424	"thin hide rope, strap (used for embroidery or as a whip), refrozen thin layer after the melting of snow"	2973	"STRAP"
"RonaTas-2011-512-425"	425	"rock, cliff, occiput, crest (of mountain)"	992	"CLIFF"
"RonaTas-2011-512-426"	426	"word"	1599	"WORD"
"RonaTas-2011-512-427"	427	"a kind of falcon, Pielfalcus, Gyrfalco"		
"RonaTas-2011-512-428"	428	"to spread, to scatter, to winnow"	3705	"SCATTER"
"RonaTas-2011-512-429"	429	"grasshopper"	607	"GRASSHOPPER"
"RonaTas-2011-512-430"	430	"to leap, to jump, to escape, to flee"	1829	"JUMP"
"RonaTas-2011-512-431"	431	"grape, wine grape, Vitis vinifer"	920	"GRAPE"
"RonaTas-2011-512-432"	432	"grape, wine grape, Vitis vinifer"	920	"GRAPE"
"RonaTas-2011-512-433"	433	"mosquito, gnat, Culex pipens"	1509	"MOSQUITO"
"RonaTas-2011-512-434"	434	"furrier"		
"RonaTas-2011-512-435"	435	"to cease, to stop"	1928	"CEASE"
"RonaTas-2011-512-436"	436	"to strain, to filter"	940	"STRAIN"
"RonaTas-2011-512-437"	437	"virgin, pure"	1147	"PURE"
"RonaTas-2011-512-438"	438	"sorcerer, medicine man"	823	"SORCERER"
"RonaTas-2011-512-439"	439	"advice; council"		
"RonaTas-2011-512-440"	440	"witness"	1144	"WITNESS"
"RonaTas-2011-512-441"	441	"to feed, to nourish"	739	"FEED"
"RonaTas-2011-512-442"	442	"tinder, tinder fungus, Fomes fomentarius"		
"RonaTas-2011-512-443"	443	"bald"	1125	"BALD"
"RonaTas-2011-512-444"	444	"depot"		
"RonaTas-2011-512-445"	445	"plough field, arable field, stubble field"		
"RonaTas-2011-512-446"	446	"to hold, carry; to last, visszatart"	1448	"HOLD"
"RonaTas-2011-512-447"	447	"Tatar"		
"RonaTas-2011-512-448"	448	"name of several kinds of plants, e.g. Anemosphoros, Buniasorientalis, Napus, Crambe tatarica; storm wind"		
"RonaTas-2011-512-449"	449	"name of several kinds of plants, e.g. Anemosphoros, Buniasorientalis, Napus, Crambe tatarica; storm wind"		
"RonaTas-2011-512-450"	450	"to wind something round, to twist"	430	"TWIST"
"RonaTas-2011-512-451"	451	"trough, wash tub, hutch"	205	"TROUGH"
"RonaTas-2011-512-452"	452	"strap (on a whip, or on a kind of sandal)"	2973	"STRAP"
"RonaTas-2011-512-453"	453	"a piece of land, field, parcel, patch, a higher place where animals rest and accumulate dung"	212	"FIELD"
"RonaTas-2011-512-454"	454	"to vegetate, to linger in misery"		
"RonaTas-2011-512-455"	455	"axle"	1769	"AXLE"
"RonaTas-2011-512-456"	456	"sea"	1474	"SEA"
"RonaTas-2011-512-457"	457	"to turn, to change the original direction"	1588	"TURN"
"RonaTas-2011-512-458"	458	"to turn, to change the original direction"	1588	"TURN"
"RonaTas-2011-512-459"	459	"knee"	1371	"KNEE"
"RonaTas-2011-512-460"	460	"hall, chamber, great room"		
"RonaTas-2011-512-461"	461	"camel"	1871	"CAMEL"
"RonaTas-2011-512-462"	462	"hemp breaker, swingle, scutch"		
"RonaTas-2011-512-463"	463	"steer, young bullock, ox"	1169	"OX"
"RonaTas-2011-512-464"	464	"to lay eggs"	2464	"LAY EGGS"
"RonaTas-2011-512-465"	465	"to lay eggs"	2464	"LAY EGGS"
"RonaTas-2011-512-466"	466	"sturgeon, Acipenser sturio"	3606	"STURGEON"
"RonaTas-2011-512-467"	467	"one-year-old lamb"		
"RonaTas-2011-512-468"	468	"interpreter"	3744	"INTERPRETER"
"RonaTas-2011-512-469"	469	"horseradish, Armoracia rusticana"		
"RonaTas-2011-512-470"	470	"to pile up, to become blocked"	1576	"PILE UP"
"RonaTas-2011-512-471"	471	"to pile up, to become blocked"	1576	"PILE UP"
"RonaTas-2011-512-472"	472	"a kind of small falcon, Falco columbarius aescalon"		
"RonaTas-2011-512-473"	473	"Slovak"		
"RonaTas-2011-512-474"	474	"perfect"		
"RonaTas-2011-512-475"	475	"innumerable"		
"RonaTas-2011-512-476"	476	"to break (also e.g. hemp, salt, pepper), to separate into pieces, to break,to crush"	1520	"CRUSH"
"RonaTas-2011-512-477"	477	"snare, trap"	1075	"TRAP (PITFALL)"
"RonaTas-2011-512-478"	478	"Turk, Turkish, Turkic, Ottoman"		
"RonaTas-2011-512-479"	479	"to happen, to occur"	248	"HAPPEN"
"RonaTas-2011-512-480"	480	"law"	1062	"LAW"
"RonaTas-2011-512-481"	481	"peat, turf, dried dung"		
"RonaTas-2011-512-482"	482	"steer, young bullock, ox or cow"	1007	"COW"
"RonaTas-2011-512-483"	483	"cottage cheese, cheese curds"		
"RonaTas-2011-512-484"	484	"the totem bird of the Árpád dynasty, a bird of prey"		
"RonaTas-2011-512-485"	485	"bustard, Otis"		
"RonaTas-2011-512-486"	486	"mirror"	1171	"MIRROR"
"RonaTas-2011-512-487"	487	"mirror"	1171	"MIRROR"
"RonaTas-2011-512-488"	488	"to endure, suffer, bear, stand"	833	"ENDURE"
"RonaTas-2011-512-489"	489	"to roll up (a scroll or ones sleeves)"		
"RonaTas-2011-512-490"	490	"hen"	1514	"HEN"
"RonaTas-2011-512-491"	491	"owl, Strix"	735	"OWL"
"RonaTas-2011-512-492"	492	"gentleman, lord, sir, high dignity, Lord (also of a king or of God)"	3153	"LORD"
"RonaTas-2011-512-493"	493	"to refresh oneself, to rest, to become cured"	168	"REST"
"RonaTas-2011-512-494"	494	"feast, ünnepnap"		
"RonaTas-2011-512-495"	495	"heifer, roe doe"		
"RonaTas-2011-512-496"	496	"ground squirrel, Citellus citellus"		
"RonaTas-2011-512-497"	497	"ground squirrel, Citellus citellus"		
"RonaTas-2011-512-498"	498	"wormwood, Artemisia; bitterness"	887	"BITTER"
"RonaTas-2011-512-499"	499	"wormwood, Artemisia; bitterness"	887	"BITTER"
"RonaTas-2011-512-500"	500	"wether, sheep"	1331	"SHEEP"
"RonaTas-2011-512-501"	501	"hot embers, extinguished embers"		
"RonaTas-2011-512-502"	502	"hot embers, extinguished embers"		
"RonaTas-2011-512-503"	503	"one-year-old female sheep"		
"RonaTas-2011-512-504"	504	"to hollow out, to scoop out"	46	"HOLLOW OUT"
"RonaTas-2011-512-505"	505	"trough, tray"	205	"TROUGH"
"RonaTas-2011-512-506"	506	"fishweir"		
"RonaTas-2011-512-507"	507	"a hole in the ice (for fishing)"		
"RonaTas-2011-512-508"	508	"a hole in the ice (for fishing)"		
"RonaTas-2011-512-509"	509	"guest"	1782	"GUEST"
"RonaTas-2011-512-510"	510	"to plait, to lay the rope"	3295	"BRAID (VERB)"
"RonaTas-2011-512-511"	511	"gable, frontispiece"		
"RonaTas-2011-512-512"	512	"chamois, Rupicapra rupicapra"		
