ID	NUMBER	CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	PERSIAN	PERSIAN_PHONOLOGICAL	MAIN_SEMANTIC_CATEGORY	SEMANTIC_CATEGORY	SUB_SEMANTIC_CATEGORY
Anonby-2018-1500-933	933	1857	CROCODILE	crocodile	تمساح	temsāh	Animals	Reptiles and amphibians	
Anonby-2018-1500-934	934	503	FROG	frog	قورباغه	ġurbāġe	Animals	Reptiles and amphibians	
Anonby-2018-1500-935	935	895	TORTOISE	tortoise (land)	لاک پشت	lākpošt	Animals	Reptiles and amphibians	
Anonby-2018-1500-936	936	112	TURTLE	turtle (water)	لاک پشتِ آبی	lākpošt-e ābi	Animals	Reptiles and amphibians	
Anonby-2018-1500-937	937			fang (of snake)	نیش	niš	Animals	Reptiles and amphibians	Reptile parts
Anonby-2018-1500-938	938			venom (of snake)	زهر، سم	zahr, samm	Animals	Reptiles and amphibians	Reptile parts
Anonby-2018-1500-939	939	598	SHELL	shell (of turtle)	لاک	lāk	Animals	Reptiles and amphibians	Reptile parts
Anonby-2018-1500-940	940			slither (snake)	خزیدن	xazidan	Animals	Reptiles and amphibians	Reptile actions
Anonby-2018-1500-941	941			bite (snake) (v.)	نیش زدن	niš zadan	Animals	Reptiles and amphibians	Reptile actions
Anonby-2018-1500-942	942	96	CRAWL	crawl (lizard)	خزیدن	xazidan	Animals	Reptiles and amphibians	Reptile actions
Anonby-2018-1500-943	943	3685	HISS	hiss (v.)	هیس کردن	his kardan	Animals	Reptiles and amphibians	Reptile actions
Anonby-2018-1500-944	944	620	INSECT	insect	حشره	hašare	Animals	Insects	
Anonby-2018-1500-945	945	232	FLEA	flea	کک	kak	Animals	Insects	
Anonby-2018-1500-946	946	1392	LOUSE	louse	شپش	šepeš	Animals	Insects	
Anonby-2018-1500-947	947	1949	BEDBUG	bedbug	ساس	sās	Animals	Insects	
Anonby-2018-1500-948	948			maggot (in rotten meat)	خرمگس	xarmagas	Animals	Insects	
Anonby-2018-1500-949	949	1575	COCKROACH	cockroach	سوسکِ حمام	susk	Animals	Insects	
Anonby-2018-1500-950	950			ant (small)	مورچه (کوچک)	murče (kuček)	Animals	Insects	
Anonby-2018-1500-951	951			ant (large)	مورچه (بزرگ)	murče (bozorg)	Animals	Insects	
Anonby-2018-1500-952	952			flying ant	مورچه‌ی بال‌دار 	murče-ye bāldār	Animals	Insects	
Anonby-2018-1500-953	953	883	TERMITE	termite	موریانه	muriyāne	Animals	Insects	
Anonby-2018-1500-954	954	843	SPIDER	spider	عنکبوت	ankabut	Animals	Insects	
Anonby-2018-1500-955	955			tarantula	رطیل	rotayl	Animals	Insects	
Anonby-2018-1500-956	956	1538	SCORPION	scorpion	عقرب	aġrab	Animals	Insects	
Anonby-2018-1500-957	957			dung beetle	سوسکِ سرگین خور، سوسکِ سرگین	susk-e sarginxor, susk-e sargin	Animals	Insects	
Anonby-2018-1500-958	958	607	GRASSHOPPER	grasshopper	ملخ	malax	Animals	Insects	
Anonby-2018-1500-959	959	2354	CRICKET	cricket	جیرجیرک	jirjirak	Animals	Insects	
Anonby-2018-1500-960	960	810	LOCUST	locust	ملخ	malax	Animals	Insects	
Anonby-2018-1500-961	961	3279	MANTIS	praying mantis	آخوندک	āxundak	Animals	Insects	
Anonby-2018-1500-962	962	2273	LEECH	leech	زالو	zālu	Animals	Insects	
Anonby-2018-1500-963	963	1974	CENTIPEDE	centipede	صدپا	sadpā	Animals	Insects	
Anonby-2018-1500-964	964			millipede	هزارپا	hezārpā	Animals	Insects	
Anonby-2018-1500-965	965	2350	EARTHWORM	earthworm	کرمِ خاکی‌	kerm-e xāki	Animals	Insects	
Anonby-2018-1500-966	966	1504	FLY (INSECT)	fly (n.)	مگس	magas	Animals	Insects	Flying insects
Anonby-2018-1500-967	967	1509	MOSQUITO	mosquito	پشه	paše	Animals	Insects	Flying insects
Anonby-2018-1500-968	968	665	BEE	bee	زنبور	zambur	Animals	Insects	Flying insects
Anonby-2018-1500-969	969	1791	BUTTERFLY	butterfly	پروانه	parʋāne	Animals	Insects	Flying insects
Anonby-2018-1500-970	970	2828	MOTH	moth	بید	bid	Animals	Insects	Flying insects
Anonby-2018-1500-971	971			antenna	شاخک	šāxak	Animals	Insects	Insect things
Anonby-2018-1500-972	972	571	STING	sting (v.)	گزیدن	gazidan	Animals	Insects	Insect things
Anonby-2018-1500-973	973	3798	STINGER	stinger	نیشِ حشره	niš-e hašare	Animals	Insects	Insect things
Anonby-2018-1500-974	974	1065	SPIDER WEB	spider’s web	تار عنکبوت	tār-e ankabut, tarankabut	Animals	Insects	Insect things
Anonby-2018-1500-975	975	1873	ANTHILL	anthill, ant nest	لانه‌ی مورچه	lāne-ye murče	Animals	Insects	Insect things
Anonby-2018-1500-976	976	88	BEEHIVE	beehive	کندوی عسل	kandu-ye asal	Animals	Insects	Insect things
Anonby-2018-1500-977	977	1931	BEESWAX	beeswax, bee-bread	موم	mum	Animals	Insects	Insect things
Anonby-2018-1500-978	978	942	HONEY	honey	عسل	asal	Animals	Insects	Insect things
Anonby-2018-1500-979	979	906	TREE	tree	درخت	deraxt	Plants	Types of plants	Trees
Anonby-2018-1500-980	980	644	OAK	oak	بلوط	balut	Plants	Types of plants	Trees
Anonby-2018-1500-981	981	821	POPLAR	poplar	درختِ تبریزی، سپیدار	deraxt-e tabrizi, sepidār	Plants	Types of plants	Trees
Anonby-2018-1500-982	982	818	WILLOW	willow	درختِ بید	deraxt-e bid	Plants	Types of plants	Trees
Anonby-2018-1500-983	983			juniper	سروِ کوهی	sarʋ-e kuhi	Plants	Types of plants	Trees
Anonby-2018-1500-984	984	1740	PINE	pine	کاج	kāj	Plants	Types of plants	Trees
Anonby-2018-1500-985	985			wild fig tree	درختِ انجیر وحشی	deraxt-e anjir-e ʋahši	Plants	Types of plants	Trees
Anonby-2018-1500-986	986			thorn tree, acacia	اقاقیا	aġāġiyā	Plants	Types of plants	Trees
Anonby-2018-1500-987	987			date palm	درختِ خرما، نخل	deraxt-e xormā, naxl	Plants	Types of plants	Trees
Anonby-2018-1500-988	988	1683	BUSH	bush	بوته	bute	Plants	Types of plants	Trees
Anonby-2018-1500-989	989	606	GRASS	grass	علف	alaf	Plants	Types of plants	Grasses
Anonby-2018-1500-990	990	1927	BAMBOO	bamboo	خیزران	xizrān	Plants	Types of plants	Grasses
Anonby-2018-1500-991	991	659	REED	reed	نی	nay	Plants	Types of plants	Grasses
Anonby-2018-1500-992	992	3288	WEED	weeds	علف هرزه، علفِ هرز	alafharze / alaf-e harz 	Plants	Types of plants	Grasses
Anonby-2018-1500-993	993	628	LEAF	leaf	برگ	barg	Plants	Plant parts	
Anonby-2018-1500-994	994	1531	BRANCH	branch (of tree)	شاخه	šāxe	Plants	Plant parts	
Anonby-2018-1500-995	995	344	TREE TRUNK	trunk (of tree)	تنه	tane	Plants	Plant parts	
Anonby-2018-1500-996	996	1204	BARK	bark (of tree)	پوستِ درخت	pust-e deraxt	Plants	Plant parts	
Anonby-2018-1500-997	997	345	SAP	sap	شیره‌ی گیاهی	šire-ye giyāhi	Plants	Plant parts	
Anonby-2018-1500-998	998	241	TREE STUMP	stump	کنده	konde	Plants	Plant parts	
Anonby-2018-1500-999	999	670	ROOT	root	ریشه	riše	Plants	Plant parts	
Anonby-2018-1500-1000	1000	2617	BULB	bulb, tuber	پیازِ گل	piyāz-e gol	Plants	Plant parts	
Anonby-2018-1500-1001	1001	2628	PLANT STEM	stem, stalk (of maize, etc.)	ساقه 	sāġe	Plants	Plant parts	
Anonby-2018-1500-1002	1002			blade (of grass)	پهنای برگ	pahnā-ye barg	Plants	Plant parts	
Anonby-2018-1500-1003	1003	239	FLOWER	flower	گل	gol	Plants	Plant parts	
Anonby-2018-1500-1004	1004	1684	BUD	bud	جوانه	jaʋāne	Plants	Plant parts	
Anonby-2018-1500-1005	1005	3358	SPROUT (SHOOT)	shoot (new plant)	جوانه	jaʋāne	Plants	Plant parts	
Anonby-2018-1500-1006	1006	343	VINE	vine	درخت مو	deraxt-e mo	Plants	Plant parts	
Anonby-2018-1500-1007	1007			tendril	ریشه‌ی پیچک	riše-ye pičak	Plants	Plant parts	
Anonby-2018-1500-1008	1008	124	THORN	thorn	خار	xār	Plants	Plant parts	
Anonby-2018-1500-1009	1009	1499	JUICE	juice	آبمیوه 	ābmiʋe 	Plants	Plant products	Plant product parts
Anonby-2018-1500-1010	1010	1762	STONE (OF FRUIT)	stone, pit	هسته	haste	Plants	Plant products	Plant product parts
Anonby-2018-1500-1011	1011			cluster (grapes)	خوشه	xuše	Plants	Plant products	Plant product parts
Anonby-2018-1500-1012	1012			kernel (of maize)	دانه‌ی ذرت	dāne-ye zorat	Plants	Plant products	Plant product parts
Anonby-2018-1500-1013	1013	714	SEED	seed	تخم، دانه	toxm, dāne	Plants	Plant products	Plant product parts
Anonby-2018-1500-1014	1014	2373	SKIN (OF FRUIT)	skin (of fruit)	پوست	pust	Plants	Plant products	Plant product parts
Anonby-2018-1500-1015	1015			shell (of peanut)	پوست	pust	Plants	Plant products	Plant product parts
Anonby-2018-1500-1016	1016	3686	CORN HUSK	corn husk (n.)	سبوس	sabus	Plants	Plant products	Plant product parts
Anonby-2018-1500-1017	1017	2363	CHAFF (HUSK)	chaff	سبوس، کاه	sabus, kāh	Plants	Plant products	Plant product parts
Anonby-2018-1500-1018	1018	1507	FRUIT	fruit	میوه	miʋe	Plants	Plant products	Fruits
Anonby-2018-1500-1019	1019	868	BANANA	banana	موز	maʋz	Plants	Plant products	Fruits
Anonby-2018-1500-1020	1020	1320	APPLE	apple	سیب	sib	Plants	Plant products	Fruits
Anonby-2018-1500-1021	1021	3091	LEMON	lemon	لیمو	limu	Plants	Plant products	Fruits
Anonby-2018-1500-1022	1022	2627	ORANGE (FRUIT)	orange	پرتقال	porteġāl	Plants	Plant products	Fruits
Anonby-2018-1500-1023	1023	922	PEAR	pear	گلابی	golābi	Plants	Plant products	Fruits
Anonby-2018-1500-1024	1024	2043	PEACH	peach	هلو	holu	Plants	Plant products	Fruits
Anonby-2018-1500-1025	1025	3732	POMEGRANATE	pomegranate	انار	anār	Plants	Plant products	Fruits
Anonby-2018-1500-1026	1026			quince	به	beh	Plants	Plant products	Fruits
Anonby-2018-1500-1027	1027	904	BERRY	berry (mulberry)	توت	tut	Plants	Plant products	Fruits
Anonby-2018-1500-1028	1028	322	FIG	fig	انجیر	anjir	Plants	Plant products	Fruits
Anonby-2018-1500-1029	1029	3801	DATE (FRUIT)	date	خرما	xormā	Plants	Plant products	Fruits
Anonby-2018-1500-1030	1030	986	TOMATO	tomato	گوجه فرنگی	gaʋjefarangi	Plants	Plant products	Vegetables
Anonby-2018-1500-1031	1031	2366	ONION	onion	پیاز	piyāz	Plants	Plant products	Vegetables
Anonby-2018-1500-1032	1032	2368	GARLIC	garlic	سیر	sir	Plants	Plant products	Vegetables
Anonby-2018-1500-1033	1033			pepper (green)	فلفل سبز، فلفل دلمه‌ای	felfelsabz, felfeldolme’i	Plants	Plant products	Vegetables
Anonby-2018-1500-1034	1034	919	CHILI PEPPER	red pepper, hot pepper	فلفل قرمز	felfelġermez / felfel-e ġermez	Plants	Plant products	Vegetables
Anonby-2018-1500-1035	1035	1737	OKRA	okra	بامیه	bāmiye	Plants	Plant products	Vegetables
Anonby-2018-1500-1036	1036	1146	AUBERGINE	eggplant	بادمجان	bādemjān	Plants	Plant products	Vegetables
Anonby-2018-1500-1037	1037	641	MUSHROOM	mushroom	قارچ	ġarč	Plants	Plant products	Vegetables
Anonby-2018-1500-1038	1038	3085	CARROT	carrot	هویج	haʋij	Plants	Plant products	Tubers
Anonby-2018-1500-1039	1039	593	POTATO	potato	سیب زمینی 	sibzamini	Plants	Plant products	Tubers
Anonby-2018-1500-1040	1040	506	MAIZE	maize, corn	بلال، ذرت	balāl, zorat	Plants	Plant products	Cereals
Anonby-2018-1500-1041	1041	1077	WHEAT	wheat	گندم	gandom	Plants	Plant products	Cereals
Anonby-2018-1500-1042	1042	932	BARLEY	barley	جو	jaʋ	Plants	Plant products	Cereals
Anonby-2018-1500-1043	1043	926	RICE	rice	برنج	berenj	Plants	Plant products	Cereals
Anonby-2018-1500-1044	1044	2364	PEANUT	peanut	بادام زمینی	bādāmzamini	Plants	Plant products	Other plant products
Anonby-2018-1500-1045	1045	2797	SESAME	sesame seed	کنجد	konjed	Plants	Plant products	Other plant products
Anonby-2018-1500-1046	1046	2042	WALNUT	walnut	گردو	gerdu	Plants	Plant products	Other plant products
Anonby-2018-1500-1047	1047	968	ACORN	acorn	بلوط	balut	Plants	Plant products	Other plant products
Anonby-2018-1500-1048	1048			squash seed	تخمِ کدو، تخمه سفید	toxm-e kadu, toxmesefid	Plants	Plant products	Other plant products
Anonby-2018-1500-1049	1049	1299	COFFEE	coffee	قهوه	ġahʋe	Plants	Plant products	Other plant products
Anonby-2018-1500-1050	1050	1373	TEA	tea	چای	čāy	Plants	Plant products	Other plant products
Anonby-2018-1500-1051	1051	1850	COTTON	cotton	پنبه	pambe	Plants	Plant products	Other plant products
Anonby-2018-1500-1052	1052	479	GROW	grow (of plants) (intr.)	رشد کردن	rošd kardan	Plants	Plant processes	
Anonby-2018-1500-1053	1053	2076	SPROUT (VERB)	sprout (v.)	جوانه زدن	jaʋāne zadan	Plants	Plant processes	
Anonby-2018-1500-1054	1054	178	RIPE	ripe	رسیده	reside	Plants	Plant processes	
Anonby-2018-1500-1055	1055	179	RIPEN	ripen, become ripe	رسیده شدن	residan	Plants	Plant processes	
Anonby-2018-1500-1056	1056	1958	UNRIPE	unripe	نارس	nāras	Plants	Plant processes	
Anonby-2018-1500-1057	1057	1728	ROTTEN	ruined, spoiled, rotten	خراب	xarāb	Plants	Plant processes	
Anonby-2018-1500-1058	1058	380	WRINKLED	shrivelled, wrinkled (fruit)	چروک شده	čorukšode	Plants	Plant processes	
Anonby-2018-1500-1059	1059			wither (plant)	پژمرده شدن	pajmorde šodan	Plants	Plant processes	
Anonby-2018-1500-1060	1060			blight (n.)	آفت	āfat	Plants	Plant processes	
Anonby-2018-1500-1061	1061	965	WORLD	world	دنیا، جهان	donyā, jahān	Environment	Nature	Areas, regions
Anonby-2018-1500-1062	1062	723	PLACE (POSITION)	place	جا، مکان	jā, makān	Environment	Nature	Areas, regions
Anonby-2018-1500-1063	1063	3687	DESERT	desert	صحرا	sahrā, biyābān	Environment	Nature	Areas, regions
Anonby-2018-1500-1064	1064	2819	GRASSLAND	grassland	علفزار	alafzār	Environment	Nature	Areas, regions
Anonby-2018-1500-1065	1065	420	FOREST	forest	جنگل	jangal	Environment	Nature	Areas, regions
Anonby-2018-1500-1066	1066	2284	CLEARING	open place, clearing	دشت، صحرا	dašt, sahrā	Environment	Nature	Areas, regions
Anonby-2018-1500-1067	1067			bush country, rural area	مناطقِ روستایی	manāteġ-e rustāyi	Environment	Nature	Areas, regions
Anonby-2018-1500-1068	1068	2159	GROUND	ground, land	زمین	zamin	Environment	Nature	Physical features
Anonby-2018-1500-1069	1069	639	MOUNTAIN	mountain	کوه	kuh	Environment	Nature	Physical features
Anonby-2018-1500-1070	1070	1614	SUMMIT	summit, highest point	نوک، قله	nok, ġolle	Environment	Nature	Physical features
Anonby-2018-1500-1071	1071	992	CLIFF	cliff	پرتگاه	partgāh	Environment	Nature	Physical features
Anonby-2018-1500-1072	1072	921	VALLEY	valley	دره	darre	Environment	Nature	Physical features
Anonby-2018-1500-1073	1073	2002	DITCH	ditch	خندق	xandaġ	Environment	Nature	Physical features
Anonby-2018-1500-1074	1074	2539	PIT (POTHOLE)	pit	گودال	gaʋdāl	Environment	Nature	Physical features
Anonby-2018-1500-1075	1075	1667	HOLE	hole	سوراخ	surāx	Environment	Nature	Physical features
Anonby-2018-1500-1076	1076			crevice	درز	darz	Environment	Nature	Physical features
Anonby-2018-1500-1077	1077	1155	CAVE	cave	غار	ġār	Environment	Nature	Physical features
Anonby-2018-1500-1078	1078	668	ROCK	rock (large)	صخره	saxre	Environment	Nature	Natural things (minerals, etc.)
Anonby-2018-1500-1079	1079	857	STONE	stone (small)	سنگ	sang	Environment	Nature	Natural things (minerals, etc.)
Anonby-2018-1500-1080	1080	3028	GRAVEL	gravel	شن	šen	Environment	Nature	Natural things (minerals, etc.)
Anonby-2018-1500-1081	1081	671	SAND	sand	ماسه	māse	Environment	Nature	Natural things (minerals, etc.)
Anonby-2018-1500-1082	1082	2	DUST	dust	گرد و خاک	gard o xāk	Environment	Nature	Natural things (minerals, etc.)
Anonby-2018-1500-1083	1083	1228	EARTH (SOIL)	dirt, soil	خاک	xāk	Environment	Nature	Natural things (minerals, etc.)
Anonby-2018-1500-1084	1084	1399	CLAY	clay	خاک رس‌	xāk-e ros	Environment	Nature	Natural things (minerals, etc.)
Anonby-2018-1500-1085	1085	640	MUD	mud	گل	gel	Environment	Nature	Natural things (minerals, etc.)
Anonby-2018-1500-1086	1086	621	IRON	iron	آهن	āhan	Environment	Nature	Natural things (minerals, etc.)
Anonby-2018-1500-1087	1087	1369	GOLD	gold	طلا	talā	Environment	Nature	Natural things (minerals, etc.)
Anonby-2018-1500-1088	1088	759	SILVER	silver	نقره	noġre	Environment	Nature	Natural things (minerals, etc.)
Anonby-2018-1500-1089	1089	1825	COPPER	copper	مس	mes	Environment	Nature	Natural things (minerals, etc.)
Anonby-2018-1500-1090	1090	3064	RUST	rust (n.)	زنگ	zang	Environment	Nature	Natural things (minerals, etc.)
Anonby-2018-1500-1091	1091	948	WATER	water	آب	āb	Environment	Nature	Water related
Anonby-2018-1500-1092	1092	2282	SEA OR OCEAN	ocean, sea	اقیانوس، دریا	oġyānus, daryā	Environment	Nature	Water related
Anonby-2018-1500-1093	1093	624	LAKE	lake	دریاچه	daryāče	Environment	Nature	Water related
Anonby-2018-1500-1094	1094			pool	استخر	estaxr	Environment	Nature	Water related
Anonby-2018-1500-1095	1095			waterhole	گودال آب	gaʋdāl-e āb	Environment	Nature	Water related
Anonby-2018-1500-1096	1096	3688	MARSH	marsh	باتلاق، مرداب	bātlāġ, mordāb	Environment	Nature	Water related
Anonby-2018-1500-1097	1097	849	SPRING (OF WATER)	spring	چشمه	češme	Environment	Nature	Water related
Anonby-2018-1500-1098	1098	943	WATERFALL	waterfall	آبشار	ābšār	Environment	Nature	Water related
Anonby-2018-1500-1099	1099	947	STREAM	brook, stream	جویبار	juybār	Environment	Nature	Water related
Anonby-2018-1500-1100	1100	666	RIVER	river	رودخانه	rudxāne	Environment	Nature	Water related
Anonby-2018-1500-1101	1101	2935	CURRENT (STREAM)	current (river, stream)	جریان	jaryān	Environment	Nature	Water related
Anonby-2018-1500-1102	1102	993	RIVER BED	riverbed (dry)	بسترِ رود خانه	baster-e / bastar-e rudxāne	Environment	Nature	Water related
Anonby-2018-1500-1103	1103	3463	RIVERBANK	river bank	ساحلِ رود خانه	sāhel-e rudxāne	Environment	Nature	Water related
Anonby-2018-1500-1104	1104	2818	FORD (CROSSING)	ford (n.)	پایاب	pāyāb	Environment	Nature	Water related
Anonby-2018-1500-1105	1105	1011	BRIDGE	bridge	پل	pol	Environment	Nature	Water related
Anonby-2018-1500-1106	1106	622	ISLAND	island	جزیره	jazire	Environment	Nature	Water related
Anonby-2018-1500-1107	1107	3460	BEACH	beach	ساحل	sāhel	Environment	Nature	Water related
Anonby-2018-1500-1108	1108	978	WAVE	wave	موج	maʋj	Environment	Nature	Water related
Anonby-2018-1500-1109	1109	3689	BUBBLE	bubble	حباب	hobāb	Environment	Nature	Water related
Anonby-2018-1500-1110	1110	1768	FOAM	foam	کف	kaf	Environment	Nature	Water related
Anonby-2018-1500-1111	1111			slime (organic)	لجن	lajan	Environment	Nature	Water related
Anonby-2018-1500-1112	1112	221	FIRE	fire	آتش	ātaš / āteš	Environment	Nature	Fire related
Anonby-2018-1500-1113	1113	889	FLAME	flame	شعله	šo’le	Environment	Nature	Fire related
Anonby-2018-1500-1114	1114	518	SPARK	spark	جرقه	jaraġe	Environment	Nature	Fire related
Anonby-2018-1500-1115	1115	778	SMOKE (EXHAUST)	smoke	دود	dud	Environment	Nature	Fire related
