ID	NUMBER	ENGLISH	CHINESE	CONCEPTICON_ID	CONCEPTICON_GLOSS
Wang-2004-500-463	463	CLS for person	个（人）	516	PERSON (CLASSIFIER)
Wang-2004-500-464	464	CLS for bowl	个（碗）	2080	BOWL (CLASSIFIER)
Wang-2004-500-465	465	CLS for chicken	只（鸡）	2081	CHICKEN (CLASSIFIER)
Wang-2004-500-466	466	CLS for knife	把（刀）	2082	KNIFE (CLASSIFIER)
Wang-2004-500-467	467	CLS for axe	把（斧头）	2083	AXE (CLASSIFIER)
Wang-2004-500-468	468	CLS for rope	条（绳子）	2084	ROPE (CLASSIFIER)
Wang-2004-500-469	469	CLS for stick	根（棍）	2085	STICK (CLASSIFIER)
Wang-2004-500-470	470	CLS for grain of rice	粒（米）	2086	GRAIN (CLASSIFIER)
Wang-2004-500-471	471	CLS for drop of water	滴（水）	2087	DROP (CLASSIFIER)
Wang-2004-500-472	472	CLS for clothing	件（衣）	2088	CLOTHING (CLASSIFIER)
Wang-2004-500-473	473	CLS for pair of shoes	双（鞋）	2089	PAIR (CLASSIFIER)
Wang-2004-500-474	474	I(1 p.s.)	我	1209	I
Wang-2004-500-475	475	we(1 p.p.)	我们	1212	WE
Wang-2004-500-476	476	we(inclusive)	咱们	1131	WE (INCLUSIVE)
Wang-2004-500-477	477	you(2 p.s.)	你	1215	THOU
Wang-2004-500-478	478	you(2 p.p.)	你们	1213	YOU
Wang-2004-500-479	479	he,she,it (3 p.s.)	他	262	HE OR SHE OR IT
Wang-2004-500-480	480	they(3 p.p.)	他们	817	THEY
Wang-2004-500-481	481	my	我（的）	2090	MY
Wang-2004-500-482	482	your(sg)	你（的）	732	YOUR (SINGULAR)
Wang-2004-500-483	483	his/her	他（的）	2092	HIS OR HER
Wang-2004-500-484	484	this	这	1214	THIS
Wang-2004-500-485	485	here	这里	136	HERE
Wang-2004-500-486	486	that	那	78	THAT
Wang-2004-500-487	487	there	那里	1937	THERE
Wang-2004-500-488	488	who	谁	1235	WHO
Wang-2004-500-489	489	what	什么	1236	WHAT
Wang-2004-500-490	490	where	哪里	1237	WHERE
Wang-2004-500-491	491	how	怎样	1239	HOW
Wang-2004-500-492	492	how many	多少	822	HOW MANY
Wang-2004-500-493	493	just now	刚才	84	JUST
Wang-2004-500-494	494	first	先	728	FIRST
Wang-2004-500-495	495	afterwards	后	2093	AFTERWARDS
Wang-2004-500-496	496	slowly	慢慢	2165	SLOWLY
Wang-2004-500-497	497	quickly	快快	3365	QUICKLY
Wang-2004-500-498	498	very	很	1311	VERY
Wang-2004-500-499	499	all	都	98	ALL
Wang-2004-500-500	500	again	再	204	AGAIN
