ID	NUMBER	ENGLISH	SEMANTIC_FIELD	CONCEPTICON_ID	CONCEPTICON_GLOSS
Gerardi-2022-711-694	694	RESULT	BASIC_ACTIONS_AND_TECHNOLOGY	3969	RESULT
Gerardi-2022-711-695	695	SAKI MONKEY			
Gerardi-2022-711-696	696	SCRAPE	BASIC_ACTIONS_AND_TECHNOLOGY	1767	SCRAPE
Gerardi-2022-711-697	697	SEARCH FOR			
Gerardi-2022-711-698	698	SMALL BASKET			
Gerardi-2022-711-699	699	SORVA TREE (COUMA SP)			
Gerardi-2022-711-700	700	SURFACE	THE_PHYSICAL_WORLD	547	SURFACE
Gerardi-2022-711-701	701	SWALLOW	FOOD_AND_DRINK	897	SWALLOW
Gerardi-2022-711-702	702	THREATEN	SPEECH_AND_LANGUAGE	1192	THREATEN
Gerardi-2022-711-703	703	TOUCH	SENSE_PERCEPTION	1892	TOUCH
Gerardi-2022-711-704	704	TURN OVER	BASIC_ACTIONS_AND_TECHNOLOGY	3537	TURN OVER
Gerardi-2022-711-705	705	TWIST	MOTION	430	TWIST
Gerardi-2022-711-706	706	WALK	MOTION	1443	WALK
Gerardi-2022-711-707	707	WAVE	THE_PHYSICAL_WORLD	978	WAVE
Gerardi-2022-711-708	708	WORK ON			
Gerardi-2022-711-709	709	DWELL (LIVE, RESIDE)	THE_HOUSE	363	DWELL (LIVE, RESIDE)
Gerardi-2022-711-710	710	PASS			
Gerardi-2022-711-711	711	SPEAR	WARFARE_AND_HUNTING	945	SPEAR
