ID	NUMBER	ENGLISH	CONCEPTICON_ID	CONCEPTICON_GLOSS	FAMILY_FREQUENCY	LANGUAGE_FREQUENCY	WORD_FREQUENCY	RANK	COMMUNITY	CENTRAL_CONCEPT	DEGREE	WEIGHTED_FAMILY_DEGREE	WEIGHTED_LANGUAGE_DEGREE
List-2018-1105-66	66	SIBLING	1640	SIBLING	40	149	218	66	37	COUSIN	7	61	164
List-2018-1105-67	67	SIDE	682	SIDE	61	216	307	67	49	SIDE	7	46	72
List-2018-1105-68	68	BOAR	1348	BOAR (MALE PIG)	47	170	211	68	11	BULL	7	36	70
List-2018-1105-69	69	SPEECH	1115	SPEECH	50	178	219	69	10	ANNOUNCE	7	52	84
List-2018-1105-70	70	KILL	1417	KILL	66	216	282	70	14	STRIKE OR BEAT	7	53	77
List-2018-1105-71	71	SPEAK	1623	SPEAK	65	218	337	71	10	ANNOUNCE	7	69	118
List-2018-1105-72	72	SON-IN-LAW (OF WOMAN)	2266	SON-IN-LAW (OF WOMAN)	55	182	203	72	3	MOTHER-IN-LAW (OF WOMAN)	7	106	233
List-2018-1105-73	73	RISE (MOVE UPWARDS)	568	RISE (MOVE UPWARDS)	62	212	336	73	15	GO UP (ASCEND)	7	82	143
List-2018-1105-74	74	SAY	1458	SAY	64	219	309	74	10	ANNOUNCE	7	50	96
List-2018-1105-75	75	CORRECT (RIGHT)	1725	CORRECT (RIGHT)	57	196	269	75	35	CORRECT (RIGHT)	7	69	126
List-2018-1105-76	76	FATHER'S SISTER	170	FATHER'S SISTER	57	177	217	76	3	MOTHER-IN-LAW (OF WOMAN)	7	72	159
List-2018-1105-77	77	NEPHEW	1063	NEPHEW	57	193	277	77	107	NIECE	7	63	99
List-2018-1105-78	78	DAUGHTER	1357	DAUGHTER	65	216	263	78	2	CHILD (YOUNG HUMAN)	7	61	163
List-2018-1105-79	79	LAMB	820	LAMB	40	162	192	79	2	CHILD (YOUNG HUMAN)	7	41	45
List-2018-1105-80	80	GIVE	1447	GIVE	65	221	281	80	8	PAY	7	47	80
List-2018-1105-81	81	FLOOR	1632	FLOOR	56	197	240	81	4	EARTH (SOIL)	7	88	115
List-2018-1105-82	82	DAUGHTER-IN-LAW (OF WOMAN)	2264	DAUGHTER-IN-LAW (OF WOMAN)	54	177	207	82	3	MOTHER-IN-LAW (OF WOMAN)	7	95	196
List-2018-1105-83	83	CLAY	1399	CLAY	59	207	258	83	4	EARTH (SOIL)	7	58	99
List-2018-1105-84	84	BELIEVE	1890	BELIEVE	58	203	234	84	9	FEEL	7	42	69
List-2018-1105-85	85	MOTHER'S BROTHER	1984	MOTHER'S BROTHER	55	179	223	85	3	MOTHER-IN-LAW (OF WOMAN)	7	75	173
List-2018-1105-86	86	FEMALE (OF ANIMAL)	2262	FEMALE (OF ANIMAL)	58	189	214	86	27	WOMAN	7	119	199
List-2018-1105-87	87	FIRE	221	FIRE	66	217	253	87	7	LIGHT (RADIATION)	7	55	79
List-2018-1105-88	88	CARRY ON SHOULDER	413	CARRY ON SHOULDER	63	195	238	88	1	TAKE	7	42	128
List-2018-1105-89	89	GRAIN	605	GRAIN	46	170	210	89	12	GRAIN	7	44	72
List-2018-1105-90	90	SPLIT	1437	SPLIT	59	204	286	90	6	CUT	7	49	77
List-2018-1105-91	91	UNCLE	1327	UNCLE	48	170	252	91	3	MOTHER-IN-LAW (OF WOMAN)	7	80	193
List-2018-1105-92	92	DAY (NOT NIGHT)	1225	DAY (NOT NIGHT)	66	216	244	92	16	SEASON	7	64	91
List-2018-1105-93	93	CALF	1989	CALF	49	184	212	93	2	CHILD (YOUNG HUMAN)	6	33	35
List-2018-1105-94	94	RIDE	367	RIDE	54	179	210	94	15	GO UP (ASCEND)	6	31	44
List-2018-1105-95	95	OLDER BROTHER	1759	OLDER BROTHER	61	201	254	95	37	COUSIN	6	38	51
List-2018-1105-96	96	SELL	1571	SELL	63	207	238	96	8	PAY	6	38	63
List-2018-1105-97	97	EXPLAIN	1626	EXPLAIN	52	187	231	97	10	ANNOUNCE	6	38	40
List-2018-1105-98	98	CARRY ON HEAD	414	CARRY ON HEAD	43	156	177	98	1	TAKE	6	39	127
List-2018-1105-99	99	EWE	1345	EWE	38	153	169	99	27	WOMAN	6	47	108
List-2018-1105-100	100	EARLY	672	EARLY	51	184	227	100	21	EARLY	6	43	69
List-2018-1105-101	101	GO UP (ASCEND)	705	GO UP (ASCEND)	63	208	262	101	15	GO UP (ASCEND)	6	82	151
List-2018-1105-102	102	LEARN	504	LEARN	62	213	290	102	83	LEARN	6	66	164
List-2018-1105-103	103	GRANDFATHER	1383	GRANDFATHER	65	214	300	103	87	OLD	6	38	48
List-2018-1105-104	104	SQUEEZE	1414	SQUEEZE	60	207	297	104	53	SQUEEZE	6	57	95
List-2018-1105-105	105	OLDER SISTER	1758	OLDER SISTER	59	194	228	105	37	COUSIN	6	42	57
List-2018-1105-106	106	VOICE	1363	VOICE	57	204	235	106	10	ANNOUNCE	6	66	125
List-2018-1105-107	107	HAIR (HEAD)	2648	HAIR (HEAD)	65	216	279	107	5	FEATHER	6	74	154
List-2018-1105-108	108	COW	1007	COW	46	163	177	108	27	WOMAN	6	40	41
List-2018-1105-109	109	HE-GOAT	2475	MALE GOAT	34	146	156	109	11	BULL	6	26	29
List-2018-1105-110	110	HIGH	1265	HIGH	63	213	272	110	20	LONG	6	90	160
List-2018-1105-111	111	YOUNGER SISTER	1761	YOUNGER SISTER	58	191	218	111	37	COUSIN	6	48	65
List-2018-1105-112	112	HEAR	1408	HEAR	66	219	251	112	9	FEEL	6	93	132
List-2018-1105-113	113	WEIGH	1098	WEIGH	54	187	211	113	54	WEIGH	6	41	67
List-2018-1105-114	114	EDGE	863	EDGE	62	212	342	114	49	SIDE	6	62	116
List-2018-1105-115	115	BIG	1202	BIG	65	220	301	115	20	LONG	6	43	54
List-2018-1105-116	116	STRAIGHT	1404	STRAIGHT	62	213	267	116	35	CORRECT (RIGHT)	6	45	90
List-2018-1105-117	117	LEAD (GUIDE)	43	LEAD (GUIDE)	56	188	254	117	1	TAKE	6	26	66
List-2018-1105-118	118	KEEP	1477	KEEP	55	195	259	118	30	KEEP	6	59	148
List-2018-1105-119	119	FRUIT	1507	FRUIT	55	194	234	119	12	GRAIN	6	32	42
List-2018-1105-120	120	DISH	481	DISH	54	181	251	120	18	BOWL	6	84	181
List-2018-1105-121	121	NIECE	1642	NIECE	52	184	272	121	107	NIECE	6	59	95
List-2018-1105-122	122	CUP	476	CUP	48	170	244	122	18	BOWL	6	52	76
List-2018-1105-123	123	HAND	1277	HAND	66	216	250	123	42	HAND	6	44	106
List-2018-1105-124	124	BORROW	1823	BORROW	52	182	220	124	8	PAY	6	47	67
List-2018-1105-125	125	MEAL	1526	MEAL	51	183	253	125	23	MEAL	6	63	132
List-2018-1105-126	126	TELL	1711	TELL	58	203	252	126	10	ANNOUNCE	6	49	62
List-2018-1105-127	127	LONG	1203	LONG	64	218	269	127	20	LONG	6	71	113
List-2018-1105-128	128	PLANT (VEGETATION)	653	PLANT (VEGETATION)	48	183	226	128	13	WOOD	6	37	72
List-2018-1105-129	129	DUST	2	DUST	63	214	270	129	4	EARTH (SOIL)	6	33	36
List-2018-1105-130	130	LOW	721	LOW	56	198	242	130	28	LOW	6	57	74
List-2018-1105-131	131	BURN (SOMETHING)	141	BURN (SOMETHING)	66	222	296	131	22	BURN (SOMETHING)	6	52	103
List-2018-1105-132	132	TOUCH	1892	TOUCH	60	209	291	132	1	TAKE	6	31	40
List-2018-1105-133	133	READ	724	READ	55	191	211	133	83	LEARN	6	41	101
List-2018-1105-134	134	FLOW	2003	FLOW	61	202	266	134	67	FLOW	6	30	41
List-2018-1105-135	135	GATHER	7	GATHER	59	207	307	135	1	TAKE	6	51	107
List-2018-1105-136	136	BUY	1869	BUY	64	213	240	136	8	PAY	6	38	77
List-2018-1105-137	137	DRIVE	741	DRIVE	48	177	217	137	15	GO UP (ASCEND)	6	28	49
List-2018-1105-138	138	GUESS	1932	GUESS	48	171	225	138	9	FEEL	6	27	56
List-2018-1105-139	139	PEOPLE	789	PEOPLE	61	209	281	139	33	RELATIVES	6	49	63
List-2018-1105-140	140	MIND	1562	MIND	50	183	250	140	29	MIND	6	56	74
List-2018-1105-141	141	SHOOT	1172	SHOOT	62	211	294	141	14	STRIKE OR BEAT	5	26	38
List-2018-1105-142	142	WALK	1443	WALK	65	219	323	142	15	GO UP (ASCEND)	5	38	84
List-2018-1105-143	143	WORD	1599	WORD	61	207	245	143	10	ANNOUNCE	5	75	114
List-2018-1105-144	144	EAT	1336	EAT	66	217	305	144	23	MEAL	5	34	61
List-2018-1105-145	145	MASTER	383	MASTER	51	184	270	145	63	MASTER	5	34	82
List-2018-1105-146	146	CHOP	155	CHOP	63	201	279	146	6	CUT	5	51	122
List-2018-1105-147	147	ARM	1673	ARM	66	214	260	147	42	HAND	5	45	109
List-2018-1105-148	148	WHICH	727	WHICH	59	206	251	148	50	WHAT	5	32	44
List-2018-1105-149	149	COOK (SOMETHING)	1100	COOK (SOMETHING)	62	209	281	149	22	BURN (SOMETHING)	5	35	69
List-2018-1105-150	150	SEED	714	SEED	63	213	267	150	12	GRAIN	5	48	72
List-2018-1105-151	151	WOOL	964	WOOL	44	170	203	151	5	FEATHER	5	36	41
List-2018-1105-152	152	DO OR MAKE	2575	DO OR MAKE	63	216	300	152	66	DO OR MAKE	5	56	100
List-2018-1105-153	153	WHAT	1236	WHAT	65	213	271	153	50	WHAT	5	34	49
List-2018-1105-154	154	LANGUAGE	1307	LANGUAGE	62	214	251	154	10	ANNOUNCE	5	83	193
List-2018-1105-155	155	GIRL	1646	GIRL	65	213	273	155	2	CHILD (YOUNG HUMAN)	5	53	148
List-2018-1105-156	156	HOW	1239	HOW	63	213	261	156	50	WHAT	5	30	31
List-2018-1105-157	157	MOTHER'S SISTER	171	MOTHER'S SISTER	55	178	219	157	3	MOTHER-IN-LAW (OF WOMAN)	5	62	158
List-2018-1105-158	158	OBEY	1635	OBEY	56	199	241	158	9	FEEL	5	57	78
List-2018-1105-159	159	PUBIC HAIR	36	PUBIC HAIR	51	174	189	159	5	FEATHER	5	55	107
List-2018-1105-160	160	BARK	1204	BARK	65	215	276	160	5	FEATHER	5	59	98
List-2018-1105-161	161	FOOD	256	FOOD	65	216	306	161	23	MEAL	5	59	121
List-2018-1105-162	162	DINNER (SUPPER)	1833	DINNER (SUPPER)	39	160	337	162	23	MEAL	5	42	66
List-2018-1105-163	163	CLEAN	704	CLEAN	59	209	265	163	7	LIGHT (RADIATION)	5	28	37
List-2018-1105-164	164	POT	1462	POT	62	201	284	164	18	BOWL	5	52	84
List-2018-1105-165	165	SEE	1409	SEE	66	219	279	165	80	FIND	5	64	88
List-2018-1105-166	166	SALTY	1091	SALTY	61	203	226	166	85	SALTY	5	44	62
List-2018-1105-167	167	PERSON	683	PERSON	64	213	320	167	33	RELATIVES	5	50	90
List-2018-1105-168	168	COUNT	1420	COUNT	58	202	240	168	54	WEIGH	5	44	76
List-2018-1105-169	169	CLUB	1763	CLUB	49	182	247	169	13	WOOD	5	33	48
List-2018-1105-170	170	SMALL	1246	SMALL	66	222	342	170	82	ONE	5	44	67
List-2018-1105-171	171	MAINLAND	166	MAINLAND	32	129	149	171	4	EARTH (SOIL)	5	34	43
List-2018-1105-172	172	HUNT	1435	HUNT	63	212	259	172	1	TAKE	5	20	21
List-2018-1105-173	173	UNRIPE	1958	UNRIPE	58	200	305	173	79	UNRIPE	5	52	116
List-2018-1105-174	174	BRIGHT	679	BRIGHT	58	198	287	174	7	LIGHT (RADIATION)	5	47	122
List-2018-1105-175	175	MANY	1198	MANY	65	217	353	175	31	MORE	5	39	99
List-2018-1105-176	176	TRADE OR BARTER	2135	TRADE OR BARTER	49	179	255	176	8	PAY	5	34	43
List-2018-1105-177	177	JOIN	1743	JOIN	56	203	320	177	1	TAKE	5	25	40
List-2018-1105-178	178	DRINK	1401	DRINK	66	217	262	178	25	SUCK	5	24	35
List-2018-1105-179	179	FOOT	1301	FOOT	66	216	256	179	17	LEG	5	48	105
List-2018-1105-180	180	HAIR (BODY)	189	HAIR (BODY)	61	201	225	180	5	FEATHER	5	92	179
List-2018-1105-181	181	COME	1446	COME	65	218	284	181	114	COME	5	37	64
List-2018-1105-182	182	FATHER'S BROTHER	1985	PATERNAL UNCLE (FATHER'S BROTHER)	57	181	241	182	3	MOTHER-IN-LAW (OF WOMAN)	5	65	160
List-2018-1105-183	183	SEASON	691	SEASON	38	158	194	183	16	SEASON	5	27	39
List-2018-1105-184	184	SOON	703	SOON	53	193	262	184	21	EARLY	5	43	64
List-2018-1105-185	185	MARE	938	MARE	43	157	173	185	27	WOMAN	5	43	47
List-2018-1105-186	186	TIME	892	TIME	44	171	240	186	16	SEASON	5	54	99
List-2018-1105-187	187	FATHER	1217	FATHER	66	215	305	187	3	MOTHER-IN-LAW (OF WOMAN)	5	31	38
List-2018-1105-188	188	CLOTHES	1895	CLOTHES	62	212	306	188	41	CLOTHES	5	57	87
List-2018-1105-189	189	SKIN	763	SKIN	66	222	331	189	5	FEATHER	5	92	226
List-2018-1105-190	190	SHELL	598	SHELL	56	176	228	190	5	FEATHER	5	34	42
List-2018-1105-191	191	BEAK	73	BEAK	58	209	232	191	40	BEAK	5	47	76
List-2018-1105-192	192	FIND	719	FIND	64	213	271	192	80	FIND	5	65	80
List-2018-1105-193	193	IMMEDIATELY	1963	IMMEDIATELY	59	199	281	193	21	EARLY	5	34	45
List-2018-1105-194	194	LEG	1297	LEG	63	215	257	194	17	LEG	5	52	109
List-2018-1105-195	195	LISTEN	1608	LISTEN	63	207	234	195	9	FEEL	5	77	115
List-2018-1105-196	196	TASTE (SOMETHING)	21	TASTE (SOMETHING)	56	191	242	196	54	WEIGH	5	25	34
List-2018-1105-197	197	ANIMAL	619	ANIMAL	53	195	247	197	97	ANIMAL	5	36	61
List-2018-1105-198	198	FAULT	134	FAULT	47	170	225	198	19	FAULT	5	42	78
List-2018-1105-199	199	TREE TRUNK	344	TREE TRUNK	58	199	236	199	13	WOOD	5	36	44
List-2018-1105-200	200	ROLL	827	ROLL	57	198	260	200	24	TWIST	5	24	41
List-2018-1105-201	201	SUCK	1421	SUCK	64	215	298	201	25	SUCK	5	23	30
List-2018-1105-202	202	LET GO OR SET FREE	1095	LET GO OR SET FREE	56	195	258	202	52	SEND	5	37	77
List-2018-1105-203	203	LIGHT (COLOR)	250	LIGHT (COLOR)	53	178	209	203	7	LIGHT (RADIATION)	5	53	134
List-2018-1105-204	204	CHOOSE	1750	CHOOSE	55	202	247	204	1	TAKE	5	23	26
List-2018-1105-205	205	DARK	706	DARK	58	196	239	205	36	DARK	5	51	80
List-2018-1105-206	206	LEATHER	629	LEATHER	59	207	264	206	5	FEATHER	5	89	202
List-2018-1105-207	207	TEACH	709	TEACH	63	214	282	207	83	LEARN	5	41	99
List-2018-1105-208	208	SIT	1416	SIT	65	219	269	208	44	SIT	5	34	50
List-2018-1105-209	209	WIFE	1199	WIFE	65	218	303	209	27	WOMAN	5	73	145
List-2018-1105-210	210	PLAIT OR BRAID OR WEAVE	1729	PLAIT OR BRAID OR WEAVE	57	200	255	210	84	WEAVE	5	70	156
List-2018-1105-211	211	PUT	998	PUT	62	210	308	211	66	DO OR MAKE	5	28	36
List-2018-1105-212	212	MEASURE	1506	MEASURE	56	200	234	212	54	WEIGH	5	52	83
List-2018-1105-213	213	HOUSE	1252	HOUSE	65	215	292	213	95	HUT	5	41	115
List-2018-1105-214	214	PLANT (SOMETHING)	1486	PLANT (SOMETHING)	58	205	252	214	43	SOW (FEMALE PIG)	5	48	76
List-2018-1105-215	215	BOW	994	BOW	58	203	231	215	26	BOW	4	20	38
List-2018-1105-216	216	VILLAGE	930	VILLAGE	60	203	254	216	4	EARTH (SOIL)	4	36	43
List-2018-1105-217	217	MOUTH	674	MOUTH	66	218	259	217	40	BEAK	4	33	54
List-2018-1105-218	218	ADOBE	901	ADOBE	29	99	114	218	4	EARTH (SOIL)	4	14	16
List-2018-1105-219	219	PRESERVE	1997	PRESERVE	53	189	247	219	30	KEEP	4	36	104
List-2018-1105-220	220	THREAD	1161	THREAD	58	202	251	220	32	ROPE	4	28	42
List-2018-1105-221	221	STINKING	42	STINKING	62	210	294	221	51	STINKING	4	24	28
List-2018-1105-222	222	DIRTY	1230	DIRTY	62	215	321	222	36	DARK	4	23	24
List-2018-1105-223	223	END (OF TIME)	743	END (OF TIME)	55	181	223	223	34	END (OF SPACE)	4	40	108
List-2018-1105-224	224	GRIEF	1668	GRIEF	56	206	335	224	56	ANXIETY	4	22	35
List-2018-1105-225	225	GRASS	606	GRASS	65	213	274	225	55	FIELD	4	43	90
List-2018-1105-226	226	THROW	1456	THROW	64	215	321	226	14	STRIKE OR BEAT	4	23	32
List-2018-1105-227	227	TRY	1812	TRY	56	188	251	227	54	WEIGH	4	23	35
List-2018-1105-228	228	SHOUT	715	SHOUT	64	216	302	228	38	SHRIEK	4	40	60
List-2018-1105-229	229	STEPFATHER	237	STEPFATHER	49	182	209	229	3	MOTHER-IN-LAW (OF WOMAN)	4	16	18
List-2018-1105-230	230	BAKE	183	BAKE	53	186	212	230	22	BURN (SOMETHING)	4	33	100
List-2018-1105-231	231	CUT DOWN	355	CUT DOWN	60	204	260	231	6	CUT	4	32	44
List-2018-1105-232	232	BREAST	1402	BREAST	65	217	277	232	81	BREAST	4	84	151
List-2018-1105-233	233	BELOW OR UNDER	1485	BELOW OR UNDER	47	171	221	233	28	LOW	4	43	95
List-2018-1105-234	234	BREATHE	1407	BREATHE	63	217	322	234	29	MIND	4	16	17
List-2018-1105-235	235	WEATHER	952	WEATHER	39	155	182	235	16	SEASON	4	36	84
List-2018-1105-236	236	BABY	1289	BABY	61	209	298	236	2	CHILD (YOUNG HUMAN)	4	44	103
List-2018-1105-237	237	SHARE	884	SHARE	57	196	239	237	6	CUT	4	34	108
List-2018-1105-238	238	PAN	31	PAN	43	162	193	238	18	BOWL	4	30	58
List-2018-1105-239	239	BODY	1480	BODY	61	208	271	239	105	MEAT	4	28	67
List-2018-1105-240	240	SEPARATE	1359	SEPARATE	61	205	282	240	6	CUT	4	35	57
List-2018-1105-241	241	MARRIED WOMAN	426	MARRIED WOMAN	51	168	187	241	27	WOMAN	4	27	30
List-2018-1105-242	242	PLATE	480	PLATE	54	187	229	242	18	BOWL	4	72	159
List-2018-1105-243	243	SHORE	113	SHORE	63	203	332	243	49	SIDE	4	29	63
List-2018-1105-244	244	CLOTH	1616	CLOTH	55	201	285	244	41	CLOTHES	4	44	64
List-2018-1105-245	245	DIVIDE	1119	DIVIDE	58	201	246	245	6	CUT	4	47	131
List-2018-1105-246	246	GRANDDAUGHTER	1619	GRANDDAUGHTER	61	198	254	246	107	NIECE	4	57	111
List-2018-1105-247	247	MEAT	634	MEAT	64	212	241	247	105	MEAT	4	62	126
List-2018-1105-248	248	FAMILY	194	FAMILY	51	179	213	248	33	RELATIVES	4	36	43
List-2018-1105-249	249	CLAN	302	CLAN	52	175	265	249	33	RELATIVES	4	23	29
List-2018-1105-250	250	HEAVY	1210	HEAVY	64	213	245	250	61	HEAVY	4	22	47
List-2018-1105-251	251	POUND	354	POUND	50	182	225	251	14	STRIKE OR BEAT	4	27	34
List-2018-1105-252	252	FAITHFUL	100	FAITHFUL	39	158	199	252	35	CORRECT (RIGHT)	4	20	34
List-2018-1105-253	253	HOWL	526	HOWL	51	179	214	253	38	SHRIEK	4	43	52
List-2018-1105-254	254	TWO	1498	TWO	52	176	215	254	46	TWO	4	23	39
List-2018-1105-255	255	SMELL (STINK)	1587	SMELL (STINK)	59	201	249	255	51	STINKING	4	40	60
List-2018-1105-256	256	CIRCLE	1467	CIRCLE	51	189	245	256	71	CIRCLE	4	40	66
List-2018-1105-257	257	CLIMB	1102	CLIMB	58	206	265	257	15	GO UP (ASCEND)	4	73	126
List-2018-1105-258	258	GO OUT	1107	GO OUT	64	207	240	258	15	GO UP (ASCEND)	4	23	37
List-2018-1105-259	259	FOLD	1470	FOLD	59	209	297	259	24	TWIST	4	24	45
