ID	NUMBER	ENGLISH	CONCEPTICON_ID	CONCEPTICON_GLOSS	FAMILY_FREQUENCY	LANGUAGE_FREQUENCY	WORD_FREQUENCY	RANK	COMMUNITY	CENTRAL_CONCEPT	DEGREE	WEIGHTED_FAMILY_DEGREE	WEIGHTED_LANGUAGE_DEGREE
List-2018-1105-537	537	KETTLE	854	KETTLE	43	162	197	537	18	BOWL	3	27	29
List-2018-1105-538	538	SMOOTH	1234	SMOOTH	57	200	265	538	39	WEAK	3	26	50
List-2018-1105-539	539	LINE	1048	LINE	50	175	228	539	32	ROPE	3	14	17
List-2018-1105-540	540	I	1209	I	65	220	291	540	116	WE	3	10	10
List-2018-1105-541	541	PULL	1455	PULL	62	214	277	541	25	SUCK	3	17	60
List-2018-1105-542	542	RULE	1846	RULE	42	163	217	542	52	SEND	3	17	21
List-2018-1105-543	543	FIELD	212	FIELD	57	198	268	543	55	FIELD	3	32	90
List-2018-1105-544	544	PILE UP	1576	PILE UP	60	197	288	544	1	TAKE	3	15	51
List-2018-1105-545	545	AGE	1789	AGE	45	170	258	545	16	SEASON	3	24	52
List-2018-1105-546	546	STUPID	1518	STUPID	58	203	339	546	89	STUPID	3	18	33
List-2018-1105-547	547	PAIR	1888	PAIR	54	190	246	547	46	TWO	2	19	29
List-2018-1105-548	548	ORPHAN	1149	ORPHAN	54	192	246	548	137	ORPHAN	2	9	9
List-2018-1105-549	549	MAT	195	MAT	45	157	200	549	47	BLANKET	2	12	20
List-2018-1105-550	550	TOOTH	1380	TOOTH	66	216	247	550	40	BEAK	2	18	30
List-2018-1105-551	551	FORGIVE	1528	FORGIVE	51	173	204	551	101	FORGIVE	2	8	9
List-2018-1105-552	552	DIE	1494	DIE	66	220	414	552	173	CORPSE	2	17	22
List-2018-1105-553	553	WHEN	1238	WHEN	63	214	260	553	62	IF	2	8	8
List-2018-1105-554	554	EGG	744	EGG	64	213	240	554	98	NIT	2	18	30
List-2018-1105-555	555	LIVESTOCK	631	LIVESTOCK	45	167	209	555	97	ANIMAL	2	28	82
List-2018-1105-556	556	CHEEK	1730	CHEEK	64	211	244	556	112	FACE	2	12	15
List-2018-1105-557	557	FRIEND	1325	FRIEND	59	208	342	557	33	RELATIVES	2	6	6
List-2018-1105-558	558	CAPE	1662	CAPE	33	97	129	558	40	BEAK	2	8	12
List-2018-1105-559	559	SAIL	787	SAIL	31	105	137	559	94	SWIM	2	12	29
List-2018-1105-560	560	SHELF	745	SHELF	40	159	191	560	160	SHELF	2	9	10
List-2018-1105-561	561	MEDICINE	1372	MEDICINE	60	209	283	561	154	POISON	2	15	16
List-2018-1105-562	562	ROOM	1450	ROOM	49	175	225	562	95	HUT	2	13	59
List-2018-1105-563	563	ELBOW	981	ELBOW	66	217	246	563	146	ELBOW	2	8	8
List-2018-1105-564	564	EMBERS	67	EMBERS	62	201	241	564	166	CHARCOAL	2	35	47
List-2018-1105-565	565	PIG	1337	PIG	51	187	228	565	43	SOW (FEMALE PIG)	2	21	81
List-2018-1105-566	566	PART	779	PART	54	197	311	566	45	WAIST	2	13	22
List-2018-1105-567	567	DRY	1398	DRY	66	220	282	567	28	LOW	2	6	6
List-2018-1105-568	568	RUG	292	RUG	32	138	208	568	47	BLANKET	2	13	24
List-2018-1105-569	569	HELMET	1680	HELMET	26	128	155	569	157	HEADBAND	2	9	10
List-2018-1105-570	570	LATCH	1012	LATCH	35	144	187	570	155	LATCH	2	18	21
List-2018-1105-571	571	DAY BEFORE YESTERDAY	1180	DAY BEFORE YESTERDAY	55	190	204	571	144	DAY AFTER TOMORROW	2	11	13
List-2018-1105-572	572	ENOUGH	1881	ENOUGH	59	205	267	572	31	MORE	2	14	16
List-2018-1105-573	573	ARMY	1561	ARMY	37	150	202	573	73	BATTLE	2	11	15
List-2018-1105-574	574	EXTINGUISH	127	EXTINGUISH	60	211	258	574	14	STRIKE OR BEAT	2	12	21
List-2018-1105-575	575	BOIL (OF LIQUID)	792	BOIL (OF LIQUID)	64	213	281	575	22	BURN (SOMETHING)	2	14	36
List-2018-1105-576	576	SUN	1343	SUN	66	216	245	576	16	SEASON	2	27	45
List-2018-1105-577	577	LOVE	923	LOVE	64	217	317	577	117	WANT	2	25	32
List-2018-1105-578	578	PUS	1808	PUS	58	201	233	578	51	STINKING	2	8	11
List-2018-1105-579	579	CUSTOM	1747	CUSTOM	46	180	255	579	65	CUSTOM	2	16	26
List-2018-1105-580	580	THIRD	1859	THIRD	42	163	176	580	46	TWO	2	6	9
List-2018-1105-581	581	BE SILENT	48	BE SILENT	59	205	242	581	120	QUIET	2	23	34
List-2018-1105-582	582	SAP	345	SAP	54	193	239	582	57	WATER	2	9	23
List-2018-1105-583	583	TABLE	1775	TABLE	41	160	186	583	160	SHELF	2	10	11
List-2018-1105-584	584	SEW	1457	SEW	65	219	254	584	84	WEAVE	2	9	11
List-2018-1105-585	585	FRAGRANT	376	FRAGRANT	58	202	265	585	51	STINKING	2	10	10
List-2018-1105-586	586	EAR	1247	EAR	66	216	240	586	141	EAR	2	13	13
List-2018-1105-587	587	BEGET	1152	BEGET	50	165	189	587	61	HEAVY	2	13	16
List-2018-1105-588	588	PARENTS	505	PARENTS	50	179	216	588	33	RELATIVES	2	12	13
List-2018-1105-589	589	RAFT	1664	RAFT	42	119	146	589	76	CANOE	2	7	7
List-2018-1105-590	590	TODAY	1283	TODAY	63	215	253	590	21	EARLY	2	27	39
List-2018-1105-591	591	WAGES	1122	WAGES	43	168	226	591	103	PRICE	2	13	15
List-2018-1105-592	592	LOCK	1596	LOCK	40	153	180	592	155	LATCH	2	23	37
List-2018-1105-593	593	BATTLE-AXE	386	BATTLE-AXE	28	117	134	593	48	IRON	2	14	41
List-2018-1105-594	594	NARROW	1267	NARROW	62	216	295	594	39	WEAK	2	26	30
List-2018-1105-595	595	HOLLOW OUT	46	HOLLOW OUT	54	186	243	595	136	HOLLOW OUT	2	24	40
List-2018-1105-596	596	HAVE SEX	1785	HAVE SEX	60	198	274	596	74	SLEEP	2	6	7
List-2018-1105-597	597	COURT	1068	COURT	29	136	172	597	65	CUSTOM	2	6	7
List-2018-1105-598	598	KICK	1135	KICK	59	207	251	598	14	STRIKE OR BEAT	2	9	12
List-2018-1105-599	599	STRETCH	214	STRETCH	57	200	279	599	25	SUCK	2	14	56
List-2018-1105-600	600	TESTICLES	797	TESTICLES	60	197	256	600	98	NIT	2	20	31
List-2018-1105-601	601	SOFT	1856	SOFT	64	215	287	601	39	WEAK	2	19	22
List-2018-1105-602	602	LAND (DESCEND)	1922	LAND (DESCEND)	48	150	202	602	59	FALL	2	11	11
List-2018-1105-603	603	TENT	1316	TENT	37	150	175	603	95	HUT	2	8	8
List-2018-1105-604	604	MORTAR CRUSHER	224	MORTAR	56	190	352	604	158	MORTAR CRUSHER	2	9	10
List-2018-1105-605	605	WRIST	799	WRIST	59	186	203	605	42	HAND	2	8	10
List-2018-1105-606	606	NO	1269	NO	64	212	353	606	72	DENY	2	8	11
List-2018-1105-607	607	KEY	1472	KEY	35	150	166	607	155	LATCH	2	13	24
List-2018-1105-608	608	SWAMP	1145	SWAMP	58	197	271	608	4	EARTH (SOIL)	2	13	13
List-2018-1105-609	609	BOLT (OF LIGHTNING)	2007	BOLT (OF LIGHTNING)	54	189	222	609	132	THUNDER	2	35	107
List-2018-1105-610	610	POUR	1487	POUR	60	206	285	610	67	FLOW	2	11	39
List-2018-1105-611	611	SKULL	1605	SKULL	55	201	254	611	86	TOP	2	12	18
List-2018-1105-612	612	BRIDGE	1011	BRIDGE	52	185	202	612	156	BRIDGE	2	13	17
List-2018-1105-613	613	ROAD	667	ROAD	63	211	262	613	163	PATH	2	42	87
List-2018-1105-614	614	SWORD	1535	SWORD	37	156	184	614	48	IRON	2	8	10
List-2018-1105-615	615	THOU	1215	THOU	65	220	337	615	106	YOU	2	11	52
List-2018-1105-616	616	ANSWER	1275	ANSWER	59	202	249	616	8	PAY	2	7	41
List-2018-1105-617	617	PROMISE	1675	PROMISE	48	170	203	617	161	PROMISE	2	8	8
List-2018-1105-618	618	PUT ON	158	PUT ON	62	212	280	618	66	DO OR MAKE	2	13	16
List-2018-1105-619	619	RED	156	RED	66	216	273	619	128	RED	2	9	10
List-2018-1105-620	620	HOE	284	HOE	40	155	191	620	70	SPADE	2	10	11
List-2018-1105-621	621	LAZY	1564	LAZY	63	214	275	621	39	WEAK	2	8	8
List-2018-1105-622	622	WORK (LABOUR)	984	WORK (LABOUR)	65	216	271	622	66	DO OR MAKE	2	16	18
List-2018-1105-623	623	GLASS	604	GLASS	41	161	179	623	125	WINDOW	2	19	32
List-2018-1105-624	624	BRACKISH	70	BRACKISH	38	144	159	624	85	SALTY	2	16	30
List-2018-1105-625	625	WEAPONS	951	WEAPONS	45	169	187	625	26	BOW	2	12	19
List-2018-1105-626	626	FIN	213	FIN	47	155	169	626	5	FEATHER	2	12	25
List-2018-1105-627	627	HE OR SHE OR IT	262	HE OR SHE OR IT	64	209	409	627	106	YOU	2	15	25
List-2018-1105-628	628	THATCH	279	THATCH	47	157	177	628	86	TOP	2	15	25
List-2018-1105-629	629	CORPSE	767	CORPSE	58	204	262	629	173	CORPSE	2	18	25
List-2018-1105-630	630	AXLE	1769	AXLE	28	129	149	630	26	BOW	2	6	10
List-2018-1105-631	631	APPROACH	1778	APPROACH	57	201	262	631	114	COME	2	13	14
List-2018-1105-632	632	WINDOW	1375	WINDOW	49	176	209	632	125	WINDOW	2	11	12
List-2018-1105-633	633	OUTRIGGER	416	OUTRIGGER	18	58	72	633	76	CANOE	2	6	8
List-2018-1105-634	634	FORGET	1523	FORGET	66	218	253	634	101	FORGIVE	2	8	9
List-2018-1105-635	635	HOT	1286	HOT	66	222	304	635	135	HOT	2	25	49
List-2018-1105-636	636	FISHNET	388	FISHNET	50	179	217	636	78	FISH TRAP	2	17	25
List-2018-1105-637	637	SHOE	1381	SHOE	50	180	232	637	147	SHOE	2	19	39
List-2018-1105-638	638	GO DOWN (DESCEND)	2014	GO DOWN (DESCEND)	65	211	298	638	59	FALL	2	13	15
List-2018-1105-639	639	RING	1374	RING	47	179	203	639	71	CIRCLE	2	6	7
List-2018-1105-640	640	EASY	686	EASY	50	193	238	640	122	LIGHT (WEIGHT)	2	15	65
List-2018-1105-641	641	HELP	1897	HELP	64	214	258	641	30	KEEP	2	8	8
List-2018-1105-642	642	CHIN	1510	CHIN	58	197	226	642	130	CHIN	2	30	50
List-2018-1105-643	643	GARDEN-HOUSE	403	GARDEN-HOUSE	28	121	137	643	95	HUT	2	17	49
List-2018-1105-644	644	UP	1591	UP	50	175	292	644	20	LONG	2	23	25
List-2018-1105-645	645	HORSE	615	HORSE	38	157	191	645	11	BULL	2	13	27
List-2018-1105-646	646	REGRET	1875	REGRET	49	181	254	646	56	ANXIETY	2	11	14
List-2018-1105-647	647	SECOND	1384	SECOND	46	178	202	647	46	TWO	2	6	8
List-2018-1105-648	648	SKY	1732	SKY	64	213	256	648	108	CLOUD	2	10	14
List-2018-1105-649	649	BEFORE	1882	BEFORE	46	170	248	649	113	FIRST	2	28	81
List-2018-1105-650	650	DRIP (EMIT LIQUID)	2253	DRIP (EMIT LIQUID)	60	206	259	650	59	FALL	2	21	36
List-2018-1105-651	651	WHITE	1335	WHITE	66	217	267	651	7	LIGHT (RADIATION)	2	18	22
List-2018-1105-652	652	JAW	798	JAW	61	209	251	652	130	CHIN	2	31	46
List-2018-1105-653	653	LAW	1062	LAW	35	157	206	653	65	CUSTOM	2	8	11
List-2018-1105-654	654	BE LATE	425	BE LATE	51	186	263	654	90	LATE	2	16	18
List-2018-1105-655	655	BLUE	837	BLUE	65	210	246	655	79	UNRIPE	2	35	52
List-2018-1105-656	656	SNIFF	375	SNIFF	53	185	230	656	51	STINKING	2	35	90
List-2018-1105-657	657	AFTER	1685	AFTER	44	166	227	657	34	END (OF SPACE)	2	21	40
List-2018-1105-658	658	BATHE	138	BATHE	64	215	260	658	94	SWIM	2	19	34
List-2018-1105-659	659	MEET	1831	MEET	61	208	273	659	80	FIND	2	38	43
List-2018-1105-660	660	FOOTPRINT	318	FOOTPRINT	54	195	226	660	17	LEG	2	18	19
List-2018-1105-661	661	YAM	410	YAM	31	89	101	661	149	SWEET POTATO	2	17	25
List-2018-1105-662	662	LIGHT (IGNITE)	737	LIGHT (IGNITE)	65	214	311	662	22	BURN (SOMETHING)	2	23	41
List-2018-1105-663	663	WHY	1270	WHY	61	206	256	663	50	WHAT	2	12	12
List-2018-1105-664	664	EYELID	17	EYELID	59	199	219	664	131	EYEBROW	2	11	24
List-2018-1105-665	665	LOUSE	1392	LOUSE	64	215	242	665	98	NIT	2	12	13
List-2018-1105-666	666	FISH TRAP	389	FISH TRAP	45	132	161	666	78	FISH TRAP	2	13	19
List-2018-1105-667	667	COIN	1867	COIN	47	165	206	667	134	MONEY	2	27	49
List-2018-1105-668	668	OCEAN	645	OCEAN	46	162	188	668	91	LAKE	2	38	64
List-2018-1105-669	669	TEACHER	1038	TEACHER	54	184	249	669	63	MASTER	2	10	12
List-2018-1105-670	670	PLAIT	333	PLAIT	57	193	242	670	84	WEAVE	2	24	46
List-2018-1105-671	671	WET	1726	WET	65	220	337	671	79	UNRIPE	2	8	16
List-2018-1105-672	672	ANKLE	803	ANKLE	60	201	241	672	17	LEG	2	6	6
List-2018-1105-673	673	SUGAR	862	SUGAR	43	159	169	673	151	SUGAR	2	9	10
List-2018-1105-674	674	DROWN	1904	DROWN	55	198	241	674	110	SINK (DESCEND)	2	22	30
List-2018-1105-675	675	SEA	1474	SEA	50	187	215	675	91	LAKE	2	39	68
List-2018-1105-676	676	FIGHT	1423	FIGHT	64	216	313	676	73	BATTLE	2	24	28
List-2018-1105-677	677	WAVE	978	WAVE	57	194	234	677	102	TIDE	2	11	11
List-2018-1105-678	678	FLY (INSECT)	1504	FLY (INSECT)	65	212	243	678	140	FLY (INSECT)	2	7	8
List-2018-1105-679	679	PAPER	648	PAPER	52	175	191	679	123	PAPER	2	28	41
List-2018-1105-680	680	BURNING	1428	BURNING	62	204	250	680	22	BURN (SOMETHING)	2	18	52
List-2018-1105-681	681	BAIT	2013	BAIT	46	139	167	681	23	MEAL	2	8	8
List-2018-1105-682	682	CHEAP	1887	CHEAP	50	187	208	682	122	LIGHT (WEIGHT)	2	7	7
List-2018-1105-683	683	OBSCURE	1764	OBSCURE	38	154	197	683	36	DARK	2	13	24
List-2018-1105-684	684	VICTORY	783	VICTORY	44	166	200	684	159	VICTORY	2	9	9
List-2018-1105-685	685	PERJURY	1792	PERJURY	29	123	142	685	143	PERJURY	2	14	15
List-2018-1105-686	686	BLACK	163	BLACK	66	216	265	686	36	DARK	2	30	37
List-2018-1105-687	687	POISON	655	POISON	51	193	245	687	154	POISON	2	17	21
List-2018-1105-688	688	RIDGEPOLE	280	RIDGEPOLE	42	140	161	688	150	RAFTER	2	13	14
List-2018-1105-689	689	LEAF	628	LEAF	66	215	254	689	123	PAPER	2	9	14
List-2018-1105-690	690	EXPENSIVE	1426	EXPENSIVE	52	196	219	690	61	HEAVY	2	6	7
List-2018-1105-691	691	BLOW (OF WIND)	175	BLOW (OF WIND)	65	219	281	691	118	FAN ACTION	2	13	18
List-2018-1105-692	692	SHORT	1645	SHORT	62	214	267	692	28	LOW	2	27	33
List-2018-1105-693	693	DANGER	1810	DANGER	49	180	210	693	56	ANXIETY	2	9	37
List-2018-1105-694	694	ASK (INQUIRE)	1309	ASK (INQUIRE)	66	218	261	694	8	PAY	2	24	77
List-2018-1105-695	695	RUB	1449	RUB	61	215	312	695	69	SCRAPE	2	13	22
List-2018-1105-696	696	MURDER	845	MURDER	56	188	229	696	14	STRIKE OR BEAT	2	24	36
List-2018-1105-697	697	SILVER	759	SILVER	43	159	175	697	134	MONEY	2	22	63
List-2018-1105-698	698	ROOT	670	ROOT	65	215	255	698	62	IF	2	7	10
List-2018-1105-699	699	SHINE	708	SHINE	61	206	322	699	7	LIGHT (RADIATION)	2	18	22
List-2018-1105-700	700	SINK (DESCEND)	1088	SINK (DESCEND)	59	205	278	700	110	SINK (DESCEND)	2	22	32
List-2018-1105-701	701	NIT	267	NIT	51	182	198	701	98	NIT	2	6	8
List-2018-1105-702	702	DOORPOST	80	DOORPOST	32	134	162	702	13	WOOD	2	14	17
List-2018-1105-703	703	MONEY	1559	MONEY	51	188	234	703	134	MONEY	2	31	84
List-2018-1105-704	704	BESIDE	1816	BESIDE	45	163	243	704	49	SIDE	2	19	63
List-2018-1105-705	705	INTENTION	1162	INTENTION	43	161	268	705	29	MIND	2	13	20
List-2018-1105-706	706	RAFTER	829	RAFTER	42	166	222	706	150	RAFTER	2	17	34
List-2018-1105-707	707	NUT	191	NUT	44	158	182	707	12	GRAIN	2	14	15
List-2018-1105-708	708	DEBT	1914	DEBT	44	171	198	708	103	PRICE	2	11	14
List-2018-1105-709	709	SWEET POTATO	159	SWEET POTATO	44	127	157	709	149	SWEET POTATO	2	28	38
List-2018-1105-710	710	WIND	960	WIND	65	214	259	710	133	WIND	2	32	60
List-2018-1105-711	711	PUNISHMENT	390	PUNISHMENT	39	163	216	711	65	CUSTOM	2	8	14
List-2018-1105-712	712	CALM	258	CALM	43	167	211	712	120	QUIET	2	15	40
List-2018-1105-713	713	ORDER	1128	ORDER	53	194	275	713	52	SEND	2	26	35
List-2018-1105-714	714	TIRED	1757	TIRED	63	217	313	714	39	WEAK	2	8	8
List-2018-1105-715	715	FAN ACTION	360	FAN (ACTION)	50	164	201	715	118	FAN ACTION	2	17	23
List-2018-1105-716	716	BALL	1845	BALL	51	180	251	716	71	CIRCLE	2	20	25
List-2018-1105-717	717	QUEEN	1306	QUEEN	35	141	162	717	63	MASTER	2	10	12
List-2018-1105-718	718	EARN	733	EARN	42	163	198	718	159	VICTORY	2	12	17
List-2018-1105-719	719	BRAVE	3	BRAVE	56	197	281	719	92	STRONG	2	10	22
List-2018-1105-720	720	UGLY	1548	UGLY	63	211	265	720	36	DARK	2	32	40
List-2018-1105-721	721	DANCE	1879	DANCE	63	210	258	721	126	DANCE	2	9	14
List-2018-1105-722	722	NEEDLE (FOR SEWING)	1382	NEEDLE (FOR SEWING)	60	202	230	722	119	PIN	2	15	25
List-2018-1105-723	723	THUNDER	1150	THUNDER	63	216	262	723	132	THUNDER	2	14	19
List-2018-1105-724	724	PRISONER	1072	PRISONER	46	167	247	724	121	PRISONER	2	12	16
List-2018-1105-725	725	HOW MUCH	531	HOW MUCH	59	205	240	725	164	HOW MANY	2	41	121
List-2018-1105-726	726	ICE	617	ICE	56	180	226	726	138	ICE	2	15	20
List-2018-1105-727	727	SWEAR	1939	SWEAR	29	143	173	727	161	PROMISE	2	9	10
List-2018-1105-728	728	LIE (MISLEAD)	601	LIE (MISLEAD)	66	217	288	728	143	PERJURY	2	18	28
List-2018-1105-729	729	HIRE	856	HIRE	37	141	182	729	8	PAY	2	7	10
List-2018-1105-730	730	HAWK	307	HAWK	52	191	244	730	111	VULTURE	2	16	21
List-2018-1105-731	731	MARKET	633	MARKET	36	157	182	731	129	SUNDAY	2	10	11
List-2018-1105-732	732	LOSE	1660	LOSE	64	212	265	732	101	FORGIVE	2	18	33
List-2018-1105-733	733	JUMP	1829	JUMP	66	222	303	733	126	DANCE	2	12	15
List-2018-1105-734	734	JEWEL	1029	JEWEL	24	137	196	734	77	PRECIPICE	2	7	7
List-2018-1105-735	735	THICK	1244	THICK	64	213	266	735	20	LONG	2	10	11
List-2018-1105-736	736	EYELASH	1540	EYELASH	64	215	236	736	131	EYEBROW	2	19	36
List-2018-1105-737	737	TONGUE	1205	TONGUE	66	217	235	737	10	ANNOUNCE	2	12	83
List-2018-1105-738	738	AGAIN	204	AGAIN	63	211	303	738	31	MORE	2	13	15
List-2018-1105-739	739	MOVE	765	MOVE	60	212	305	739	93	MIX	2	11	15
List-2018-1105-740	740	BEESWAX	1931	BEESWAX	51	183	200	740	7	LIGHT (RADIATION)	2	8	16
List-2018-1105-741	741	SHUT	1046	SHUT	60	212	279	741	100	KNOT	2	26	33
List-2018-1105-742	742	HEADBAND	330	HEADBAND	46	168	251	742	157	HEADBAND	2	8	14
List-2018-1105-743	743	SING	1261	SING	65	218	258	743	83	LEARN	2	9	10
List-2018-1105-744	744	BITE	1403	BITE	65	220	279	744	23	MEAL	2	15	23
List-2018-1105-745	745	EYEBROW	1173	EYEBROW	62	212	235	745	131	EYEBROW	2	14	20
List-2018-1105-746	746	CARVE	228	CARVE	43	166	219	746	6	CUT	2	13	57
List-2018-1105-747	747	BLUNT	379	BLUNT	54	186	238	747	89	STUPID	2	6	6
List-2018-1105-748	748	SOUR	1906	SOUR	60	206	258	748	85	SALTY	2	24	30
List-2018-1105-749	749	POTATO	593	POTATO	50	169	206	749	149	SWEET POTATO	2	19	21
List-2018-1105-750	750	ROTTEN	1728	ROTTEN	65	217	300	750	51	STINKING	2	15	22
List-2018-1105-751	751	MAST	184	MAST	27	113	129	751	13	WOOD	2	8	9
List-2018-1105-752	752	FOG	249	FOG	63	206	254	752	108	CLOUD	2	20	43
List-2018-1105-753	753	ACQUIT	988	ACQUIT	30	135	162	753	101	FORGIVE	2	9	13
List-2018-1105-754	754	CHEW	321	CHEW	64	213	262	754	23	MEAL	2	14	20
List-2018-1105-755	755	SWEEP	230	SWEEP	65	214	240	755	69	SCRAPE	2	9	13
List-2018-1105-756	756	OATH	1712	OATH	27	135	156	756	161	PROMISE	2	7	8
List-2018-1105-757	757	MOLD	289	MOLD	43	137	179	757	66	DO OR MAKE	2	11	16
List-2018-1105-758	758	PINCH	378	PINCH	57	201	273	758	53	SQUEEZE	2	9	22
List-2018-1105-759	759	COTTON	1850	COTTON	51	191	220	759	32	ROPE	2	8	10
List-2018-1105-760	760	PEEL	275	PEEL	62	212	294	760	69	SCRAPE	2	29	47
List-2018-1105-761	761	INJURE	44	INJURE	58	200	291	761	6	CUT	2	11	11
List-2018-1105-762	762	LAGOON	623	LAGOON	49	120	144	762	91	LAKE	2	30	39
List-2018-1105-763	763	AND	1577	AND	50	184	261	763	31	MORE	2	11	11
List-2018-1105-764	764	HEEL	980	HEEL	61	210	231	764	17	LEG	2	7	12
List-2018-1105-765	765	SHARP	1396	SHARP	63	216	287	765	139	SHARP	2	23	61
List-2018-1105-766	766	THREE	492	THREE	52	172	196	766	46	TWO	2	6	11
List-2018-1105-767	767	SUMMER	1342	SUMMER	59	187	200	767	16	SEASON	2	13	18
List-2018-1105-768	768	PREGNANT	1123	PREGNANT	65	215	283	768	61	HEAVY	2	15	20
List-2018-1105-769	769	BUTTER	1245	BUTTER	32	145	169	769	115	FAT (ORGANIC SUBSTANCE)	2	19	30
List-2018-1105-770	770	BED	1663	BED	63	203	278	770	47	BLANKET	2	7	11
List-2018-1105-771	771	COLOR	1613	COLOR	38	157	180	771	99	DYE	2	18	51
List-2018-1105-772	772	EAGLE	1905	EAGLE	57	181	204	772	111	VULTURE	2	18	41
List-2018-1105-773	773	KNOT	760	KNOT	57	195	241	773	100	KNOT	2	9	11
List-2018-1105-774	774	POOR	1674	POOR	57	201	259	774	137	ORPHAN	2	12	14
List-2018-1105-775	775	THEY	817	THEY	62	212	304	775	106	YOU	2	16	27
List-2018-1105-776	776	WIDE	1243	WIDE	63	212	276	776	20	LONG	2	16	16
List-2018-1105-777	777	MOSQUITO	1509	MOSQUITO	60	205	246	777	140	FLY (INSECT)	2	11	65
List-2018-1105-778	778	TOE	1389	TOE	63	210	230	778	104	CLAW	2	21	54
List-2018-1105-779	779	SANDFLY	95	SANDFLY	52	182	250	779	140	FLY (INSECT)	2	12	65
List-2018-1105-780	780	COLD	1287	COLD	64	215	286	780	96	COMMON COLD (DISEASE)	2	7	8
List-2018-1105-781	781	FORTRESS	1938	FORTRESS	26	130	165	781	64	FENCE	2	8	13
List-2018-1105-782	782	AFTERNOON	1807	AFTERNOON	63	197	225	782	90	LATE	2	28	38
List-2018-1105-783	783	ARRIVE	1387	ARRIVE	63	212	330	783	114	COME	2	23	44
List-2018-1105-784	784	UNTIE	352	UNTIE	56	203	265	784	52	SEND	2	20	29
List-2018-1105-785	785	RIVER	666	RIVER	66	216	433	785	57	WATER	2	18	26
List-2018-1105-786	786	PRICE	657	PRICE	47	181	206	786	103	PRICE	2	12	13
List-2018-1105-787	787	WHERE	1237	WHERE	65	218	318	787	50	WHAT	2	12	12
List-2018-1105-788	788	NETBAG	293	NETBAG	36	137	151	788	78	FISH TRAP	2	14	21
List-2018-1105-789	789	PUPIL (STUDENT)	753	PUPIL (STUDENT)	50	183	239	789	63	MASTER	2	11	11
List-2018-1105-790	790	ALWAYS	1676	ALWAYS	59	205	289	790	153	ALWAYS	2	7	10
List-2018-1105-791	791	YOU	1213	YOU	64	214	267	791	106	YOU	2	12	54
List-2018-1105-792	792	WHO	1235	WHO	64	216	267	792	50	WHAT	2	13	25
List-2018-1105-793	793	PIN	64	PIN	43	154	179	793	119	PIN	2	15	25
List-2018-1105-794	794	STAND	1442	STAND	65	216	264	794	34	END (OF SPACE)	2	20	29
List-2018-1105-795	795	YARD	736	YARD	47	185	221	795	64	FENCE	2	8	9
List-2018-1105-796	796	COLLARBONE	1994	COLLARBONE	47	168	183	796	152	COLLARBONE	2	8	9
List-2018-1105-797	797	CLOCK	1323	CLOCK	45	165	186	797	16	SEASON	2	15	60
List-2018-1105-798	798	STOVE	859	STOVE	39	152	183	798	124	FIREPLACE	2	27	84
List-2018-1105-799	799	ALCOHOL (FERMENTED DRINK)	404	ALCOHOL (FERMENTED DRINK)	55	181	223	799	145	BEER	2	15	20
List-2018-1105-800	800	BARLEY	932	BARLEY	23	125	132	800	12	GRAIN	2	6	10
List-2018-1105-801	801	SWEET	717	SWEET	66	216	242	801	151	SUGAR	2	10	12
List-2018-1105-802	802	BEER	1639	BEER	37	152	169	802	145	BEER	2	16	22
List-2018-1105-803	803	BEGGAR	1934	BEGGAR	50	178	218	803	137	ORPHAN	2	11	13
List-2018-1105-804	804	BE BORN	1090	BE BORN	60	210	265	804	61	HEAVY	2	11	17
List-2018-1105-805	805	THRESH	285	THRESH	45	161	196	805	14	STRIKE OR BEAT	2	12	13
List-2018-1105-806	806	MANNER	488	MANNER	38	165	256	806	65	CUSTOM	2	16	31
List-2018-1105-807	807	FISH	227	FISH	64	213	248	807	105	MEAT	2	7	7
List-2018-1105-808	808	MISS (A TARGET)	161	MISS (A TARGET)	55	177	212	808	19	FAULT	2	12	15
List-2018-1105-809	809	INSECT	620	INSECT	35	153	180	809	97	ANIMAL	2	14	16
List-2018-1105-810	810	TWICE	1546	TWICE	56	192	233	810	46	TWO	2	6	8
List-2018-1105-811	811	SOUND OR NOISE	1811	SOUND OR NOISE	59	204	336	811	10	ANNOUNCE	2	21	68
List-2018-1105-812	812	KISS	578	KISS	63	208	251	812	25	SUCK	2	10	12
List-2018-1105-813	813	SHOULDERBLADE	172	SHOULDERBLADE	53	181	204	813	152	COLLARBONE	2	9	13
List-2018-1105-814	814	LIGHTNING	1654	LIGHTNING	62	209	250	814	132	THUNDER	2	27	94
List-2018-1105-815	815	BEAD	1860	BEAD	55	185	206	815	148	NECKLACE	2	21	27
List-2018-1105-816	816	WINE	1524	WINE	35	149	163	816	145	BEER	2	15	16
List-2018-1105-817	817	HOPE	1092	HOPE	45	169	214	817	117	WANT	2	10	24
List-2018-1105-818	818	CONCEIVE	1087	CONCEIVE	48	166	187	818	61	HEAVY	2	16	19
List-2018-1105-819	819	HEADGEAR	2130	HEADGEAR	56	198	288	819	157	HEADBAND	2	11	18
List-2018-1105-820	820	DAY AFTER TOMORROW	1179	DAY AFTER TOMORROW	59	193	205	820	144	DAY AFTER TOMORROW	2	11	13
List-2018-1105-821	821	SLAVE	812	SLAVE	45	169	203	821	121	PRISONER	2	18	28
