ID	NUMBER	PAGE	ENGLISH	CONCEPTICON_ID	CONCEPTICON_GLOSS
Backstrom-1992-210c-98	98	251	mosquito	1509	MOSQUITO
Backstrom-1992-210c-99	99	251	ant	587	ANT
Backstrom-1992-210c-100	100	251	spider	843	SPIDER
Backstrom-1992-210c-101	101	251	name	1405	NAME
Backstrom-1992-210c-102	102	251	man	1554	MAN
Backstrom-1992-210c-103	103	252	woman	962	WOMAN
Backstrom-1992-210c-104	104	252	child	2099	CHILD
Backstrom-1992-210c-105	105	252	father	1217	FATHER
Backstrom-1992-210c-106	106	252	mother	1216	MOTHER
Backstrom-1992-210c-107	107	252	older brother	1759	OLDER BROTHER
Backstrom-1992-210c-108	108	252	younger brother	1760	YOUNGER BROTHER
Backstrom-1992-210c-109	109	252	older sister	1758	OLDER SISTER
Backstrom-1992-210c-111	110	252	son	1620	SON
Backstrom-1992-210c-112	111	252	daughter	1357	DAUGHTER
Backstrom-1992-210c-113	112	252	husband	1200	HUSBAND
Backstrom-1992-210c-114	113	252	wife	1199	WIFE
Backstrom-1992-210c-115	114	252	boy	1366	BOY
Backstrom-1992-210c-116	115	253	girl	1646	GIRL
Backstrom-1992-210c-117	116	253	day	1225	DAY (NOT NIGHT)
Backstrom-1992-210c-118	117	253	night	1233	NIGHT
Backstrom-1992-210c-119	118	253	morning	1339	MORNING
Backstrom-1992-210c-120	119	253	noon	12	MIDDAY
Backstrom-1992-210c-121	120	253	evening	1629	EVENING
Backstrom-1992-210c-122	121	253	yesterday	1174	YESTERDAY
Backstrom-1992-210c-123	122	253	today	1283	TODAY
Backstrom-1992-210c-124	123	253	tomorrow	1329	TOMORROW
Backstrom-1992-210c-125	124	253	week	1469	WEEK
Backstrom-1992-210c-126	125	253	month	1370	MONTH
Backstrom-1992-210c-127	126	253	year	1226	YEAR
Backstrom-1992-210c-128	127	254	old (thing)	2113	OLD (USED)
Backstrom-1992-210c-129	128	254	new	1231	NEW
Backstrom-1992-210c-130	129	254	good	1035	GOOD
Backstrom-1992-210c-131	130	254	bad	1292	BAD
Backstrom-1992-210c-132	131	254	wet	1726	WET
Backstrom-1992-210c-133	132	254	dry	1398	DRY
Backstrom-1992-210c-134	133	254	long (horizontal)	1203	LONG
Backstrom-1992-210c-135	134	254	short	1645	SHORT
Backstrom-1992-210c-136	135	254	hot	1286	HOT
Backstrom-1992-210c-137	136	254	cold	1287	COLD
Backstrom-1992-210c-138	137	254	right	1019	RIGHT
Backstrom-1992-210c-139	138	254	left	244	LEFT
Backstrom-1992-210c-140	139	255	near	1942	NEAR
Backstrom-1992-210c-141	140	255	far	1406	FAR
Backstrom-1992-210c-142	141	255	big	1202	BIG
Backstrom-1992-210c-143	142	255	small	1246	SMALL
Backstrom-1992-210c-144	143	255	heavy	1210	HEAVY
Backstrom-1992-210c-145	144	255	light	1052	LIGHT (WEIGHT)
Backstrom-1992-210c-146	145	255	above	1741	ABOVE
Backstrom-1992-210c-147	146	255	below	1485	BELOW OR UNDER
Backstrom-1992-210c-148	147	255	white	1335	WHITE
Backstrom-1992-210c-149	148	255	black	163	BLACK
Backstrom-1992-210c-150	149	255	red	156	RED
Backstrom-1992-210c-151	150	255	one	1493	ONE
Backstrom-1992-210c-152	151	256	two	1498	TWO
Backstrom-1992-210c-153	152	256	three	492	THREE
Backstrom-1992-210c-154	153	256	four	1500	FOUR
Backstrom-1992-210c-155	154	256	five	493	FIVE
Backstrom-1992-210c-156	155	256	six	1703	SIX
Backstrom-1992-210c-157	156	256	seven	1704	SEVEN
Backstrom-1992-210c-158	157	256	eight	1705	EIGHT
Backstrom-1992-210c-159	158	256	nine	1483	NINE
Backstrom-1992-210c-160	159	256	ten	1515	TEN
Backstrom-1992-210c-161	160	256	eleven	1706	ELEVEN
Backstrom-1992-210c-162	161	256	twelve	1707	TWELVE
Backstrom-1992-210c-163	162	256	twenty	1710	TWENTY
Backstrom-1992-210c-164	163	257	one hundred	1634	HUNDRED
Backstrom-1992-210c-165	164	257	who	1235	WHO
Backstrom-1992-210c-166	165	257	what	1236	WHAT
Backstrom-1992-210c-167	166	257	where	1237	WHERE
Backstrom-1992-210c-168	167	257	when	1238	WHEN
Backstrom-1992-210c-169	168	257	how much	531	HOW MUCH
Backstrom-1992-210c-170	169	257	which	727	WHICH
Backstrom-1992-210c-171	170	257	this	1214	THIS
Backstrom-1992-210c-172	171	257	that	78	THAT
Backstrom-1992-210c-173	172	257	these	1214	THIS
Backstrom-1992-210c-174	173	257	those	78	THAT
Backstrom-1992-210c-176	174	257	different	2504	DIFFERENT
Backstrom-1992-210c-177	175	258	whole (unbroken)	2277	WHOLE
Backstrom-1992-210c-179	176	258	few	1242	FEW
Backstrom-1992-210c-180	177	258	many	1198	MANY
Backstrom-1992-210c-181	178	258	all	98	ALL
Backstrom-1992-210c-182	179	258	eat!	1336	EAT
Backstrom-1992-210c-183	180	258	(the dog) bites	1403	BITE
Backstrom-1992-210c-184	181	258	(you) are hungry	1533	BE HUNGRY
Backstrom-1992-210c-185	182	258	drink!	1401	DRINK
Backstrom-1992-210c-186	183	258	(you are) thirsty	847	THIRSTY
Backstrom-1992-210c-187	184	258	sleep!	1585	SLEEP
Backstrom-1992-210c-188	185	258	lay down!	2071	LAY (VERB)
Backstrom-1992-210c-189	186	258	sit!	1416	SIT
Backstrom-1992-210c-190	187	259	give!	1447	GIVE
Backstrom-1992-210c-191	188	259	burn! (trans.)	141	BURN (SOMETHING)
Backstrom-1992-210c-192	189	259	(he) died	1494	DIE
Backstrom-1992-210c-193	190	259	beat!	1665	BEAT
Backstrom-1992-210c-194	191	259	(the bird) flies	1441	FLY (MOVE THROUGH AIR)
Backstrom-1992-210c-195	192	259	walk!	1443	WALK
Backstrom-1992-210c-196	193	259	run!	1519	RUN
Backstrom-1992-210c-197	194	259	go!	695	GO
Backstrom-1992-210c-198	195	259	come!	1446	COME
Backstrom-1992-210c-199	196	259	speak!	1623	SPEAK
Backstrom-1992-210c-200	197	259	listen! / hear!	1408	HEAR
Backstrom-1992-210c-201	198	259	look!	1819	LOOK
Backstrom-1992-210c-202	199	260	I	1209	I
Backstrom-1992-210c-203	200	260	you	1215	THOU
Backstrom-1992-210c-205	201	260	he	1211	HE
Backstrom-1992-210c-206	202	260	she	1834	SHE
Backstrom-1992-210c-207	203	260	we	1212	WE
Backstrom-1992-210c-209	204	260	you (plural)	1213	YOU
Backstrom-1992-210c-210	205	260	they	817	THEY
