MERGER	ID	CONCEPTICON_ID	CONCEPTICON_GLOSS	NUMBER	DSS_ID	URL	ENGLISH	OCCURRENCES
5	Bulakh-2013-870-696	NAN		696	1994	http://semshifts.iling-ran.ru/show-meaning.html?id=1994	to make noise	4
	Bulakh-2013-870-697	203	MARRY	697	1999	http://semshifts.iling-ran.ru/show-meaning.html?id=1999	to marry	4
	Bulakh-2013-870-698	556	MARRY OFF	698	2000	http://semshifts.iling-ran.ru/show-meaning.html?id=2000	to marry off (a daughter)	3
	Bulakh-2013-870-699	1831	MEET	699	2003	http://semshifts.iling-ran.ru/show-meaning.html?id=2003	to meet	4
	Bulakh-2013-870-7	27	AIR	7	87	http://semshifts.iling-ran.ru/show-meaning.html?id=87	air	5
	Bulakh-2013-870-70	826	BRANCH, BIFURCATION	70	238	http://semshifts.iling-ran.ru/show-meaning.html?id=238	branch (of a river)	6
	Bulakh-2013-870-700	93	DRAW MILK	700	2006	http://semshifts.iling-ran.ru/show-meaning.html?id=2006	to milk	4
	Bulakh-2013-870-701	636	GRIND	1033	2007	http://semshifts.iling-ran.ru/show-meaning.html?id=2007	to mill	7
	Bulakh-2013-870-702	2017	MIX	702	2009	http://semshifts.iling-ran.ru/show-meaning.html?id=2009	to mix, stir	10
5	Bulakh-2013-870-703	NAN		703	2014	http://semshifts.iling-ran.ru/show-meaning.html?id=2014	to move quickly	6
	Bulakh-2013-870-704	1405	NAME	704	2018	http://semshifts.iling-ran.ru/show-meaning.html?id=2018	to name	3
5	Bulakh-2013-870-705	NAN		705	2020	http://semshifts.iling-ran.ru/show-meaning.html?id=2020	to nomadize	3
	Bulakh-2013-870-706	1635	OBEY	706	2021	http://semshifts.iling-ran.ru/show-meaning.html?id=2021	to obey	3
	Bulakh-2013-870-707	557	OFFEND	707	2026	http://semshifts.iling-ran.ru/show-meaning.html?id=2026	to offend (tr.)	3
	Bulakh-2013-870-708	1156	OPEN	708	2027	http://semshifts.iling-ran.ru/show-meaning.html?id=2027	to open (tr.)	10
	Bulakh-2013-870-709	401	OPPRESS	709	2028	http://semshifts.iling-ran.ru/show-meaning.html?id=2028	to oppress	4
	Bulakh-2013-870-71	1531	BRANCH	71	239	http://semshifts.iling-ran.ru/show-meaning.html?id=239	branch, twig	9
	Bulakh-2013-870-710	1951	PASS	710	2030	http://semshifts.iling-ran.ru/show-meaning.html?id=2030	to pass (of time)	4
	Bulakh-2013-870-711	558	PASS BY	711	2031	http://semshifts.iling-ran.ru/show-meaning.html?id=2031	to pass by	3
	Bulakh-2013-870-712	1413	PLAY	712	2039	http://semshifts.iling-ran.ru/show-meaning.html?id=2039	to play (intr.)	6
	Bulakh-2013-870-713	1921	PLOUGH	713	2040	http://semshifts.iling-ran.ru/show-meaning.html?id=2040	to plough	6
	Bulakh-2013-870-714	1487	POUR	714	2438	http://semshifts.iling-ran.ru/show-meaning.html?id=2438	to pour	6
5	Bulakh-2013-870-715	NAN		715	2043	http://semshifts.iling-ran.ru/show-meaning.html?id=2043	to practise witchcraft	4
	Bulakh-2013-870-716	196	DONATE	716	2048	http://semshifts.iling-ran.ru/show-meaning.html?id=2048	to present, gift	5
5	Bulakh-2013-870-717	NAN		717	2049	http://semshifts.iling-ran.ru/show-meaning.html?id=2049	to press down	12
	Bulakh-2013-870-718	1675	PROMISE	718	2053	http://semshifts.iling-ran.ru/show-meaning.html?id=2053	to promise	4
	Bulakh-2013-870-719	1455	PULL	719	2056	http://semshifts.iling-ran.ru/show-meaning.html?id=2056	to pull	20
	Bulakh-2013-870-72	3	BRAVE	72	241	http://semshifts.iling-ran.ru/show-meaning.html?id=241	brave	19
	Bulakh-2013-870-720	1452	PUSH	720	2062	http://semshifts.iling-ran.ru/show-meaning.html?id=2062	to push	3
	Bulakh-2013-870-721	998	PUT	721	2063	http://semshifts.iling-ran.ru/show-meaning.html?id=2063	to put	10
	Bulakh-2013-870-722	501	LIFT	722	2068	http://semshifts.iling-ran.ru/show-meaning.html?id=2068	to raise, lift (tr.)	12
5	Bulakh-2013-870-723	NAN		723	2070	http://semshifts.iling-ran.ru/show-meaning.html?id=2070	to reach	11
	Bulakh-2013-870-724	724	READ	724	2071	http://semshifts.iling-ran.ru/show-meaning.html?id=2071	to read	4
22	Bulakh-2013-870-725	707	REMEMBER	725	2072	http://semshifts.iling-ran.ru/show-meaning.html?id=2072	to recall, recollect	3
5	Bulakh-2013-870-726	NAN		726	2073	http://semshifts.iling-ran.ru/show-meaning.html?id=2073	to receive visitors	5
	Bulakh-2013-870-727	1875	REGRET	727	2076	http://semshifts.iling-ran.ru/show-meaning.html?id=2076	to regret	3
	Bulakh-2013-870-728	987	REMAIN	728	2078	http://semshifts.iling-ran.ru/show-meaning.html?id=2078	to remain, stay	3
22	Bulakh-2013-870-729	707	REMEMBER	729	2079	http://semshifts.iling-ran.ru/show-meaning.html?id=2079	to remember	3
5	Bulakh-2013-870-73	NAN		73	242	http://semshifts.iling-ran.ru/show-meaning.html?id=242	brave person	3
	Bulakh-2013-870-730	880	REPEAT	730	2083	http://semshifts.iling-ran.ru/show-meaning.html?id=2083	to repeat	3
	Bulakh-2013-870-731	385	RESPECT (2)	731	2084	http://semshifts.iling-ran.ru/show-meaning.html?id=2084	to respect	4
	Bulakh-2013-870-732	168	REST	732	2085	http://semshifts.iling-ran.ru/show-meaning.html?id=2085	to rest	6
	Bulakh-2013-870-733	1723	RESULT IN	733	2087	http://semshifts.iling-ran.ru/show-meaning.html?id=2087	to result in	5
	Bulakh-2013-870-734	581	COME BACK	734	2088	http://semshifts.iling-ran.ru/show-meaning.html?id=2088	to return (intr.)	4
	Bulakh-2013-870-735	495	REVENGE	735	2090	http://semshifts.iling-ran.ru/show-meaning.html?id=2090	to revenge	3
	Bulakh-2013-870-736	567	REBEL	736	2091	http://semshifts.iling-ran.ru/show-meaning.html?id=2091	to revolt, rebel	3
	Bulakh-2013-870-737	179	RIPEN	737	2093	http://semshifts.iling-ran.ru/show-meaning.html?id=2093	to ripen	6
	Bulakh-2013-870-738	568	RISE (1)	738	2094	http://semshifts.iling-ran.ru/show-meaning.html?id=2094	to rise (of heavenly bodies)	9
	Bulakh-2013-870-739	1445	TURN SOMETHING	739	2100	http://semshifts.iling-ran.ru/show-meaning.html?id=2100	to rotate (tr.)	3
	Bulakh-2013-870-74	1368	BREAD	74	244	http://semshifts.iling-ran.ru/show-meaning.html?id=244	bread	4
	Bulakh-2013-870-740	1849	ROW	740	2101	http://semshifts.iling-ran.ru/show-meaning.html?id=2101	to row (with oars)	6
	Bulakh-2013-870-741	1449	RUB	741	2103	http://semshifts.iling-ran.ru/show-meaning.html?id=2103	to rub	3
	Bulakh-2013-870-742	1519	RUN	742	2104	http://semshifts.iling-ran.ru/show-meaning.html?id=2104	to run	14
	Bulakh-2013-870-743	787	SAIL	743	2107	http://semshifts.iling-ran.ru/show-meaning.html?id=2107	to sail	3
	Bulakh-2013-870-744	1436	SCRATCH	744	2110	http://semshifts.iling-ran.ru/show-meaning.html?id=2110	to scratch (when itches)	3
	Bulakh-2013-870-745	1468	LOOK FOR	745	2111	http://semshifts.iling-ran.ru/show-meaning.html?id=2111	to search, to look for	8
	Bulakh-2013-870-746	1409	SEE	746	2112	http://semshifts.iling-ran.ru/show-meaning.html?id=2112	to see/to look at	33
	Bulakh-2013-870-747	1521	SEEM	747	2113	http://semshifts.iling-ran.ru/show-meaning.html?id=2113	to seem	5
	Bulakh-2013-870-748	160	SET	748	2117	http://semshifts.iling-ran.ru/show-meaning.html?id=2117	to set (of heavenly bodies)	9
	Bulakh-2013-870-749	1909	SHAKE	749	2120	http://semshifts.iling-ran.ru/show-meaning.html?id=2120	to shake	3
10	Bulakh-2013-870-75	1407	BREATHE	75	246	http://semshifts.iling-ran.ru/show-meaning.html?id=246	breathing	4
	Bulakh-2013-870-750	231	SHAVE	750	2121	http://semshifts.iling-ran.ru/show-meaning.html?id=2121	to shave	3
	Bulakh-2013-870-751	1532	SHEAR	751	2122	http://semshifts.iling-ran.ru/show-meaning.html?id=2122	to shear	4
39	Bulakh-2013-870-752	708	SHINE	752	2127	http://semshifts.iling-ran.ru/show-meaning.html?id=2127	to shine, glitter	8
	Bulakh-2013-870-753	1172	SHOOT	753	2128	http://semshifts.iling-ran.ru/show-meaning.html?id=2128	to shoot	7
	Bulakh-2013-870-754	715	SHOUT	754	2129	http://semshifts.iling-ran.ru/show-meaning.html?id=2129	to shout	4
	Bulakh-2013-870-755	54	SHRINK	755	2132	http://semshifts.iling-ran.ru/show-meaning.html?id=2132	to shrink (of textile)	3
	Bulakh-2013-870-756	1046	SHUT	756	2133	http://semshifts.iling-ran.ru/show-meaning.html?id=2133	to shut, to close	3
	Bulakh-2013-870-757	1261	SING	757	2135	http://semshifts.iling-ran.ru/show-meaning.html?id=2135	to sing	5
	Bulakh-2013-870-758	1416	SIT	758	2138	http://semshifts.iling-ran.ru/show-meaning.html?id=2138	to sit	5
	Bulakh-2013-870-759	1649	SIT DOWN	759	2139	http://semshifts.iling-ran.ru/show-meaning.html?id=2139	to sit down	3
	Bulakh-2013-870-76	1163	BRIBE (1)	76	247	http://semshifts.iling-ran.ru/show-meaning.html?id=247	bribe	3
	Bulakh-2013-870-760	1585	SLEEP	760	2144	http://semshifts.iling-ran.ru/show-meaning.html?id=2144	to sleep	5
	Bulakh-2013-870-761	364	SMEAR	761	2146	http://semshifts.iling-ran.ru/show-meaning.html?id=2146	to smear, anoint	9
	Bulakh-2013-870-762	1586	SMELL, PERCEIVE	762	2148	http://semshifts.iling-ran.ru/show-meaning.html?id=2148	to smell, scent	4
	Bulakh-2013-870-763	1689	SMOKE, INHALE	763	2150	http://semshifts.iling-ran.ru/show-meaning.html?id=2150	to smoke	3
	Bulakh-2013-870-764	1015	SOIL	764	2153	http://semshifts.iling-ran.ru/show-meaning.html?id=2153	to soil, make dirty	3
	Bulakh-2013-870-765	748	SOW SEEDS	765	2156	http://semshifts.iling-ran.ru/show-meaning.html?id=2156	to sow	3
5	Bulakh-2013-870-766	NAN		766	2157	http://semshifts.iling-ran.ru/show-meaning.html?id=2157	to spawn	3
	Bulakh-2013-870-767	1623	SPEAK	767	2158	http://semshifts.iling-ran.ru/show-meaning.html?id=2158	to speak	20
	Bulakh-2013-870-768	92	SPOIL (1)	768	2161	http://semshifts.iling-ran.ru/show-meaning.html?id=2161	to spoil	6
	Bulakh-2013-870-769	569	SPOIL (2)	769	2162	http://semshifts.iling-ran.ru/show-meaning.html?id=2162	to spoil (intr.)	4
	Bulakh-2013-870-77	1266	BRIDE	77	249	http://semshifts.iling-ran.ru/show-meaning.html?id=249	bride	4
	Bulakh-2013-870-770	1829	JUMP	770	2164	http://semshifts.iling-ran.ru/show-meaning.html?id=2164	to spring, jump	11
	Bulakh-2013-870-771	1442	STAND	771	2167	http://semshifts.iling-ran.ru/show-meaning.html?id=2167	to stand	10
	Bulakh-2013-870-772	570	STAND UP	772	2168	http://semshifts.iling-ran.ru/show-meaning.html?id=2168	to stand up	4
	Bulakh-2013-870-773	713	STEAL	773	2169	http://semshifts.iling-ran.ru/show-meaning.html?id=2169	to steal	9
	Bulakh-2013-870-774	254	STICKING	774	2171	http://semshifts.iling-ran.ru/show-meaning.html?id=2171	to stick (to a surface), to adhere	4
	Bulakh-2013-870-775	571	STING	775	2172	http://semshifts.iling-ran.ru/show-meaning.html?id=2172	to sting	5
	Bulakh-2013-870-776	1587	SMELL, STINK	776	2173	http://semshifts.iling-ran.ru/show-meaning.html?id=2173	to stink	3
	Bulakh-2013-870-777	940	STRAIN	777	2176	http://semshifts.iling-ran.ru/show-meaning.html?id=2176	to strain	4
	Bulakh-2013-870-778	572	STREW	778	2177	http://semshifts.iling-ran.ru/show-meaning.html?id=2177	to strew	4
	Bulakh-2013-870-779	1516	SUBJUGATE	779	2179	http://semshifts.iling-ran.ru/show-meaning.html?id=2179	to subjugate	3
5	Bulakh-2013-870-78	NAN		78	253	http://semshifts.iling-ran.ru/show-meaning.html?id=253	brilliant, glaring	7
	Bulakh-2013-870-780	1112	SUCCEED	780	2180	http://semshifts.iling-ran.ru/show-meaning.html?id=2180	to succeed	4
	Bulakh-2013-870-781	1421	SUCK	781	2181	http://semshifts.iling-ran.ru/show-meaning.html?id=2181	to suck	3
	Bulakh-2013-870-782	1101	SUFFER	782	2182	http://semshifts.iling-ran.ru/show-meaning.html?id=2182	to suffer	3
	Bulakh-2013-870-783	764	SUIT	783	2183	http://semshifts.iling-ran.ru/show-meaning.html?id=2183	to suit (of clothes)	3
	Bulakh-2013-870-784	573	SWAY	784	2187	http://semshifts.iling-ran.ru/show-meaning.html?id=2187	to sway	5
	Bulakh-2013-870-785	8	CURSE	785	2189	http://semshifts.iling-ran.ru/show-meaning.html?id=2189	to swear, curse, abuse one another	18
	Bulakh-2013-870-786	230	SWEEP	786	2191	http://semshifts.iling-ran.ru/show-meaning.html?id=2191	to sweep	3
	Bulakh-2013-870-787	1439	SWIM	787	2194	http://semshifts.iling-ran.ru/show-meaning.html?id=2194	to swim	3
	Bulakh-2013-870-788	1749	TAKE	788	2197	http://semshifts.iling-ran.ru/show-meaning.html?id=2197	to take	9
	Bulakh-2013-870-789	247	TAN	789	2202	http://semshifts.iling-ran.ru/show-meaning.html?id=2202	to tan (hides)	3
8	Bulakh-2013-870-79	1684	BUD	79	262	http://semshifts.iling-ran.ru/show-meaning.html?id=262	bud (of a flower)	3
1	Bulakh-2013-870-790	21	TASTE	790	2203	http://semshifts.iling-ran.ru/show-meaning.html?id=2203	to taste	6
	Bulakh-2013-870-791	709	TEACH	791	2205	http://semshifts.iling-ran.ru/show-meaning.html?id=2205	to teach	4
	Bulakh-2013-870-792	1735	TEAR, SHRED	792	2207	http://semshifts.iling-ran.ru/show-meaning.html?id=2207	to tear, rend	4
	Bulakh-2013-870-793	1711	TELL	793	2208	http://semshifts.iling-ran.ru/show-meaning.html?id=2208	to tell	3
	Bulakh-2013-870-794	226	TELL FORTUNES	794	2209	http://semshifts.iling-ran.ru/show-meaning.html?id=2209	to tell a person's fortune	4
	Bulakh-2013-870-795	601	LIE, MISLEAD	795	2210	http://semshifts.iling-ran.ru/show-meaning.html?id=2210	to tell lie	8
	Bulakh-2013-870-796	1415	THINK, REFLECT	796	2212	http://semshifts.iling-ran.ru/show-meaning.html?id=2212	to think	10
	Bulakh-2013-870-797	1456	THROW	797	2214	http://semshifts.iling-ran.ru/show-meaning.html?id=2214	to throw	19
	Bulakh-2013-870-798	246	THRUST	798	2216	http://semshifts.iling-ran.ru/show-meaning.html?id=2216	to thrust (into)	5
32	Bulakh-2013-870-799	1917	TIE	799	2219	http://semshifts.iling-ran.ru/show-meaning.html?id=2219	to tie	4
	Bulakh-2013-870-8	1863	AMAZING	8	98	http://semshifts.iling-ran.ru/show-meaning.html?id=98	amazing	4
8	Bulakh-2013-870-80	1684	BUD	80	263	http://semshifts.iling-ran.ru/show-meaning.html?id=263	bud (on a twig)	5
	Bulakh-2013-870-800	1952	TORTURE	800	2222	http://semshifts.iling-ran.ru/show-meaning.html?id=2222	to torture	3
	Bulakh-2013-870-801	1892	TOUCH	801	2223	http://semshifts.iling-ran.ru/show-meaning.html?id=2223	to touch	11
	Bulakh-2013-870-802	574	TRANSIT	802	2224	http://semshifts.iling-ran.ru/show-meaning.html?id=2224	to transit	5
	Bulakh-2013-870-803	575	TREAD	803	2226	http://semshifts.iling-ran.ru/show-meaning.html?id=2226	to tread	5
	Bulakh-2013-870-804	52	SHIVER	804	2228	http://semshifts.iling-ran.ru/show-meaning.html?id=2228	to tremble	3
	Bulakh-2013-870-805	1812	TRY	805	2229	http://semshifts.iling-ran.ru/show-meaning.html?id=2229	to try, to attempt	4
5	Bulakh-2013-870-806	NAN		806	2233	http://semshifts.iling-ran.ru/show-meaning.html?id=2233	to turn sour	4
27	Bulakh-2013-870-807	1588	TURN	807	2234	http://semshifts.iling-ran.ru/show-meaning.html?id=2234	to turn, rotate (intr.)	12
27	Bulakh-2013-870-808	1588	TURN	808	2235	http://semshifts.iling-ran.ru/show-meaning.html?id=2235	to turn, rotate (tr.)	3
	Bulakh-2013-870-809	1536	UNDERSTAND	809	2236	http://semshifts.iling-ran.ru/show-meaning.html?id=2236	to understand	12
	Bulakh-2013-870-81	1008	BULL	81	264	http://semshifts.iling-ran.ru/show-meaning.html?id=264	bull	6
	Bulakh-2013-870-810	352	UNTIE	810	2238	http://semshifts.iling-ran.ru/show-meaning.html?id=2238	to untie, unbind	7
	Bulakh-2013-870-811	1377	VISIT	811	2241	http://semshifts.iling-ran.ru/show-meaning.html?id=2241	to visit	4
	Bulakh-2013-870-812	1278	VOMIT	812	2242	http://semshifts.iling-ran.ru/show-meaning.html?id=2242	to vomit	4
	Bulakh-2013-870-813	1590	WAIT FOR	813	2243	http://semshifts.iling-ran.ru/show-meaning.html?id=2243	to wait	8
25	Bulakh-2013-870-814	1443	WALK	814	2246	http://semshifts.iling-ran.ru/show-meaning.html?id=2246	to walk, wander	7
	Bulakh-2013-870-815	1784	WANT	815	2247	http://semshifts.iling-ran.ru/show-meaning.html?id=2247	to want	13
	Bulakh-2013-870-816	79	WASTE	816	2250	http://semshifts.iling-ran.ru/show-meaning.html?id=2250	to waste	4
	Bulakh-2013-870-817	1933	LOOSEN	817	2256	http://semshifts.iling-ran.ru/show-meaning.html?id=2256	to weaken, loosen	3
	Bulakh-2013-870-818	1098	WEIGH	818	2257	http://semshifts.iling-ran.ru/show-meaning.html?id=2257	to weigh (intr.)	3
	Bulakh-2013-870-819	28	MOISTEN	819	2258	http://semshifts.iling-ran.ru/show-meaning.html?id=2258	to wet, moisten	3
	Bulakh-2013-870-82	1114	BULLET	82	265	http://semshifts.iling-ran.ru/show-meaning.html?id=265	bullet	5
	Bulakh-2013-870-820	866	WIN	820	2260	http://semshifts.iling-ran.ru/show-meaning.html?id=2260	to win	9
	Bulakh-2013-870-821	1086	WORK, ACTIVITY	821	2262	http://semshifts.iling-ran.ru/show-meaning.html?id=2262	to work	3
	Bulakh-2013-870-822	150	WORRY	822	2263	http://semshifts.iling-ran.ru/show-meaning.html?id=2263	to worry, be agitated	11
	Bulakh-2013-870-823	1672	WRITE	823	2265	http://semshifts.iling-ran.ru/show-meaning.html?id=2265	to write	3
	Bulakh-2013-870-824	1773	GRAVE	824	2269	http://semshifts.iling-ran.ru/show-meaning.html?id=2269	tomb	3
	Bulakh-2013-870-825	1205	TONGUE	825	2271	http://semshifts.iling-ran.ru/show-meaning.html?id=2271	tongue (body part)	6
	Bulakh-2013-870-826	1380	TOOTH	826	2273	http://semshifts.iling-ran.ru/show-meaning.html?id=2273	tooth	7
	Bulakh-2013-870-827	1753	TOP	827	2274	http://semshifts.iling-ran.ru/show-meaning.html?id=2274	top	10
	Bulakh-2013-870-828	906	TREE	828	2283	http://semshifts.iling-ran.ru/show-meaning.html?id=2283	tree	11
	Bulakh-2013-870-829	1549	TRIBE	829	2284	http://semshifts.iling-ran.ru/show-meaning.html?id=2284	tribe	6
	Bulakh-2013-870-83	834	BUTTOCKS	83	272	http://semshifts.iling-ran.ru/show-meaning.html?id=272	buttock	7
	Bulakh-2013-870-830	776	TRUNK OF TREE	830	2289	http://semshifts.iling-ran.ru/show-meaning.html?id=2289	trunk (body part)	7
	Bulakh-2013-870-831	344	TREE TRUNK	831	2290	http://semshifts.iling-ran.ru/show-meaning.html?id=2290	trunk (of a tree)	5
	Bulakh-2013-870-832	1548	UGLY	832	2302	http://semshifts.iling-ran.ru/show-meaning.html?id=2302	ugly, unpleasant	3
28	Bulakh-2013-870-833	699	SAD	833	2310	http://semshifts.iling-ran.ru/show-meaning.html?id=2310	unhappy	4
	Bulakh-2013-870-834	26	UNPLEASANT	834	2315	http://semshifts.iling-ran.ru/show-meaning.html?id=2315	unpleasant	5
	Bulakh-2013-870-835	475	UNTRUTH	835	2317	http://semshifts.iling-ran.ru/show-meaning.html?id=2317	untruth	3
	Bulakh-2013-870-836	1836	VAGINA	836	2323	http://semshifts.iling-ran.ru/show-meaning.html?id=2323	vagina	6
	Bulakh-2013-870-837	1311	VERY	837	2331	http://semshifts.iling-ran.ru/show-meaning.html?id=2331	very	14
	Bulakh-2013-870-838	1080	VULGAR	838	2339	http://semshifts.iling-ran.ru/show-meaning.html?id=2339	vulgar	4
	Bulakh-2013-870-839	935	WAR	839	2343	http://semshifts.iling-ran.ru/show-meaning.html?id=2343	war	5
	Bulakh-2013-870-84	71	BY HEART	84	274	http://semshifts.iling-ran.ru/show-meaning.html?id=274	by heart	3
	Bulakh-2013-870-840	1232	WARM	840	2344	http://semshifts.iling-ran.ru/show-meaning.html?id=2344	warm	4
	Bulakh-2013-870-841	978	WAVE	841	2353	http://semshifts.iling-ran.ru/show-meaning.html?id=2353	wave	3
	Bulakh-2013-870-842	1601	WEAK	842	2354	http://semshifts.iling-ran.ru/show-meaning.html?id=2354	weak	16
	Bulakh-2013-870-843	951	WEAPONS	843	2356	http://semshifts.iling-ran.ru/show-meaning.html?id=2356	weapon	3
	Bulakh-2013-870-844	952	WEATHER	844	2358	http://semshifts.iling-ran.ru/show-meaning.html?id=2358	weather	7
	Bulakh-2013-870-845	1817	WEST	845	2364	http://semshifts.iling-ran.ru/show-meaning.html?id=2364	west	7
	Bulakh-2013-870-846	710	WHEEL	846	2368	http://semshifts.iling-ran.ru/show-meaning.html?id=2368	wheel	3
	Bulakh-2013-870-847	1335	WHITE	847	2373	http://semshifts.iling-ran.ru/show-meaning.html?id=2373	white	20
	Bulakh-2013-870-848	1610	PROSTITUTE	848	2375	http://semshifts.iling-ran.ru/show-meaning.html?id=2375	whore	7
	Bulakh-2013-870-849	1243	WIDE	849	2376	http://semshifts.iling-ran.ru/show-meaning.html?id=2376	wide, broad	6
	Bulakh-2013-870-85	258	CALM	85	275	http://semshifts.iling-ran.ru/show-meaning.html?id=275	calm	7
	Bulakh-2013-870-850	1199	WIFE	850	2377	http://semshifts.iling-ran.ru/show-meaning.html?id=2377	wife	3
5	Bulakh-2013-870-851	NAN		851	2382	http://semshifts.iling-ran.ru/show-meaning.html?id=2382	wild, untamed	4
	Bulakh-2013-870-852	818	WILLOW	852	2383	http://semshifts.iling-ran.ru/show-meaning.html?id=2383	willow	4
	Bulakh-2013-870-853	960	WIND	853	2384	http://semshifts.iling-ran.ru/show-meaning.html?id=2384	wind	13
	Bulakh-2013-870-854	1375	WINDOW	854	2385	http://semshifts.iling-ran.ru/show-meaning.html?id=2385	window	3
	Bulakh-2013-870-855	1257	WING	855	2387	http://semshifts.iling-ran.ru/show-meaning.html?id=2387	wing	12
	Bulakh-2013-870-856	1471	WINTER	856	2388	http://semshifts.iling-ran.ru/show-meaning.html?id=2388	winter	5
	Bulakh-2013-870-857	823	SORCERER	857	2393	http://semshifts.iling-ran.ru/show-meaning.html?id=2393	wizard, magician	3
	Bulakh-2013-870-858	522	WOLF	858	2394	http://semshifts.iling-ran.ru/show-meaning.html?id=2394	wolf (Canis lupus)	8
	Bulakh-2013-870-859	962	WOMAN	859	2396	http://semshifts.iling-ran.ru/show-meaning.html?id=2396	woman	9
	Bulakh-2013-870-86	1871	CAMEL	86	276	http://semshifts.iling-ran.ru/show-meaning.html?id=276	camel	3
	Bulakh-2013-870-860	804	WOMB	860	2397	http://semshifts.iling-ran.ru/show-meaning.html?id=2397	womb	12
18	Bulakh-2013-870-861	1803	WOOD	861	2398	http://semshifts.iling-ran.ru/show-meaning.html?id=2398	wood, timber	4
18	Bulakh-2013-870-862	1803	WOOD	862	2399	http://semshifts.iling-ran.ru/show-meaning.html?id=2399	wooden object	3
	Bulakh-2013-870-863	1599	WORD	863	2402	http://semshifts.iling-ran.ru/show-meaning.html?id=2402	word	5
	Bulakh-2013-870-864	984	WORK, CRAFT	864	2403	http://semshifts.iling-ran.ru/show-meaning.html?id=2403	work (n.)	6
	Bulakh-2013-870-865	965	WORLD	865	2404	http://semshifts.iling-ran.ru/show-meaning.html?id=2404	world	4
	Bulakh-2013-870-866	1219	WORM	866	2405	http://semshifts.iling-ran.ru/show-meaning.html?id=2405	worm	10
	Bulakh-2013-870-867	1390	WRONG	867	2409	http://semshifts.iling-ran.ru/show-meaning.html?id=2409	wrong	4
	Bulakh-2013-870-868	1556	YOLK	868	2418	http://semshifts.iling-ran.ru/show-meaning.html?id=2418	yolk	3
	Bulakh-2013-870-869	1207	YOUNG	869	2420	http://semshifts.iling-ran.ru/show-meaning.html?id=2420	young	8
16	Bulakh-2013-870-87	972	BE ABLE	87	278	http://semshifts.iling-ran.ru/show-meaning.html?id=278	can, to be able	11
	Bulakh-2013-870-870	76	YOUNG MAN	870	2421	http://semshifts.iling-ran.ru/show-meaning.html?id=2421	young man	3
	Bulakh-2013-870-88	1662	CAPE	88	281	http://semshifts.iling-ran.ru/show-meaning.html?id=281	cape	5
	Bulakh-2013-870-89	1208	CAT	89	288	http://semshifts.iling-ran.ru/show-meaning.html?id=288	cat	7
	Bulakh-2013-870-9	65	AMBUSH	9	100	http://semshifts.iling-ran.ru/show-meaning.html?id=100	ambush, embuscade	7
	Bulakh-2013-870-90	1153	CATTLE	90	292	http://semshifts.iling-ran.ru/show-meaning.html?id=292	cattle	3
6	Bulakh-2013-870-91	1667	HOLE	91	298	http://semshifts.iling-ran.ru/show-meaning.html?id=298	cavity, hollow	3
	Bulakh-2013-870-92	491	CENTER	92	302	http://semshifts.iling-ran.ru/show-meaning.html?id=302	centre	7
	Bulakh-2013-870-93	835	CHAPTER	93	310	http://semshifts.iling-ran.ru/show-meaning.html?id=310	chapter (of a book)	3
	Bulakh-2013-870-94	1887	CHEAP	94	313	http://semshifts.iling-ran.ru/show-meaning.html?id=313	cheap	5
	Bulakh-2013-870-95	1730	CHEEK	95	314	http://semshifts.iling-ran.ru/show-meaning.html?id=314	cheek	11
	Bulakh-2013-870-96	1592	CHEST	96	317	http://semshifts.iling-ran.ru/show-meaning.html?id=317	chest (body part)	10
	Bulakh-2013-870-97	301	CHIEFTAIN	97	318	http://semshifts.iling-ran.ru/show-meaning.html?id=318	chief (n.)	10
	Bulakh-2013-870-98	2099	CHILD	98	320	http://semshifts.iling-ran.ru/show-meaning.html?id=320	child	8
	Bulakh-2013-870-99	1510	CHIN	99	323	http://semshifts.iling-ran.ru/show-meaning.html?id=323	chin	3
