ID	NUMBER	CHINESE	CHINESE_TRADITIONAL	CHINESE_PINYIN	ENGLISH	CONCEPTICON_ID	CONCEPTICON_GLOSS	POS	SEMANTIC_RADICAL_1	CHARACTER_TYPE_1	SEMANTIC_RADICAL_2	CHARACTER_TYPE_2	VISUAL_MEAN	AUDITORY_MEAN	GUSTATORY_MEAN	OLFACTORY_MEAN	HAPTIC_MEAN	INTEROCEPTIVE_MEAN	PERCEPTUAL_MEAN	PERCEPTUAL_DOMINANT	PERCEPTUAL_STRENGTH_MAX	PERCEPTUAL_STRENGTH_AGGREGATED	PERCEPTUAL_STRENGTH_SUM	PERCEPTUAL_EXCLUSIVITY	FOOT_ACTION_MEAN	HAND_ACTION_MEAN	MOUTH_ACTION_MEAN	HEAD_ACTION_MEAN	TORSO_ACTION_MEAN	ACTION_STRENGTH_MEAN	ACTION_STRENGTH_SUM	ACTION_STRENGTH_MAX	ACTION_STRENGTH_AGGREGATED	ACTION_EXCLUSIVITY	ACTION_DOMINANT	SENSORIMOTOR_STRENGTH_MAX	SENSORIMOTOR_DOMINANT	SENSORIMOTOR_STRENGTH_AGGREGATED	SENSORIMOTOR_STRENGTH_SUM	SENSORIMOTOR_EXCLUSIVITY	CONCRETE_ABSTRACT
Zhong-2022-664-130	130	面貌	面貌	miànmào	face			N	面	pictograph	豸	phono-semantic	4.5	1	0.5555555556	1.222222222	1.944444444	2.555555556	1.962962963	visual	4.5	4.907138328	11.77777778	0.3349056604	1.333333333	2	1.944444444	2.388888889	2.055555556	1.944444444	9.722222222	2.388888889	3.421099897	0.1085714286	head	4.5	visual	5.408448345	21.5	0.1834625323	concrete
Zhong-2022-664-131	131	冥想	冥想	míngxiǎng	meditation			Nv	冖	compound_ideograph	心	phono-semantic	2.19047619	2.714285714	0.9523809524	1.095238095	1.333333333	4	2.047619048	interoceptive	4	4.626927658	12.28571429	0.2480620155	1.380952381	1.19047619	1.238095238	2.380952381	1.523809524	1.542857143	7.714285714	2.380952381	2.85430936	0.1543209877	head	4	interoceptive	4.963868678	20	0.1523809524	abstract
Zhong-2022-664-132	132	幻觉	幻覺	huànjué	hallucination			N	幺	compound_ideograph	見	phono-semantic	4.047619048	2.904761905	1.571428571	1.619047619	2.142857143	3.476190476	2.626984127	visual	4.047619048	5.322633279	15.76190476	0.1570996979	1.523809524	1.714285714	1.80952381	2.380952381	1.761904762	1.838095238	9.19047619	2.380952381	3.222632519	0.0932642487	head	4.047619048	visual	5.690418529	24.95238095	0.1011450382	abstract
Zhong-2022-664-133	133	启发	啟發	qǐfā	enlighten			Nv	攴	phono-semantic	癶	phono-semantic	1.666666667	2.238095238	0.4285714286	0.380952381	0.9047619048	3.952380952	1.595238095	interoceptive	3.952380952	4.28097654	9.571428571	0.3731343284	1.333333333	1.857142857	2.142857143	2.380952381	1.476190476	1.838095238	9.19047619	2.380952381	3.281300856	0.1139896373	head	3.952380952	interoceptive	4.845771412	18.76190476	0.1903553299	abstract
Zhong-2022-664-134	134	束缚	束縛	shùfù	bondage			Nv	木	compound_ideograph	糹	phono-semantic	3.952380952	1.761904762	0.9047619048	0.7619047619	4.047619048	3.619047619	2.507936508	visual	4.047619048	5.668164909	15.04761905	0.2183544304	3.095238095	3.047619048	2.619047619	2.380952381	3.380952381	2.904761905	14.52380952	3.380952381	5.040600925	0.06885245902	torso	4.047619048	visual	6.769188707	29.57142857	0.1111111111	abstract
Zhong-2022-664-135	135	恭维	恭維	gōngwéi	compliment			Nv	心	phono-semantic	糹	phono-semantic	3.476190476	3.761904762	0.3333333333	0.2857142857	0.6666666667	3.333333333	1.976190476	auditory	3.761904762	5.099831291	11.85714286	0.2931726908	1.619047619	2.380952381	3.19047619	2.380952381	1.80952381	2.276190476	11.38095238	3.19047619	4.114214387	0.1380753138	mouth/throat	3.761904762	auditory	5.870156256	23.23809524	0.1495901639	concrete
Zhong-2022-664-136	136	叙述	敘述	xùshù	narrate			Nv	攴	phono-semantic	辶	phono-semantic	3	4.333333333	0.5238095238	0.5714285714	0.9047619048	2.619047619	1.992063492	auditory	4.333333333	5.031882082	11.95238095	0.3187250996	1.428571429	1.80952381	3.428571429	2.380952381	1.857142857	2.180952381	10.9047619	3.428571429	4.102485728	0.1834061135	mouth/throat	4.333333333	auditory	5.813256113	22.85714286	0.1666666667	concrete
Zhong-2022-664-137	137	信号	信號	xìnhào	signal			N	亻	compound_ideograph	虍	compound_ideograph	3.857142857	3.80952381	1.619047619	2.238095238	2.428571429	3.571428571	2.920634921	visual	3.857142857	5.728682832	17.52380952	0.1277173913	1.80952381	2.285714286	2.428571429	2.380952381	2.19047619	2.219047619	11.0952381	2.428571429	3.830369357	0.05579399142	mouth/throat	3.857142857	visual	6.250514733	28.61904762	0.07820299501	concrete
Zhong-2022-664-138	138	云海	雲海	yúnhǎi	sea of ​​clouds			N	雨	pictograph	氵	phono-semantic	4.857142857	1.952380952	0.2857142857	0.4761904762	1.904761905	2.952380952	2.071428571	visual	4.857142857	5.369461598	12.42857143	0.367816092	1.142857143	2.333333333	1.761904762	2.380952381	2	1.923809524	9.619047619	2.380952381	3.452791224	0.1287128713	head	4.857142857	visual	5.808498772	22.04761905	0.2073434125	concrete
Zhong-2022-664-139	139	景色	景色	jǐngsè	view			N	日	phono-semantic	色	compound_ideograph	4.80952381	3.142857143	1.857142857	2.666666667	2.666666667	3.523809524	3.111111111	visual	4.80952381	6.130319924	18.66666667	0.1581632653	1.904761905	1.952380952	1.571428571	2.380952381	2.238095238	2.00952381	10.04761905	2.380952381	3.50180791	0.08056872038	head	4.80952381	visual	6.489718967	28.71428571	0.1127694859	concrete
Zhong-2022-664-140	140	腥臭	腥臭	xīngchòu	fishy			Nadj	月(肉)	phono-semantic	自	phono-semantic	2.19047619	0.7142857143	3.333333333	4.571428571	1.476190476	3.428571429	2.619047619	olfactory	4.571428571	5.718125726	15.71428571	0.2454545455	0.7619047619	1.380952381	2.952380952	2.380952381	1.285714286	1.752380952	8.761904762	2.952380952	3.541896867	0.25	mouth/throat	4.571428571	olfactory	6.139319184	24.47619048	0.1575875486	concrete
Zhong-2022-664-141	141	叫声	叫聲	jiàoshēng	call			N	口	phono-semantic	耳	phono-semantic	1.571428571	4.761904762	0.5238095238	0.4761904762	0.7142857143	2.904761905	1.825396825	auditory	4.761904762	5.154956597	10.95238095	0.3913043478	1.095238095	1.285714286	3.333333333	2.380952381	1.619047619	1.942857143	9.714285714	3.333333333	3.875713352	0.2303921569	mouth/throat	4.761904762	auditory	5.800904791	20.66666667	0.2073732719	concrete
Zhong-2022-664-142	142	烟花	煙花	yānhuā	fireworks			N	火	phono-semantic	艹	phono-semantic	4.904761905	4.666666667	0.9047619048	2.619047619	0.9047619048	2.333333333	2.722222222	visual	4.904761905	6.314454548	16.33333333	0.2448979592	1.476190476	2.380952381	1.285714286	2.380952381	1.952380952	1.895238095	9.476190476	2.380952381	3.413647039	0.1155778894	hand/arm+head	4.904761905	visual	6.630887033	25.80952381	0.1549815498	concrete
Zhong-2022-664-143	143	饺子	餃子	jiǎozi	dumplings			N	飠	phono-semantic	子	pictograph	4.333333333	1.571428571	4.857142857	4.666666667	3.666666667	3.285714286	3.73015873	gustatory	4.857142857	7.282575489	22.38095238	0.1468085106	1.142857143	3.428571429	4.047619048	2.380952381	1.904761905	2.580952381	12.9047619	4.047619048	5.046461787	0.2250922509	mouth/throat	4.857142857	gustatory	8.014323828	35.28571429	0.1052631579	concrete
Zhong-2022-664-144	144	缘分	緣分	yuánfèn	fate			N	糹	phono-semantic	刀	compound_ideograph	2.368421053	2.578947368	1.052631579	1.421052632	2.210526316	3.684210526	2.219298246	interoceptive	3.684210526	4.56742647	13.31578947	0.1976284585	1.842105263	2	2	2.368421053	2.105263158	2.063157895	10.31578947	2.368421053	3.553390447	0.05102040816	head	3.684210526	interoceptive	5.194348172	23.63157895	0.1113585746	abstract
Zhong-2022-664-145	145	容颜	容顏	róngyán	appearance			N	宀	compound_ideograph	頁	phono-semantic	4.736842105	1.421052632	0.9473684211	0.8421052632	2.631578947	3.578947368	2.359649123	visual	4.736842105	5.589897799	14.15789474	0.2750929368	1.421052632	1.947368421	2.157894737	2.368421053	1.368421053	1.852631579	9.263157895	2.368421053	3.306529796	0.1079545455	head	4.736842105	visual	5.951630081	23.42105263	0.1662921348	concrete
Zhong-2022-664-146	146	惆怅	惆悵	chóuchàng	melancholy			Nv	忄	phono-semantic	忄	phono-semantic	2.363636364	2.090909091	1.227272727	1.136363636	1.181818182	4.227272727	2.037878788	interoceptive	4.227272727	4.685326009	12.22727273	0.2527881041	2.227272727	2.545454545	1.818181818	2.363636364	2.227272727	2.236363636	11.18181818	2.545454545	3.866563787	0.06504065041	hand/arm	4.227272727	interoceptive	5.436288921	23.40909091	0.132038835	abstract
Zhong-2022-664-147	147	视频	視頻	shìpín	video			N	見	phono-semantic	頁	compound_ideograph	4.727272727	4.272727273	0.8181818182	0.4545454545	0.8181818182	3.636363636	2.454545455	visual	4.727272727	6.152728484	14.72727273	0.2901234568	1.954545455	2.454545455	1.818181818	2.363636364	2.272727273	2.172727273	10.86363636	2.454545455	3.761237958	0.05857740586	hand/arm	4.727272727	visual	6.589515073	25.59090909	0.1669626998	concrete
Zhong-2022-664-148	148	风景	風景	fēngjǐng	landscape	2342	LANDSCAPE	N	風	phono-semantic	日	phono-semantic	4.909090909	3.136363636	1.181818182	1.909090909	2.090909091	3.090909091	2.71969697	visual	4.909090909	5.813092029	16.31818182	0.2284122563	2.409090909	2.227272727	2.045454545	2.363636364	2.136363636	2.236363636	11.18181818	2.409090909	3.838214134	0.0325203252	leg/foot	4.909090909	visual	6.324539979	27.5	0.1355371901	concrete
Zhong-2022-664-149	149	仙人	仙人	xiānrén	fairy	1138	FAIRY	N	亻	compound_ideograph	人	pictograph	3.095238095	2.19047619	0.5714285714	0.7142857143	1.476190476	2.761904762	1.801587302	visual	3.095238095	4.020730211	10.80952381	0.2334801762	1.333333333	1.952380952	1.428571429	2.333333333	1.523809524	1.714285714	8.571428571	2.333333333	3.071252576	0.1166666667	head	3.095238095	visual	4.546353632	19.38095238	0.1302211302	abstract
Zhong-2022-664-150	150	正宗	正宗	zhèngzōng	authentic			Nadj	止	ideograph	宀	compound_ideograph	3.285714286	2.571428571	3.142857143	2.952380952	2.285714286	3.666666667	2.984126984	interoceptive	3.666666667	5.544992086	17.9047619	0.07712765957	1.333333333	2.095238095	2.333333333	2.333333333	1.476190476	1.914285714	9.571428571	2.333333333	3.425436214	0.1044776119	mouth/throat+head	3.666666667	interoceptive	5.950370877	27.47619048	0.0849220104	abstract
Zhong-2022-664-151	151	心病	心病	xīnbìng	secret trouble			N	心	pictograph	疒	phono-semantic	1.619047619	1.857142857	0.5714285714	0.6666666667	1.095238095	4.428571429	1.706349206	interoceptive	4.428571429	4.630735944	10.23809524	0.376744186	0.619047619	1.428571429	1.523809524	2.333333333	1.428571429	1.466666667	7.333333333	2.333333333	2.815144037	0.2337662338	head	4.428571429	interoceptive	4.954389213	17.57142857	0.2195121951	abstract
Zhong-2022-664-152	152	谋略	謀略	móulüè	strategy			N	言	phono-semantic	田	phono-semantic	2.285714286	2.523809524	0.5238095238	0.7142857143	1.047619048	3.428571429	1.753968254	interoceptive	3.428571429	4.120863552	10.52380952	0.2760180995	1.285714286	2.333333333	2.238095238	2.333333333	1.238095238	1.885714286	9.428571429	2.333333333	3.438134676	0.1161616162	head	3.428571429	interoceptive	4.800403778	19.95238095	0.1455847255	abstract
Zhong-2022-664-153	153	情调	情調	qíngdiào	sentiment			N	忄	phono-semantic	言	phono-semantic	3.666666667	3.095238095	1.428571429	1.619047619	1.80952381	3.095238095	2.452380952	visual	3.666666667	4.955453562	14.71428571	0.1521035599	0.9523809524	1.619047619	1.523809524	2.333333333	1.380952381	1.561904762	7.80952381	2.333333333	2.883832793	0.1768292683	head	3.666666667	visual	5.261692045	22.52380952	0.1205073996	abstract
Zhong-2022-664-154	154	闲话	閒話	xiánhuà	gossip	3640	GOSSIP	Nv	門	compound_ideograph	言	phono-semantic	2	4.380952381	0.6666666667	0.8095238095	0.9047619048	3.285714286	2.007936508	auditory	4.380952381	5.05436975	12.04761905	0.3083003953	1.523809524	2.238095238	3.428571429	2.333333333	1.904761905	2.285714286	11.42857143	3.428571429	4.210906398	0.1666666667	mouth/throat	4.380952381	auditory	5.884734064	23.47619048	0.1582150101	concrete
Zhong-2022-664-155	155	训话	訓話	xùnhuà	preaching			Nv	言	phono-semantic	言	phono-semantic	3.476190476	4.523809524	0.3333333333	0.4761904762	0.9523809524	3.19047619	2.158730159	auditory	4.523809524	5.518616659	12.95238095	0.3235294118	1.19047619	2.095238095	3.523809524	2.333333333	1.619047619	2.152380952	10.76190476	3.523809524	4.152237227	0.2168141593	mouth/throat	4.523809524	auditory	6.211522244	23.71428571	0.1767068273	concrete
Zhong-2022-664-156	156	空想	空想	kōngxiǎng	fantasy			Nv	穴	phono-semantic	心	phono-semantic	1.090909091	1.454545455	0.5	0.5909090909	0.7272727273	3.636363636	1.333333333	interoceptive	3.636363636	3.760434528	8	0.3920454545	1.045454545	1.227272727	1.545454545	2.318181818	1.409090909	1.509090909	7.545454545	2.318181818	2.799405338	0.1686746988	head	3.636363636	interoceptive	4.219295649	15.54545455	0.201754386	abstract
Zhong-2022-664-157	157	乐器	樂器	yuèqì	musical instrument			N	木	pictograph	口	pictograph	3.5	4.772727273	0.4090909091	1	3.272727273	3.545454545	2.75	auditory	4.772727273	6.147119184	16.5	0.2644628099	2.363636364	3.772727273	2.409090909	2.318181818	2.136363636	2.6	13	3.772727273	4.688975249	0.1258741259	hand/arm	4.772727273	auditory	6.947745254	29.5	0.1479198767	concrete
Zhong-2022-664-158	158	天空	天空	tiānkōng	sky	1732	SKY	N	大	ideograph	穴	phono-semantic	4.590909091	2.409090909	0.7272727273	0.6818181818	1.181818182	2.863636364	2.075757576	visual	4.590909091	5.149825737	12.45454545	0.3138686131	1.545454545	2.090909091	1.272727273	2.318181818	1.772727273	1.8	9	2.318181818	3.205031226	0.1161616162	head	4.590909091	visual	5.534219842	21.45454545	0.1822033898	concrete
Zhong-2022-664-159	159	太阳	太陽	tàiyáng	sun	1343	SUN	N	大	ideograph	阝	phono-semantic	4.727272727	1	0.5	0.8636363636	1.454545455	3	1.924242424	visual	4.727272727	5.161243109	11.54545455	0.3661417323	1.545454545	1.909090909	1.590909091	2.318181818	1.818181818	1.836363636	9.181818182	2.318181818	3.212195152	0.08415841584	head	4.727272727	visual	5.546508965	20.72727273	0.2039473684	concrete
Zhong-2022-664-160	160	意识	意識	yìshí	awareness			N	心	compound_ideograph	言	phono-semantic	0.8421052632	1.263157895	0.2631578947	0.4210526316	0.8947368421	3.736842105	1.236842105	interoceptive	3.736842105	3.816800116	7.421052632	0.4680851064	0.8947368421	1	0.9473684211	2.315789474	1.315789474	1.294736842	6.473684211	2.315789474	2.584517797	0.2195121951	head	3.736842105	interoceptive	4.176797418	13.89473684	0.25	abstract
Zhong-2022-664-161	161	模拟	模擬	mónǐ	simulation			Nv	木	phono-semantic	扌	phono-semantic	2.736842105	2.105263158	1.368421053	1.368421053	2	2.631578947	2.035087719	visual	2.736842105	3.940360275	12.21052632	0.1120689655	2.105263158	2.157894737	1.947368421	2.315789474	2.263157895	2.157894737	10.78947368	2.315789474	3.702965587	0.03414634146	head	2.736842105	visual	4.819633962	23	0.05949656751	abstract
Zhong-2022-664-162	162	权威	權威	quánwēi	authority	1637	AUTHORITY	N	木	phono-semantic	女	phono-semantic	3.157894737	2.842105263	0.3684210526	0.6315789474	0.9473684211	3.421052632	1.894736842	interoceptive	3.421052632	4.573119816	11.36842105	0.2685185185	1.105263158	1.947368421	1.263157895	2.315789474	1.421052632	1.610526316	8.052631579	2.315789474	2.963995932	0.1503267974	head	3.421052632	interoceptive	4.955323426	19.42105263	0.1571815718	abstract
Zhong-2022-664-163	163	脑海	腦海	nǎohǎi	mind	1562	MIND	N	月(肉)	phono-semantic	氵	phono-semantic	2.368421053	2	1.526315789	1.473684211	1.684210526	3.684210526	2.122807018	interoceptive	3.684210526	4.359026652	12.73684211	0.173553719	1.157894737	0.9473684211	0.9473684211	2.315789474	1.210526316	1.315789474	6.578947368	2.315789474	2.593580275	0.208	head	3.684210526	interoceptive	4.645800945	19.31578947	0.1416893733	abstract
Zhong-2022-664-164	164	锐气	銳氣	ruìqì	spirit			N	釒	phono-semantic	气	pictograph	2.315789474	2.157894737	1.421052632	1.368421053	1.789473684	3.368421053	2.070175439	interoceptive	3.368421053	4.157256527	12.42105263	0.1610169492	1.631578947	1.894736842	1.789473684	2.315789474	2.421052632	2.010526316	10.05263158	2.421052632	3.51654956	0.07853403141	torso	3.368421053	interoceptive	4.867662025	22.47368421	0.08899297424	abstract
Zhong-2022-664-165	165	诱惑	誘惑	yòuhuò	temptation			Nv	言	phono-semantic	心	phono-semantic	3.368421053	2.684210526	2.263157895	2.315789474	2.684210526	3.421052632	2.789473684	interoceptive	3.421052632	5.204187352	16.73684211	0.06918238994	2.052631579	2.263157895	2.631578947	2.315789474	2.315789474	2.315789474	11.57894737	2.631578947	3.985422225	0.05	mouth/throat	3.421052632	interoceptive	5.889176416	28.31578947	0.04832713755	abstract
Zhong-2022-664-166	166	辩论	辯論	biànlùn	debate			Nv	辛	phono-semantic	言	phono-semantic	3.739130435	4.434782609	0.7826086957	0.8695652174	1.434782609	3.391304348	2.442028986	auditory	4.434782609	5.673178854	14.65217391	0.2492581602	1.695652174	2.391304348	3.869565217	2.304347826	2.217391304	2.495652174	12.47826087	3.869565217	4.635847941	0.1742160279	mouth/throat	4.434782609	auditory	6.559380397	27.13043478	0.1346153846	concrete
Zhong-2022-664-167	167	悲叹	悲嘆	bēitàn	lament			Nv	忄	phono-semantic	口	phono-semantic	3.235294118	3.705882353	0.7058823529	0.7058823529	1.058823529	3.823529412	2.205882353	interoceptive	3.823529412	5.22379777	13.23529412	0.2355555556	1.235294118	1.705882353	3.352941176	2.294117647	1.764705882	2.070588235	10.35294118	3.352941176	3.960298271	0.2045454545	mouth/throat	3.823529412	interoceptive	5.893111683	23.58823529	0.1321695761	abstract
Zhong-2022-664-168	168	余韵	餘韻	yúyùn	after rhyme			N	飠	phono-semantic	音	phono-semantic	2	3.823529412	1.588235294	1.588235294	1.529411765	3.235294118	2.294117647	auditory	3.823529412	4.781991599	13.76470588	0.1666666667	1.294117647	1.529411765	1.882352941	2.294117647	1.647058824	1.729411765	8.647058824	2.294117647	3.070777852	0.1156462585	head	3.823529412	auditory	5.171495483	22.41176471	0.1128608924	abstract
Zhong-2022-664-169	169	动物	動物	dòngwù	animal	619	ANIMAL	N	力	phono-semantic	牛	phono-semantic	4.352941176	4	1.882352941	2.411764706	2.764705882	2.470588235	2.980392157	visual	4.352941176	5.880893756	17.88235294	0.1381578947	2.294117647	2.411764706	2.058823529	2.294117647	2.470588235	2.305882353	11.52941176	2.470588235	3.957527759	0.03571428571	torso	4.352941176	visual	6.426171249	29.41176471	0.084	concrete
Zhong-2022-664-170	170	欲望	慾望	yùwàng	desire	2960	LONGING (WISH)	N	心	phono-semantic	月	compound_ideograph	2.19047619	1.904761905	1.428571429	1.428571429	1.428571429	3.761904762	2.023809524	interoceptive	3.761904762	4.298170698	12.14285714	0.1921568627	1.238095238	1.904761905	1.666666667	2.285714286	1.952380952	1.80952381	9.047619048	2.285714286	3.201754945	0.1157894737	head	3.761904762	interoceptive	4.823546245	21.19047619	0.1191011236	abstract
Zhong-2022-664-171	171	呻吟	呻吟	shēnyín	moan			Nv	口	phono-semantic	口	phono-semantic	3.095238095	4.523809524	1.095238095	1.333333333	1.80952381	3.380952381	2.53968254	auditory	4.523809524	5.544968673	15.23809524	0.225	1.857142857	2.238095238	3.476190476	2.285714286	2.142857143	2.4	12	3.476190476	4.333917878	0.1349206349	mouth/throat	4.523809524	auditory	6.315462716	27.23809524	0.1258741259	concrete
Zhong-2022-664-172	172	念头	念頭	niàntou	idea			N	心	phono-semantic	頁	phono-semantic	0.8333333333	1	0.7222222222	0.6111111111	0.5	3.333333333	1.166666667	interoceptive	3.333333333	3.401201392	7	0.4047619048	0.8333333333	0.8888888889	1.055555556	2.277777778	1	1.211111111	6.055555556	2.277777778	2.481184767	0.2385321101	head	3.333333333	interoceptive	3.794186444	13.05555556	0.2170212766	abstract
Zhong-2022-664-173	173	迷惘	迷惘	míwǎng	perplexed			Nv	辶	phono-semantic	心	phono-semantic	2.272727273	1.727272727	0.8181818182	0.5454545455	0.7272727273	4	1.681818182	interoceptive	4	4.344255908	10.09090909	0.3423423423	1.545454545	1.954545455	1.409090909	2.272727273	1.909090909	1.818181818	9.090909091	2.272727273	3.196254746	0.095	head	4	interoceptive	4.857868801	19.18181818	0.1800947867	abstract
Zhong-2022-664-174	174	理论	理論	lǐlùn	theory	2433	THEORY	N	王(玉)	phono-semantic	言	phono-semantic	2.681818182	3.318181818	0.6363636364	0.5	0.8181818182	3.045454545	1.833333333	auditory	3.318181818	4.396807002	11	0.2561983471	1.272727273	2.045454545	3	2.272727273	1.772727273	2.072727273	10.36363636	3	3.801332683	0.1666666667	mouth/throat	3.318181818	auditory	5.191609215	21.36363636	0.1319148936	abstract
Zhong-2022-664-175	175	言论	言論	yánlùn	speech			N	言	ideograph	言	phono-semantic	2.136363636	4.318181818	0.5454545455	0.5909090909	0.6818181818	3.636363636	1.984848485	auditory	4.318181818	5.180598405	11.90909091	0.3167938931	0.9090909091	1.409090909	3.727272727	2.272727273	1.409090909	1.945454545	9.727272727	3.727272727	4.11868491	0.2897196262	mouth/throat	4.318181818	auditory	5.933597347	21.63636364	0.1743697479	concrete
Zhong-2022-664-176	176	意见	意見	yìjiàn	opinion			N	心	compound_ideograph	見	compound_ideograph	2.454545455	3.681818182	0.8636363636	0.8636363636	0.9545454545	2.863636364	1.946969697	auditory	3.681818182	4.487026414	11.68181818	0.2412451362	1.5	2	3.090909091	2.272727273	2.045454545	2.181818182	10.90909091	3.090909091	3.940835794	0.1458333333	mouth/throat	3.681818182	auditory	5.331426443	22.59090909	0.1247484909	concrete
Zhong-2022-664-177	177	报刊	報刊	bàokān	newspaper and magazine			N	土	compound_ideograph	刂	phono-semantic	4.5	1.954545455	0.5909090909	1.181818182	2.681818182	3.045454545	2.325757576	visual	4.5	5.289367716	13.95454545	0.2801302932	1.272727273	2.909090909	1.409090909	2.272727273	1.181818182	1.809090909	9.045454545	2.909090909	3.499821106	0.1909547739	hand/arm	4.5	visual	5.757469709	23	0.1699604743	concrete
Zhong-2022-664-178	178	月亮	月亮	yuèliàng	moon	1313	MOON	N	月	pictograph	亠	compound_ideograph	4.590909091	1.863636364	0.5454545455	0.5909090909	0.9545454545	2.772727273	1.886363636	visual	4.590909091	5.010482641	11.31818182	0.3574297189	1.181818182	1.954545455	1.272727273	2.272727273	1.772727273	1.690909091	8.454545455	2.272727273	3.054174835	0.1290322581	head	4.590909091	visual	5.363321867	19.77272727	0.2045977011	concrete
Zhong-2022-664-179	179	亡灵	亡靈	wánglíng	ghost			N	亠	compound_ideograph	雨	phono-semantic	2.157894737	2.315789474	0.4210526316	0.5789473684	1.631578947	3.421052632	1.754385965	interoceptive	3.421052632	4.063935913	10.52631579	0.285	1.947368421	1.894736842	1.684210526	2.263157895	2.052631579	1.968421053	9.842105263	2.263157895	3.397125684	0.05882352941	head	3.421052632	interoceptive	4.737420332	20.36842105	0.1472868217	abstract
Zhong-2022-664-180	180	妖术	妖術	yāoshù	witchcraft			N	女	phono-semantic	行	phono-semantic	3.578947368	3.263157895	1	0.6315789474	1.947368421	3.578947368	2.333333333	visual/interoceptive	3.578947368	5.130790102	14	0.2105263158	2.052631579	1.894736842	1.736842105	2.263157895	2.052631579	2	10	2.263157895	3.446250163	0.05263157895	head	3.578947368	visual/interoceptive	5.604056997	24	0.1228070175	abstract
Zhong-2022-664-181	181	膨胀	膨脹	péngzhàng	swell	1573	SWELL	Nv	月(肉)	phono-semantic	月(肉)	phono-semantic	3.736842105	3.105263158	1.842105263	1.473684211	2.315789474	3.368421053	2.640350877	visual	3.736842105	5.219721456	15.84210526	0.1428571429	2.052631579	2.315789474	1.947368421	2.263157895	2.631578947	2.242105263	11.21052632	2.631578947	3.876838536	0.06103286385	torso	3.736842105	visual	5.852732413	27.05263158	0.08365758755	abstract
Zhong-2022-664-182	182	歌声	歌聲	gēshēng	singing			N	欠	phono-semantic	耳	phono-semantic	1.947368421	4.789473684	0.3684210526	0.4736842105	0.6842105263	3	1.877192982	auditory	4.789473684	5.250294905	11.26315789	0.3925233645	1.263157895	1.631578947	2.526315789	2.263157895	1.631578947	1.863157895	9.315789474	2.526315789	3.374240386	0.1355932203	mouth/throat	4.789473684	auditory	5.678909637	20.57894737	0.2148337596	concrete
Zhong-2022-664-183	183	歌曲	歌曲	gēqǔ	song	1096	SONG	Nv	欠	phono-semantic	曰	pictograph	2.368421053	4.947368421	0.7894736842	0.7368421053	1.105263158	3.631578947	2.263157895	auditory	4.947368421	5.693049925	13.57894737	0.3100775194	1.684210526	2.315789474	2.789473684	2.263157895	2.052631579	2.221052632	11.10526316	2.789473684	3.896117179	0.09952606635	mouth/throat	4.947368421	auditory	6.245882344	24.68421053	0.170575693	concrete
Zhong-2022-664-184	184	背影	背影	bèiyǐng	a view of sb's back			N	月(肉)	phono-semantic	彡	phono-semantic	4.736842105	1.052631579	0.5789473684	0.6315789474	1	3.105263158	1.850877193	visual	4.736842105	5.178101245	11.10526316	0.3744075829	1.684210526	1.842105263	0.9473684211	2.263157895	2	1.747368421	8.736842105	2.263157895	3.157183075	0.1506024096	head	4.736842105	visual	5.543015088	19.84210526	0.2095490716	concrete
Zhong-2022-664-185	185	杂志	雜誌	zázhì	magazine			N	隹	phono-semantic	言	phono-semantic	4.789473684	1.789473684	0.9473684211	1	3	2.473684211	2.333333333	visual	4.789473684	5.424118468	14	0.2744360902	1.210526316	3	1.210526316	2.263157895	1.684210526	1.873684211	9.368421053	3	3.606694122	0.191011236	hand/arm	4.789473684	visual	5.910715688	23.36842105	0.1644144144	concrete
Zhong-2022-664-186	186	素质	素質	sùzhi	quality			N	糸	compound_ideograph	貝	phono-semantic	2.956521739	2.043478261	1.043478261	1.173913043	1.304347826	3.347826087	1.97826087	interoceptive	3.347826087	4.251952147	11.86956522	0.1941391941	2.043478261	2.347826087	2.304347826	2.260869565	2.043478261	2.2	11	2.347826087	3.775110995	0.02766798419	hand/arm	3.347826087	interoceptive	5.074514797	22.86956522	0.1007604563	abstract
Zhong-2022-664-187	187	乡愁	鄉愁	xiāngchóu	homesickness			N	阝	compound_ideograph	心	phono-semantic	2.5	2.375	2.0625	1.9375	1.75	3.6875	2.385416667	interoceptive	3.6875	4.650377151	14.3125	0.135371179	1.625	2	1.8125	2.25	1.875	1.9125	9.5625	2.25	3.308876719	0.06535947712	head	3.6875	interoceptive	5.152587696	23.875	0.08638743455	abstract
Zhong-2022-664-188	188	纯情	純情	chúnqíng	innocent	90	INNOCENT	Nadj	糹	phono-semantic	忄	phono-semantic	3.25	2.0625	1.125	0.9375	1.6875	3.5	2.09375	interoceptive	3.5	4.531142487	12.5625	0.2039800995	2	2.3125	2.375	2.25	1.8125	2.15	10.75	2.375	3.711043464	0.0523255814	mouth/throat	3.5	interoceptive	5.243155882	23.3125	0.109919571	abstract
Zhong-2022-664-189	189	万物	萬物	wànwù	everything			N	艹	phono-semantic	牜	phono-semantic	4.238095238	4.047619048	3	3.666666667	3.80952381	3.857142857	3.76984127	visual	4.238095238	6.92019649	22.61904762	0.05473684211	2.571428571	2.80952381	2.333333333	2.238095238	2.238095238	2.438095238	12.19047619	2.80952381	4.2040953	0.046875	hand/arm	4.238095238	visual	7.402939246	34.80952381	0.05745554036	abstract
