# http://comparalex.org/index.php?page=stdlist&id=11
220	185.2	show	montrer
221	186	hear	entendre
222	187	to smell (something)	sentir (par le nez)
223	188	know (something or someone)	connaître, savoir
224	189	count (v)	compter
225	190	I	je
226	191	you (thou)	tu (sing)
227	192.1	(s)he	elle, il
228	193	we	nous
229	194	you (pl.)	vous (pl)
230	195	they	ils (humains)
231	196	who?	qui?
232	197	what?	quoi?
233	198	when?	quand?
234	199	how?	comment?
235	200	where?	où?
236	201	here	ici
237	202	there	là
238	203.1	(going) towards	vers (direction)
239	203.2	(coming) from	venir de
240	204	in	à l'intérieur
241	205	behind, after	derrière, en arrière
242	206	near	proche, près
243	207	far	loin, éloigné, lointain
244	208	right (side)	(à) droite
245	209	left (side)	(à) gauche
246	210	with	avec
247	211	no, not	non
248	212	because	parce que
249	213	if	si
250	214	this	ce (monsieur)-ci
251	215	that	ce(monsieur)-là
252	216	other / different	d'autres (messieurs)
253	216	other / different	(être) différent
254	217	all	tout, tous
255	218	many, much	beaucoup (de)
256	219	iron (metal)	fer
257	220	maize	maïs
