CONCEPTICON_ID	EAT_WORD	DEGREE	WEIGHTED_DEGREE
212	FIELD	236	550.00
213	FIN	39	132.00
214	STRETCH	78	160.00
215	LIE DOWN	4	5.00
216	MOVIE	11	11.00
218	FINE	203	294.00
219	TOILET	104	309.00
221	FIRE	423	1895.00
222	LAVISH	55	96.00
225	PESTLE	2	13.00
227	FISH	338	1532.00
228	CARVE	38	104.00
230	SWEEP	57	212.00
231	SHAVE	59	171.00
232	FLEA	64	147.00
234	PADDLE	33	116.00
236	STEPMOTHER	1	2.00
237	STEPFATHER	2	2.00
238	PRAWNS	4	4.00
239	FLOWER	243	1319.00
240	ELECTION	81	172.00
242	COST	83	191.00
243	FRESH	112	209.00
244	LEFT	146	436.00
245	BROOM	46	168.00
246	THRUST	72	120.00
247	TAN	48	120.00
248	HAPPEN	90	260.00
249	FOG	90	281.00
250	LIGHT	405	1702.00
251	SHARPEN	25	98.00
252	FRIGHTEN	54	177.00
253	CARE FOR	2	2.00
254	STICKING	6	8.00
255	SERVANT	76	189.00
256	FOOD	714	3016.00
257	WORSHIP	54	134.00
258	CALM	140	373.00
259	ROUGH	173	496.00
260	SAVANNA	2	2.00
265	FOWL	58	129.00
266	SCALE	82	135.00
267	NIT	61	144.00
268	DRIBBLE	6	10.00
269	COOKED	47	105.00
270	JUG	78	188.00
271	SAUCER	33	263.00
272	TONGS	48	139.00
273	DOUGH	45	122.00
274	KNEAD	3	3.00
275	PEEL	52	160.00
277	SPINDLE	49	101.00
279	THATCH	16	115.00
281	POST	148	474.00
282	POLE	107	249.00
283	PADDY	33	110.00
284	HOE	11	35.00
285	THRESH	1	3.00
287	CONE	71	145.00
288	FORGE	7	22.00
289	MOLD	3	3.00
291	PULL OFF	2	2.00
292	RUG	81	208.00
296	CROUCH	54	105.00
297	CROOKED	58	139.00
298	SHRIEK	53	134.00
299	SCOLD	9	22.00
300	RATTLE	50	150.00
302	CLAN	8	17.00
304	PREACH	9	25.00
305	GRANDPARENTS	4	4.00
307	HAWK	58	152.00
317	PIRANHA	2	2.00
318	FOOTPRINT	2	2.00
319	LICK	60	131.00
320	LAME	14	16.00
321	CHEW	61	166.00
322	FIG	39	119.00
323	FAT	334	955.00
325	FELT	83	163.00
326	CLOAK	61	174.00
329	STOCKING	61	172.00
331	HEADDRESS	2	2.00
332	RAG	105	212.00
333	PLAIT	4	7.00
336	PADLOCK	36	102.00
338	RAKE	67	123.00
341	SICKLE	35	114.00
342	HAY	107	355.00
343	VINE	26	161.00
345	SAP	42	107.00
352	UNTIE	3	3.00
353	STRIKE	134	246.00
354	POUND	86	407.00
356	SHEARS	37	111.00
357	HANG UP	1	2.00
359	POTTER	62	109.00
361	PEG	42	162.00
362	STRING	136	429.00
363	DWELL	29	104.00
364	SMEAR	49	109.00
365	SPLASH	58	156.00
366	LIMP	64	109.00
367	RIDE	102	246.00
368	SLEDGE	22	103.00
369	OWE	47	146.00
370	BARTER	5	5.00
371	PICK UP	65	99.00
372	POINTED	62	128.00
373	LONG AGO	4	4.00
375	SNIFF	38	121.00
377	LOUD	143	494.00
378	PINCH	76	185.00
379	BLUNT	54	142.00
380	WRINKLED	13	16.00
381	BLAME	10	17.00
382	GOVERN	5	7.00
383	MASTER	120	291.00
384	FREEMAN	3	6.00
385	RESPECT	87	138.00
387	SLING	44	112.00
390	PUNISHMENT	86	212.00
391	BLESS	4	4.00
392	MAGIC	103	324.00
393	CIRCUMCISION	3	3.00
395	PILL	100	225.00
396	TABLET	42	121.00
398	PIERCE	63	119.00
400	MUSH	14	15.00
404	ALCOHOL	94	186.00
406	OLD MAN	37	42.00
419	SEVERE	61	121.00
420	FOREST	79	215.00
421	RETREAT	79	149.00
422	NECESSITY	63	135.00
423	GET LOST	4	11.00
430	TWIST	108	202.00
443	TIP	79	187.00
444	LONG HAIR	11	11.00
460	BREAK	210	491.00
462	WRAPPER	9	9.00
463	FELL	73	145.00
467	CRAYFISH	2	2.00
472	PELICAN	2	2.00
473	SPEAR	85	171.00
474	DRESS	252	680.00
475	UNTRUTH	28	114.00
476	CUP	137	443.00
477	LATE	138	335.00
478	LIP	56	158.00
479	GROW	106	247.00
480	PLATE	124	251.00
481	DISH	114	196.00
482	NOBLE	21	28.00
483	COMPOUND	64	137.00
484	CONDEMN	11	12.00
485	DISAPPEAR	56	174.00
486	MINISTER	112	269.00
487	SHY	103	216.00
488	MANNER	86	141.00
489	KIDNEY	53	147.00
491	CENTER	47	96.00
492	THREE	117	399.00
493	FIVE	106	279.00
494	FLIRT	61	106.00
495	REVENGE	67	121.00
496	CUCUMBER	14	17.00
497	SCAR	53	116.00
499	CURE	81	210.00
500	CRUEL	116	224.00
501	LIFT	130	402.00
502	NAIL	102	364.00
503	FROG	80	375.00
504	LEARN	101	246.00
505	PARENTS	115	222.00
506	MAIZE	6	7.00
507	MELON	52	110.00
508	PERIOD	90	252.00
509	CERTAIN	88	223.00
513	THIS YEAR	2	2.00
514	LAST YEAR	2	6.00
516	PERSON	423	731.00
518	SPARK	48	130.00
519	SPOT	114	252.00
522	WOLF	81	240.00
526	HOWL	51	129.00
528	DREADFUL	18	25.00
531	HOW MUCH	3	3.00
532	GIPSY	7	9.00
533	GLUTTON	6	10.00
534	HUMP	15	60.00
538	MULTITUDE	6	7.00
539	NEST	56	166.00
540	PALATE	30	100.00
541	POETRY	110	247.00
542	SCANTY	4	5.00
543	SHUTTLE	4	5.00
544	SPICY	4	14.00
545	SPRUCE	2	2.00
546	SUCKER	75	119.00
547	SURFACE	69	162.00
548	INFECTED	2	2.00
549	COPULATE	6	7.00
550	DILUTE	35	100.00
551	DISLOCATE	1	2.00
553	HEW	3	3.00
554	HINDER	55	114.00
557	OFFEND	52	104.00
559	BROTHER	137	361.00
560	BROTHER	137	361.00
561	SISTER	102	285.00
562	SISTER	102	285.00
563	YOUNG	161	392.00
564	YOUNG	161	392.00
565	OLD	414	1461.00
566	OLD	414	1461.00
567	REBEL	100	145.00
568	RISE	87	212.00
569	SPOIL	69	134.00
570	STAND UP	2	2.00
571	STING	55	229.00
573	SWAY	61	107.00
575	TREAD	49	109.00
576	DANDRUFF	3	3.00
578	KISS	83	350.00
579	BATTLE	129	398.00
580	FUR	99	255.00
581	COME BACK	38	105.00
582	LEND	42	190.00
584	DIFFICULT	156	383.00
585	BOOT	100	198.00
586	GARDEN	232	720.00
587	ANT	76	190.00
588	BROKEN	156	330.00
589	CLOSED	62	188.00
590	NAKED	82	296.00
591	ADDRESS	56	141.00
592	PISS	44	71.00
593	POTATO	110	349.00
594	PIECE	125	427.00
597	PHYSICIAN	27	111.00
598	SHELL	87	248.00
600	STRANGE	148	321.00
601	LIE	164	674.00
602	HIDE	106	293.00
603	COAT	181	656.00
604	GLASS	265	934.00
605	GRAIN	68	165.00
606	GRASS	263	837.00
607	GRASSHOPPER	44	98.00
608	GULF	44	115.00
609	HAIL	62	124.00
610	PORT	74	175.00
611	HARVEST	27	67.00
612	HEAT	222	538.00
614	HILL	242	703.00
615	HORSE	359	2197.00
616	HOSPITAL	184	777.00
617	ICE	173	937.00
618	PRECIPICE	31	109.00
619	ANIMAL	309	856.00
620	INSECT	123	394.00
621	IRON	213	800.00
622	ISLAND	127	371.00
623	LAGOON	39	106.00
624	LAKE	115	241.00
625	LAMP	103	269.00
626	LAND	221	515.00
627	LEAD	129	272.00
628	LEAF	121	377.00
629	LEATHER	126	280.00
630	LIGHT	405	1702.00
631	LIVESTOCK	2	2.00
632	LIZARD	60	126.00
633	MARKET	101	216.00
634	MEAT	222	780.00
635	MILK	230	883.00
636	MILL	66	163.00
637	MOSS	62	171.00
638	MOTORCYCLE	14	27.00
639	MOUNTAIN	172	594.00
640	MUD	188	504.00
641	MUSHROOM	57	160.00
642	MUSIC	416	1821.00
643	NEED	137	356.00
644	OAK	51	176.00
645	OCEAN	85	316.00
646	ASH	73	202.00
647	PAINT	172	547.00
648	PAPER	434	1768.00
649	PASTURE	28	106.00
650	PETROLEUM	30	102.00
651	SEAL	86	127.00
652	PLAIN	133	214.00
653	PLANT	201	573.00
654	PLASTIC	149	300.00
655	POISON	86	185.00
656	POLICE	259	769.00
657	PRICE	89	229.00
658	RAIN	218	684.00
659	REED	65	115.00
660	REEF	16	122.00
661	RELIGION	218	555.00
662	BATTERY	66	212.00
663	BAY	72	218.00
664	RESIN	4	4.00
665	BEE	66	352.00
666	RIVER	243	932.00
667	ROAD	318	1062.00
668	ROCK	218	543.00
669	RODENT	29	108.00
670	ROOT	80	214.00
671	SAND	179	432.00
672	EARLY	65	204.00
673	SCHOOL	478	1546.00
674	MOUTH	200	550.00
675	FAECES	61	104.00
676	SHIT	209	387.00
677	AXE	76	201.00
678	BEARD	100	248.00
679	BRIGHT	212	516.00
680	BREAK	210	491.00
681	DESTROY	116	233.00
682	SIDE	148	281.00
683	PERSON	423	731.00
684	OWN	98	294.00
685	DECIDE	89	174.00
686	EASY	198	592.00
687	NOTHING	720	1336.00
688	LUNG	56	149.00
689	BETWEEN	107	252.00
690	BOTTOM	121	358.00
691	SEASON	40	120.00
692	BRING	60	136.00
693	FROM	159	352.00
694	GET	132	390.00
695	GO	262	813.00
696	STIR	17	52.00
697	CONTAIN	59	106.00
698	WISE	104	217.00
699	SAD	322	1155.00
700	CARRY	91	246.00
701	SLOW	187	670.00
702	CATCH	119	244.00
703	SOON	147	314.00
704	CLEAN	213	649.00
705	GO UP	3	5.00
706	DARK	317	824.00
707	REMEMBER	82	279.00
708	SHINE	118	362.00
709	TEACH	66	202.00
710	WHEEL	130	475.00
711	TALL	119	389.00
712	RICH	159	531.00
713	STEAL	124	469.00
714	SEED	98	175.00
715	SHOUT	139	526.00
716	GROAN	26	104.00
717	SWEET	287	906.00
718	PAY	153	348.00
719	FIND	133	496.00
720	GOOD LUCK	3	10.00
721	LOW	133	325.00
722	ATTACK	132	225.00
723	PLACE	231	536.00
724	READ	120	278.00
725	OLD PERSON	3	3.00
726	WHILE	53	148.00
727	WHICH	80	173.00
728	FIRST	138	506.00
729	DAWN	77	147.00
730	SNAKE	119	361.00
731	DRINK	380	1541.00
732	YOUR	72	183.00
733	EARN	41	118.00
734	MAKE	175	441.00
735	OWL	32	66.00
736	YARD	92	268.00
737	LIGHT	405	1702.00
738	THING	206	388.00
739	FEED	81	147.00
740	SHIP	401	1861.00
741	DRIVE	121	226.00
742	END	321	1261.00
743	END	321	1261.00
744	EGG	179	819.00
745	SHELF	74	165.00
746	SHOP	272	654.00
747	BICYCLE	87	194.00
749	ENTER	65	170.00
750	DROP	137	364.00
751	SHRUB	43	120.00
752	STORE	114	284.00
754	HURRY	85	262.00
755	DENY	80	149.00
756	DEPEND	2	2.00
757	BUTTON	94	192.00
758	HERON	2	2.00
759	SILVER	128	434.00
760	KNOT	69	179.00
761	COVER	125	288.00
762	OUTSIDE	65	190.00
763	SKIN	267	668.00
764	SUIT	145	385.00
765	MOVE	160	269.00
766	MENSTRUATION	35	105.00
767	CORPSE	33	116.00
768	LUNCH	88	193.00
769	ROOF	95	414.00
771	HAT	240	694.00
772	BELT	110	343.00
773	HAVE	108	281.00
774	CABBAGE	110	267.00
775	TRUMPET	60	174.00
777	FLUTE	59	134.00
778	SMOKE	202	682.00
779	PART	138	329.00
780	OUR	53	144.00
781	FEAR	379	1027.00
782	DEFEAT	76	165.00
783	VICTORY	65	160.00
784	SNOW	175	655.00
785	STRONG	204	549.00
787	SAIL	90	251.00
788	SOAP	149	531.00
789	PEOPLE	723	1554.00
790	READY	76	239.00
791	STRANGER	69	138.00
792	BOIL	77	167.00
793	BOIL	77	167.00
794	PEN	148	514.00
795	TROUT	8	16.00
796	NIPPLE	15	35.00
797	TESTICLES	8	8.00
798	JAW	55	129.00
799	WRIST	41	145.00
800	THIGH	59	133.00
801	RIB	7	9.00
802	ADAM'S APPLE	2	2.00
803	ANKLE	51	194.00
804	WOMB	56	128.00
805	SPINE	50	116.00
806	BLANKET	71	173.00
807	SKILLED	9	15.00
808	DRIP	54	155.00
809	TROUSERS	140	531.00
810	LOCUST	8	12.00
811	SOUL	95	191.00
812	SLAVE	97	254.00
813	DO	184	483.00
815	GOVERNMENT	148	305.00
816	HALF	97	325.00
817	THEY	52	142.00
818	WILLOW	40	119.00
819	STOMACH	126	415.00
820	LAMB	107	398.00
821	POPLAR	29	101.00
822	HOW MANY	2	2.00
823	SORCERER	3	3.00
824	WITCH	94	231.00
825	AWAKE	67	249.00
826	BRANCH	45	187.00
827	ROLL	114	219.00
830	SOOT	43	147.00
831	BASE	85	157.00
832	BEAN	69	162.00
833	ENDURE	54	114.00
834	BUTTOCKS	16	20.00
835	CHAPTER	3	6.00
836	SCREWDRIVER	44	106.00
837	BLUE	337	866.00
838	REMAINS	49	99.00
839	ERR	7	10.00
840	CORMORANT	29	92.00
842	LIQUOR	50	111.00
843	SPIDER	79	317.00
844	KIND	177	513.00
845	MURDER	81	172.00
846	TIGER	93	265.00
847	THIRSTY	54	154.00
848	THIRST	63	395.00
849	SPRING	156	355.00
850	SQUARE	168	665.00
851	STABLE	66	170.00
852	PRIEST	139	407.00
853	ALTAR	47	122.00
854	KETTLE	66	212.00
855	SEIZE	12	16.00
856	HIRE	46	122.00
857	STONE	278	898.00
858	STORM	115	308.00
859	STOVE	52	143.00
860	CAUSE	82	213.00
861	JUDGE	123	452.00
862	SUGAR	152	749.00
863	EDGE	116	305.00
865	FAME	61	129.00
866	WIN	116	332.00
867	GLOVE	57	231.00
868	BANANA	79	171.00
869	BLADE	59	235.00
870	BREATH	96	229.00
872	TAR	68	159.00
873	TAX	88	198.00
874	CANDY	10	13.00
875	SHOEMAKER	3	3.00
876	ARCH	70	142.00
877	MASON	47	110.00
878	HELL	276	577.00
879	COUGH	101	263.00
880	REPEAT	79	166.00
881	TAILOR	42	196.00
882	PARROT	61	145.00
883	TERMITE	2	3.00
884	SHARE	80	159.00
885	OPPOSITE	84	199.00
887	BITTER	102	290.00
888	POISONOUS	44	98.00
889	FLAME	81	197.00
890	MULE	7	47.00
891	TIDE	75	189.00
892	TIME	676	1901.00
893	TIN	159	435.00
894	TOAD	47	156.00
895	TORTOISE	29	112.00
897	SWALLOW	62	179.00
898	TRADE	86	198.00
899	PRESIDENT	59	164.00
900	TRAIN	272	1137.00
902	ADULTERY	5	7.00
904	BERRY	64	181.00
905	BORING	234	412.00
906	TREE	373	2119.00
907	OLD WOMAN	11	22.00
908	DRUM	83	185.00
909	GARBAGE	41	119.00
910	DEATH	561	1804.00
911	TEMPLE	26	34.00
913	CROW	46	126.00
914	SCULPTOR	6	6.00
915	SINK	138	336.00
916	LINEN	66	151.00
917	ORNAMENT	54	107.00
918	INCLINATION	51	110.00
920	GRAPE	43	169.00
921	VALLEY	85	216.00
922	PEAR	58	210.00
923	LOVE	648	1734.00
924	VEGETABLES	75	178.00
926	RICE	80	226.00
928	EMBRACE	38	116.00
929	VERMIN	9	13.00
930	VILLAGE	61	144.00
932	BARLEY	9	26.00
933	WALL	215	483.00
934	BUFFALO	38	109.00
935	WAR	353	1140.00
936	STALLION	25	112.00
937	BIRD	336	1993.00
938	MARE	40	161.00
939	HORN	107	337.00
940	STRAIN	97	227.00
941	MEAD	8	8.00
942	HONEY	92	248.00
943	WATERFALL	7	13.00
944	SALMON	13	22.00
945	SPEAR	85	171.00
946	BLOOD	300	1333.00
947	STREAM	132	376.00
948	WATER	714	3396.00
950	SEAGULL	47	107.00
951	WEAPONS	15	19.00
952	WEATHER	144	352.00
953	RAPE	113	189.00
954	WELL	295	672.00
955	GREASY	63	134.00
956	FLEE	61	118.00
957	WHALE	27	78.00
959	WAGON	56	156.00
960	WIND	240	775.00
961	PEBBLES	31	105.00
962	WOMAN	468	1148.00
963	BOOK	436	1781.00
964	WOOL	149	472.00
965	WORLD	213	449.00
966	BRAKE	52	151.00
967	YEAST	11	14.00
968	ACORN	29	106.00
969	CIGARETTE	112	468.00
970	COCONUT	45	112.00
971	MUST	109	333.00
973	NOODLE	2	2.00
974	TOBACCO	71	183.00
975	SPINACH	30	104.00
976	WEAR	78	181.00
977	ARROW	77	249.00
978	WAVE	125	370.00
979	FARMER	73	154.00
980	HEEL	48	140.00
981	ELBOW	42	127.00
982	LIME	64	236.00
983	CONVICT	66	125.00
984	WORK	716	1791.00
985	VINEGAR	40	157.00
986	TOMATO	69	190.00
987	REMAIN	52	119.00
989	CLEAR	158	306.00
990	CREEK	2	4.00
991	FRY	59	130.00
992	CLIFF	109	333.00
994	BOW	96	239.00
995	QUIVER	8	11.00
996	DEAF	47	242.00
998	PUT	65	208.00
999	JOINT	120	258.00
1000	ANXIETY	68	140.00
1001	BLACKSMITH	38	130.00
1002	STATUE	85	171.00
1003	PERMIT	41	135.00
1004	MUSCLE	113	243.00
1005	TWINS	18	65.00
1006	BRICK	105	237.00
1007	COW	202	817.00
1008	BULL	113	287.00
1010	BOUNDARY	53	114.00
1011	BRIDGE	158	455.00
1012	LATCH	3	3.00
1014	OR	67	295.00
1015	SOIL	118	261.00
1016	DRIZZLE	3	3.00
1017	APPEARANCE	73	119.00
1018	MEMORY	88	233.00
1019	RIGHT	188	620.00
1020	HANDKERCHIEF	63	145.00
1021	TOWEL	58	153.00
1022	BOOTY	42	113.00
1024	CHARACTER	93	174.00
1025	WHISTLE	75	205.00
1027	BUG	99	229.00
1028	YAWN	56	152.00
1029	JEWEL	68	136.00
1030	NECESSARY	131	266.00
1031	ON PURPOSE	2	14.00
1032	CITIZEN	70	147.00
1033	GRIND	16	30.00
1034	DEFENDANT	1	4.00
1035	GOOD	878	2085.00
1036	OWNER	65	137.00
1037	ELF	52	129.00
1038	TEACHER	161	329.00
1039	SHOW	179	456.00
1040	HAIR	381	1534.00
1041	INCREASE	82	178.00
1042	CARPENTER	48	131.00
1043	BRAID	59	101.00
1044	PILLOW	63	167.00
1045	POET	77	161.00
1046	SHUT	64	246.00
1047	PURSUE	34	104.00
1048	LINE	270	687.00
1050	MOTHER-IN-LAW	66	101.00
1051	CAN	144	378.00
1052	LIGHT	405	1702.00
1053	HUNTER	78	127.00
1054	SMALLPOX	9	21.00
1055	FATHER-IN-LAW	3	4.00
1061	ARMOUR	72	157.00
1062	LAW	307	849.00
1063	NEPHEW	6	8.00
1064	SHIELD	23	60.00
1066	CRIME	163	411.00
1067	JUDGMENT	55	102.00
1068	COURT	179	593.00
1069	GLUE	84	242.00
1070	BUS	164	582.00
1071	HOOK	72	160.00
1072	PRISONER	96	272.00
1073	CAPTIVE	45	119.00
1075	TRAP	84	180.00
1077	WHEAT	74	261.00
1078	MAIN	80	148.00
1079	FEEL	126	265.00
1080	VULGAR	18	26.00
1081	BILL	151	358.00
1082	MERCHANT	54	122.00
1083	MESS	218	387.00
1084	CALL	92	216.00
1085	FOLLOW	92	233.00
1086	WORK	716	1791.00
1087	CONCEIVE	6	6.00
1088	SINK	138	336.00
1091	SALTY	56	143.00
1092	HOPE	202	421.00
1093	MIDDLE	84	261.00
1094	FASTEN	54	124.00
1096	SONG	248	697.00
1097	ABANDON	50	115.00
1098	WEIGH	47	132.00
1099	RESIDE	3	3.00
1100	COOK	98	285.00
1101	SUFFER	67	136.00
1102	CLIMB	105	355.00
1103	SACRIFICE	7	9.00
1104	NURSE	101	247.00
1105	CAMP	96	201.00
1107	GO OUT	2	2.00
1108	UNCOVER	53	104.00
1109	WOUND	109	295.00
1110	SHARK	44	132.00
1111	CAR	591	2530.00
1112	SUCCEED	73	152.00
1113	WRAP	57	118.00
1114	BULLET	67	170.00
1115	SPEECH	145	431.00
1116	DAMAGE	77	132.00
1117	LIKE	206	497.00
1119	DIVIDE	69	182.00
1120	HONEST	85	190.00
1121	SECRET	111	215.00
1122	WAGES	55	120.00
1123	PREGNANT	91	183.00
1124	PIPE	120	408.00
1125	BALD	62	153.00
1127	SEND	79	191.00
1128	ORDER	178	419.00
1129	PAINFUL	91	160.00
1130	WE	65	212.00
1131	WE	65	212.00
1132	BEAM	71	148.00
1133	MATCH	133	325.00
1134	DIVORCE	61	136.00
1135	KICK	87	154.00
1136	RABBIT	128	336.00
1137	TENDON	9	29.00
1138	FAIRY	106	328.00
1139	LEOPARD	7	14.00
1140	FATIGUE	49	157.00
1141	PITY	144	219.00
1142	URINE	20	46.00
1143	OVEN	78	188.00
1144	WITNESS	15	24.00
1145	SWAMP	9	11.00
1147	PURE	98	197.00
1148	BRUISE	67	131.00
1149	ORPHAN	45	104.00
1150	THUNDER	51	178.00
1151	VEIL	15	16.00
1153	CATTLE	74	212.00
1154	OLIVE	38	107.00
1155	CAVE	100	234.00
1156	OPEN	190	569.00
1157	BECAUSE	76	203.00
1158	STEP	90	200.00
1159	FART	73	118.00
1160	THIEF	149	540.00
1161	THREAD	74	271.00
1162	INTENTION	61	108.00
1163	BRIBE	43	106.00
1164	BRIBE	43	106.00
1165	MOUSTACHE	20	31.00
1166	MOULD	62	150.00
1168	HAWTHORN	34	99.00
1169	OX	51	126.00
1170	TRAP	84	180.00
1171	MIRROR	92	335.00
1172	SHOOT	127	269.00
1173	EYEBROW	5	13.00
1174	YESTERDAY	55	215.00
1175	GHOST	124	379.00
1176	SPADE	83	295.00
1178	NOSTRIL	26	101.00
1181	PALM TREE	2	2.00
1182	NOISE	399	1256.00
1184	DIMINISH	52	107.00
1185	VULTURE	4	9.00
1186	LAST	133	366.00
1187	GOOSE	57	147.00
1188	CHARCOAL	5	8.00
1189	ULCER	48	254.00
1190	HARE	63	172.00
1192	THREATEN	8	15.00
1193	STEAM	88	214.00
1194	BEAVER	46	116.00
1196	PENALTY	13	14.00
1197	BABOON	2	2.00
1198	MANY	219	629.00
1199	WIFE	161	469.00
1200	HUSBAND	61	241.00
1201	FEATHER	71	205.00
1202	BIG	270	702.00
1203	LONG	289	651.00
1204	BARK	49	152.00
1205	TONGUE	120	307.00
1206	BARKING	23	105.00
1207	YOUNG	161	392.00
1208	CAT	258	999.00
1209	I	138	334.00
1210	HEAVY	185	498.00
1211	HE	55	204.00
1212	WE	65	212.00
1213	YOU	362	923.00
1214	THIS	204	395.00
1215	THOU	45	159.00
1216	MOTHER	272	711.00
1217	FATHER	199	522.00
1218	ROPE	163	460.00
1219	WORM	130	389.00
1220	TAIL	118	306.00
1221	NOSE	188	789.00
1222	PENIS	114	251.00
1223	HEART	222	701.00
1224	LIVER	81	189.00
1225	DAY	231	780.00
1226	YEAR	95	304.00
1227	BOARD	191	678.00
1228	EARTH	234	645.00
1229	OLD	414	1461.00
1230	DIRTY	290	733.00
1231	NEW	180	464.00
1232	WARM	225	523.00
1233	NIGHT	261	712.00
1234	SMOOTH	219	509.00
1235	WHO	188	340.00
1236	WHAT	644	1143.00
1237	WHERE	180	360.00
1238	WHEN	148	330.00
1239	HOW	115	225.00
1240	NOT	311	1047.00
1241	SOME	128	241.00
1242	FEW	108	249.00
1243	WIDE	115	298.00
1244	THICK	182	466.00
1245	BUTTER	131	570.00
1246	SMALL	293	934.00
1247	EAR	122	437.00
1248	EYE	196	729.00
1249	SPIKE	67	125.00
1250	JAGUAR	8	9.00
1251	BELLY	51	149.00
1252	HOUSE	573	2072.00
1253	RAIN	218	684.00
1254	HANDLE	111	273.00
1255	SNOWING	2	9.00
1256	HEAD	378	985.00
1257	WING	111	235.00
1258	FINGERNAIL	1	2.00
1259	WEDDING	99	293.00
1260	DAY	231	780.00
